##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|OT|OFFDATE|SUBSTORE@@롯데마트
롯데문화센터|창원중앙점|055-240-2590|경남 창원시 성산구 중앙동 92|경남 창원시 성산구 중앙대로 123 |10:00~21:30||
롯데문화센터|통영점|055-640-2592|경남 통영시 무전동 1069|경남 통영시 무전대로 65 |10:00~21:00||
롯데문화센터|양덕점|055-259-2890|경남 창원시 마산회원구 양덕동 222-3번지|경상남도 창원시 마산회원구 삼호로 80|10:00~21:00||
롯데문화센터|당진점|041-350-7090|충남 당진시 원당동 824|충남 당진시 정안로 20 |10:00~20:00||
롯데문화센터|서산점|041-661-0120|충남 서산시 예천동 508-7|충남 서산시 충의로 27 |10:00~19:00||
롯데문화센터|천안점|041-577-2590|충남 천안시 서북구 쌍용2동 1367|충남 천안시 서북구 월봉로 95-0 |10:00~19:00||
롯데문화센터|노은점|042-820-8390|대전 유성구 하기동 519번지|대전광역시 유성구 북유성대로 유성대로 206|10:00~20:00||
롯데문화센터|대덕점|042-930-2590|대전 유성구 관평동 887|대전 유성구 테크노중앙로 14 |10:00~20:00||
롯데문화센터|서대전점|042-540-2590|대전 유성구 원내동 33|대전 유성구 유성대로 26-37 |10:00~19:00||
롯데문화센터|상당점|043-290-7006|충북 청주시 상당구 용암동 2634|충북 청주시 상당구 용암북로160번길 60 |10:00~20:00||
롯데문화센터|충주점|043-841-2590|충북 충주시 칠금동 849|충북 충주시 봉계1길 49 충주공용버스터미널 |10:00~18:00||
롯데문화센터|구미점|054-440-2590|경북 구미시 신평동 465|경북 구미시 구미대로22길 11-0 |10:00~20:00||
롯데문화센터|김천점|054-429-0900|경북 김천시 신음동 470|경북 김천시 시청로 80|10:00~19:00||
롯데문화센터|대구율하점|053-607-2590|대구 동구 율하동 1117|대구 동구 안심로 80 |10:00~22:00||
롯데문화센터|군산점|063-441-2590|전북 군산시 수송동 833|전북 군산시 수송로 185 |10:00~21:00||
롯데문화센터|익산점|063-830-2590|전북 익산시 영등동 833-9|전북 익산시 무왕로 1053 |10:00~21:00||
롯데문화센터|송천점|063-210-2590|전북 전주시 덕진구 송천동1가 281-1|전북 전주시 덕진구 송천중앙로 82 |10:00~19:00||
롯데문화센터|전주점|063-249-2590|전북 전주시 완산구 효자동2가 1234-3|전북 전주시 완산구 우전로 240 |10:00~19:00||
롯데문화센터|상무점|062-602-2590|광주 서구 치평동 1239|광주 서구 시청로 40 |10:00~19:00||
롯데문화센터|수완점|062-975-2590|광주 광산구 장덕동 1678|광주 광산구 장신로 98-0 |10:00~19:00||
롯데문화센터|월드컵점|062-610-2590|광주 서구 풍암동 423-2번지 월드컵경기장 內|광주 서구 금화로 240 월드컵경기장 內|10:00~21:00||
롯데문화센터|첨단점|062-970-0810|광주 광산구 쌍암동 694-3|광주 광산구 첨단강변로99번길 22 |10:00~22:00||
롯데문화센터|여수점|061-640-2590|전남 여수시 국동 37-100|전남 여수시 국포1로 36 36 롯데마트|10:00~19:00||
롯데문화센터|울산점|052-228-2590|울산 남구 달동 830-1번지|울산 남구 삼산로 74 |10:00~19:00||
롯데문화센터|진장점|052-240-2600|울산광역시 북구 진장동 283-1|울산 북구 진장유통로 64 |10:00~18:00||
롯데문화센터|사상점|051-329-2590|부산 사상구 엄궁동 690|부산 사상구 낙동대로 733 |10:00~19:00||
롯데문화센터|사하점|051-603-2590|부산 사하구 장림동 1033-2|부산 사하구 을숙도대로 610 |10:00~19:00||
롯데문화센터|부산점|051-608-2590|부산 부산진구 부암동 257번지|부산 부산진구 신천대로 241 |10:00~19:00||
