##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
안팍/법률사무소|||02-3478-0490|서울 서초구 법원로1길 1, 401호 (서초동, 서호빌딩)||||대한변호사협회
법률사무소/담현|||02-553-0013|서울 강남구 테헤란로8길 44, 6층 (역삼동, 유진빌딩)||||대한변호사협회
법률사무소/현명|||02-723-1800|서울 종로구 새문안로 82, 1803호 (신문로1가, 에스타워)||||대한변호사협회
공동법률사무소/로연|||02-3473-4040|서울 서초구 법원로2길 21, 303호 (서초동, 칠보빌딩)||||대한변호사협회
법률사무소/P&K/리더스|||031-217-1555|경기 수원시 영통구 광교중앙로248번길 40, 502호 (하동,스마트법조프라자)||||대한변호사협회
법률사무소/우현|||010-8720-9930|강원 원주시 능라동길 59, 6층 (무실동, 정한프라자)||||대한변호사협회
공동법률사무소/윤현|||064-758-3390|제주 제주시 중앙로 291, 6층 (이도이동, 복강빌딩)||||대한변호사협회
법률사무소/예서원|||02-594-9400|서울 서초구 법원로2길 20, 5층 (서초동, 동구빌딩)||||대한변호사협회
HS/법률사무소|||02-2135-2866|서울 서초구 서초중앙로22길 54, 2층 2호 (서초동, 신포빌딩)||||대한변호사협회
공동법률사무소/율로|||02-6485-6565|서울 중구 청계천로 100, 서관 1137호 (수표동, 시그니쳐타워)||||대한변호사협회
윤익/공동법률사무소|||02-6951-4100|서울 송파구 법원로 92, 608호 (문정동, 파트너스1)||||대한변호사협회
법으로/공동법률사무소|||02-584-2723|서울 서초구 서초대로 266, 7층 706호 (서초동, 아스트라)||||대한변호사협회
서이/공동법률사무소|||02-521-0252|서울 서초구 서초대로50길 19, 502호 (서초동, 이레 오피스텔)||||대한변호사협회
법률사무소/오헌|||02-554-0013|서울 강남구 선릉로 433, 15층 (역삼동, 세방빌딩)||||대한변호사협회
법률사무소/해봄|||02-521-8119|서울 양천구 신월로 369, 501호 (신정동, 성배법조빌딩)||||대한변호사협회
법률사무소/비아이엘|||02-564-1181|서울 서초구 반포대로 99, 6층 (서초동, 서초3동우체국)||||대한변호사협회
공동법률사무소/인향|||02-6242-2580|서울 영등포구 영신로 20-1, 1층 (영등포동)||||대한변호사협회
더리드/공동법률사무소|||02-2135-1662|서울 강남구 테헤란로 439, 7층 (삼성동)||||대한변호사협회
우림/합동법률사무소|||054-252-4200|경북 포항시 북구 법원로 123, 2층 (장성동)||||대한변호사협회
상정/공동법률사무소|||02-2635-4317|서울 서초구 반포대로 96, 7층 701호 (서초동, 석정빌딩)||||대한변호사협회
강앤강/법률사무소|||052-258-9384|울산 남구 법대로 94-8, 3층 (옥동)||||대한변호사협회
법률사무소/트루메이트|||02-6951-1777|서울 서초구 서초중앙로 164, 402호 (서초동, 신한국빌딩)||||대한변호사협회
소통/합동법률사무소|||033-648-4422|강원 강릉시 교동광장로 90, 3층 (교동)||||대한변호사협회
쎈/법률사무소|||02-785-9005|서울 영등포구 여의대로 8, 2601호 (여의도동, 여의도파크센터 B동)||||대한변호사협회
스타/법률사무소|||053-218-0626|대구 중구 달구벌대로 2095, 11층 (덕산동, 삼성생명빌딩)||||대한변호사협회
상록수/공동법률사무소|||041-352-2199|충남 당진시 청룡길 159, 2층 202,203호 (읍내동)||||대한변호사협회
공동법률사무소/신록|||02-403-1253|서울 송파구 법원로 92, 제2층 208호 (문정동, 파트너스1)||||대한변호사협회
합동법률사무소/도봉|||955-3135,6|서울 도봉구 도봉로168길 16, 104호 (도봉동, 경민빌딩)||||대한변호사협회
법률사무소/온길|||595-1945|서울 서초구 서초중앙로 149-10 (서초동, 현빌딩)||||대한변호사협회
유니온/공동법률사무소|||525-0029|서울 서초구 서초중앙로22길 42, 6층 (서초동)||||대한변호사협회
공동법률사무소/봄날|||062-375-9111|광주 서구 시청로96번길 15, 101호, 102호 (치평동, 로잔티움파크)||||대한변호사협회
유어사이드/공동법률사무소|||031-901-1245|경기 고양시 일산동구 장백로 208, 504호 (장항동, 성암빌딩)||||대한변호사협회
최원영/강명권/공동법률사무소|||3471-3301|서울 서초구 서초대로42길 51, 4층 (서초동, 마노빌딩)||||대한변호사협회
백준/법률사무소|||536-4344|서울 서초구 서초중앙로26길 9, 6층 (서초동, 동우빌딩)||||대한변호사협회
커넥트/공동법률사무소|||6203-7701|서울 강남구 테헤란로28길 7, 2층 (역삼동, 덕천빌딩)||||대한변호사협회
공동법률사무소/편한|||599-5562|서울 서초구 서초중앙로 158, 604호 (서초동, 남계빌딩)||||대한변호사협회
법률사무소/은인|||031-546-1544|경기 용인시 수지구 광교중앙로 294, 203호 (상현동, 1133)||||대한변호사협회
엘리트/공동법률사무소||||서울 강남구 테헤란로10길 8, 11층 (역삼동, 녹명빌딩)||||대한변호사협회
선율로/공동법률사무소|||031-309-5959|경기 수원시 영통구 광교중앙로248번길 95-1, 304호 (하동)||||대한변호사협회
법률사무소/정오|||051-911-4114|부산 연제구 법원로 20, 904~905호 (거제동, 로제스티빌딩)||||대한변호사협회
나무/공동법률사무소|||055-263-2816|경남 창원시 성산구 창이대로689번길 4-24, 201호 (사파동, 더원2빌딩)||||대한변호사협회
담윤/공동법률사무소|||055-264-0390|경남 창원시 성산구 동산로220번길 35, 2층, 4층 (사파동)||||대한변호사협회
해환/공동법률사무소|||545-6217|서울 강남구 영동대로 621, 6층 (삼성동)||||대한변호사협회
법률사무소/일과사람|||586-1941|서울 서초구 서초중앙로 120, 602호 (서초동, 현정빌딩)||||대한변호사협회
변호사/현창곤/안홍모/공동법률사무소|||064-702-7600~1|제주 제주시 연삼로 402, 401호 (이도2동, 제일빌딩)||||대한변호사협회
법률사무소/안율|||02-6953-7700|서울 서초구 서초중앙로 125, 903호 (서초동, 로이어즈타워)||||대한변호사협회
담율/공동법률사무소|||062-385-8502|광주 서구 시청로96번길 15, 112호, 114호 (치평동, 로잔티움파크)||||대한변호사협회
공동법률사무소/더/상승|||031-902-3110|경기 고양시 일산동구 중앙로 1191, 605호 (장항동, 굿모닝 법조타운I)||||대한변호사협회
제이앤제이/법률사무소|||064-726-1121~2|제주 제주시 중앙로 319, 3층 (이도2동, 효당빌딩)||||대한변호사협회
종합법률사무소/공정|||02-598-6000|서울 서초구 서초대로50길 8, 5층 (서초동, 관정빌딩)||||대한변호사협회
우리들의/공동법률사무소|||031-8007-3303|경기 수원시 영통구 광교중앙로248번길 95-1, 104호 (하동)||||대한변호사협회
변호사/권동영/한장헌/공동법률사무소|||02-569-4749|서울 강남구 선릉로 433, 15층 (역삼동, 세방빌딩)||||대한변호사협회
민헌/합동법률사무소|||522-4531|서울 서초구 서초대로40길 49, 5층 (서초동, 라이프재단 빌딩)||||대한변호사협회
월드클래스/법률사무소|||6959-1443|서울 강남구 테헤란로 623, 3층 (삼성동, 삼성빌딩)||||대한변호사협회
공동법률사무소/더도움|||055-264-3700|경남 창원시 성산구 창이대로689번길 4-5, 4층 (사파동, 변호사회관)||||대한변호사협회
법률사무소/문정|||404-1106|서울 송파구 법원로8길 13, 2층 202호 (문정동, 문정헤리움써밋타워)||||대한변호사협회
해누리/공동법률사무소|||031-548-0037|경기 수원시 영통구 법조로149번길 150, 204호 (하동,지연빌딩)||||대한변호사협회
법률사무소/예주|||010-6600-9729|부산 연제구 법원로 40, 10층 (거제동, 서정빌딩)||||대한변호사협회
새녘/공동법률사무소|||041-522-2244|충남 천안시 동남구 청당2길 83-15, 4층, 5층 (청당동, 새녘빌딩)||||대한변호사협회
공동법률사무소/위너|||061-803-9290|전남 목포시 정의로 30, 503호 (옥암동)||||대한변호사협회
법률사무소/기원|||062-456-0001|광주 동구 준법로 10, 3층 (지산동)||||대한변호사협회
법률사무소/가현|||062-236-0222|광주 동구 지산로85번길 11-9 (지산동)||||대한변호사협회
대청/공동법률사무소|||043-294-8577|충북 청주시 서원구 산남로62번길 35, 403호 (산남동, 미소시티II)||||대한변호사협회
공동법률사무소/동주|||031-216-1155|경기 수원시 영통구 광교중앙로248번길 7-2, B동 902호, 903호 (하동, 원희캐슬법조타운)||||대한변호사협회
법무법인/김김법률사무소|||052-275-9115|울산 남구 법대로14번길 31, 401호 (옥동, 법조빌딩)||||대한변호사협회
공동법률사무소/승률|||044-862-2752|세종 한누리대로 2150, 610호 (보람동, 스마트허브Ⅰ)||||대한변호사협회
청윤/공동법률사무소|||053-744-3377|대구 수성구 동대구로 390, 1102호 (범어타워)||||대한변호사협회
법률사무소/윤오|||595-3480|서울 서초구 법원로4길 13, (서초동, 춘광빌딩)||||대한변호사협회
공동법률사무소/명전|||522-7704|서울 서초구 서초대로 264, 12층 (서초동, 법조타워)||||대한변호사협회
법률사무소/강원|||033-241-9900|강원 춘천시 공지로 293, 1층 (효자동, 화남빌딩)||||대한변호사협회
부산대동/공동법률사무소|||051-710-0090|부산 연제구 법원남로15번길 26, 5층, 501호 (거제동, 위너스빌딩)||||대한변호사협회
공동법률사무소/산음|||573-4860|서울 서초구 강남대로 212, 5층 (양재동, 보은빌딩)||||대한변호사협회
법률사무소/기산|||031-212-1126|경기 수원시 영통구 중부대로345번길 20, 4층 404호 (원천동, 대산프라자)||||대한변호사협회
법률사무소/이스트|||6952-6325|서울 송파구 법원로 92, 3층 308호 (문정동, 파트너스1)||||대한변호사협회
변호사/박민철/설주완/공동법률사무소|||061-721-7772|전남 순천시 왕지로 20, 4층 (왕지동, 그린법조타운)||||대한변호사협회
명재/공동법률사무소|||6245-2359|서울 서초구 서초대로 240, 305~306호 (서초동, 서초동 동일하이빌)||||대한변호사협회
공동법률사무소/율장|||064-758-0201|제주 제주시 오복2길 19, 3층 (이도2동)||||대한변호사협회
법률사무소/푸른봄|||02-2038-2535|서울 서초구 방배로 178, B101 (방배동, 유중아트센터)||||대한변호사협회
법률사무소/대하|||3478-6333|서울 서초구 서초중앙로28길 10, 2층 (서초동, 명신빌딩)||||대한변호사협회
태연/공동법률사무소|||3474-0301|서울 강남구 테헤란로 147, 1007호 (역삼동, 성지하이츠Ⅱ)||||대한변호사협회
공동법률사무소/지함|||031-523-3037|경기 남양주시 가운로1길 1, 304호 (가운동, 드림프라자)||||대한변호사협회
법률사무소/창림|||031-216-9830|경기 수원시 영통구 광교중앙로248번길 95-1, 504호 (하동)||||대한변호사협회
법률사무소/단율||||서울 송파구 법원로8길 13, 1312호, 1313호 (문정동)||||대한변호사협회
삼인/공동법률사무소|||070-5101-1555|서울 서초구 사임당로 21, 502호 (서초동, 기하빌딩)||||대한변호사협회
공동법률사무소/화명|||051-365-4677|부산 북구 금곡대로 175, 208동 203호 (화명동, 화명2차동원로얄듀크비스타)||||대한변호사협회
온정/공동법률사무소|||032-710-5355|인천 미추홀구 학익소로 62, 206호, 207호 (학익동, 정동빌딩)||||대한변호사협회
푸른솔/법률사무소|||031-319-7654|경기 시흥시 마유로 330, 201호 (정왕동, 대하빌딩)||||대한변호사협회
로스토리/공동법률사무소|||6949-5240|서울 서초구 서초대로 332, 11층 (서초동, 신승빌딩)||||대한변호사협회
법률사무소/제주드림|||064-727-5055|제주 제주시 중앙로 312, 1층 (이도2동, 형제빌딩)||||대한변호사협회
법률사무소/금산|||454-2900|서울 송파구 법원로 92, 408호 (문정동, 파트너스1)||||대한변호사협회
법률사무소/PNS|||031-826-1424|경기 의정부시 녹양로18번길 35-18, 1층 (가능동)||||대한변호사협회
변호사/김정훈/이주현/법률사무소|||064-753-0045|제주 제주시 중앙로 326, 401호 (이도2동, 해피트리)||||대한변호사협회
법률사무소/영무|||463-0022|서울 성동구 뚝섬로1길 31, 1516호 (성수동1가, 서울숲 M타워)||||대한변호사협회
다솔공동법률사무소|||6959-7020|서울 서초구 법원로3길 6-9 (서초동, 법조 빌딩)||||대한변호사협회
법률사무소/유현|||02-595-2200|서울 서초구 서초대로 269, 402호 (서초동, 부림빌딩)||||대한변호사협회
법률사무소/디딤/홍앤주|||031-503-9244|경기 안산시 단원구 광덕서로 72, 305호 (고잔동, 중앙법조빌딩)||||대한변호사협회
공동법률사무소/묵호|||033-533-0901|강원 동해시 천곡로 71, 8층 (천곡동, 흥국생명빌딩)||||대한변호사협회
공동법률사무소/지율|||031-211-2006|경기 수원시 영통구 광교중앙로266번길 30, 305호 (하동)||||대한변호사협회
강문/공동법률사무소|||062-236-2224|광주 동구 지산로 70, (지산동, 동산빌딩)||||대한변호사협회
로운/공동법률사무소|||051-292-9003|부산 사하구 낙동남로 1417, 9층 (하단동, 락희빌딩)||||대한변호사협회
공동법률사무소/율헌|||051-710-7745|부산 연제구 법원남로 16, 702호 (거제동, 협성법조타운빌딩)||||대한변호사협회
변호사/서재구/김진/법률사무소|||032-862-1123|인천 남구 소성로 159, 106~107호 (학익동, 현준솔로몬시티)||||대한변호사협회
법률사무소/한들|||041-417-3700|충남 천안시 동남구 청당동 485 703호, 704호||||대한변호사협회
공동법률사무소/나루|||062-223-9900|광주 동구 지산로 85, 2층 (지산동, 서동빌딩)||||대한변호사협회
케이제이에스좋은합동법률사무소|||02-3476-7800|서울 서초구 법원로3길 6-9, 205호 (서초동, 법조빌딩)||||대한변호사협회
부부/합동법률사무소/최신|||031-873-6602|경기 의정부시 녹양로 18 1층 (가능동)||||대한변호사협회
법률사무소/로빈|||031-932-0030|경기 고양시 일산동구 장백로 208, 601호, 602호, 603호 (장항동, 성암빌딩)||||대한변호사협회
법률사무소/화윤|||02-586-3902|서울 서초구 반포대로30길 18, 302호 (서초동)||||대한변호사협회
법률사무소/승헌|||031-876-2005|경기 의정부시 녹양로34번길 30, 403호 (가능동, 법전빌딩)||||대한변호사협회
법률사무소/리엘/파트너스|||032-873-2502|인천 남구 소성로 171, 제로시스동 703, 704호 (학익동, 대흥평창로시스빌딩)||||대한변호사협회
서강/공동법률사무소|||062-228-9600|광주 동구 지산로 63, 4층 (지산동)||||대한변호사협회
아이알케이/공동법률사무소|||042-476-4770|대전 서구 둔산중로78번길 26, 11층 1102호 (둔산동, 민석타워)||||대한변호사협회
브라이트/법률사무소|||051-711-6798|부산 해운대구 마린시티2로 2, 1101호 (우동, 마린파크)||||대한변호사협회
법률사무소/혜율|||02-3476-3800|서울 서초구 서초중앙로 154, 602호 (서초동, 화평빌딩)||||대한변호사협회
로라클/법률사무소|||02-2097-8125|서울 강남구 테헤란로 521, 29층 (삼성동, 파르나스타워)||||대한변호사협회
법률사무소/진영|||2088-1783|서울 강남구 역삼로3길 20, 4층 (역삼동, 서정빌딩)||||대한변호사협회
남명현/박재욱/공동법률사무소|||032-329-7500|경기 부천시 부일로237번길 56, 207호 (상동, 호림빌딩)||||대한변호사협회
변호사/김태현/차이윤/법률사무소|||051-724-2511|부산 기장군 기장읍 기장대로 516, 2층 202호 (청강리, 자이안트볼링)||||대한변호사협회
청안/공동법률사무소|||032-861-0400|인천 남구 소성로 166-1, 4층 (학익동, 학익빌딩)||||대한변호사협회
공동법률사무소/시대|||051-507-8980|부산 연제구 법원로32번길 18 (거제동, 나래타운빌딩) 403호||||대한변호사협회
법률사무소/더윈|||051-507-5674~5|부산 연제구 법원남로15번길 26, 9층 (거제동, 위너스빌딩)||||대한변호사협회
미소/공동법률사무소|||597-4209|서울 서초구 반포대로28길 63 , 2층(서초동)||||대한변호사협회
리한/공동법률사무소|||583-1119|서울 서초구 법원로2길 15 , 501호(서초동, 길도빌딩)||||대한변호사협회
유지승/법률사무소|||033-745-5376|강원 원주시 무실새골길 2 , 4층 401호||||대한변호사협회
법률사무소/초록|||032-715-5688|인천 남구 소성로 153 , 502호(학익동, 중앙빌딩)||||대한변호사협회
공동법률사무소/화랑|||053-741-5300|대구 수성구 동대구로 354 , 702호(범어동, 브라운스톤 범어)||||대한변호사협회
법률사무소/종로|||738-9009|서울 종로구 인사동5길 25 , 1007호(인사동, 하나로빌딩)||||대한변호사협회
고려/공동법률사무소|||593-0117|서울 서초구 반포대로28길 91 , 4층(서초동, 대진빌딩)||||대한변호사협회
공동법률사무소/오성|||051-714-3402|부산 연제구 법원남로9번길 10 , 4, 5층(거제동, 천우빌딩)||||대한변호사협회
하율/공동법률사무소|||031-905-0800|경기 고양시 일산동구 장백로 204 , 701호,  702호(장항동, 보림빌딩)||||대한변호사협회
백산/공동법률사무소|||598-2200|서울 서초구 서초중앙로 117 , 12층(서초동, 훈민타워)||||대한변호사협회
인산/공동법률사무소|||051-503-0900|부산 연제구 법원로 12 , 602호(거제동, 로윈타워빌딩)||||대한변호사협회
산솔/합동법률사무소|||031-217-1540|경기 화성시 동탄반석로 196 , 905호(반송동, 아이프라자)||||대한변호사협회
법률사무소/바앤로|||053-719-0315|대구 수성구 동대구로 395 (범어동, 참저축은행빌딩) 3층||||대한변호사협회
태온/공동법률사무소|||031-217-2373|경기 수원시 영통구 광교중앙로248번길 7-3 , 201호(하동, 우연법전프라자)||||대한변호사협회
으뜸/공동법률사무소|||6925-6171|서울 서초구 사임당로 87 , 3층(서초동, 서원빌딩)||||대한변호사협회
법률사무소/인현|||032-874-2587|인천 남구 소성로 166-1 , 3층(학익동, 학일빌딩)||||대한변호사협회
온리/법률사무소|||062-226-0031|광주 남구 중앙로 87 , 11층(서동, kbc광주방송)||||대한변호사협회
플랜에이/법률사무소|||421-0253|서울 송파구 법원로 96 , 404호(문정동, 문정법조프라자)||||대한변호사협회
법률사무소/가치|||402-2288|서울 송파구 법원로 90 , 607호(문정동, 파트너스2)||||대한변호사협회
공동법률사무소/이백|||599-5991|서울 서초구 법원로2길 17-5 , 3층(서초동, 백영빌딩)||||대한변호사협회
법률사무소/대건|||537-9295|서울 서초구 법원로2길 17-5,2층(서초동,백영빌딩||||대한변호사협회
동부/법률사무소|||02-6335-5900|서울 송파구 법원로 90 (문정동, 파트너스2) 507호||||대한변호사협회
여민합동법률사무소|||044-905-0031|세종 한누리대로 234 (나성동, 르네상스) 505호||||대한변호사협회
변호사/이주성/김형찬/법률사무소|||032-864-5557|인천 남구 학익소로 66 , 405호(학익동, 선정빌딩)||||대한변호사협회
공동법률사무소/헤윰|||525-2237|서울 서초구 서초대로54길 29-13 , 2층(서초동, 일암빌딩)||||대한변호사협회
법률사무소/벧엘|||535-7323|서울 서초구 서초중앙로24길 27 , 407호(서초동, 지파이브센트럴프라자)||||대한변호사협회
로펌이든/공동법률사무소|||2039-9400|서울 서초구 강남대로 196 , 5층(양재동, 구민빌딩)||||대한변호사협회
더조은/종합법률사무소|||02-594-1237|서울 서초구 서초중앙로 160 (서초동, 법률센터) 502호, 503호||||대한변호사협회
법률사무소/차이|||3448-4242|서울 강남구 봉은사로 109 , 6층(논현동, 싼타홍타워)||||대한변호사협회
화정/공동법률사무소|||031-967-7655|경기 고양시 덕양구 화정로 53 , 706호(화정동, 새롬프라자)||||대한변호사협회
법률사무소/메이데이|||780-0757|서울 영등포구 국회대로70길 15-1, 807호 (여의도동, 극동VIP빌딩)||||대한변호사협회
법률사무소/인율|||2603-5997|서울 양천구 신월로 389 , 808호(신정동, 남부빌딩)||||대한변호사협회
법률사무소/청송Law|||051-714-1515|부산 연제구 법원남로15번길 10 , 2층 202호(거제동, 미르코아빌딩)||||대한변호사협회
히포크라/법률사무소|||02-3477-6911|서울 서초구 서초중앙로 154 , 404호(서초동, 화평빌딩)||||대한변호사협회
법률사무소/청은|||3472-7188|서울 서초구 서초대로46길 9 , 2층(서초동, SM빌딩)||||대한변호사협회
법률사무소/강민|||031-483-2500|경기 안산시 단원구 광덕서로 68 , 401호(고잔동, 삼영빌딩)||||대한변호사협회
IBS공동법률사무소|||598-8518|서울 서초구 서초대로 272,  3층 (서초동, 한국아이비에스빌딩)||||대한변호사협회
법률사무소/국토|||592-9600|서울 서초구 반포대로28길 39 , 401호(서초동, 선우빌딩)||||대한변호사협회
태정/합동법률사무소|||2269-7190|서울 중구 충무로 65 , 3층(을지로3가, 신양빌딩)||||대한변호사협회
김송/합동법률사무소|||053-745-9693|대구 수성구 동대구로 358-6 , 5층 502호(범어동, 성광빌딩)||||대한변호사협회
법률사무소/승리|||031-903-5300|경기 고양시 일산동구 장백로 206 , 403호(장항동, 이지로빌딩)||||대한변호사협회
산성/법률사무소|||595-5551|서울 서초구 서초대로51길 21, 6층 (서초동, 하림빌딩 2)||||대한변호사협회
준명/공동법률사무소|||525-6906|서울 서초구 반포대로30길 33 , 3층(서초동, 블리스빌딩)||||대한변호사협회
서진법률사무소|||042-471-5800|대전 서구 둔산중로78번길 20 , 1002호(둔산동, 명진빌딩)||||대한변호사협회
법률사무소/율다함|||6951-0069|서울 강남구 테헤란로10길 6 , 11층(역삼동, 녹명빌딩)||||대한변호사협회
엔씨원/공동법률사무소|||593-7707|서울 서초구 서초중앙로22길 53 , 202호(서초동)||||대한변호사협회
법률사무소/다감|||02-586-9922|서울 서초구 서초대로56길 22, 2층 (서초동, 성운빌딩)||||대한변호사협회
변호사/박재호/법률사무소|||031-475-1400|경기 안산시 단원구 광덕서로 72 , 501호, 502호(고잔동, 중앙법조빌딩)||||대한변호사협회
우리의/합동법률사무소|||3273-3331|서울 마포구 마포대로14길 14 , 6층(공덕동, 태영빌딩)||||대한변호사협회
청백/공동법률사무소|||521-3320|서울 서초구 반포대로 104, 7층 (서초동, 서일빌딩)||||대한변호사협회
티에스법률사무소|||3477-0681|서울 서초구 서초중앙로 69 , 9층 1호(서초동, 르네상스빌딩)||||대한변호사협회
법률사무소/헌율|||064-762-0331|제주 서귀포시 서문로 2 , 6층(서귀동, 해인빌딩)||||대한변호사협회
법률사무소/지언|||031-926-4000|경기 고양시 일산동구 중앙로 1191 , 504호(장항동, 굿모닝법조타운I)||||대한변호사협회
무진/공동/법률사무소|||062-222-2100|광주 동구 지산로 74-8 , 501호(지산동, 심산빌딩)||||대한변호사협회
공동법률사무소/도윤|||2054-8585|서울 송파구 송파대로 167 , 제B동 제3층 제312호(문정동, 문정역테라타워)||||대한변호사협회
종합법률/보담/공동법률사무소|||042-472-1668|대전 서구 둔산중로 74,4층 404호(둔산동,인곡타워)||||대한변호사협회
참좋은/공동법률사무소|||032-861-0861|인천 남구 소성로 171 , 4층 402호(학익동, 대흥평창로시스빌딩)||||대한변호사협회
법률사무소/충주|||043-843-3060|충북 충주시 계명대로 115 , 2층(교현동)||||대한변호사협회
합동법률사무소/시중|||536-7708|서울 서초구 법원로3길 15, 305호(서초동, 영포빌딩)||||대한변호사협회
공동법률사무소/지현|||592-5790|서울 서초구 서초중앙로 118 , 10층(서초동, 카이스시스템빌딩)||||대한변호사협회
담헌/공동법률사무소|||051-502-2241|부산 연제구 법원로 42 , 201호(거제동, 대한빌딩)||||대한변호사협회
로펌/고우/법률사무소|||452-0037|서울 광진구 아차산로 187, 302호 (화양동, 동신빌딩)||||대한변호사협회
서담/공동법률사무소|||434-4920|서울 송파구 송파대로 438, 703호 (송파동)||||대한변호사협회
재율/공동법률사무소|||312-1007|서울 마포구 마포대로 201 , 208호(아현동, 마포트라팰리스2차)||||대한변호사협회
현송/법률사무소|||529-3011|서울 강남구 논현로30길 47 , 5층(도곡동, 한방빌딩)||||대한변호사협회
법률사무소/이도|||064-757-0401|제주 제주시 연삼로 401 ,2층(이도2동)||||대한변호사협회
합동법률사무소/영우|||598-5975|서울 구로구 디지털로33길 11 , 1003호(구로동, 에이스테크노타워9차)||||대한변호사협회
법률사무소/사람인|||537-0815|서울 서초구 서초대로51길 29 , 4층(서초동, 헤라피스빌딩)||||대한변호사협회
비상/공동법률사무소|||031-8009-0909|경기 수원시 영통구 봉영로 1617 , 227호(영통동, 훼미리타워)||||대한변호사협회
법률사무소/소유|||031-216-1555|경기 수원시 영통구 광교중앙로 244 , 302호(하동)||||대한변호사협회
법률사무소/그날|||053-523-9797|대구 달서구 장산남로 21 , 204, 205호(용산동, 법조빌딩)||||대한변호사협회
봄날가정법률사무소|||031-926-3570|경기 고양시 일산동구 중앙로 1191 , 404호(장항동, 굿모닝 법조타운원)||||대한변호사협회
세상/공동법률사무소|||956-3838|서울 도봉구 마들로 760, 1층 101호 102호, 2층 201호 (도봉동, 한밭법조타워)||||대한변호사협회
더앤법률사무소|||6959-7217|서울 강남구 선릉로 703, 5층 (논현동, HS TOWER)||||대한변호사협회
공동법률사무소/미래||||광주 동구 동명로 109-2 (지산동)||||대한변호사협회
공동법률사무소/기업분쟁연구소|||568-2420|서울 강남구 테헤란로 420 , 4층(대치동, HLMC빌딩)||||대한변호사협회
변호사/남호진/남지현/법률사무소|||053-753-4541,2|대구 수성구 동대구로 358-6 , 308호(범어동, 성광빌딩)||||대한변호사협회
법률사무소/강|||064-727-2013|제주 제주시 중앙로 326 , 402호(이도이동, 해피트리)||||대한변호사협회
법률사무소/소나무|||031-364-8311|경기 수원시 영통구 월드컵로97번길 53-4 (원천동)||||대한변호사협회
해별/공동법률사무소|||6415-7574|서울 양천구 신월로 389, 802~4호 (신정동, 남부빌딩)||||대한변호사협회
법률사무소/양현|||062-225-2233|광주 동구 지산로 70 (지산동, 2층)||||대한변호사협회
법률사무소/시원|||062-229-0001|광주 동구 지산로 70,3층(지산동,동산빌딩)||||대한변호사협회
공동법률사무소/세웅|||581-9680,1|서울 서초구 서초중앙로22길 46, 3층 (서초동, 선인빌딩)||||대한변호사협회
법률사무소/이해|||062-229-7500|광주 동구 지산로 74-8,401호(지산동,심산빌딩)||||대한변호사협회
변호사/남삼식/법률사무소|||031-733-5114|경기 성남시 수정구 산성대로 465 , 2층(단대동, 인화빌딩)||||대한변호사협회
변호사/이희열/강호석/공동법률사무소|||063-255-2500|전북 전주시 덕진구 사평로 47 , 4층(덕진동1가, 로펌빌딩)||||대한변호사협회
소울/공동법률사무소|||515-0080|서울 강남구 압구정로28길 19,5층(신사동,JJ빌딩)||||대한변호사협회
법률사무소/서한파트너스|||031-217-2766|경기 수원시 영통구 광교중앙로 248번길 7-2, A동 709호 (하동, 원희캐슬광교)||||대한변호사협회
법률사무소/그들로|||537-2391|서울 서초구 서초대로49길 17,402호(서초동,주안빌딩)||||대한변호사협회
공동법률사무소/형통||||광주 서구 시청로96번길 15,105호(치평동)||||대한변호사협회
동그라미/법률사무소|||053-743-0885|대구 수성구 동대구로 348-11,1층(범어동)||||대한변호사협회
홍학/공동법률사무소|||2637-1117|서울 영등포구 당산로 133, 206호 207호 (당산동3가, 서림빌딩)||||대한변호사협회
종합법률사무소/다현|||051-945-6123|부산 연제구 법원남로9번길 14,5층(거제동,청담빌딩)||||대한변호사협회
안재훈/김대석/법률사무소|||061-726-4466|전남 순천시 왕지로 30 201호 (왕지동, 거형빌딩)||||대한변호사협회
로앤조법률사무소|||032-238-0177|인천 남구 학익소로 29,702호(학익동,석목법조빌딩)||||대한변호사협회
이강/법률사무소|||6030-8846|서울 중구 을지로5길 26 , 27층(을지로2가, 센터원빌딩 서관)||||대한변호사협회
변호사/추동기·오두일/법률사무소|||062-232-0082|광주 동구 준법로25번길 16, 5층 (지산동)||||대한변호사협회
참다운/합동법률사무소|||053-744-1661|대구 수성구 동대구로 348-17,202호(범어동,우정법원빌딩)||||대한변호사협회
법률사무소/뜻|||032|인천 남구 소성로 171,501호(학익동,평창빌딩)||||대한변호사협회
찬승/공동법률사무소|||031-691-7011|경기 평택시 평남로 1047-1,3층301호(동삭동,청언빌딩)||||대한변호사협회
법률사무소/조은|||053-216-0007|대구 중구 달구벌대로 2105,8층(덕산동,덕산빌딩)||||대한변호사협회
정진/공동법률사무소||||광주 동구 지산로 73,501호(지산동,동명빌딩)||||대한변호사협회
법률사무소/필승|||599-3430|서울 서초구 서초대로51길 15,2층(서초동,신우빌딩)||||대한변호사협회
변호사/김앤신/공동법률사무소|||051-947-8989|부산 연제구 법원로 18,14층 1401호(거제동, 세종빌딩)||||대한변호사협회
법률사무소/은하|||051-504-8253|부산 연제구 법원로32번길 15,201호(거제동, 휘강빌딩)||||대한변호사협회
