##NAME|SUBNAME|TELNUM|ADDR|FEAT@@태권도장
화랑태권도장||070-4107-7940|경남 양산시 회현1길 50 118동 3층 302호, 303호(교동, 일동미라주아파트)|
성주리틀태권도장||055-285-2244|경남 창원시 성산구 삼정자로43번길 2 401호(성주동, 성산빌딩)|
드림태권도장||055-363-8009|경남 양산시 물금읍 새실로 11 727동 203호, 204호(가촌리, 양산 대방노블랜드 7차 메가시티)|
경희대석사다온태권도장||010-3136-7735|경기 용인시 기흥구 서천로 121 원희캐슬 6층 605호(서천동, 원희캐슬)|
경희대탑태권도장||032-746-6111|인천 중구 은하수로 351 2층 201~3호(중산동, 하늘도시우미린1단지)|
경희대 최강 태권도장||0613337224|전남 나주시 그린로 325 8층, 802호(빛가람동)|
청라태권도장||032-576-1122|인천 서구 비지니스로28번길 13 지하층 101호 (경서동, 청라동문굿모닝힐)|
신일태권도장||054-475-4207|경북 구미시 흥안로 35 상가1동 208호 동화타운(옥계동, 동화타운)|
대한민국 태권도장||052-268-4520|울산 남구 거마로30번길 16 신정동, 5층(신정동)|
다빛태권도장||042-542-5556|대전 서구 도안동 639-4번지 수목토@상가 2층|
주안정문태권도장||032-439-7600|인천 남구 주안로 226, 2층(주안동, 더월드스테이트)|
용인대 노을태권도장||042-545-2565|대전 서구 관저동로 64-63, 3층 (관저동)|
용인대 MTA태권도장||044-866-8884|세종특별자치시 새롬중앙로 64 영광프라자 503호(새롬동, 세종영광프라자)|
경희대논현태권도장||032-442-0990|인천 남동구 소래역로 95 B108호(논현동)|
용인대기산태권도장||0312219123|경기 화성시 동탄지성로 338 이도원빌딩 5층(반월동)|
US 태권도장||044-863-6134|세종특별자치시 도움8로 81 세종일번가 410호(어진동, 세종일번가)|
원흥비전태권도장||031-965-1198|경기 고양시 덕양구 도래울3로 4 몽블랑타워 4층 401호(도내동, 몽블랑타워)|
고천경희대석사태권도장||031-458-9165|경기 의왕시 전주남이길 23 까치빌딩 4층(오전동)|
삼성태권도장||031-861-8857|경기 양주시 회정로 134 두리테크 5층 507호(덕정동)|
배곧효태권도장||031-498-0002|경기 시흥시 배곧4로 32-9 골든프라자 4층 403호 (정왕동, 골든프라자)|
경희대호매실태권도장||031-297-0663|경기 수원시 권선구 매실로 70 GS아파트 상가 3층 304호(호매실동, 호매실GS아파트)|
롯데블루태권도장||051-265-1566|부산 사하구 다송로 15 (다대동)|
가온누리양주관태권도장||0318645962|경기 양주시 고암길 44 행전빌딩 3층 301호(고암동, 행전빌딩)|
연우태권도장||0312966341|경기 수원시 장안구 율전로 107 수일빌딩 2층(율전동, 수일빌딩)|
가온누리명성태권도장||031-884-5666|경기 여주시 청심로 234-6 종로엠스쿨학원 2층 201호(상동, 종로엠스쿨학원)|
인천체대 화랑태권도장||029717472|서울 노원구 공릉2동 254번지 우성아파트상가 305호|
참바른친구태권도장|||대구 북구 대천로7길 40 301,303,304호(읍내동, 칠곡산호한양아파트)|
청지회해솔태권도장||031-841-4443|경기 의정부시 동일로466번길 5 서해아파트 상가1동 5층 402호(신곡동, 서해아파트)|
퍼스트신성태권도장||031-205-9555|경기 수원시 영통구 청명북로 33 삼성단지내상가 2층 201,202호(영통동, 청명마을삼성아파트)|
경희대남양태권도장||031-356-9476|경기 화성시 남양읍 역골중앙로 10 영빌딩 4층 401호(남양리)|
경희대해람태권도장||031-373-7791|경기 화성시 동탄대로시범길 189 가든프라자 5층 503,504호(청계동)|
두드림태권도장||062-971-0030|광주 광산구 임방울대로 727-5 상가동 지하1층(월계동, 첨단과학산업기지 라인3차아파트)|
만성상무태권도||063-212-9100|전북 전주시 덕진구 만성로 140 아이프라자 601호(만성동)|
도복소리TOP태권도|||전북 완주군 봉동읍 봉동동서로 76 (장기리, 봉동2차 명진로얄아파트) 상가 201호|
중앙태권도장||053-616-7375|대구 달성군 현풍면 테크노상업로 49 2층(중리, 제일풍경채더퍼스트)|
형곡부광태권도장||054-452-9567|경북 구미시 형곡로 84 4층(형곡동)|
무공태권도||0522960419|울산 중구 남외1길 30 (남외동)|
배방한빛태권도장||041-532-3699|충남 아산시 배방읍 공수리 230번지 2호|
길잡이 태권도장||02-980-1102|서울 강북구 솔샘로 167 상가동 115호 (미아동, 벽산라이브파크)|
성안태권도||052-211-6997|울산 중구 함월14길 22 (성안동)|
베스트원용인대태권도장||055-34-8978|경남 김해시 진영읍 김해대로361번길 36 201호 (진영리, 김해진영코아루아파트상가)|
MTA태권도장||055-232-2232|경남 창원시 마산회원구 내서읍 숲속로 20-5 (삼계리, 색연필)|
단국대대한민국태권도장||041-578-1288|충남 천안시 동남구 신방동 920 초원그린@상가 4층|
용인대누리태권도장||031-294-7754|경기 수원시 권선구 매곡로 43 호반베르디움 단지내상가 2층 201~203호(금곡동, 호반베르디움 더 센트럴)|
경희대점프태권도장||031-296-6665|경기 수원시 권선구 금곡로102번길 20 센타프라자 6층 603호, 604호(금곡동)|
경희대최강특공태권도장||031-227-4710|경기 수원시 권선구 금곡로212번길 14 6층 601~602호(금곡동)|
MTASKY태권도장||051-256-8887|부산 서구 대티로 161 304, 305호 (서대신동3가, 대신 롯데캐슬)|
평택용인대석사태권도장||031-656-1644|경기 평택시 평택5로 134 태산신그린아파트 상가동 2층 201호 (비전동, 태산신그린아파트)|
경희대무학태권도장||031-234-3998|경기 수원시 권선구 권선로 544 4층(세류동)|
신나는태권도장||062-959-6300|광주 광산구 목련로273번길 77, 3층(운남동)|
인성용인대태권도장||031-655-1655|경기 안성시 공도읍 송원길 23 만정타워 3층 301호(만정리)|
송담한국태권도장||031-686-7732|경기 평택시 안중읍 송담1로 65 힐스테이트 송담 근린생활시설동 2층 201호(송담리, 힐스테이트 송담)|
무지개태권도장||031-714-8882|경기 성남시 분당구 구미로 50 무지개마을 상가동 3층 301호(구미동, 무지개마을LG아파트)|
삼성태권도장||055-388-7730|경남 양산시 북정서길 23 2층, 상현빌딩(북정동, 상현빌딩)|
갈현 화랑태권도장||023540456|서울 은평구 통일로87길 19, 4층 (갈현동)|
엘리트태권도장|||경남 김해시 해반천로168번길 23 205,206호(삼계동, 화정마을아이파크가야아파트)|
신현리우리i태권도장||031-715-3300|경기 광주시 오포읍 새말길 73 4층(신현리)|
양주경희대석사태권도장||031-848-2030|경기 양주시 삼숭로38번길 106 양주프라자 4상가 6202호(삼숭동, 양주프라자4)|
경희대빛가온태권도장||02-899-0501|경기 광명시 양달로20번길 6 1층(일직동, 준하우스)|
계명대마스터1태권도장|||대구 달성군 다사읍 서재로7길 25 601동 301호(서재리, 에코폴리스 동화 아이위시 3차)|
용인대석사 대성태권도장||02-407-0140|서울 도봉구 덕릉로60길 90, 2층 (창동)|
미소나무 태권도장||053-568-1050|대구 달서구 장기로 167 성당래미안 2단지 상가 3층 302호 (본리동)|
예다움태권도장||031-241-8688|경기 수원시 장안구 송원로 113 조원빌딩 3층 12-15호(조원동, 조원빌딩)|
동두천경희대교육관태권도장||031-868-1318|경기 동두천시 지행로 50 성지빌딩 7층 706호(지행동)|
판교위너스태권도장||031-8016-3789|경기 성남시 분당구 동판교로 61 판교자유퍼스트프라자 2층 204호,205호(백현동)|
경희대올림픽태권도장||031-236-7999|경기 수원시 권선구 권광로 55 북측상가동 2층 203호(권선동, 권선자이 이편한세상)|
백신한국태권도장|||경기 고양시 일산동구 강촌로26번길 73-16 1층 (백석동)|
용인대새봄태권도장||042-824-3255|대전 유성구 반석동 반석마을 7단지 상가 3층|
장원태권도장||042-672-0999|대전 대덕구 오정동 449-1 문화빌딩 4층|
백호태권도장||032-522-2014|인천 부평구 주부토로81번길 50, 4층 (부평동, 상가동)|
장천태권도장||055-541-3009|경남 창원시 진해구 충장로657번길 20 404호, 현대빌딩(장천동)|
성균관대국가대표태권도장||070-4964-0012|강원 철원군 동송읍 금학로 197-1 (이평리, 철원DC종합백화점)|
차돌태권도장||031-765-6037|경기 광주시 퇴촌면 도지울길 8 2층(도수리)|
경희대라이언태권도장||031-231-9307|경기 화성시 효행로1156번길 10 황용빌딩 2층 (병점동)|
용인대천하무적태권도장||010-8900-3821|경기 군포시 용호1로60번길 4 태양프라자 3층 304호,305호 (당동)|
용인대기아태권도장||031-351-1790|경기 화성시 우정읍 기아자동차로 559 카렌스센타 3층(화산리)|
고려대강호체육관|||충북 증평군 증평읍 장동길 20 (장동리)|
권의성태권도장||031-657-1576|경기 평택시 조개터로42번길 66, 3층 (합정동)|
경희대석사한양태권도장||041-567-7631|충남 천안시 동남구 청수4로 11 2층(청당동, 청수한양수자인)|
논산비호태권도장||041-733-4600|충남 논산시 내동 617|
용인대잠원태권도장||02-536-4744|서울 서초구 잠원로 24 반포자이플라자 B-26,27(반포동, 반포자이플라자)|
한국체대진태권도장||031-757-5255|경기 성남시 중원구 도촌남로 33 세일프라자 5층 501,502호(도촌동, 세일프라자)|
포천한국태권도장||031-536-9549|경기 포천시 신읍길 31 2층 1호(신읍동)|
경희대국가대표태권도2관||02-956-5355|서울 도봉구 시루봉로 304 , 3층(도봉동)|
가양태권도장||055-336-1417|경남 양산시 물금읍 물금로 57 양산이지더원5차아파트 상가2동 207호(물금리)|
용인대 새봄태권도장||042-824-3255|세종특별자치시 새롬중앙로 51 에스월드빌딩 4층 401, 402호(새롬동, 에스월드빌딩)|
함평태권도장||061-322-2222|전남 함평군 함평읍 광남길 47 (기각리)|
나르샤태권도장||052-212-9991|울산 울주군 범서읍 천상리 23B 2-1L|
경희대 정태권도장||042-542-0413|대전 서구 관저북로 12 원앙빌딩 3층(관저동)|
기백힘찬태권도장||033-645-5764|강원 강릉시 회산로 348-33 2층(회산동)|
용인대NO.1태권도장||031-853-6740|경기 의정부시 부용로95번길 18 해피플러스3, 5층 504호(금오동, 해피플러스3)|
용인대명문태권도장||010-6642-8018|경기 오산시 경기대로 74 우림아파트 단지내상가 2층 206,207-1,207-2,208호(갈곶동, 우림아파트)|
국가대표다온태권도장||031-207-3730|경기 수원시 팔달구 동말로25번길 108 현대프라자 3층 301호(화서동, 현대프라자)|
국가대표계몽태권도장||0312817090|경기 용인시 기흥구 금화로 92 한솔프라자 2층 207,208호 (상갈동, 한솔프라자)|
창동 효 태권도장||02-902-2070|서울 도봉구 덕릉로 261, 2층 (창동)|
륜태권도장송파점||02-400-7962|서울 송파구 마천로 184 2층 202호(오금동, 경신빌딩)|
용인대수석태권도장||02-862-0006|서울 관악구 난곡로 50 (신림동, 자연빌딩) 402호(신림동)|
의순태권도장||031-851-5411|경기 의정부시 청사로47번길 26 파크프라자 7층 701호(금오동, 파크프라자)|
용인대치동태권도장||031-8043-1303|경기 화성시 동탄순환대로 881-10 단지내상가 2층 201~202호(영천동, 동탄역 푸르지오)|
파주승리태권도장||031-945-0715|경기 파주시 책향기로 247 미상빌딩 3층(동패동)|
드림로드태권도장||010-2489-4382|인천 연수구 용담로 153 208호(연수동)|
국가대표단국대한라태권도장||041-573-3131|충남 천안시 동남구 용곡동 482-31|
용인대인성태권도장||02-833-3314|서울 영등포구 신길동 400-2|
TRP태권도장||02-2637-7537|서울 영등포구 양평동3가 79-4 현대아파트상가 401호, 402호|
동탄경희대한울태권도장||031-8015-3571|경기 화성시 동탄반석로 13 201호, 202호(반송동, 월드메르디앙 반도유보라 상가동 2층)|
한빛 태권도장|||충북 충주시 대소원면 첨단산업4로 51 (본리)|
NEW천마루태권도장|||대구 달서구 용산로 254 208동 1호 (용산동, 용산블루빌타운)|
용인대 태권프렌즈||02-836-2020|서울 동작구 신대방2길 13, 2층 (신대방동, 동아음악학원)|
탄벌태권도장||031-765-2211|경기 광주시 탄벌길 35, 2층 (탄벌동)|
산본품태권도장||031-396-9640|경기 군포시 산본로482번길 3 1층(산본동)|
화랑체능스쿨|||충북 증평군 증평읍 광장로 80-14 (창동리)|
단국대엘리트수호태권도장||031-352-7674|경기 화성시 향남읍 상신하길로298번길 7-27 향남시티프라자 6층 602호,603호(하길리)|
나래태권도장|||경기 고양시 덕양구 삼송로 94-22 신성프라자 2층 202,203호(삼송동, 신성프라자)|
용인대국가대표부부태권도장||032-682-0514|경기 부천시 삼작로 289 3층(도당동)|
도백태권도장||051-929-0696|부산 동래구 시실로 48 명륜동(명륜동)|
센텀2화신태권도장||051-782-7535|부산 해운대구 해운대로76번길 62 재송동(재송동, 세계로교회)|
체인지태권도장||010-9731-1234|경기 성남시 수정구 위례광장로 320 아이에스센트럴타워 10층 1004호(창곡동, 아이에스센트럴타워)|
호야태권도장||031-574-2883|경기 남양주시 오남읍 양지로281번길 24-1 (양지리)|
센텀TIA태권도장||051-744-2998|부산 해운대구 해운대로 284  우동, 센텀센시빌(우동, 센텀센시빌아파트)|
한일경희대태권도장||031-662-3223|경기 평택시 이충로35번길 24 보람플러스2 5층 501,502(이충동)|
해온익스트림태권도장||031-341-3030|경기 군포시 금산로 64 3층 301호(산본동)|
한울림석사태권도장|||경기 시흥시 대야동 457-5|
블랙벨트센터 태권도장||033-442-7082|강원 화천군 사내면 사내로3길 79-1|
후정태권도장||0325212151|인천 부평구 삼산동 390-5 명문프라자 105호|
신세계태권도장||032-817-7072|인천 연수구 연수3동 577 영남상가 2층|
율하엘리트태권도장|||대구 동구 안심로22길 40-5 2층 202호(율하동)|
청시의지 태권도장||043-286-5115|충북 청주시 상당구 용암북로120번길 31-2 5층 (용암동)|
양진히어로즈태권도장||031-655-7123|경기 안성시 공도읍 진사길 31 우림아파트 상가동 2층 205,206호(진사리, 우림아파트(상가동))|
경희대석사엘리트태권도장||031-234-8393|경기 화성시 병점중앙로170번길 23 3층(진안동)|
최강백호태권도장||032-581-1005|인천 남동구 소래역남로 22 6층 601호, 602호(논현동, 에코프라자)|
경희대 석사 청호태권도장||02-493-3107|서울 중랑구 면목로55길 25 3층(면목동, 완진빌딩)|
경희대 선덕 태권도장 제2관||02-900-5600|서울 도봉구 쌍문동 248-2 성원아파트 상가|
지산최우수태권도장|||대구 수성구 동대구로6길 10 2~3층 (지산동)|
용인대석사드림킥태권도장||010-2020-6670|경기 광명시 양달로 7 상가동 2층 215~215호 (일직동, 광명역푸르지오)|
엠케이비태권도장||051-728-3310|부산 기장군 정관읍 정관2로 47 (모전리, DK Plaza)|
일산나라찬태권도장|||경기 고양시 일산서구 탄현로 60 탄현마을 상가동 2층 202,203호 (탄현동)|
효자i태권도장||0535650543|대구 서구 통학로46길 36 3층(평리동)|
일산청우태권도장||031-902-4144|경기 고양시 일산동구 은행마을로6번길 30 2층 203호(풍동)|
화성용인대튼튼태권도장|||경기 화성시 동탄지성로 256 sk뷰파크2차 상가동 2층 201,202호 (기산동, 에스케이뷰파크2차)|
덕성태권도장||031-461-5634|경기 의왕시 능애고개길 35 상가동 2층 202~203호(삼동, 월드아파트)|
경희대Ktigers태권도장||031-373-9981|경기 화성시 동탄대로시범길 276 시범우남퍼스트빌아파트 상가 4층 405~406호(청계동)|
용인대동학태권도장||031-273-9009|경기 화성시 영통로27번길 53 신영통현대타운 상가동 3층 302호 (반월동)|
양산경희대석사태권도장||031-372-1566|경기 오산시 양산로410번길 16 4층 401호(양산동)|
용인대 성민 태권도장|||세종특별자치시 새롬중앙로 62-15 해피라움 w 501,502호(새롬동, 해피라움W)|
분당명성태권도장||031-707-5747|경기 성남시 분당구 분당로 190 샛별마을 상가동 2층 203,204호(분당동)|
한사랑태권도장|||경기 시흥시 인선길 100 연성프라자 4층 404호(장곡동, 연성프라자)|
경희대 경일 태권도||02-916-9369|서울 성북구 정릉로 276 3,4층(정릉동)|
삼성 효 태권도장||02-540-8977|서울 강남구 삼성로115길 37 2층(삼성동)|
MTA마스터태권도장||031-716-8953|경기 성남시 분당구 돌마로90번길 4 엘레강스프라자 1동 7층 705호 (구미동)|
경희대원중태권도장||031-962-1222|경기 고양시 일산동구 위시티3로 75 DH빌딩 2층(식사동)|
JMT연세정무태권도장||02-2663-1116|서울 강서구 공항대로 140 201호,202호,203호(마곡동, 마곡엠밸리12단지)|
원더풀1태권도장|||대구 달서구 조암로10길 5 4층 (월성동)|
솔빛태권도장|||대구 수성구 용학로 234 3층 (지산동)|
석사비호태권도장||041-733-4606|충남 논산시 내동 1080|
동두천경희대호림태권도장||031-861-3004|경기 동두천시 중앙로 110-17 현대프라자 2층 201호(지행동, 현대프라자)|
평택MTA태권도장||031-651-0928|경기 평택시 서재로 14 2층(동삭동)|
경희대석사이화태권도장||031-653-5159|경기 평택시 비전3로 76 우미린센트럴파크 단지내상가 2층 201,202호(비전동, 우미린 센트럴파크)|
코리아블랙벨트센터태권도장||02-373-0892|서울 마포구 월드컵북로 496 2층(상암동)|
용인대천성A태권도장||031-296-1399|경기 수원시 권선구 금곡로 100 칠보프라자 6층 603,605호(금곡동)|
장기TOP태권도장||031-997-1112|경기 김포시 김포한강2로 178 이지더원아파트 상가동 1층 102~104호(장기동, 고창마을 이지더원)|
MTM영웅태권도장||031-823-0011|경기 의정부시 오목로 219 광희빌딩 5층(민락동)|
한양대참태권도장||031-274-9977|경기 용인시 기흥구 동백8로 11 호수마을 자연앤데시앙 상가 2층 203,204호(동백동, 호수마을자연&데시앙아|
보정경희대태권도장||031-276-5277|경기 용인시 기흥구 신촌로73번길 35 401호(보정동, 샤르망)|
호매실숲태권도장||031-297-7989|경기 수원시 권선구 호매실로218번길 132 201호(호매실동)|
리틀경찰태권도||01047086008|충북 청주시 서원구 쌍샘로 52 2층(모충동)|
브레인현대 태권도장||033-652-1331|강원 강릉시 연당길 78 3층(초당동)|
해군잠수함사령부||||
목련태권도장||062-961-3663|광주 광산구 운남동 주공7단지 상가 2층 (운남동)|
자이태권도장||010-4937-0430|경기 김포시 태장로 845 한강센트럴자이 1단지 상가1동 2층 202호(장기동, 한강센트럴자이 1단지)|
참신 태권도장||02-909-1807|서울 성북구 보국문로30길 15 303호(정릉동, 정릉대우아파트)|
태권아리랑태권도장||02-2281-8807|서울 성동구 왕십리로 410 H동 201~203호(하왕십리동, 센트라스)|
국가대표올림픽태권도장|||전북 전주시 완산구 삼천동1가 286-10 호반리젠상가|
태권도탑팀||063-291-3952|전북 완주군 삼례읍 삼례리 1407-20|
용인대석사아이사랑태권도장||031-245-5123|경기 수원시 장안구 송정로59번길 1 2층(송죽동)|
지음태권도장||031-258-3474|경기 수원시 팔달구 덕영대로697번길 34 2층(화서동)|
수원용인대아이사랑태권도장||010-2409-1577|경기 수원시 장안구 장안로 17 2층(영화동)|
수원경희대백호태권도장||031-269-5115|경기 수원시 장안구 덕영대로535번길 34 천천그린프라자 4층 404호(천천동, 천천동그린프라자)|
하람태권도장||031-407-3193|경기 수원시 권선구 당진로15번길 30 정진빌딩 3층 (당수동)|
경희대열정부부태권도장||031-755-9494|경기 성남시 중원구 마지로155번길 25-12 대흥에버빌 2층 201호(하대원동, 대흥에버빌)|
한국체대KTI국가대표태권도장||031-982-9901|경기 김포시 김포한강11로 288-5 한강베네치아 2층 220호~221호(운양동, 한강베네치아)|
한미르태권도장||053-783-7352|대구 수성구 용학로 297-5 3층(지산동)|
청수하나태권도장||032-766-2821|인천 동구 송현로 38 송현프라자 301호(송현동, 송현프라자)|
광교이레태권도장||031-215-6123|경기 수원시 영통구 웰빙타운로49번길 36 에코프라자 2층 203호(이의동)|
수태권도장||053-955-4747|대구 북구 서변로 72 상가2층(서변동, 화성리버파크1단지)|
블랙벨트 태권도장||053-358-6700|대구 북구 호암로 20 126동 302호 (칠성동2가, 성광우방타운)|
용인대신화태권도||043-645-8900|충북 제천시 장락로 146 2층(장락동)|
MTA 코리아태권도장|||세종특별자치시 소담1로 12 소담동 지엘플렉스 1|
경희대석사슈퍼키즈태권도장||032-345-0079|경기 부천시 양지로 234-9 제일풍경채 단지내상가 2층 207~209호(옥길동, 제이드카운티 2단지)|
부안태권도장||032-343-2547|경기 부천시 경인로484번길 82 2층(괴안동)|
가온누리용인대태권도장||031-772-7728|경기 양평군 양평읍 양근로147번길 6 2층(양근리, 중앙태권도장)|
독수리태권도장||031-721-2276|경기 성남시 수정구 성남대로1480번길 7 지하 1층(복정동)|
단국대엘리트태권도장||0314157989|경기 안산시 상록구 석호공원로 37 은진빌딩 2층(사동, 은진빌딩)|
열린태권도장||02-802-8182|경기 광명시 하안로287번길 9 대하빌딩 6층(하안동, 대하빌딩)|
경희대킥스태권도장|||경기 화성시 동탄대로시범길 142 센텀프라자 5층 506,507호(청계동)|
경희대석사한라태권도장||031-319-2555|경기 시흥시 배곧1로 27-15 한라비발디캠퍼스 상가2동 3층 303호~304호(정왕동, 한라비발디캠퍼스)|
KLT실전태권도장||031-559-5533|경기 남양주시 평내로29번길 41 평내메인프라자 2층 205호(평내동, 메인프라자)|
점프윙스태권도장|||충남 공주시 의당면 연수원길 115-19 청룡신한1차@상가동 301호 (청룡리)|
천하태권도장||041-532-2880|충남 아산시 음봉면 음봉로 847 4층(산동리)|
한국체대 효 태권도장||061-644-7265|전남 여수시 신월로 611 2층(신월동)|
상록수태권도장|||대구 남구 대명동 2264-5|
리틀히어로 태권도장||02-823-2025|서울 동작구 상도로 43-2 지층(대방동, 덕성빌딩)|
경희대슈퍼키즈태권도장||031-693-8582|경기 용인시 기흥구 구성3로28번길 12 한양프라자 5층(청덕동, 한양프라자)|
슈퍼맨태권도장||051-292-9555|부산 강서구 명지국제8로 229 (명지동)|
용오름대호태권도장||051-291-3018|부산 사하구 하신번영로 326 (하단동)|
판교태비태권도장||031-8017-8809|경기 성남시 분당구 판교로 393 붓들마을 2단지 이지더원아파트 단지내상가 1층 B119호~B121호 (삼평동)|
지성태권도장||031-717-2811|경기 성남시 분당구 느티로 67 수내조합상가 3층 303호(정자동)|
증포용인대태권도장||031-637-3663|경기 이천시 이섭대천로 1411 흥인프라자 2층 201~202호(증포동, 흥인프라자)|
이천용인대태권도장||031-631-1779|경기 이천시 영창로173번길 26 (창전동)|
용인대영광태권도장||031-731-8769|경기 성남시 중원구 산성대로382번길 61 2층(금광동)|
판교용인대태풍태권도장||031-706-2345|경기 성남시 분당구 운중로 242 리버스토리 3층 307호(판교동)|
경희대푸른태권도장||031-3758-8848|경기 오산시 남부대로 411-13 푸르지오아파트 단지내상가 지층 B101호(원동)|
LTS태권도장||031-216-9009|경기 용인시 기흥구 흥덕중앙로105번길 16 동원로얄듀크아파트 상가 2층 205호(영덕동)|
태아일체태권도장||031-286-0028|경기 용인시 기흥구 사은로126번길 10 민속마을 쌍용아파트 A동 203호(보라동, 민속마을 쌍용아파트)|
국가대표용인대석사태권도장||031-469-0027|경기 안양시 만안구 장내로 50 2층(안양동)|
용인대한결태권도장||0415239111|충남 천안시 서북구 성성10길 57 4층(성성동)|
행복한 태권도장||041-531-3320|충남 아산시 어의정로 184 3동 1층 106-108(풍기동, 아산풍기이지더원아파트)|
필인성태권도장||031-357-0737|경기 화성시 남양읍 역골로 17 ING빌딩 303호,305호(남양리)|
송현멘토태권도장||031-8016-1230|경기 성남시 분당구 판교로 374 스타식스코아2 5층 502호(삼평동, 스타식스코아2)|
가온 익스트림 태권도장|||대구 달서구 월배로 358 3층(송현동)|
라온태권도장||051-728-4707|부산 기장군 정관읍 정관4로 45 (용수리, 제일빌딩)|
한양대 우리 태권도장||032-564-0123|인천 서구 완정로165번안길 1 501호(왕길동, 검단e편한 프라자)|
용인대다온태권도장||032-933-5584|인천 강화군 강화읍 갑룡길 47 2층(갑곳리, 알미슈퍼)|
삼손태권도장||062-681-2002|광주 서구 풍암신흥로 36 3층 301호(풍암동, 동부센트레빌)|
벽산경희예한얼태권도장||041-553-9808|충남 천안시 동남구 청당2길 118 503호(청당동, 청당벽산블루밍아파트)|
연세태권도장||041-681-4560|충남 서산시 성연면 성연3로 51 3층 301호(일람리)|
다윈태권도|||충북 청주시 상당구 꽃산동로 33 3층(금천동)|
TK태권도장||032-821-0125|인천 연수구 송도과학로27번길 55 301동A-313호(송도동, 롯데캐슬 캠퍼스타운)|
태권예체능짐 정석도장||02-6358-5060|서울 은평구 은평로3길 23 2층(역촌동, 예림빌딩)|
경희대죽동 효태권도장||042-825-1955|대전 유성구 죽동로297번길 22 예지빌딩 403호(죽동)|
신원당경호태권도장||031-963-7692|경기 고양시 덕양구 고양대로1384번길 15 정암코아 3층 303호(성사동)|
경산무예태권도장||053-857-1175|경북 경산시 진량읍 공단로 527 상가동(신상리, 경산 우방힐타운)|
화성스토리태권도장|||경북 구미시 산동면 신당인덕1로 73 4층 403호(신당리)|
한양대 김경식 태권도장||02-466-3009|서울 성동구 성수동2가 1동 269-117|
아리랑멋왕무태권도장||051-254-0474|부산 서구 서대신동3가 161-152 7/1|
양정지성태권도장||055-637-3552|경남 거제시 양정5길 36 118(상가)동 201호,202호,203호(양정동, 거제아이파크1차)|
대한태권도장||055-386-4992|경남 양산시 두전길 42 상가7동 지하1층 103호,104호,105호(어곡동, 삼성파크빌아파트)|
계명대한결태권도장||053-254-2554|대구 중구 남산동 2991번지 남산휴먼시아 2단지 상가 3층|
라이온박사태권도||063-625-6011|전북 남원시 오들2길 1 2층 (도통동)|
반석태권도장||031-914-0505|경기 고양시 일산서구 중앙로 1391 5층 에스7호, 에스17호(주엽동, 강선마을12단지아파트)|
미르태권도장||031-221-2133|경기 화성시 떡전골로 60 107동 116호~119호(병점동, 병점역효성해링턴플레이스)|
신일MBA태권도장||054-473-7117|경북 구미시 인동36길 23-32 2층 201, 202호(구평동, 7단지부영아파트)|
새빛 태권도장||044-863-8612|세종특별자치시 새롬중앙로 47 세움빌딩 601호 602호(새롬동, 세움빌딩)|
아이힐링태권도장||053-636-4421|대구 달서구 도원동 1428-2번지 나래상가 4층|
동광주태권도장||062-262-2576|광주 북구 두암동 572-20|
라온태권도||0432111537|충북 청주시 청원구 오창읍 2산단3로 16 4층(주성리)|
한국체대바른태권도장||031-529-8112|경기 남양주시 오남읍 진건오남로 545-5 나동 2층(오남리)|
슈퍼태권도장||031-355-7942|경기 화성시 수노을1로 191 이지더원아파트 상가 B110~112호(새솔동, 송산그린시티 이지더원 레이크뷰)|
천안사계절푸른솔태권도장||041-551-3666|충남 천안시 서북구 불당25로 142 7층 704~705호(불당동, 골든프라자)|
국가대표대한태권도장||041-534-1236|충남 아산시 배방읍 호서로 458 상가2동 2층 211호(갈매리, 배방자이1차아파트)|
청무태권도장||062-651-3789|광주 남구 진월동 346-5|
세종태권도장||033-742-7989|강원 원주시 현충로58번길 23 (태장동, 흥화브라운빌아파트)|
성균관태권도장||032-434-0070|인천 남동구 포구로 96 201,202호 (논현동, 상가동)|
용인대 신탄진태권도장||042-933-4911|대전 대덕구 대덕대로 1554 3층(석봉동, 신혼예식장)|
두빛나래비상태권도장||031-664-2012|경기 오산시 남부대로 486-19 휴먼시아 단지내상가 2층 204,205호(청호동, 휴먼시아)|
오송태권도|||충북 청주시 흥덕구 오송읍 오송생명로 208-8 일심빌딩 4층(만수리)|
잠원태권도장||031-273-3533|경기 수원시 영통구 태장로54번길 66 3층 (망포동)|
나라찬태권도장||02-488-5597|서울 강동구 동남로49길 67-28, 2층 (둔촌동)|
울진한울태권도장||054-782-6030|경북 울진군 울진읍 읍내8길 17-3 3층(읍내리, 연호체육관)|
도청미래태권도장|||경북 안동시 풍천면 검무로 48 4층(갈전리)|
국가대표다산태권도장||010-8534-5242|경기 남양주시 다산중앙로172번길 42 성산플레이스 4층 401,402호 (다산동)|
황룡태권도장||031-682-8338|경기 평택시 안중읍 송담1로 85 단지내상가 2층 212호(송담리, 송담 지엔하임1차)|
울산 해울이 태권도장||052-265-2348|울산 남구 신정동 852-35번지 2층|
상동아람태권도장||055-635-4416|경남 거제시 계룡로 39 부영빌딩 401호(상동동, 부영빌딩)|
개군효태권도장|||경기 양평군 개군면 하자포길 56 2층 201호 (하자포리)|
열정태권도장||062-675-9921|광주 서구 화개중앙로87번길 16-1 201호(매월동, 매월동 EG스위트밸리)|
