##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@IBK기업은행
IBK기업은행|가좌공단지점|||IBK기업은행|032-584-0872~4|인천광역시 서구 봉수대로 167||||||||IBK기업은행 가좌공단지점||||40109
IBK기업은행|갈산역지점|||IBK기업은행|032-623-6311~5|인천광역시 부평구 부평대로 283||||||||IBK기업은행 갈산역지점||||40109
IBK기업은행|검단지점|||IBK기업은행|032-562-6722∼6|인천광역시 서구 검단로 480||||||||IBK기업은행 검단지점||||40109
IBK기업은행|검단산업단지지점|||IBK기업은행|032-569-5403|인천 서구 원당대로 87||||||||IBK기업은행 검단산업단지지점|(중소기업은행)|||40109
IBK기업은행|계산역지점|||IBK기업은행|032-552-9431∼5|인천광역시 계양구 경명대로 1102||||||||IBK기업은행 계산역지점||||40109
IBK기업은행|계양지점|||IBK기업은행|032-554-5611∼3|인천광역시 계양구 용종로 2||||||||IBK기업은행 계양지점||||40109
IBK기업은행|구월동지점|||IBK기업은행|032-437-5214,5252|인천광역시 남동구 인하로489번길 4||||||||IBK기업은행 구월동지점||||40109
IBK기업은행|극지연구소(가변)지점|||IBK기업은행|032-260-1236|인천 연수구 송도미래로 26||||||||IBK기업은행 극지연구소(가변)지점|(극지연구소)|||40109
IBK기업은행|남동2단지지점|||IBK기업은행|032-822-7180~5,7190|인천광역시 남동구 앵고개로 526||||||||IBK기업은행 남동2단지지점|150B 2L)|||40109
IBK기업은행|남동2단지기업금융지점|||IBK기업은행|032-810-9491|인천광역시 남동구 앵고개로 526||||||||IBK기업은행 남동2단지기업금융지점|2층|||40109
IBK기업은행|남동공단지점|||IBK기업은행|032-815-6021∼5|인천광역시 남동구 남동대로239번길 72-19||||||||IBK기업은행 남동공단지점||||40109
IBK기업은행|남동공단WM센터|||IBK기업은행|032-830-5440|인천광역시 남동구 은청로 30||||||||IBK기업은행 남동공단WM센터|3층|||40109
IBK기업은행|남동공단기업금융미래지점|||IBK기업은행|032-810-9461|인천광역시 남동구 남동대로 239번길 72-19||||||||IBK기업은행 남동공단기업금융미래지점|2층|||40109
IBK기업은행|남동공단기업금융비전지점|||IBK기업은행|032-810-9481|인천광역시 남동구 은청로 30||||||||IBK기업은행 남동공단기업금융비전지점|2층|||40109
IBK기업은행|남동사랑지점|||IBK기업은행|032-850-8800|인천 남동구 앵고개로 448||||||||IBK기업은행 남동사랑지점||||40109
IBK기업은행|남동인더스파크지점|||IBK기업은행|032-822-2503~6|인천광역시 남동구 은청로 30||||||||IBK기업은행 남동인더스파크지점||||40109
IBK기업은행|남동중견기업센터|||IBK기업은행||인천광역시 남동구 은청로 30||||||||IBK기업은행 남동중견기업센터|2층|||40109
IBK기업은행|남동중앙지점|||IBK기업은행|032-441-3403~5|인천 남동구 논현고잔로 129||||||||IBK기업은행 남동중앙지점||||40109
IBK기업은행|만수동지점|||IBK기업은행|032-464-0281~4|인천광역시 남동구 백범로 173||||||||IBK기업은행 만수동지점||||40109
IBK기업은행|부평지점|||IBK기업은행|032-517-8231∼8|인천광역시 부평구 부흥로 353||||||||IBK기업은행 부평지점||||40109
IBK기업은행|부평역지점|||IBK기업은행|032-362-2051~2|인천광역시 부평구 부평대로 5||||||||IBK기업은행 부평역지점||||40109
IBK기업은행|석남동지점|||IBK기업은행|032-571-3004∼8|인천광역시 서구 거북로 89||||||||IBK기업은행 석남동지점||||40109
IBK기업은행|석암지점|||IBK기업은행|032-420-1501∼5|인천광역시 미추홀구 경원대로 869||||||||IBK기업은행 석암지점||||40109
IBK기업은행|송도지점|||IBK기업은행|032-833-4458,4344|인천광역시 연수구 인권로 2||||||||IBK기업은행 송도지점||||40109
IBK기업은행|송도GCF지점|||IBK기업은행|032-859-4800~5|인천광역시 연수구 아트센터대로 ||||||||IBK기업은행 송도GCF지점||||40109
IBK기업은행|송도테크노파크지점|||IBK기업은행|032-260-1234-8|인천광역시 연수구 갯벌로 12||||||||IBK기업은행 송도테크노파크지점||||40109
IBK기업은행|송림동지점|||IBK기업은행|032-589-6205∼7|인천광역시 동구 방축로37번길 30||||||||IBK기업은행 송림동지점|산업유통센타편익상가A-101호|||40109
IBK기업은행|심곡동지점|||IBK기업은행|032-561-6231∼3|인천광역시 서구 서곶로 293||||||||IBK기업은행 심곡동지점||||40109
IBK기업은행|연수지점|||IBK기업은행|032-811-0584,0585|인천광역시 연수구 앵고개로 248||||||||IBK기업은행 연수지점||||40109
IBK기업은행|인천지점|||IBK기업은행|032-764-5081∼6|인천광역시 중구 개항로 35||||||||IBK기업은행 인천지점||||40109
IBK기업은행|인천논현지점|||IBK기업은행|032-438-7711|인천광역시 남동구 논고개로123번길 35||||||||IBK기업은행 인천논현지점||||40109
IBK기업은행|인천북항지점|||IBK기업은행|032-560-6951|인천 서구 북항로32번안길 8||||||||IBK기업은행 인천북항지점|북항프라자|||40109
IBK기업은행|인천삼산지점|||IBK기업은행|032-363-2163~6|인천광역시 부평구 길주로 623||||||||IBK기업은행 인천삼산지점||||40109
IBK기업은행|인천서부산단지점|||IBK기업은행|032-590-5301|인천 서구 호두산로 92||||||||IBK기업은행 인천서부산단지점||||40109
IBK기업은행|인천원당지점|||IBK기업은행|032-569-0901~5|인천 서구 원당대로 852||||||||IBK기업은행 인천원당지점|(당하동)|||40109
IBK기업은행|인천청라지점|||IBK기업은행|032-590-0602|인천 서구 청라커낼로 252||||||||IBK기업은행 인천청라지점|(청라 롯데캐슬)|||40109
IBK기업은행|인천항지점|||IBK기업은행|032-889-1291~5|인천광역시 중구 서해대로 296||||||||IBK기업은행 인천항지점||||40109
IBK기업은행|작전역지점|||IBK기업은행|032-542-1241∼4|인천광역시 계양구 봉오대로 669||||||||IBK기업은행 작전역지점||||40109
IBK기업은행|주안지점|||IBK기업은행|032-865-8593-5|인천광역시 미추홀구 주염로 58||||||||IBK기업은행 주안지점||||40109
IBK기업은행|주안공단사랑지점|||IBK기업은행|032-578-5983∼7|인천광역시 부평구 백범로577번길 20||||||||IBK기업은행 주안공단사랑지점|경인센터 1층|||40109
IBK기업은행|주안공단희망지점|||IBK기업은행|032-570-9211|인천광역시 부평구 백범로 577번길 20||||||||IBK기업은행 주안공단희망지점||||40109
IBK기업은행|청천동지점|||IBK기업은행|032-529-1451∼4|인천광역시 부평구 마장로 406||||||||IBK기업은행 청천동지점||||40109
IBK기업은행|광양지점|||IBK기업은행|061-791-7311∼4|전라남도 광양시 오류로 52||||||||IBK기업은행 광양지점||||40109
IBK기업은행|나주혁신도시지점|||IBK기업은행|061-339-0801|전남 나주시 빛가람로 727||||||||IBK기업은행 나주혁신도시지점|(빛가람동)|||40109
IBK기업은행|대불공단지점|||IBK기업은행|061-463-1135~7|전라남도 영암군 삼호읍 나불로 206||||||||IBK기업은행 대불공단지점||||40109
IBK기업은행|목포지점|||IBK기업은행|061-284-7830,40|전라남도 목포시 옥암로 25||||||||IBK기업은행 목포지점||||40109
IBK기업은행|목포시청(出)지점|||IBK기업은행|061-274-5532|전라남도 목포시 양을로 203||||||||IBK기업은행 목포시청(出)지점||||40109
IBK기업은행|목포연산(出)지점|||IBK기업은행|061-272-0085|전라남도 목포시 연산로 191-1||||||||IBK기업은행 목포연산(出)지점||||40109
IBK기업은행|순천지점|||IBK기업은행|061-726-5061-6|전라남도 순천시 충효로 152||||||||IBK기업은행 순천지점||||40109
IBK기업은행|여수지점|||IBK기업은행|061-662-5111∼5|전라남도 여수시 통제영5길 6||||||||IBK기업은행 여수지점||||40109
IBK기업은행|여천지점|||IBK기업은행|061-685-0781∼5|전라남도 여수시 선소로 80||||||||IBK기업은행 여천지점||||40109
IBK기업은행|유달(出)지점|||IBK기업은행|061-245-0341|전라남도 목포시 해안로237번길 33||||||||IBK기업은행 유달(出)지점||||40109
IBK기업은행|군산지점|||IBK기업은행|063-443-0412∼6|전라북도 군산시 중앙로 191||||||||IBK기업은행 군산지점||||40109
IBK기업은행|군산산단지점|||IBK기업은행|063-471-9462~3|전라북도 군산시 산단남북로 169||||||||IBK기업은행 군산산단지점||||40109
IBK기업은행|나운동지점|||IBK기업은행|063-467-6752~3|전라북도 군산시 하나운로 38||||||||IBK기업은행 나운동지점||||40109
IBK기업은행|남원지점|||IBK기업은행|063-626-0141∼6|전라북도 남원시 남문로 462||||||||IBK기업은행 남원지점||||40109
IBK기업은행|서전주지점|||IBK기업은행|063-224-0311∼3|전라북도 전주시 완산구 홍산로 245||||||||IBK기업은행 서전주지점||||40109
IBK기업은행|익산지점|||IBK기업은행|063-832-7262~5|전라북도 익산시 무왕로 1074||||||||IBK기업은행 익산지점||||40109
IBK기업은행|익산중앙지점|||IBK기업은행|063-858-9937,9912|전라북도 익산시 익산대로16길 23||||||||IBK기업은행 익산중앙지점||||40109
IBK기업은행|전주지점|||IBK기업은행|063-284-6821∼5|전라북도 전주시 완산구 팔달로 163||||||||IBK기업은행 전주지점||||40109
IBK기업은행|전주서신동지점|||IBK기업은행|063-273-9661~3,5,6|전라북도 전주시 완산구 온고을로 29||||||||IBK기업은행 전주서신동지점||||40109
IBK기업은행|정읍지점|||IBK기업은행|063-531-8811∼4|전라북도 정읍시 중앙로 72||||||||IBK기업은행 정읍지점||||40109
IBK기업은행|서귀포지점|||IBK기업은행|064-733-3803∼4|제주특별자치도 서귀포시 일주동로 8671||||||||IBK기업은행 서귀포지점||||40109
IBK기업은행|신제주지점|||IBK기업은행|064-744-2333∼5,8|제주특별자치도 제주시 연북로 17||||||||IBK기업은행 신제주지점||||40109
IBK기업은행|제주지점|||IBK기업은행|064-722-4183∼6,4282|제주특별자치도 제주시 중앙로 286||||||||IBK기업은행 제주지점||||40109
IBK기업은행|나사렛대학교(出)지점|||IBK기업은행|041-572-8422~4|충청남도 천안시 서북구 쌍용14길 46-20||||||||IBK기업은행 나사렛대학교(出)지점||||40109
IBK기업은행|논산지점|||IBK기업은행|041-734-0950∼4|충청남도 논산시 중앙로 403||||||||IBK기업은행 논산지점|(취암동)|||40109
IBK기업은행|당진지점|||IBK기업은행|041-355-8933∼5|충남 당진시 읍내동 당진중앙2로 103-8||||||||IBK기업은행 당진지점|진원스타타워|||40109
IBK기업은행|대천지점|||IBK기업은행|041-936-3140~4|충청남도 보령시 보령남로 17||||||||IBK기업은행 대천지점||||40109
IBK기업은행|북천안지점|||IBK기업은행|041-585-8900|충남 천안시 서북구 직산읍 봉주로 58||||||||IBK기업은행 북천안지점|(삼은리)|||40109
IBK기업은행|생기원(出)지점|||IBK기업은행|041-585-8121|충남 천안시 서북구 입장면 양대기로길 89||||||||IBK기업은행 생기원(出)지점|한국생산기술연구원 산학연비지니스센터|||40109
IBK기업은행|서산지점|||IBK기업은행|041-668-3781~5|충청남도 서산시 호수공원1로 22||||||||IBK기업은행 서산지점||||40109
IBK기업은행|순천향대학교천안병원(出)지점|||IBK기업은행|041-579-1391~4|충남 천안시 동남구 순천향6길 31||||||||IBK기업은행 순천향대학교천안병원(出)지점|(순천향대학교병원)|||40109
IBK기업은행|아산지점|||IBK기업은행|041-544-0270~1|충청남도 아산시 아산로 79||||||||IBK기업은행 아산지점||||40109
IBK기업은행|아산둔포지점|||IBK기업은행|041-543-8325-6|충청남도 아산시 둔포면 둔포중앙로 133번길 5||||||||IBK기업은행 아산둔포지점||||40109
IBK기업은행|아산배방지점|||IBK기업은행|041-531-8900~3|충청남도 아산시 배방읍 배방로 25||||||||IBK기업은행 아산배방지점||||40109
IBK기업은행|천안지점|||IBK기업은행|041-551-2105∼9|충남 천안시 동남구 버들로 16||||||||IBK기업은행 천안지점|(문화동)|||40109
IBK기업은행|천안WM센터|||IBK기업은행|041-539-5601|충청남도 아산시 배방읍 고속철대로 151||||||||IBK기업은행 천안WM센터|3층|||40109
IBK기업은행|천안불당지점|||IBK기업은행|041-569-2300~4|충남 천안시 서북구 불당21로 67-12||||||||IBK기업은행 천안불당지점||||40109
IBK기업은행|천안쌍용지점|||IBK기업은행|041-571-3383∼5|충청남도 천안시 서북구 봉명로 34||||||||IBK기업은행 천안쌍용지점||||40109
IBK기업은행|천안아산역지점|||IBK기업은행|041-567-6162~8|충청남도 천안시 서북구 광장로 215||||||||IBK기업은행 천안아산역지점||||40109
IBK기업은행|천안중앙지점|||IBK기업은행|041-592-4703~6|충남 천안시 서북구 쌍용대로 234||||||||IBK기업은행 천안중앙지점|(성정동)|||40109
IBK기업은행|호서대학교(出)지점|||IBK기업은행|041-549-6911|충청남도 아산시 배방읍 호서로79번길 20||||||||IBK기업은행 호서대학교(出)지점||||40109
IBK기업은행|오송지점|||IBK기업은행|043-234-7302|충청북도 청주시 흥덕구 오송읍 오송생명로 186||||||||IBK기업은행 오송지점||||40109
IBK기업은행|오창지점|||IBK기업은행|043-217-1433~5|충청북도 청주시 청원구 오창읍 중심상업로 51-6||||||||IBK기업은행 오창지점||||40109
IBK기업은행|옥천지점|||IBK기업은행|043-733-6447~8|충청북도 옥천군 옥천읍 문장로 96||||||||IBK기업은행 옥천지점||||40109
IBK기업은행|음성지점|||IBK기업은행|043-881-8100|충청북도 음성군 대소면 대금로 286||||||||IBK기업은행 음성지점||||40109
IBK기업은행|제천지점|||IBK기업은행|043-644-3101∼4|충청북도 제천시 의림대로 254||||||||IBK기업은행 제천지점||||40109
IBK기업은행|진천지점|||IBK기업은행|043-537-9113~5|충청북도 진천군 진천읍 중앙북1길 3||||||||IBK기업은행 진천지점||||40109
IBK기업은행|청주지점|||IBK기업은행|043-272-6271∼3|충북 청주시 흥덕구 1순환로 598||||||||IBK기업은행 청주지점|(봉명동)|||40109
IBK기업은행|청주산남지점|||IBK기업은행|043-253-6261∼5|충북 청주시 서원구 산남로 32||||||||IBK기업은행 청주산남지점|(코코타워)|||40109
IBK기업은행|청주율량지점|||IBK기업은행|043-299-1901|충청북도 청주시 청원구 충청대로 114||||||||IBK기업은행 청주율량지점||||40109
IBK기업은행|충주지점|||IBK기업은행|043-843-2021∼5|충북 충주시 중앙로 70||||||||IBK기업은행 충주지점|(기업은행충주지점)|||40109
