INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
피자헛|11625143|피자헛 방이점|서울특별시 송파구 방이1동 160 피자헛 방이점|서울특별시 송파구 가락로 278 그랜드빌딩 1층 피자헛 방이점|02-443-2123|['음식점', '피자']|127.1198520|37.5124386|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1618524673|피자헛 부평본점|인천광역시 부평구 산곡동 194-6|인천광역시 부평구 마장로 256|032-515-3438|['음식점', '피자']|126.7030296|37.5007399|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.7033112, 'y': 37.5005538}]|[{'rep': True, 'x': 126.7029805, 'y': 37.5008043}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1638028960|피자헛 주안본점|인천광역시 미추홀구 주안동 197-22|인천광역시 미추홀구 경인로 337|032-431-3271|['음식점', '피자']|126.6773142|37.4589826|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.67737, 'y': 37.458798}]|[{'rep': True, 'x': 126.67737, 'y': 37.458798}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625189|피자헛 부흥오거리점|인천광역시 부평구 부평5동 126-1|인천광역시 부평구 장제로 154|032-330-9474|['음식점', '피자']|126.7308440|37.4991868|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.730726, 'y': 37.499198}]|[{'rep': True, 'x': 126.730726, 'y': 37.499198}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625193|피자헛 가정2호점|인천광역시 서구 신현동 82-6|인천광역시 서구 원창로 163|032-568-0455|['음식점', '피자']|126.6676036|37.5179142|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.667554, 'y': 37.517855}]|[{'rep': True, 'x': 126.667554, 'y': 37.517855}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|36200098|피자헛 영종스카이점|인천광역시 중구 운서동 3044-5|인천광역시 중구 화랑목로100번길 74|1588-5588|['음식점', '피자']|126.4983719|37.4947899|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.4985, 'y': 37.494807}, {'rep': False, 'x': 126.498281, 'y': 37.49477}]|[{'rep': True, 'x': 126.4985, 'y': 37.494807}, {'rep': False, 'x': 126.498281, 'y': 37.49477}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13517456|피자헛 인천논현점|인천광역시 남동구 논현동 666-7|인천광역시 남동구 소래역동로 2-15|070-7600-6840|['음식점', '피자']|126.7332156|37.4022156|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.73311, 'y': 37.402251}]|[{'rep': True, 'x': 126.733306, 'y': 37.402188}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11784778|피자헛 만수역점|인천광역시 남동구 만수1동 948-6 아진빌딩 2층|인천광역시 남동구 구월로 360 아진빌딩 2층|032-469-1944|['음식점', '피자']|126.7306556|37.4548963|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.730568, 'y': 37.454767}]|[{'rep': True, 'x': 126.730667, 'y': 37.454959}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625192|피자헛 동암점|인천광역시 부평구 십정2동 408-11|인천광역시 부평구 열우물로 22|032-432-5554|['음식점', '피자']|126.7013059|37.4702228|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.7014942, 'y': 37.4701703}]|[{'rep': True, 'x': 126.7012608, 'y': 37.4702839}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1129081277|피자헛 인천삼산점|인천광역시 부평구 삼산동 264-2|인천광역시 부평구 평천로 389|032-519-1573|['음식점', '피자']|126.7335807|37.5177368|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.733735, 'y': 37.51768}, {'rep': False, 'x': 126.73339, 'y': 37.517806}]|[{'rep': True, 'x': 126.733735, 'y': 37.51768}, {'rep': False, 'x': 126.73339, 'y': 37.517806}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625184|피자헛 용현점|인천광역시 미추홀구 용현동 459-67|인천광역시 미추홀구 인주대로 119|032-884-7039|['음식점', '피자']|126.6503123|37.4565590|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.650414, 'y': 37.456504}]|[{'rep': True, 'x': 126.650414, 'y': 37.456504}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1456454164|피자헛 인천서창점|인천광역시 남동구 서창동 650-1|인천광역시 남동구 서창남순환로 62|070-4120-5588|['음식점', '피자']|126.7509184|37.4294524|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.750989, 'y': 37.429475}]|[{'rep': True, 'x': 126.750775, 'y': 37.429338}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625185|피자헛 진흥점|인천광역시 미추홀구 주안동 1460-6|인천광역시 미추홀구 미추홀대로 577|032-867-5327|['음식점', '피자']|126.6793938|37.4487739|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.679493, 'y': 37.448764}]|[{'rep': True, 'x': 126.679493, 'y': 37.448764}, {'rep': False, 'x': 126.6792, 'y': 37.448705}]|티본&쉬림프 35,900 | 갈릭버터쉬림프 35,900 | 더블치즈 티본스테이크 35,900 | 수퍼슈프림 34,900 | 베이컨포테이토 34,900|평일 10:00~23:30 | 주말 10:00~23:00 | 공휴일 10:00~23:30
피자헛|11625026|피자헛 대전유성점|대전광역시 유성구 장대동 353-5|대전광역시 유성구 문화원로 14|042-822-9346|['음식점', '피자']|127.3378316|36.3613390|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.3376438, 'y': 36.3612887}]|[{'rep': True, 'x': 127.3377567, 'y': 36.361433}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1007475462|피자헛 대전노은점|대전광역시 유성구 노은동 491-1|대전광역시 유성구 노은서로112번길 86|042-822-5580|['음식점', '피자']|127.3174566|36.3719646|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.317332, 'y': 36.371911}]|[{'rep': True, 'x': 127.317332, 'y': 36.371911}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|35032448|피자헛 대전가오점|대전광역시 동구 가오동 235-26|대전광역시 동구 대전로 448|042-335-5588|['음식점', '피자']|127.4523089|36.3060745|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.4525581, 'y': 36.3061377}]|[{'rep': True, 'x': 127.4521972, 'y': 36.3060611}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32874118|피자헛 대전도마2호점|대전광역시 서구 도마동 90-36|대전광역시 서구 도산로 104|042-526-5580|['음식점', '피자']|127.3784596|36.3175753|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.378381, 'y': 36.317639}]|[{'rep': True, 'x': 127.378381, 'y': 36.317639}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|19738896|피자헛 자운대점|대전광역시 유성구 신봉동 154-1|대전광역시 유성구 자운로97번길 290 (자운레스텔)|042-864-1444|['음식점', '피자']|127.3378469|36.4081971|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.3373352, 'y': 36.407626}, {'rep': False, 'x': 127.3379654, 'y': 36.4071043}]|[{'rep': True, 'x': 127.337331, 'y': 36.408193}, {'rep': False, 'x': 127.3379654, 'y': 36.4071043}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|33543714|피자헛 대전관저점|대전광역시 서구 관저동 1515 207|대전광역시 서구 관저로 142|042-544-8008|['음식점', '피자']|127.3378236|36.2986495|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.337962, 'y': 36.29836}]|[{'rep': True, 'x': 127.337763, 'y': 36.298814}, {'rep': False, 'x': 127.33843, 'y': 36.29872}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1292433384|피자헛 대전갈마점|대전광역시 서구 갈마동 262-12|대전광역시 서구 신갈마로 242 지하 1층 101호|042-486-4098|['음식점', '피자']|127.3695250|36.3551289|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.369697, 'y': 36.355054}]|[{'rep': True, 'x': 127.369447, 'y': 36.355197}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13288922|피자헛 대전엑스포점|대전광역시 유성구 도룡동 385-15 로얄밸리상가 105호|대전광역시 유성구 대덕대로 596|042-862-5583|['음식점', '피자']|127.3788594|36.3862239|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.3792425, 'y': 36.3861517}]|[{'rep': True, 'x': 127.3788054, 'y': 36.3862407}, {'rep': False, 'x': 127.3792396, 'y': 36.3863295}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32630763|피자헛 대전한남점|대전광역시 대덕구 중리동 251-1 한밭오피스텔 107호|대전광역시 대덕구 한밭대로 1158 한밭캠퍼스빌|042-635-6192|['음식점', '피자']|127.4272511|36.3585920|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.4272073, 'y': 36.3582978}]|[{'rep': True, 'x': 127.4271226, 'y': 36.3585282}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|38457158|피자헛 대전탄방점|대전광역시 서구 탄방동 1161|대전광역시 서구 문정로 152|042-472-1262|['음식점', '피자']|127.3954518|36.3477944|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.39537, 'y': 36.347822}]|[{'rep': True, 'x': 127.39537, 'y': 36.347822}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625029|피자헛 대전우송점|대전광역시 동구 가양동 172-4|대전광역시 동구 동대전로 247|042-223-7536|['음식점', '피자']|127.4469642|36.3436330|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.447092, 'y': 36.343534}]|[{'rep': True, 'x': 127.447092, 'y': 36.343534}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|19366391|피자헛 대전테크노밸리점|대전광역시 유성구 관평동 943 남정빌딩 1층|대전광역시 유성구 테크노중앙로 54 남정빌딩 1층|070-7600-5003|['음식점', '피자']|127.3912724|36.4261631|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.3914602, 'y': 36.4261269}]|[{'rep': True, 'x': 127.3914602, 'y': 36.4261269}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13290399|피자헛 울산일산본점|울산광역시 동구 일산동 938-1|울산광역시 동구 방어진순환도로 680|052-251-3634|['음식점', '피자']|129.4293317|35.5022683|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 129.429495, 'y': 35.502374}]|[{'rep': True, 'x': 129.429495, 'y': 35.502374}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625180|피자헛 울산약사로점|울산광역시 중구 반구2동 26-24|울산광역시 중구 번영로 526|052-289-0029|['음식점', '피자']|129.3403183|35.5663994|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 129.340227, 'y': 35.56644}]|[{'rep': True, 'x': 129.340227, 'y': 35.56644}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|36829105|피자헛 울산달동점|울산광역시 남구 달동 880-6|울산광역시 남구 중앙로 170|070-7853-5406|['음식점', '피자']|129.3138675|35.5362114|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 129.313747, 'y': 35.536273}]|[{'rep': True, 'x': 129.313747, 'y': 35.536273}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1198791896|피자헛 울산언양점|울산광역시 울주군 삼남읍 교동리 326|울산광역시 울주군 삼남읍 교동로 142|052-264-1588|['음식점', '피자']|129.1168754|35.5624645|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 129.116673, 'y': 35.562364}]|[{'rep': True, 'x': 129.116673, 'y': 35.562364}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|33770913|피자헛 광주광천점|광주광역시 서구 화정동 69-7|광주광역시 서구 내방로 346|070-8886-1589|['음식점', '피자']|126.8783642|35.1572561|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.878309, 'y': 35.157312}]|[{'rep': True, 'x': 126.878309, 'y': 35.157312}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13288929|피자헛 신창점|광주광역시 광산구 신창동 1224-4 반석빌딩 2층|광주광역시 광산구 신창로 80|062-951-9824|['음식점', '피자']|126.8373119|35.1923142|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.837537, 'y': 35.192305}]|[{'rep': True, 'x': 126.837265, 'y': 35.192396}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|34524073|피자헛 광주양산점|광주광역시 북구 연제동 478-56 1층|광주광역시 북구 연양로 32 1층|070-7858-5171|['음식점', '피자']|126.8708577|35.2061130|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.870765, 'y': 35.206017}]|[{'rep': True, 'x': 126.870765, 'y': 35.206017}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1676338004|피자헛 광주효천점|광주광역시 남구 행암동 586|광주광역시 남구 효우2로26번길 27 103호|062-674-8915|['음식점', '피자']|126.8882892|35.1021431|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.8880968, 'y': 35.1020672}]|None|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1218585779|피자헛 광주수완점|광주광역시 광산구 하남동 752|광주광역시 광산구 용아로 405|070-4205-4455|['음식점', '피자']|126.8044589|35.1794814|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.804305, 'y': 35.179538}]|[{'rep': True, 'x': 126.804584, 'y': 35.179397}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
