NAME|ADDR|TELL|STATE
랜드시네마(서울)|(140 - 879) 서울 용산구 한강로3가 16-9|02-707-4618|폐업
롯데시네마 첨단(광주)_샤롯데|(506 - 303) 광주광역시 광산구 앰코로 35|1544-8855|폐업
메가박스 공주|(314 - 803) 충청남도 공주시 흑수골길 12, (신관동)|1544-0070|폐업
화정씨네마|(412 - 743) 경기도 고양시 덕양구 화신로272번길  58, 영프라자빌딩 8층 (화정동)|031-819-1800|폐업
메가박스 O2시네마|(609 - 823) 부산광역시 금정구 중앙대로 1607, (부곡동)|1544-0070|폐업
로드시네마자동차극장|(325 - 813) 충남 서천군 마서면 도삼리 69-1|041-956-5564|폐업
제주코리아(제주)|(690 - 836) 제주 제주시 일도1동 1298-16|064-756-5757|폐업
구례자연드림시네마|(542 - 822) 전라남도 구례군 용산로 107-73, (용방면)|061-783-8993|폐업
블루마씨네자동차극장|(683 - 260) 울산광역시 북구 산하길  60|052-298-6622|폐업
프리머스 오산-폐업|(447 - 805) 경기도 오산시 경기대로 198, 외 4 필지 씨네마아울렛 401호, 501호, 601호 (원동)|1544-0070|폐업
도원시네마(서울)|(122 - 829) 서울특별시 은평구 은평로  203|02-355-3775|휴업
CF21 씨네마|(156 - 849) 서울특별시 동작구 보라매로5가길  16, 아카데미타워 6층 (신대방동)|02-849-0121|휴업
KU시네마테크|(143 - 701) 서울특별시 광진구 능동로 120, (화양동) 건국대학교 예술디자인대학 B108호 KU시네마테크|02-446-6579|휴업
뤼미에르(서울)|(135 - 825) 서울특별시 강남구 강남대로  510|02-541-5134|휴업
부산시네마(을숙도자동차극장)|(604 - 851) 부산광역시 사하구 낙동남로1233번길  20, (하단동)|051-208-5200|휴업
국도예술관|(600 - 805) 부산광역시 중구 중구로  13|051-245-5541|휴업
동백시네마(갤러리아)|(301 - 822) 대전광역시 중구 선화동   3-14 번지 갤러리아백화점 12층|042-223-0723|휴업
대전아트시네마|(300 - 160) 대전광역시 동구 중앙로  192-1, (중동) 3층|042-472-1138|휴업
중앙시네마타운(대구)|(700 - 060) 대구광역시 중구 중앙대로  403|053-254-1919|휴업
예당시네마|(750 - 907) 경상북도 영주시 구성로350번길  24, (영주동)|054-634-8855|휴업
진주자동차극장|(660 - 989) 경상남도 진주시 판문오동길  99-7, (판문동)|055-748-5007|폐업
금촌시네마천국(경기)|(413 - 010) 경기도 파주시 금촌동   42-9 번지|031-941-5060|폐업
롯데시네마 첨단(광주)|(506 - 303) 광주광역시 광산구 앰코로 35|1544-8855|폐업
CGV 문래|(150 - 093) 서울 영등포구 문래동3가 5층|1544-1122|폐업
롯데시네마 공주|(314 - 802) 충청남도 공주시 공주대학로 47|1544-8855|폐업
롯데시네마 거제|(656 - 935) 경상남도 거제시 고현로11길 20, 엠파크 (고현동)|1544-8855|폐업
메가넥스안산(한대점)|(426 - 863) 경기도 안산시 상록구 광덕1로  385, (이동) 5,6,7층|031-416-1911|폐업
정인시네마|(442 - 765) 경기 수원시 팔달구 우만1동 팔달구청 중동 100|031-256-5111|폐업
영통키넥스(수원)|(443 - 814) 경기도 수원시 영통구 청명남로  40|031-206-4701|폐업
메가시네마(성남)|(462 - 829) 경기도 성남시 중원구 성남대로  1126, 5층 (성남동)|031-751-4852|폐업
프리머스 전주|(560 - 803) 전라북도 전주시 완산구 전주객사3길 34|1544-1122|폐업
문화극장|(483 - 801) 경기도 동두천시 동광로  66, (생연동)|031-865-2480|폐업
롯데시네마 통영|(650 - 805) 경남 통영시 북신동 698-1번지 월드GV존 5층|1544-8855|폐업
파랑새자동차극장|(472 - 905) 경기도 남양주시 수레로661번안길  25, (와부읍)|031-591-4000|폐업
프리머스 영등포|(150 - 033) 서울특별시 영등포구 영중로8길 6, 성남빌딩신관 502 (영등포동3가)|1544-1122|폐업
산본시네마|(435 - 805) 경기도 군포시 번영로  505, 대우디오플러스 4층 (산본동)|02-2264-2601|폐업
프리머스 노원|(139 - 709) 서울특별시 노원구 섬밭로 258, B1 (중계동)|1544-1122|폐업
CGV 대구수성|(706 - 723) 대구광역시 수성구 지범로  191, (범물동)|1544-1122|폐업
프리머스 구미|(730 - 923) 경상북도 구미시 구미중앙로17길 16|1544-1122|폐업
프리머스 경주|(780 - 020) 경상북도 경주시 계림로 83|1544-1122|폐업
원주벤허자동차극장|(220 - 843) 강원도 원주시 수루니길  22|033-731-0595|영업
프리머스 김해|(621 - 907) 경상남도 김해시 가락로 42, (부원동)|1544-1122|영업
씨너스단성사|(110 - 370) 서울 종로구 묘동 56|02-764-3745|영업
씨너스전주|(561 - 803) 전북 전주시 덕진구 금암1동 668-5|063-272-9119|영업
충주(대영)TTC6-폐업|(380 - 020) 충청북도 충주시 성서3길 19|1544-0070|영업
CGV 동백|(446 - 765) 경기도 용인시 기흥구 동백죽전대로 444 쥬네브썬월드 6008|1544-1122|영업
롯데시네마 상무|(502 - 827) 광주광역시 서구 시청로 67, (치평동) 6층|1544-8855|영업
프리머스 수원|(442 - 022) 경기도 수원시 팔달구 정조로788번길 10|1544-1122|영업
CGV 남문|(442 - 140) 경기도 수원시 팔달구 수원천로231번길 3, (구천동) 디자이너클럽빌딩 8층|1544-1122|영업
프리머스 중동|(420 - 852) 경기도 부천시 원미구 길주로 280, 부천타워 8층 (중동)|1544-1122|영업
CGV 김포풍무|(415 - 808) 경기도 김포시 풍무로 167, 지하2층 (풍무동)|1544-1122|영업
CGV 광명|(423 - 807) 경기도 광명시 오리로 970, 7층~9층 (광명동)|1544-1122|영업
CGV 화정|(412 - 827) 경기도 고양시 덕양구 화중로104번길 28, 시네마플러스 401호 (화정동)|1544-1122|영업
롯데시네마 부산대|(609 - 823) 부산광역시 금정구 중앙대로 1607, (부곡동)|1544-8855|영업
CGV 파주문산|(413 - 902) 경기도 파주시 방촌로 1719-10, (문산읍) (3층)|1544-1122|영업
프리머스 수원|(442 - 120) 경기도 수원시 팔달구 중동  100 베레슈트 8,9층 프리머스수원|1544-1122|영업
CGV 김포운양|(415 - 050) 경기도 김포시 김포한강11로  288-31|1544-1122|영업
한일극장(대구)|(700 - 092) 대구 중구 동성로2가 88-22|053-600-2012|영업
CGV김포공항|(157 - 854) 서울 강서구 방화동 712-1 스카이시티몰 3층|1544-1122|영업
CGV독산|(153 - 813) 서울특별시 금천구 시흥대로  399, (독산동)|1544-1122|영업
거제아트시네마|(656 - 304) 경남 거제시 고현동 44-5||폐업
메가박스서울대|(151 - 050) 서울 관악구 봉천동 862-1 에그옐로우 10층|1544-0070|폐업
CGV대전둔산|(302 - 847) 대전광역시 서구 대덕대로  325, (월평동) 스타게이트 12층|1544-1122|폐업
메가라인구미|(730 - 360) 경북 구미시 진평동 1023-1 시네마월드 9층|054-471-3700|폐업
씨너스경산|(712 - 130) 경북 경산시 대평동 439-7 6층|053-814-9884|폐업
프리머스평택|(450 - 150) 경기 평택시 비전동 830-1 뉴코아 아울렛9-10층|1544-1122|폐업
메가박스부천MMC|(420 - 010) 경기도 부천시 원미구 심곡동 383-1 씨네마존 601호|1544-0070|폐업
롯데시네마대구아카데미|(700 - 060) 대구 중구 남일동 중앙대로 412 아카데미시네마|1544-8855|폐업
프리머스춘천|(200 - 941) 강원도 춘천시 죽림동 18- 브라운가 6동|1544-1122|폐업
명보시네마(충남보령)|(355 - 010) 충남 보령시 대천동 422-4|041-935-3587|폐업
CGV울산|(681 - 812) 울산광역시 중구 젊음의2거리  33, (성남동) 리더스프라자 10층|1544-1122|폐업
THC(태흥시네플렉스)|(480 - 010) 경기 의정부시 의정부동 494 센트럴타워 15층|031-870-2220|폐업
프리머스광명|(423 - 030) 경기 광명시 철산3동 436 덕수빌딩 4층|1544-1122|폐업
메가박스인덕원-폐업|(431 - 060) 경기 안양시 동안구 관양동 1502-6 아이퍼스트 7층|1544-0070|폐업
프리머스 장안-폐업|(130 - 100) 서울 동대문구 장안동 368-1 바우하우스 11,12층||폐업
프리머스청주|(361 - 849) 충청북도 청주시 흥덕구 2순환로  1233, (가경동) 드림플러스 8층|1544-1122|폐업
키노피아|(361 - 280) 충북 청주시 흥덕구 사창동 488|043-271-3201|폐업
메가라인부산대-폐관|(609 - 390) 부산 금정구 장전동 292-4 라퓨타 아일랜드 7층|051-580-3905|폐업
아트레온|(120 - 180) 서울 서대문구 창천동 20-25|02-364-8900|폐업
스타식스타임월드(대전)|(302 - 829) 대전 서구 둔산동 1036번지 갤러리아타임월드 8층|042-479-8014|폐업
프리머스제주|(690 - 180) 제주 제주시 노형동 708 롯데마트5층|1544-1122|폐업
프리머스덕천|(616 - 100) 부산 북구 덕천동 398-2 플라렉스 8층|1544-1122|폐업
프리머스대구수성|(706 - 100) 대구 수성구 범물동 1273 동아백화점 8층|1544-1122|폐업
주)DMC프리머스평촌|(431 - 777) 경기 안양시 동안구 범계동 1039-3 뉴코아아울렛 11-12층|1544-1122|폐업
프리머스원주-폐관|(220 - 938) 강원도 원주시 단계동 877-1|1544-1122|폐업
롯데시네마대전가오|(300 - 050) 대전시 동구 가오동 557번지|1544-8855|폐업
프리머스주안-휴관|(402 - 201) 인천 남구 주안1동 166-1 메인프라자 6, 7F|1544-1122|폐업
서대문아트홀|(120 - 020) 서울 서대문구 미근동 163번지|02-362-2797|폐업
프리머스진주-폐업|(660 - 140) 경남 진주시 대안동 13-13 몰에이지 1030 6층|1544-1122|폐업
동원극장-휴관|(350 - 807) 충남 홍성군 홍성읍 오관리 324-1|041-633-0822|폐업
씨네마파크-폐관|(442 - 022) 경기도 수원시 팔달구 팔달로2가 47-3번지|031-248-1033|폐업
롯데시네마인천연수-폐관|(406 - 831) 인천광역시 연수구 청학동 502-2 401|1544-8855|폐업
미로스페이스-폐관|(110 - 062) 서울 종로구 신문로2가 1-153  가든플레이스 2층|02-3210-3358|폐업
무등시네마-폐관|(501 - 011) 광주 동구 충장로1가 25-1|062-232-9106|폐업
더잼(경기부천)-폐관|(420 - 010) 경기 부천시 원미구 심곡동 175-6 5층|032-656-7030|폐업
롯데시네마일산(백화점관)-폐관|(410 - 380) 경기도 고양시 일산동구 장항동 771 롯데백화점 9층|1544-8855|폐업
콜럼버스시네마-폐관|(502 - 270) 광주 서구 치평동 1223-3,4|1566-7942|폐업
시네마월드-폐관|(555 - 809) 전남 여수시 학동 85-23|061-683-9595|폐업
아카데미아트홀(전주)-폐관|(560 - 060) 전북 전주시 완산구 고사동 289-1|063-271-1235|폐업
쥬네스시네마-폐관|(360 - 011) 충북 청주시 상당구 북문로1가 170-1|043-258-5400|폐업
월드시네마(경기시흥)-폐관|(429 - 450) 경기 시흥시 정왕동 876-408|031-432-0705|폐업
중앙(여수)-폐관|(550 - 803) 전남 여수시 교동 497|061-663-2680|폐업
엠비씨네(진주)-폐관|(660 - 300) 경남 진주시 가좌동 700-1|055-757-9900|폐업
안양극장-폐관|(430 - 014) 경기 안양시 만안구 안양4동 676-116|031-466-8851|폐업
한신코아멀티(성남)-폐관|(400 - 102) 인천 중구 신흥동2가 2463-4|031-730-1565|폐업
메가라인마산-폐관|(631 - 090) 경남 마산시 창동 197|055-241-7307|폐업
마산시네마-폐관|(630 - 522) 경남 마산시 합성2동 267|055-292-3001|폐업
시네피아-폐관|(412 - 270) 경기 고양시 덕양구 화정동 970 세이브존 5층|031-970-0218|폐업
회성-폐관|(449 - 020) 경기 용인시 김량장동 139-7|031-335-4132|폐업
THC-폐관|(480 - 011) 경기 의정부시 의정부1동 170-11|031-847-4862|폐업
씨네큐브이화-폐관|(120 - 170) 서울 서대문구 대현동 11-1 이화여자대학교 이화캠퍼스콤플렉스(지하4층)|02-747-7782|폐업
목포극장-폐관|(530 - 260) 전라남도 목포시 죽동 223-1|061-244-0667|폐업
씨네시티부산-폐관|(600 - 045) 부산 중구 남포동5가 24-1 .||폐업
목포중앙극장-폐관|(530 - 310) 전남 목포시 남교동 70-1|061-243-3803|폐업
메가라인세븐-폐관|(573 - 350) 전북 군산시 나운동 114-34|1544-1060|폐업
전주시네마-폐관|(560 - 802) 전북 전주시 완산구 고사동 340-3|063-283-7766|폐업
단오극장(수원)-폐관|(443 - 380) 경기 수원시 영통구 원천동 283-1|031-214-1371|폐업
스폰지하우스(시네코아)-폐관|(110 - 111) 서울 종로구 관철동 33-1|02-2285-2090|폐업
하이퍼텍나다(서울)-폐관|(110 - 510) 서울 종로구 동숭동 1-5 동숭아트센터 1층|02-766-3390|폐업
씨티극장(서울)-폐관|(135 - 080) 서울 강남구 역삼동 816-7|02-561-3388|폐업
프리머스홍대-폐관|(121 - 817) 서울 마포구 동교동 165-8 엘지팰리스 805|1544-1122|폐업
하미시네마-폐관|(500 - 842) 광주 북구 용봉동 17-1 하미스포렉스 B/D|062-267-7777|폐업
신영-폐관|(210 - 080) 강원 강릉시 임당동   119-2|033-648-2688|폐업
빅토리아극장-폐관|(449 - 715) 경기 용인시 처인구 포곡읍 전대리 310 삼성에버랜드|031-320-8313|폐업
롯데시네마동백-폐관|(446 - 911) 경기 용인시 기흥구 중동 동백택지 201블럭 쥬네브선월드빌딩7층|1544-8855|폐업
CQN명동-폐관|(100 - 011) 서울 중구 충무로1가 24-13 캣츠빌딩|02-774-9002|폐업
중앙시네마(서울)-폐관|(100 - 031) 서울 중구 저동1가 48|02-776-9024|폐업
씨앤비(C&B)멀티플렉스-폐관|(356 - 010) 충남 서산시 동문동 193-1|041-666-9999|폐업
한일시네마(서울)-폐관|(134 - 030) 서울 강동구 성내동 48-1|02-483-5425|폐업
프리머스여수-폐관|(550 - 260) 전남 여수시 여서동 497-7|1544-1122|폐업
롯데월드시네마(서울)-폐관|(138 - 220) 서울 송파구 잠실동 40-1|02-411-5288|폐업
메가박스상무-폐관|(502 - 827) 광주시 서구 치평동 1218-1|1544-0070|폐업
프리머스신림-폐관|(151 - 010) 서울 관악구 신림동 1422-41 르네상스8층|1544-1122|폐업
시네마루-폐관|(110 - 062) 서울 종로구 내수동 74 광화문시대 1502|02-3210-3358|폐업
그랜드시네마일산-폐관|(411 - 370) 경기 고양시 일산서구 주엽동 22 그랜드백화점|031-910-2902|폐업
CNI시네마|(435 - 040) 경기 군포시 산본동 1142-2,3 대우디오플러스 4층|02-2264-2501|폐업
엔터시네마(광주)-폐관|(501 - 015) 광주 동구 충장로5가 78|062-222-6224|폐업
명보극장(서울)-폐관|(100 - 300) 서울 중구 초동 18-5|02-2274-2121|폐업
MMC동대문-폐관|(137 - 060) 서울 중구 을지로6가 17-2 프레야타운 10층|02-3476-1175|폐업
상봉시네마(서울)-폐관|(131 - 858) 서울 중랑구 상봉2동 92-2|02-6462-2300|폐업
씨네올-폐관|(420 - 816) 경기 부천시 원미구 상동 투나쇼핑몰 9층|032-328-6381|폐업
롯데시네마송탄(평택)-폐관|(459 - 813) 경기도 평택시 서정동 818-35|1544-8855|폐업
브로드웨이 시네마-폐업|(135 - 811) 서울시 강남구 논현동 3-5|025408150|폐업
대왕시네마-폐업|(780 - 020) 경북 경주시 노동동 55-1|0547723600|폐업
키노(서울)-폐관|(138 - 220) 서울 송파구 잠실동 175-9|02-3432-0818|폐업
스폰지하우스(압구정)-폐관|(135 - 897) 서울 강남구 신사동 654-6 한조빌딩 지하 1층|02-3444-6640|폐업
의정부-폐관|(480 - 010) 경기 의정부시 의정부동 148-10|031-844-8554|폐업
키넥스(평촌)|(431 - 060) 경기 안양시 동안구 관양동 1606-801 평촌주공공이 8층, 9층|031-347-2032|폐업
중앙씨네플라자(수원)-폐관|(442 - 023) 경기 수원시 팔달구 팔달로3가 84-5|031-244-0666|폐업
루블루시네마-폐관|(446 - 905) 경기 용인시 기흥구 상갈동 100번지|031-282-1006|폐업
안성시네마-폐관|(456 - 330) 경기 안성시 대천동 80번지|031-675-2307|폐업
프리머스광주제일6(제일시네마6)|(501 - 110) 광주 동구 황금동 12-1|1544-1122|폐업
안산고릴라-폐관|(425 - 807) 경기 안산시 단원구 고잔동 704-3 네스앙스 7F|031-485-0119|폐업
엠파크(거제)-폐관|(656 - 803) 경남 거제시 신현읍 고현리 961-57|055-632-1055|폐업
MMC부산대-폐관|(609 - 390) 부산 금정구 장전동 292-4 라퓨타아일랜드 5001|051-515-6644|폐업
메가라인목포-폐관|(530 - 826) 전남 목포시 상동 980-1 후레시 프라자 4층|061-283-9999|폐업
시네마정동-폐관|(100 - 120) 서울 중구 정동 22 경향신문사 2층|02-2004-8015|폐업
암사멀티시네마-폐관|(134 - 050) 서울 강동구 암사동 501-9|02-428-0646|폐업
대구아카데미-폐관|(700 - 060) 대구 중구 남일동 65-1|053-427-6561|폐업
씨너스명동-폐관|(100 - 861) 서울 중구 충무로2가 65-9 타비 씨너스 명동 10-11층|02-2079-0054|폐업
