##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|FEAT@@CU
CU|청주대원룸점|043-221-4371|충청북도 청주시 청원구 우암동 208-5번지|충청북도 청주시 청원구 대성로288번길 30, (우암동)|32611|24시간;택배;튀김;커피;ATM
CU|청주대이공대점|043-716-1032|충청북도 청주시 청원구 내덕동 36번지|충청북도 청주시 청원구 대성로 298, (내덕동)|32760|
CU|청주대인문대점|043-716-1033|충청북도 청주시 청원구 내덕동 36번지|충청북도 청주시 청원구 대성로 298, (내덕동)|32761|
CU|청주대타운점|010-3443-5321|충청북도 청주시 청원구 우암동 33-1번지|충청북도 청주시 청원구 수암로88번길 20-9, (우암동)|24351|택배;ATM
CU|청주동양점|043-277-3400|충청북도 청주시 흥덕구 봉명동 1857번지 동양도자기사원아파트 1층|충청북도 청주시 흥덕구 월명로 112,  (봉명동, 동양도자기사원아파트) 1층|09903|24시간;택배;커피;스포츠토토;ATM
CU|청주드림점|010-4358-5209|충청북도 청주시 청원구 사천동 22-21번지 1층|충청북도 청주시 청원구 사뜸로76번길 67 1층|31319|24시간;택배;튀김;커피;ATM
CU|청주드림플러스점|043-231-7893|충청북도 청주시 흥덕구 가경동 1416-3번지 드림플러스 2층 2908호|충청북도 청주시 흥덕구 2순환로 1233, 드림플러스  (가경동) 2층 2908호|25691|택배;커피;ATM
CU|청주모충점|043-285-9989|충청북도 청주시 서원구 모충동 122-1번지|충청북도 청주시 서원구 서원남로 1, (모충동)|06716|24시간;택배;커피;ATM
CU|청주목련로점|043-292-1358|충청북도 청주시 상당구 운동동 306번지 1층 A동 6호|1층 A동 6호|28908|24시간;ATM
CU|청주미소천사점|043-233-2586|충청북도 청주시 서원구 성화동 594번지|충청북도 청주시 서원구 신성화로34번길 1-8|27631|24시간;택배;커피;ATM
CU|청주미원로드점|043--0000|충청북도 청주시 상당구 미원면 미원리 438-24번지|충청북도 청주시 상당구 미원면 단재로 2412, (미원리)|30740|24시간;택배;커피
CU|청주방서중흥점|010-9294-1016|충청북도 청주시 상당구 방서동 653 중흥S클레스아파트 상가동 1층 142동 105,106호|1층 142동 105,106호|33191|24시간;택배;커피
CU|청주복대나라점|070-8102-8466|충청북도 청주시 흥덕구 복대동 128-5번지|충청북도 청주시 흥덕구 가로수로1362번길 12|28885|24시간;베이커리;튀김;커피;ATM
CU|청주복대다솜점|043-236-2779|충청북도 청주시 흥덕구 복대동 2066번지|충청북도 청주시 흥덕구 풍산로118번길 33, (복대동)|27199|24시간;택배;커피;ATM
CU|청주복대드림점|043-232-8868|충청북도 청주시 흥덕구 복대동 1418번지|충청북도 청주시 흥덕구 신율로139번길 3|29472|24시간;택배;커피;ATM
CU|청주복대민들레점|043-272-1120|충청북도 청주시 흥덕구 복대2동 881-5번지|충청북도 청주시 흥덕구 사직대로72번길 14|28638|24시간;택배;커피
CU|청주복대시장점|070-4109-4525|충청북도 청주시 흥덕구 복대동 1109번지|충청북도 청주시 흥덕구 풍산로 125, (복대동)|29186|24시간;택배;커피;ATM
CU|청주복대어울림점||충청북도 청주시 흥덕구 복대동 3326-2번지|충청북도 청주시 흥덕구 대신로74번길 28, (복대동)|19292|택배;튀김;커피
CU|청주복대점|043-264-7694|충청북도 청주시 흥덕구 복대동 162-4번지 효성|충청북도 청주시 흥덕구 내수동로12번길 6, (복대동, 효성)|28830|24시간;택배;튀김;커피;ATM
CU|청주복대죽전점|043-233-9555|충청북도 청주시 흥덕구 복대동 11-14번지|충청북도 청주시 흥덕구 복대로199번길 18-1, (복대동)|13983|24시간;택배;커피;ATM
CU|청주복대지웰점|043-235-5117|충청북도 청주시 흥덕구 복대동 3226번지|충청북도 청주시 흥덕구 진재로109번길 55, (복대동)|24192|24시간;택배;베이커리;커피;ATM
CU|청주복대칸타빌점||충청북도 청주시 흥덕구 복대동 221-8번지 진주빌딩|충청북도 청주시 흥덕구 죽천로124번길 6 진주빌딩|29618|24시간;택배;튀김;커피;ATM
CU|청주복대타운점|043-237-2844|충청북도 청주시 흥덕구 복대1동 3277번지||27220|24시간;택배;ATM
CU|청주복대행복점|043-264-5175|충청북도 청주시 흥덕구 복대1동 832-19번지|충청북도 청주시 흥덕구 사직대로41번길 25 (복대동)|33161|24시간;택배;튀김;커피
CU|청주봉명K2점|043-274-1704|충청북도 청주시 흥덕구 봉명2.송정동 1729번지|충청북도 청주시 흥덕구 과상미로25번길 2, (봉명동)|27245|24시간;택배;커피;ATM
CU|청주봉명나라점|043-265-8466|충청북도 청주시 흥덕구 봉명동 1139번지 대상빌딩|충청북도 청주시 흥덕구 천수로 42, 대상빌딩  (봉명동)|25990|24시간;택배;베이커리;커피;ATM
CU|청주봉명노율점||충청북도 청주시 흥덕구 봉명2.송정동 2042번지|충청북도 청주시 흥덕구 백봉로224번길 6, (봉명동)|31844|24시간;택배;커피
CU|청주봉명대로점|043-266-5017|충청북도 청주시 흥덕구 봉명동 2723번지|충청북도 청주시 흥덕구 백봉로197번길 8, (봉명동)|30812|24시간;택배;커피;ATM
CU|청주봉명백봉점|043-900-5104|충청북도 청주시 흥덕구 봉명동 2687번지 한신빌딩|충청북도 청주시 흥덕구 백봉로 229 한신빌딩 (봉명동) 한신빌딩|31636|24시간;택배;커피;ATM
CU|청주봉명베스트점|043-264-1869|충청북도 청주시 흥덕구 봉명동 2592번지|충청북도 청주시 흥덕구 덕암로97번길 9-2, (봉명동)|32506|24시간;택배;커피;ATM
CU|청주봉명사랑점|043-272-7219|충청북도 청주시 흥덕구 봉명동 2321번지|충청북도 청주시 흥덕구 송절로124번길 65, (봉명동)|19748|24시간;택배;튀김;커피
CU|청주봉명센트럴점|043-260-8827|충청북도 청주시 흥덕구 봉명2.송정동 691번지|충청북도 청주시 흥덕구 1순환로549번길 75 (봉명동)|32795|24시간;택배;커피
CU|청주봉명우정점|043-265-3323|충청북도 청주시 흥덕구 봉명동 819-3번지|충청북도 청주시 흥덕구 봉명로205번길 33, (봉명동)|21339|24시간;택배;베이커리;커피;ATM
CU|청주봉명원룸점|043-274-2789|충청북도 청주시 흥덕구 봉명동 2798-1번지 1층|충청북도 청주시 흥덕구 덕암로12번길 16, (봉명동) 1층|16786|24시간;택배;커피;스포츠토토;ATM
CU|청주봉명점|043-272-3447|충청북도 청주시 흥덕구 봉명동 2515번지|충청북도 청주시 흥덕구 덕암로59번길 10-2, (봉명동)|23266|24시간;택배;커피;ATM
CU|청주봉명직지점|043-266-7627|충청북도 청주시 흥덕구 봉명동 1839번지|충청북도 청주시 흥덕구 직지대로 597, (봉명동)|32561|24시간;택배;커피;ATM
CU|청주봉명타운점|043-260-8584|충청북도 청주시 흥덕구 봉명동 664번지|충청북도 청주시 흥덕구 1순환로549번길 13, (봉명동)|23904|24시간;택배;커피;ATM
CU|청주봉정점|043-268-5252|충청북도 청주시 흥덕구 봉명동 1966번지 1층|충청북도 청주시 흥덕구 백봉로 186,  (봉명동) 1층|23893|24시간;택배;베이커리;커피;ATM
CU|청주북문점|043-253-8316|충청북도 청주시 상당구 북문로1가 17-4번지|충청북도 청주시 상당구 상당로81번길 9-1, (북문로1가)|08014|24시간;택배;스포츠토토;ATM
CU|청주분평3단지점|043-292-4985|충청북도 청주시 서원구 분평동 1200-2번지|충청북도 청주시 서원구 월평로 87, (분평동)|12324|24시간;택배;커피;ATM
CU|청주분평사랑점|043-297-2299|충청북도 청주시 서원구 분평동 1383번지 조은주차빌딩 1층|충청북도 청주시 서원구 1순환로1107번길 21, 조은주차빌딩 (분평동) 1층|22451|24시간;커피
CU|청주분평스타일점|043-292-8695|충청북도 청주시 서원구 분평동 1425번지 THESTYLE|충청북도 청주시 서원구 1순환로 1059 THESTYLE|29365|24시간;택배;커피
CU|청주분평우성점|043-268-0685|충청북도 청주시 서원구 산남동 238-6번지|충청북도 청주시 서원구 청남로 1981|28328|24시간;택배;튀김;커피;ATM
CU|청주분평점|043-297-6793|충청북도 청주시 서원구 분평동 1226번지 대상탑존빌|충청북도 청주시 서원구 월평로 4, 대상탑존빌  (분평동)|03552|24시간;택배;커피;스포츠토토;ATM
CU|청주분평타운점|043-284-8716|충청북도 청주시 서원구 분평동 299-3번지|충청북도 청주시 서원구 매봉로12번길 53, (분평동)|25447|24시간;택배;커피;ATM
CU|청주블루지움점||충청북도 청주시 흥덕구 강서동 459번지||30972|24시간;택배;베이커리;튀김;커피;ATM
CU|청주비하로제비앙점||충청북도 청주시 흥덕구 비하동 38-1번지 청주비하로제비앙||32073|24시간;택배;튀김;커피;ATM
CU|청주비하원룸점|043-238-6799|충청북도 청주시 흥덕구 비하동 721번지|충청북도 청주시 흥덕구 비하로56번길 4, (비하동)|29681|24시간;택배;커피;ATM
CU|청주비하점|043-233-2049|충청북도 청주시 흥덕구 비하동 352-15번지|충청북도 청주시 흥덕구 2순환로 1067-25, (비하동)|25719|24시간;택배;커피;ATM
CU|청주비하타운점|043-234-6199|충청북도 청주시 흥덕구 비하동 136-10번지|충청북도 청주시 흥덕구 비하로35번길 35, (비하동)|33677|24시간;택배;커피;ATM
CU|청주빌리지점|043-214-1606|충청북도 청주시 청원구 내덕동 50-1번지|충청북도 청주시 청원구 덕벌로31번길 2, (내덕동)|21377|택배;ATM
CU|청주사직캐슬점|043-250-7300|충청북도 청주시 서원구 사직동 936번지 푸르지오캐슬 1층 상가동 115호|충청북도 청주시 서원구 창직로 60, 푸르지오캐슬  (사직동) 1층 상가동 115호|25639|24시간;택배;커피
CU|청주사창사거리점|043-274-7116|충청북도 청주시 서원구 사창동 221-1번지|충청북도 청주시 서원구 천수로8번길 14|28603|24시간;택배;튀김;커피
CU|청주사창원룸점|043-265-6700|충청북도 청주시 서원구 사창동 129-5번지 1층|충청북도 청주시 서원구 봉명로132번길 27, (사창동) 1층|22069|24시간;택배;커피;ATM
CU|청주사창점|043-276-9168|충청북도 청주시 서원구 사창동 354-8번지|충청북도 청주시 서원구 창직로 26, (사창동)|06677|24시간;택배;커피;ATM
CU|청주사천동아점|043-265-5292|충청북도 청주시 청원구 사천동 437번지 사천동아1차아파트 동 203 204|충청북도 청주시 청원구 율봉로 31, 동 203 204(사천동, 사천동아1차아파트)|33509|24시간;택배;튀김;커피;ATM
CU|청주사천푸르지오점|-|충청북도 청주시 청원구 사천동 697번지 1층 110,111호|1층 110,111호|33012|24시간;택배;베이커리;커피
CU|청주사천하나점||충청북도 청주시 청원구 사천동 247-10번지|충청북도 청주시 청원구 율천북로 43-2 (사천동)|33986|택배;튀김;커피
CU|청주산남민들레점|043-298-1120|충청북도 청주시 서원구 산남동 678번지 대원칸타빌1차아파트|충청북도 청주시 서원구 두꺼비로 63, (산남동) 대원칸타빌1단지|32238|24시간;택배;커피
CU|청주산남엔젤점|043-296-0170|충청북도 청주시 서원구 산남동 657번지 엔젤변호사빌딩|충청북도 청주시 서원구 산남로 64, 엔젤변호사빌딩  (산남동)|31903|24시간;택배;커피;ATM
CU|청주산남원룸점|043-286-0402|충청북도 청주시 서원구 산남동 1070번지|충청북도 청주시 서원구 두꺼비로27번길 5-1, (산남동)|27109|택배;ATM
CU|청주산단비즈니스센터|043-262-4545|충청북도 청주시 흥덕구 송정동 329-4번지 청주산업단지 비즈니스센터|충청북도 청주시 흥덕구 대신로 132, 청주산업단지  비즈니스센터(송정동)|23093|24시간;택배;커피
CU|청주삼일점|043-234-0110|충청북도 청주시 흥덕구 가경동 1514번지 삼일원앙아파트|충청북도 청주시 흥덕구 가경로 96 삼일아파트|26765|24시간;택배;커피
CU|청주상당점|043-222-0688|충청북도 청주시 상당구 북문로2가 57-4번지 1층|충청북도 청주시 상당구 사직대로 367-1, (북문로2가) 1층|29872|택배;ATM
CU|청주서문CGV점|043-250-3356|충청북도 청주시 상당구 서문동 6-7번지|충청북도 청주시 상당구 상당로81번길 66|29081|24시간;택배;커피;ATM
CU|청주서문대림점|043-234-4989|충청북도 청주시 상당구 서문동 222-12번지|충청북도 청주시 상당구 남사로79번길 1, (서문동)|24051|24시간;택배;커피;ATM
CU|청주서원대스타점|043-285-2789|충청북도 청주시 서원구 모충동 247-21번지|충청북도 청주시 서원구 남들로35번길 19, (모충동)|26413|24시간;택배;커피;ATM
CU|청주서원대점|043-283-2130|충청북도 청주시 서원구 모충동 252-14번지|충청북도 청주시 서원구 서원남로69번길 3, (모충동)|09424|24시간;택배;커피;ATM
CU|청주성모병원장례식장|043-213-6103|충청북도 청주시 청원구 주중동 589-5번지 청주성모병원|충청북도 청주시 청원구 주성로 173-19, 청주성모병원  (주중동)|24079|24시간
CU|청주성모병원점|043-219-8490|충청북도 청주시 청원구 주중동 589-5번지 1층|충청북도 청주시 청원구 주성로 173-19, (주중동) 1층|23440|24시간;택배
CU|청주성모병원정문점|043-218-6515|충청북도 청주시 청원구 율량동 712번지|충청북도 청주시 청원구 주성로 168, (율량동)|27867|24시간;택배;커피;ATM
CU|청주성안점|043-250-6632|충청북도 청주시 상당구 서운동 38-21번지|충청북도 청주시 상당구 대성로 69, (서운동)|31567|24시간;택배;커피
CU|청주성화LH점|043-231-9768|충청북도 청주시 서원구 성화.개신.죽림동 731번지|충청북도 청주시 서원구 장전로 8|27765|24시간;택배;커피
CU|청주성화점|043-236-2055|충청북도 청주시 서원구 성화동 850번지|충청북도 청주시 서원구 장전로20번길 54, (성화동)|15109|24시간;택배;커피;스포츠토토;ATM
CU|청주성화주공5단지점|043-235-3665|충청북도 청주시 서원구 성화동 897번지 성화휴먼시아5단지 1층|충청북도 청주시 서원구 성봉로 93 성화휴먼시아5단지 1층|26912|24시간;택배;커피;ATM
CU|청주송절점|043-260-0794|충청북도 청주시 흥덕구 송절동 560-19번지 1층|충청북도 청주시 흥덕구 사운로404번길 64, (송절동) 1층|32363|24시간;택배;커피;ATM
CU|청주수곡교대점|043-287-2155|충청북도 청주시 서원구 수곡동 76-10번지|충청북도 청주시 서원구 청남로 2040, (수곡동)|12961|24시간;택배;ATM
CU|청주수곡백로점|043-285-5358|충청북도 청주시 서원구 수곡동 999번지|충청북도 청주시 서원구 수곡로 35-1, (수곡동)|20919|24시간;택배;커피;ATM
CU|청주수곡사랑점|043-286-8988|충청북도 청주시 서원구 수곡2동 690번지|충청북도 청주시 서원구 수곡로99번길 19|28246|24시간;택배;베이커리;튀김;커피;ATM
CU|청주수동센터점|043-223-0903|충청북도 청주시 상당구 중앙동 144-22번지|충청북도 청주시 상당구 대성로 168|28527|24시간;택배;커피
CU|청주수동점|043-221-2347|충청북도 청주시 상당구 수동 401-2번지|충청북도 청주시 상당구 대성로 217, (수동)|11102|24시간;택배;베이커리;커피;ATM
CU|청주수암타운점||충청북도 청주시 상당구 수동 81-9번지 올레하우스|충청북도 청주시 상당구 수동로 39 올레하우스|26948|택배;커피
CU|청주시청후문점|043-221-2049|충청북도 청주시 상당구 북문로3가 79-1번지 1층|충청북도 청주시 상당구 중앙로 63-1, (북문로3가) 1층|21902|24시간;택배;베이커리;커피
CU|청주신봉점|043-266-9285|충청북도 청주시 흥덕구 신봉동 170-7번지|충청북도 청주시 흥덕구 사운로 336, (신봉동)|20934|24시간;택배;베이커리;튀김;커피;ATM
CU|청주안덕벌점|043-213-0436|충청북도 청주시 청원구 내덕동 197-9번지|충청북도 청주시 청원구 안덕벌로 20, (내덕동)|25061|24시간;택배;커피;ATM
CU|청주에스테이트점|043-238-1704|충청북도 청주시 흥덕구 복대1동 288-66번지||27969|24시간;택배;베이커리;튀김;커피
CU|청주영운우주점|043-222-1182|충청북도 청주시 상당구 영운동 40-30번지|충청북도 청주시 상당구 영운천로91번길 32|27248|24시간;택배;커피
CU|청주영운주민센터점|043-223-0219|충청북도 청주시 상당구 영운동 173-17번지|충청북도 청주시 상당구 단재로 131|27908|24시간;택배;커피;ATM
CU|청주예대점|043-213-6113|충청북도 청주시 청원구 내덕동 149-1번지 1층|충청북도 청주시 청원구 안덕벌로86번길 22, (내덕동) 1층|31492|24시간;택배;튀김;커피
CU|청주오창원룸점|043-212-2783|충청북도 청주시 청원구 오창읍 주성리 547번지 1층|충청북도 청주시 청원구 오창읍 2산단3로 12 1층|27744|24시간;택배;베이커리;튀김;커피;ATM
CU|청주용담동점|043|충청북도 청주시 상당구 용담동 409번지 위드타워|충청북도 청주시 상당구 산성로116번길 30, 위드타워 (용담동)|31329|24시간;택배;커피;ATM
CU|청주용담부영점|043-283-0799|충청북도 청주시 상당구 용담동 425번지 가좌마을부영2단지아파트|충청북도 청주시 상당구 호미로 327, (용담동, 가좌마을부영2단지아파트)|33893|24시간;커피;ATM
CU|청주용담빌리지점||충청북도 청주시 상당구 용담.명암.산성동 143-16번지||32078|24시간;택배;커피
CU|청주용성초점|043-295-8001|충청북도 청주시 상당구 용암동 2793번지|충청북도 청주시 상당구 호미로167번길 19, (용암동)|30457|24시간;택배;커피
CU|청주용암광장점||충청북도 청주시 상당구 용암동 1664번지 1층|충청북도 청주시 상당구 1순환로1253번길 38, (용암동) 1층|30741|24시간;택배;ATM
CU|청주용암굿모닝점|043-298-1484|충청북도 청주시 상당구 용암동 1448번지 1층|충청북도 청주시 상당구 월평로150번길 21, (용암동) 1층|33269|24시간;택배;튀김;커피;ATM
CU|청주용암뜨란채점|043-288-6719|충청북도 청주시 상당구 용암동 684-4번지 상록빌딩 1층|충청북도 청주시 상당구 단재로170번길 13, 상록빌딩  (용암동) 1층|26335|24시간;택배;튀김;커피;ATM
CU|청주용암부영점|043-294-2555|충청북도 청주시 상당구 용암동 2555번지|충청북도 청주시 상당구 용암북로120번길 21-1, (용암동)|29074|24시간;택배;커피;스포츠토토;ATM
CU|청주용암센터점|043-285-1220|충청북도 청주시 상당구 용암동 1165번지|충청북도 청주시 상당구 용암로99번길 22|28933|24시간;택배;커피
CU|청주용암시티점|070-8888-2996|충청북도 청주시 상당구 용암동 2333번지|충청북도 청주시 상당구 낙영로12번길 25, (용암동)|29764|24시간;택배;커피;ATM
CU|청주용암원룸점|043-295-4589|충청북도 청주시 상당구 용암동 2242번지 1층|충청북도 청주시 상당구 용암북로68번길 5-3, (용암동) 1층|30282|24시간;택배;커피;ATM
CU|청주용암임광점||충청북도 청주시 상당구 용암동 2094번지 용암임광아파트|충청북도 청주시 상당구 용암로 35 용암임광아파트|33553|24시간;택배
CU|청주용암타운점|043-288-2015|충청북도 청주시 상당구 용암동 1826번지|충청북도 청주시 상당구 1순환로 1250, (용암동)|28413|24시간;택배;튀김;커피;ATM
CU|청주용암형석점||충청북도 청주시 상당구 용암동 2088번지 용암형석아파트 1층|충청북도 청주시 상당구 월평로 207, (용암동) 용암형석아파트 1층|30233|24시간;택배;커피
CU|청주용정굿모닝점||충청북도 청주시 상당구 용정동 344-4번지|충청북도 청주시 상당구 쇠내로153번길 35|33299|24시간;택배;튀김;커피
CU|청주용정빌리지점|043-287-7293|충청북도 청주시 상당구 용정동 720번지 1층|충청북도 청주시 상당구 영운천로153번길 12, (용정동) 1층|24847|24시간;택배;베이커리;커피;ATM
CU|청주용정원룸점|043-288-7868|충청북도 청주시 상당구 용정동 796번지|충청북도 청주시 상당구 영운천로 177, (용정동)|14409|24시간;택배;베이커리;커피;ATM
CU|청주용정타운점|010-8247-6093|충청북도 청주시 상당구 용정동 1243-1번지 1층|충청북도 청주시 상당구 용암북로 205-10, (용정동) 1층|25488|24시간;택배;커피;ATM
CU|청주우암대박점|043-252-7266|충청북도 청주시 청원구 우암동 369-9번지|충청북도 청주시 청원구 내덕로 24-1, (우암동)|27740|24시간;택배;베이커리;튀김;커피;ATM
CU|청주우암스타점|043-222-6514|충청북도 청주시 청원구 우암동 120-12번지|충청북도 청주시 청원구 상당로231번길 15|29126|24시간;택배;커피
CU|청주우암월드점|043-221-4875|충청북도 청주시 청원구 우암동 392-1번지|충청북도 청주시 청원구 직지대로 845, (우암동)|26676|24시간;택배;커피;ATM
CU|청주우암점|043-222-3362|충청북도 청주시 청원구 우암동 353-11번지|충청북도 청주시 청원구 향군로 74, (우암동)|29567|24시간;택배;베이커리;커피;ATM
CU|청주운천무지개점|043-260-1704|충청북도 청주시 흥덕구 운천.신봉동 578-16번지 현진빌|충청북도 청주시 흥덕구 사운로280번길 21 현진빌|27821|24시간;택배;튀김;커피
CU|청주운천점|043-260-2026|충청북도 청주시 흥덕구 운천동 1372번지|충청북도 청주시 흥덕구 사운로 226, (운천동)|26012|24시간;택배;커피;ATM
CU|청주율량KT점|043-212-1164|충청북도 청주시 청원구 율량동 807번지|충청북도 청주시 청원구 공항로150번길 72, (율량동)|30366|24시간;택배;베이커리;튀김;커피;ATM
CU|청주율량스타점|043-218-6407|충청북도 청주시 청원구 율량동 890번지 현대아파트 1층|충청북도 청주시 청원구 율봉로159번길 10 현대아파트 1층|28554|24시간;택배;커피
CU|청주율량으뜸점|043-213-2865|충청북도 청주시 청원구 율량동 2045번지|충청북도 청주시 청원구 율량로190번길 11, (율량동)|30945|24시간;택배;커피;ATM
CU|청주율량중앙점|043-217-4901|충청북도 청주시 청원구 율량동 1282번지|충청북도 청주시 청원구 율봉로 95, (율량동)|22548|24시간;택배;커피;ATM
CU|청주율량타운점|043-213-2555|충청북도 청주시 청원구 율량동 1389번지 1층|충청북도 청주시 청원구 사뜸로36번길 19, (율량동) 1층|29804|24시간;택배;커피;ATM
CU|청주율봉공원점||충청북도 청주시 청원구 율량동 2183번지|충청북도 청주시 청원구 율량로189번길 38 (율량동)|33409|택배;튀김;커피
CU|청주장암점|043-284-1388|충청북도 청주시 서원구 장암동 326-1번지|충청북도 청주시 서원구 가장로 399, (장암동)|25590|24시간;택배;커피;ATM
CU|청주장원점|043-235-3696|충청북도 청주시 흥덕구 가경동 1593번지|충청북도 청주시 흥덕구 서경로16번길 4, (가경동)|15901|24시간;택배;튀김;커피
CU|청주정하점|043-215-0301|충청북도 청주시 청원구 정하동 34번지||33153|택배;커피
CU|청주죽림점|043-232-6072|충청북도 청주시 서원구 죽림동 315번지|충청북도 청주시 서원구 용호로5번길 76, (죽림동)|22216|24시간;택배;커피;ATM
CU|청주죽림타운점|043-235-3503|충청북도 청주시 서원구 성화.개신.죽림동 367번지|충청북도 청주시 서원구 용호로8번길 17-2 (죽림동)|32855|24시간;택배;커피
CU|청주중앙여고점|043-262-7500|충청북도 청주시 서원구 사창동 238-10번지|충청북도 청주시 서원구 사직대로 155, (사창동)|12638|택배;커피;스포츠토토
CU|청주지동점|043-235-8889|충청북도 청주시 흥덕구 지동동 781번지|충청북도 청주시 흥덕구 직지대로 36, (지동동)|24955|24시간;택배;커피;ATM
CU|청주지웰드림점|043-234-6696|충청북도 청주시 흥덕구 복대동 288-15번지|충청북도 청주시 흥덕구 대농로 47|30013|24시간;택배;커피
CU|청주지웰점|043-232-1119|충청북도 청주시 흥덕구 복대동 3202번지|충청북도 청주시 흥덕구 진재로 109, (복대동)|24685|24시간;택배;커피;ATM
CU|청주창신점|043-272-2429|충청북도 청주시 서원구 사창동 296-5번지|충청북도 청주시 서원구 내수동로 145, (사창동)|02241|24시간;택배;커피;ATM
CU|청주탑동삼일점|043-222-5447|충청북도 청주시 상당구 탑동 83-7번지|충청북도 청주시 상당구 산성로49번길 17, (탑동)|29362|24시간;택배;커피
CU|청주테크노S타워점||충청북도 청주시 흥덕구 봉명동 2번지 송정동 407번지||30592|튀김
CU|청주파모스라움점||충청북도 청주시 상당구 금천동 139-29번지|충청북도 청주시 상당구 수영로196번길 12-25 (금천동)|32602|24시간;택배;튀김;커피
CU|청주행복점|043-260-8083|충청북도 청주시 흥덕구 봉명동 2406번지|충청북도 청주시 흥덕구 덕암로47번길 46, (봉명동)|11564|24시간;택배;커피;스포츠토토;ATM
CU|청주화물터미널점|043-237-9626|충청북도 청주시 흥덕구 지동동 476번지|충청북도 청주시 흥덕구 직지대로240번길 58-32, (지동동)|19352|24시간;택배;커피;ATM
CU|청주흥덕점|043-265-7909|충청북도 청주시 흥덕구 봉명동 2447-1번지|충청북도 청주시 흥덕구 월명로236번길 32, (봉명동)|22292|24시간;택배;튀김;커피;ATM
CU|청천공단점|032-524-0578|인천광역시 부평구 청천동 14-1번지|인천광역시 부평구 마장로 471, (청천동)|27477|24시간;택배;튀김;커피;ATM
CU|청천그린점|032-512-7064|인천광역시 부평구 청천동 70-73번지|인천광역시 부평구 청농로 62, (청천동)|22864|택배;베이커리;튀김;커피;ATM
CU|청천대우점|032-361-8927|인천광역시 부평구 청천동 191-17번지 1층|인천광역시 부평구 세월천로 13, (청천동) 1층|22519|24시간;택배;튀김;커피;ATM
CU|청천마장로점|032-507-7112|인천광역시 부평구 청천동 179번지|인천광역시 부평구 마장로410번길 4, (청천동)|22914|24시간;택배;커피;ATM
CU|청천수출단지점|032-511-6120|인천광역시 부평구 청천동 409-7번지|인천광역시 부평구 안남로434번길 23, (청천동)|33819|24시간;택배;튀김;커피;ATM
CU|청천우리점|032-515-0840|인천광역시 부평구 청천동 174-32번지 1층 101호|인천광역시 부평구 마장로426번길 33 (청천동) 1층 101호|31858|24시간;택배;베이커리;튀김;커피;ATM
CU|청천중앙점|032-502-7124|인천광역시 부평구 청천동 379-8번지|인천광역시 부평구 부평북로 65 (청천동)|33029|24시간;택배;베이커리;튀김;커피;ATM
CU|청천행복점|032-508-7339|인천광역시 부평구 청천동 391-17번지 1층|인천광역시 부평구 평천로141번길 39, (청천동) 1층|28406|24시간;택배;베이커리;튀김;커피;ATM
CU|청천향기점|032-515-7779|인천광역시 부평구 청천동 15-9번지 1층|인천광역시 부평구 청중로57번길 4, (청천동) 1층|24446|24시간;택배;튀김;커피;ATM
CU|청파느티나무점|02-707-3985|서울특별시 용산구 청파동 91-24번지|서울특별시 용산구 청파로71길 57, (청파동1가)|29592|24시간;택배;커피
CU|청파선린점|02-716-0715|서울특별시 용산구 청파동3가 80-7번지 1층|서울특별시 용산구 청파로 247,  (청파동3가) 1층|12303|24시간;택배;커피;ATM
CU|청평경춘로점|031-584-6662|경기도 가평군 청평면 대성리 399-124번지 2층|경기도 가평군 청평면 경춘로 93, (대성리) 2층|23364|24시간;택배;베이커리;튀김;커피;ATM
CU|청평대인점|031-584-6863|경기도 가평군 청평면 대성리 332-20번지 1층|경기도 가평군 청평면 경춘로 239, (대성리) 1층|17797|ATM
CU|청평쉐르빌점|031-584-5711|경기도 가평군 청평면 청평리 631-13번지 현대하이츠2차 마동 102호|경기도 가평군 청평면 강변나루로40번길 40, (청평리, 현대하이츠2차) 마동 102호|17978|택배;베이커리;튀김;커피;ATM
CU|청평역점|031-584-6934|경기도 가평군 청평면 청평리 388-10번지|경기도 가평군 청평면 잠곡로 36, (청평리)|06236|24시간;커피;ATM
CU|청평중앙로점|031-585-6540|경기도 가평군 청평면 청평리 434-15번지|경기도 가평군 청평면 청평중앙로 24, (청평리)|14705|24시간;택배;커피;ATM
CU|청평호반로점|031-584-1919|경기도 가평군 청평면 262-1번지 불짓마루휴게소|경기도 가평군 청평면 호반로 558, 불짓마루휴게소  (호명리)|30479|택배;커피;ATM
CU|청포대셀링점|041-675-0610|충청남도 태안군 남면 원청리 512-19번지|충청남도 태안군 남면 청포대길 57-3, (원청리)|23848|커피;ATM
CU|청풍호반케이블카점||충청북도 제천시 청풍면 물태리 98-2번지||33930|커피
CU|청학비류점|032-831-3646|인천광역시 연수구 청학동 525-16번지|인천광역시 연수구 비류대로239번길 22, (청학동)|17626|24시간;ATM
CU|청학센터점|032-851-3635|인천광역시 연수구 청학동 517-4번지|인천광역시 연수구 청학안로 26, (청학동)|24773|24시간;택배;베이커리;커피;ATM
CU|청학용담점|032-818-8697|인천광역시 연수구 청학동 475번지 이수빌딩|인천광역시 연수구 함박뫼로 10 이수빌딩|28818|24시간;택배;커피;ATM
CU|청학원룸점|031-847-4809|경기도 남양주시 별내면 청학리 426-2번지|경기도 남양주시 별내면 청학로132번길 17, (청학리)|18476|24시간;택배;커피;ATM
