bztypName|pobsAfstrName|pobsBaseAddr|pobsDtlAddr|pobsGnrlTelno
사업시설 청소업,소프트웨어 개발,공급업 외|제이킹서비스 주식회사|서울특별시 강남구 광평로56길 10 (수서동)|4층16호|15225142
서양식 음식점업|제이파스타&샐러드|서울특별시 강남구 언주로30길 13(도곡동, 대림아크로빌, 대림아크로텔)|C동 B1층 4호 제이파스타&샐러드|-
미용업|제이포유헤어|서울특별시 강남구 도산대로30길 30 (논현동)|1층 제이포유헤어|025493200
기타 스포츠 교육기관|제이프라이빗필라테스|서울특별시 강남구 역삼로 460-2 (대치동)|호야필하우스2 1동 1층 101호|07074051122
커피(밀크티)|제이플랜|서울특별시 강남구 논현로95길 29(역삼동)|1층|-
수학|제이플러스(J PLUS)수학 교습소|서울특별시 강남구 선릉로62길 32-1 (대치동)|301호|-
기타 스포츠 교육기관|제이피랩|서울특별시 강남구 압구정로72길 10 지하2층|제이피랩|0200000000
필라테스|제이필라테스|서울특별시 강남구 언주로30길 21 (도곡동, 아카데미스위트)|지하1층 101호|-
필라테스|제이필라테스|서울특별시 강남구 테헤란로4길 6 (역삼동)|상가2층 211호 JPILATES|0260850925
바|제이하우스|서울특별시 강남구 삼성로84길 7(대치동)|지하1층|025685447
미용실|제이헤어살롱|서울 강남구 헌릉로570길 30|2층 201호 (세곡동, 세곡 프로데코 빌딩)|024517072
메이크업|제이홀릭메이크업|서울특별시 강남구 봉은사로18길 88 (역삼동)|203호. 제이홀릭메이크업|-
점술 및 유사 서비스업|제인사주타로|서울특별시 강남구 학동로4길 41(논현동)|103호|05071645013
의류.악세사리.전자상거래|제인아틱|서울특별시 강남구 역삼로78길 14 (대치동)|103호|025487411
의류 수선|제일 리폼|서울특별시 강남구 논현로28길 37 (도곡동)|도곡동 B1 제일 리폼|025790102
그 외 기타 분류 안된 상품 전문 소매업|제일 인삼(홍삼) 판매|서울특별시 강남구 양재대로 478 325-2|제일 인삼(홍삼) 판매|020000000
부동산중개업|제일공인중개사|서울특별시 강남구 광평로51길 27 (수서동, 삼익아파트)|1층|-
부동산 자문 및 중개업|제일공인중개사사무소|서울특별시 강남구 선릉로6길 8 (개포동)|2층(개포동, 진현빌딩)|025752222
부동산중개업|제일공인중개사사무소|서울특별시 강남구 압구정로29길 71 (압구정동, 현대아파트)|4동105호|-
부동산 자문 및 중개업 컨설팅|제일공인중개사사무소|서울특별시 강남구 압구정로2길 35 (신사동)|1층 104호 제일공인중개사 사무소|025418989
양약|제일그랜드약국|서울특별시 강남구 강남대로 478 (논현동)|제일그랜드약국|-
노래방|제일노래방|서울특별시 강남구 언주로65길 7 (역삼동)|강현빌딩 지하|025541364
떡방앗간|제일떡집|서울시 강남구 개포로82길 9-11|106호, 107호|024455053
임가공제분|제일떡집|서울특별시 강남구 학동로 4길 29|제일떡집|-
마트|제일마트|서울시 강남구 테헤란로 309|지하 3호|025274121
기타음식료품및일용잡화|제일마트|서울특별시 강남구 삼성로63길 16 (대치동)|1층|025356205
한식|제일맛집|서울특별시 강남구 강남대로124길 68 (논현동)|지하1층|-
의복수선|제일사|서울시 강남구 삼성로149길 30|지층 101|025154569
산업용품, 가정용품세탁물공급|제일사|서울특별시 강남구 삼성로119길 29 (삼성동)|1층|025178971
세탁|제일세탁|서울특별시 강남구 언주로98길 20 (역삼동)|2층201호|025557320
세탁|제일세탁소|서울특별시 강남구 개포로 411 (개포동, 우성8차아파트)|202호|025784510
생선|제일수산|서울특별시 강남구 강남대로124길 20|제일수산|025482189
슈퍼마켓|제일슈퍼|서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)|5호,6호,7호|024519759
슈퍼|제일슈퍼|서울특별시 강남구 양재대로55길 10(일원동, 수서1단지 에스에이치빌)|지층 5호|024519759
간이음식|제일식당|서울시 강남구 학동로101길 26|지하1층 37호|025462671
한식|제일식당|서울특별시 강남구 남부순환로 2921(대치동)|지하1층 12호 남서울종합상가|025689367
식품잡화담배|제일식품|서울특별시 강남구 삼성로 212 (대치동, 은마아파트)|은마상가B-168|-
중식|제일양|서울특별시 강남구 압구정로46길 25 (신사동)|1층|-
가전제품 수리업|제일전기|서울특별시 강남구 논현로95길 34 (역삼동)|1층 101호|025565528
컴퓨터 학원|제일정보처리학원|서울특별시 강남구 삼성로 38 (개포동), (개포동, 개포빌딩 304호 , 503호)|제일정보처리학원|020000000
분식|제일칼국수|서울시 강남구 삼성로 212|2-5,6호|025585086
보습학원,도서|제일테마보습학원|서울특별시 강남구 남부순환로363길 11|동신빌딩 3층|025754713
생화|제일화원|서울특별시 강남구 광평로34길 25-1 (수서동)|수서동447-2|0222265475
일반음식점|제임스 치즈스테이크|서울특별시 강남구 학동로77길 18 (청담동)|1층1호|0269511010
한복, 한복대여|제제한복|서울특별시 강남구 삼성로111길 8 (삼성동, 삼성동힐스테이트2단지아파트)|202동 1901호|-
한식 일반 음식점업|제주 탐하리|서울특별시 강남구 봉은사로26길 21 1층 제주탐하리|제주 탐하리|020000000
요식업|제주 흑다돈 역삼점|서울특별시 강남구 테헤란로10길 21 (역삼동)|1층 제주 흑다돈 역삼점|025080017
족발|제주꿀꿀이족발|서울특별시 강남구 개포로 512 (개포동)|117호|-
한식|제주꿀돼지|서울특별시 강남구 강남대로94길 69|1층, 제주꿀돼지(역삼동)|025671911
한식 해산물 요리 전문점|제주달|서울특별시 강남구 강남대로118길 14 2층 제주달|제주달|0200000000
한식|제주도 흑돼지|서울특별시 강남구 논현로132길 13 (논현동)|제주도 흑돼지|5464548
한식|제주도바우식당|서울시 강남구 강남대로 160길 16|1층|025173350
한식|제주도새기|서울특별시 강남구 삼성로85길 32 (대치동)|1층|025389204
한식|제주도야지빵경이네|서울특별시 강남구 테헤란로 39길 40|1층 제주도야지 빵경이네|-
한식|제주돈프로|서울특별시 강남구 언주로94길 15 (역삼동)|지상 1층 제주돈프로|025083536
한식|제주돼지소한마리|서울특별시 강남구 테헤란로114길 20 (대치동)|(삼화빌딩) 201호|025680991
한식|제주몬트락 한티점|서울특별시 강남구 선릉로64길 11-4 (대치동)|1,2층|025685592
한식 면 요리 전문점|제주산방식당 강남논현점|서울특별시 강남구 언주로148길 35 (논현동)|2층|-
한식|제주생선구이올래밥상 삼성중앙역점|서울특별시 강남구 봉은사로 466 (삼성동)|101호|025525111
한식|제주서부두식당|서울시 강남구 언주로134길 14|제주서부두식당|025184756
한식|제주애돈|서울특별시 강남구 논현로157길 11 (신사동)|1층 제주애돈|025180997
일식 음식점업|제주어류양식수협 탐라는광어1호점|서울특별시 강남구 언주로 604(논현동, ACROHILLS논현)|1층 115호|025158853
김밥 및 기타 간이 음식점업|제주왕솥뚜껑삼겹살|서울특별시 강남구 개포로20길 8 (개포동, 천웅빌딩 103호)|제주왕솥뚜껑삼겹살|020000000
한식|제주육|서울특별시 강남구 강남대로114길 10 (논현동)|1층 102호|025110832
한식 일반 음식점업|제주은희네해장국(강남역점)|서울특별시 강남구 테헤란로8길 11 (역삼동)|1층 1호|025588868
한식 일반 음식점업|제주은희네해장국(대치점)|서울특별시 강남구 삼성로84길 15 (대치동)|1층|025665650
한식|제주일출|서울특별시 강남구 강남대로114길 14 (논현동)|1층 서쪽|0234443727
식육|제주축산|서울특별시 강남구 남부순환로2927|지하 118호|025386061
한식|제주탐하리|서울시 강남구 일원로9길 14 (일원동)|101호|0234119922
한식|제주탐하리|서울특별시 강남구 학동로1길 5 (논현동)|1층|0234420005
한의원|제중경희한의원|서울특별시 강남구 개포로 225 (개포동)|동진빌딩 2층|025717000
건어물,식품잡화|제천상회|서울시 강남구 학동로4길 35|제천상회|025475847
공예품|제크레프트|서울특별시 강남구 학동로8길 16 (논현동)|나 202호|025111319
카페|제트커피|서울특별시 강남구 논현로150길 39 (논현동)|1층|-
남녀용 겉옷 및 셔츠 도매업|제프리(jeffLee)|서울특별시 강남구 도산대로 117, 지하1층 (신사동)|제프리(jeffLee)|020000000
사회복지 상담 서비스 제공업|제현순발달심리연구소|서울특별시 강남구 남부순환로 2909 (대치동)|제6층제602호|-
의류,액세서리|젠|서울특별시 강남구 남부순환로 2921(대치동)|1층 48호 남서울종합상가|025574599
음료|젠제로|서울시 강남구 선릉로126길 14|지하1층|-
아이스크림|젠제로|서울특별시 강남구 선릉로126길 14 (삼성동)|예우빌딩 1층 젠제로|025431261
게임교육|젠지글로벌아카데미학원|서울특별시 강남구 학동로50길 47 (논현동)|3층 전체, 4층 401호|025113445
데이타베이스및온라인정보제공업|젠테라피 네츄럴 힐링센터 & 젠힐링샵|서울특별시 강남구 봉은사로 82길 5|2층(삼성동, 덕봉빌딩)|07046558420
피부미용(왁싱)|젠틀&젠틀|서울특별시 강남구 학동로 342 (논현동)|405호|-
두발 미용업|젠틀가이헤어샵|서울특별시 강남구 압구정로 306, 지상1층 102호 (신사동)|젠틀가이헤어샵|020000000
한식 일반 음식점업|젠틀꼬꼬(GENTLEKOKO)|서울특별시 강남구 압구정로50길 28,|상가101동 114-1호 (신사동)|020000000
바|젠틀레빛 청담점|서울특별시 강남구 도산대로101길 7 (청담동)|젠틀레빛 청담점|025452013
신발,수출입업(무역),전자상거래|젠틀커브|서울특별시 강남구 도산대로51길 18 (신사동)|1층|0234463156
커피|젠틀커피|서울특별시 강남구 논현로30길 41 (도곡동)|1층|07077379100
보습학원|젠파워학원|서울특별시 강남구 남부순환로 2917 (대치동)|3층 젠파워학원|025542212
아이스크림|젤라떼리아 도도 청담|서울특별시 강남구 언주로164길 41(신사동)|1층 코너호 젤라떼리아 도도|-
서양식 음식점업|젤로|서울특별시 강남구 도산대로49길 10-6, 지하1층 (신사동)|젤로|020000000
완구류, 문구류|젤리시스터즈쇼룸 강남점|서울특별시 강남구 강남대로94길 27 (역삼동)|1층 젤리시스터즈쇼룸|025521917
pc방|젤존pc방|서울특별시 강남구 광평로56길 8-9 (수서동)|목화오피스텔 지하2층|024514551
패션 악세사리|젬마알루스디자인|서울특별시 강남구 논현로159길 33-4 (신사동)|1층 젬마알루스|07087795090
피부미용|젬므왁싱|서울특별시 강남구 도산대로85길 30 (청담동, 청담신원아침도시마인)|117,118호|-
귀금속 및 관련제품 제조업|젬팜쥬얼리|서울특별시 강남구 선릉로157길 13-3 (신사동)|1층101호|-
악세사리, 반지만들기|젬하우스|서울시 강남구 강남대로152길 35|401호(신사동)|025119930
조개구이|조개천국|서울특별시 강남구 선릉로86길 42 (대치동)|3층 조개천국|025667884
일반미용|조경애헤어픽스|서울시 강남구 테헤란로 322|B148 호|07081588298
세탁 의류검사업|조광세탁|서울특별시 강남구 도산대로85길 30 (청담동, 청담신원아침도시마인)|119호 120호|-
자동차부분정비|조광자동차공업사|서울특별시 강남구 도곡로77길 28 (대치동)|1층|025696720
정신과,상담|조남현정신건강의학과|서울특별시 강남구 압구정로 228 (신사동)|301호|025187514
일식 음식점업|조리인|서울특별시 강남구 도산대로53길 16 (신사동)|3층|025173355
즉석반찬|조미자반찬연구소|서울특별시 강남구 삼성로 155 (대치동)|대치퍼스트빌딩 110호|025655289
분식|조박사돈까스|서울특별시 강남구 역삼로4길 16(역삼동)|지하b04|025549868
내과,소아청소년과,영상의학과,피부과|조병수의원|서울특별시 강남구 도산대로 507 (청담동)|대신빌딩 3층 조병수의원|025413991
테이크아웃커피.샌드위치 외|조샌드위치도곡렉슬점|서울특별시 강남구 선릉로 225 (도곡동)|도곡렉슬상가 1층139호|025750212
샌드위치|조샌드위치앤커피|서울특별시 강남구 테헤란로77길 13 (삼성동)|(창조빌딩) 1층|025623001
한식|조선 밥도둑|서울특별시 강남구 삼성로81길 23 (대치동)|1층|0234542001
한식, 임대|조선옥|서울특별시 강남구 언주로93길 32 (역삼동)|1~2층|025621179
한식|조선왕순대|서울특별시 강남구 도곡로7길 12 (역삼동)|1층|5087669
한식|조선화로집 학동역점|서울특별시 강남구 학동로 224 (논현동)|2층 조선화로집|025406880
생화|조셉플라워|서울특별시 강남구 선릉로122길 10 (삼성동)|1층|025997701
직업운동가|조소이필라테스|서울특별시 강남구 선릉로148길 36-3 (청담동)|102호|-
한식|조순금닭도리탕|서울특별시 강남구 강남대로62길 22 (역삼동)|2층|025686603
간이 음식 포장 판매 전문점|조스파이시치킨|서울특별시 강남구 압구정로30길 63 (신사동, 1층)|조스파이시치킨|020000000
필라테스|조아필라테스|서울특별시 강남구 도산대로15길 6 (신사동)|402호 조아필라테스|025445416
보습학원|조앤북영어학원|서울특별시 강남구 도곡로 184 (도곡동)|신호빌딩 302호|025720554
웨딩플레너|조앤힐|서울특별시 강남구 언주로154길 16 (신사동)|2층 조앤힐|025492003
슈퍼|조약돌|서울특별시 강남구 압구정로29길 71 (압구정동, 현대아파트)|C동 11호|025433360
문구|조양문구센타|서울특별시 강남구 논현로28길 12 (도곡동)|1층 알파문구|025720732
세탁|조양세탁소|서울시 강남구 논현로157길 19|조양세탁소(신사동)|025434533
스포츠 및 레크리에이션 용품 임대업|조영채 바른체형연구소|서울특별시 강남구 강남대로62길 11 (역삼동)|4층|-
세무사|조용래세무사공인중개사사무소|서울특별시 강남구 테헤란로4길 6 (역삼동)|강남역세트럴푸르지오시티 212호|025654488
한식 일반 음식점업|조우|서울특별시 강남구 강남대로42길 13 호성빌딩1층조우|조우|020000000
부동산|조은공인중개사사무소|서울특별시 강남구 도산대로90길 17 (청담동)|1층|0234453493
일반과/내과/소아과|조은내과의원|서울특별시 강남구 삼성로 38 (개포동)|201호 외|0234140173
일반 교과학원|조은모 수학학원|서울특별시 강남구 역삼로 444 진경빌당4층 조은모수학학원|조은모 수학학원|020000000
인물 사진 및 행사용 영상 촬영업|조은스튜디오|서울특별시 강남구 삼성로 212|은마종합상가 1층 A-171호|0200000000
한식 일반 음식점업|조은식당|서울특별시 강남구 삼성로72길 5 (대치동)|1층|-
치과병원|조은아이치과의원|서울특별시 강남구 일원로 49 (일원동)|3층 조은아이치과|0262072875
의약품 및 의료용품 소매업|조은온누리약국|서울특별시 강남구 개포로 615 (개포동)|304호|0222277671
자전거|조은자전거|서울특별시 강남구 개포로109길 5 (개포동, 대치아파트)|대치1단지 상가동105호|024455502
건축물 일반 청소업|조은홈케어|서울특별시 강남구 선릉로 704 (청담동)|청담빌딩 12층 110호|-
귀금속|조이|서울특별시 강남구 삼성로 212 (대치동, 은마아파트)|B블럭 134|025846580
노래연습장|조이 노래연습장|서울특별시 강남구 봉은사로30길 74 (역삼동)|지하 조이 노래연습장|025389354
어린이집|조이너스어린이집|서울특별시 강남구 역삼로19길 12 (역삼동, 조이너스)|조이너스101호|025669550
세무사|조이세무컨설팅|서울특별시 강남구 논현로85길 23 (역삼동)|501호|025630533
사회복지 상담 서비스 제공업|조이스포츠클래스|서울특별시 강남구 밤고개로24길 40-6 (율현동)|B1층 101호|-
반찬,양념육|조이쿡|서울특별시 강남구 삼성로212|은마상가 지하 A-41|025395422
화훼류 및 식물 도매업|조이플라워|서울특별시 강남구 광평로51길 46(수서동)|조이플라워|-
애완 동물 장묘 및 보호 서비스업|조이피아|서울특별시 강남구 언주로106길 13, 101호 (역삼동, 제이플러스)|조이피아|020000000
건강기능식품,전자상거래업|조이핏24|서울시 강남구 선릉로122길 10|지층 B01호(삼성동, 주영빌딩)|-
세탁업|조일세탁|서울시 강남구 논현로67길17|102호|025553071
가정용 세탁업|조일세탁소|서울특별시 강남구 역삼로69길 13 1층 조일세탁소|조일세탁소|020000000
일반이용업|조일이발관|서울특별시 강남구 밤고개로34길 4 (세곡동)|124-4 세곡동|0222264090
치과의원|조재형치과의원|서울특별시 강남구 논현로176길 14 (신사동)|압구정증권빌딩 203호|025482811
일반 교과학원|조진태국어교습소|서울특별시 강남구 삼성로 212 은마편의상가 305호|조진태국어교습소|020000000
임대|조현|서울특별시 강남구 선릉로131길 11 (논현동)|1층|-
미용|조희미용실|서울특별시 강남구 남부순환로 2917 (대치동)|청실종합상가 111-가호|025550157
한식|족.쫄 옹기족발|서울시 강남구 일원로9길 50|1층|024593555
한식|족발마니아|서울특별시 강남구 삼성로145길 14 (청담동)|지상1층 104호|025498288
한식|족발상회 역삼점|서울특별시 강남구 테헤란로33길 18 (역삼동)|1층|0220518253
한식|족발예찬|서울특별시 강남구 헌릉로569길 13 (세곡동)|103,104호|024592324
한식 일반 음식점업|족보잇는국밥 밀면 딜리버리|서울특별시 강남구 봉은사로44길 78 (역삼동)|2층|025086699
광고 및 영상제작, 디지털컨텐츠 제작 및 유통|존니조아 컴퍼니|서울시 강남구 강남대로44길 7|2층 247호(도곡동, 글수레빌딩)|-
사진촬영, 그림 그림(미술품)액자 영상제작|존메이킹|서울특별시 강남구 개포로30길 6 (개포동)|춘일빌딩 지하1층|-
셔츠 및 블라우스 소매업|존앤조앤（John&Joanne）|서울특별시 강남구 학동로101길 21,|502호 (청담동, 신우빌딩)|020000000
주짓수|존프랭클주짓수 강남신사아카데미|서울특별시 강남구 압구정로2길 53 (신사동)|3층 359호|025460516
떡방아간|종가떡집|서울특별시 강남구 헌릉로571길 9 (세곡동)|1층 104호 종가떡집|024455080
식품류|종로 푸드&예가|서울특별시 강남구 선릉로 225 (도곡동)|B117호|025777311
분식|종로김밥|서울시 강남구 테헤란로20길 19|1층 종로김밥(역삼동)|025665664
분식|종로김밥|서울특별시 강남구 삼성로104길 7 (삼성동)|1층|025619512
분식|종로김밥|서울특별시 강남구 테헤란로103길 8-7 (삼성동)|지상1층 102호|025649325
분식|종로김밥르네상스|서울특별시 강남구 테헤란로33길 20 (역삼동)|1층|025688011
분식|종로김밥선릉한신점|서울특별시 강남구 테헤란로 322 (역삼동)|지하1층 135호 종로김밥|0221831165
방앗간, 떡|종로떡집|서울시 강남구 개포로120길 23(일원동)|1층|024518887
떡|종로떡집|서울특별시 강남구 양재대로55길 6 (일원동)|107호|0222264130
떡방아간,떡|종로떡폐백|서울시 강남구 강남대로124길 19|1층 101-2호|-
분식|종로분식식당|서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)|상가 201|-
한식|종로빈대떡|서울특별시 강남구 일원로5길 3 (일원동)|1층|0222267717
약국|종로약국|서울특별시 강남구 도곡로 419 (대치동)|삼정빌딩 1층 종로약국|025082450
실내인테리어|종로인테리어|서울특별시 강남구 개포로 307 (개포동, 우성3차아파트)|지층|025779665
세탁소|종로크리닝|서울시 강남구 논현로72길21|101호|025677526
한식|종로푸드 앤  캠토|서울특별시 강남구 선릉로 225 (도곡동)|B118호, B119호 도곡렉슬상가|025794222
수예,표구,잡화,기타직물제품,고공품및돗자리,어망,|종로화랑|서울시 강남구 학동로 331|종로화랑|-
한식|종수네|서울특별시 강남구 언주로85길 23-12 (역삼동)|1층|-
중식|종쓰부|서울특별시강남구 논현로 161길 12|1층|0234451113
양약|종원약국|서울시 강남구 강남대로118길 38|종원약국|025488969
한식|종인이네 만두|서울특별시 강남구 테헤란로81길 60-4(삼성동)|1층|025550245
전기재료|종합 전기 전자|서울특별시 강남구 학동로4길 38|(논현동)|025478049
건축설계, 감리|종합건축사사무소명승건축(주)|서울특별시 강남구 선릉로 614-1 (삼성동)|나라빌딩 4층|025742181
건축사|종합건축사사무소백산|서울특별시 강남구 도곡로27길 47 (역삼동)|백산빌딩 401호|0261010522
전자제품수리|종합전자|서울특별시 강남구 봉은사로33길 33 (논현동)|33,37,38호|025117130
부동산중개,컨설팅|좋은공인중개사사무소|서울특별시 강남구 도곡로 442 (대치동)|101호|025660868
속옷 및 잠옷 소매업|좋은느낌|서울특별시 강남구 삼성로 212, 57호 (대치동, 은마상가B블럭 지하)|좋은느낌|020000000
사진촬영|좋은사진 좋은느낌 스튜디오|서울특별시 강남구 삼성로96길 27 (삼성동)|3층(삼성동,진솔빌딩)|025551256
한의원|좋은아침 한의원|서울특별시 강남구 남부순환로 2917 (대치동)|(청실상가) 201-가호, 208-나호|0256200989
안경|좋은안경원|서울시 강남구 개포로 512|개포종합상가 110호 좋은안경원|-
한식 음식점업|좋은집밥|서울특별시 강남구 논현로 68길 8|1층(역삼동)|025651208
한식 일반 음식점업|좋은친구|서울특별시 강남구 학동로30길 49(논현동)|104호|-
샌드위치|죠샌드위치|서울특별시 강남구 논현로87길 41 (역삼동)|신일유토빌104-2호|025695954
커피|죠샌드위치 매봉점|서울특별시 강남구 논현로34길 21 (도곡동)|1층 죠샌드위치|025293777
피자 햄버거 샌드위치 및 유사 음식점업|죠샌드위치 일원역점|서울특별시 강남구 일원로 115 (일원동)|120호 죠샌드위치|024515350
한식 일반 음식점업|죠샌드위치.역삼키토선생점|서울특별시 강남구 역삼로 136 (역삼동, 신명빌딩)|1층|025531369
간이음식|죠샌드위치포스코사거리점|서울특별시 강남구 삼성로85길 42 (대치동, 대치동대우아이빌멤버스)|102호|025572541
분식|죠스떡볶이|서울특별시 강남구 선릉로 815 (신사동)|죠스떡볶이|025440969
분식|죠스떡볶이|서울특별시 강남구 선릉로64길 5 (대치동)|104호|025387367
분식|죠스떡볶이 자곡점|서울특별시 강남구 자곡로 192 (자곡동)|104호 죠스떡볶이 자곡점|024453022
분식|죠스떡볶이자곡점|서울시 강남구 자곡로 192|104호(자곡동, 강남푸르지오시티2차)|024025022
휴게음식|죠스샌드위치압구정점|서울특별시 강남구 논현로159길 11 (신사동)|궁전빌딩 102호 죠샌드위치|025455455
커피 전문점|죠이프레소|서울특별시 강남구 개포로 244 (개포동, 광수빌딩)|1층 102호|025797002
영어교습소|죠이플리딩게이트(Joyful Readinggate) 영어교습소|서울특별시 강남구 광평로19길 10 (수서동, 까치마을아파트)|까치마을 아파트 상가동 106호|024510550
한식 일반 음식점업|죤슨앤바오|서울특별시 강남구 논현로114길 22, 지하층 1호 (논현동)|죤슨앤바오|020000000
학원|주 상위권수학|서울특별시 강남구 선릉로126길 16 (삼성동)|2층|025123900
아동인지발달관련 솔루션|주 위브레인|서울특별시 강남구 선릉로145길 5 (논현동)|3층|0234461144
수산물|주)S&D by Daegegung|서울특별시 강남구 테헤란로 407 (삼성동)|4층|0547346001
건강기능식품|주)로세토사이언스|서울특별시 강남구 언주로 201 (도곡동)|113호 록피드면역스테이션|025788288
주류및  음식|주)보르도|서울특별시 강남구 도산대로 318(논현동)|어넥스A동  1층|5111144
신발 소매업|주)아트모스 서울|서울특별시 강남구 선릉로 817 (신사동, 캠포츠빌딩)|1층2층|-
한식업|주)입속행복|서울특별시 강남구 학동로2길 47 (논현동)|1층|025408589
한식 일반 음식점업|주교리3구 강남점|서울특별시 강남구 선릉로 310(대치동)|106호, 115호|025661139
미용|주네일주왁싱|서울특별시 강남구 강남대로116길 27 (논현동)|101호|025483855
구매대행업/상품종합도매업/전자상거래소매업|주니또부리또|서울특별시 강남구 학동로97길 43-13 (청담동)|1층 102호(청담동)|-
외국어|주니어학원|서울특별시 강남구 도곡로 184 (도곡동)|5층 주니어학원|0234638747
메이크업|주니엠메이크업|서울특별시 강남구 선릉로132길 15(청담동)|청구빌딩 2층|07046035599
두발 미용업|주니헤어|서울특별시 강남구 학동로38길 42(논현동)|1층 주니헤어|025490081
중식|주래등|서울특별시 강남구 언주로150길 24 (논현동)|지하1층|025486320
기타 법무관련 서비스업(노무사)|주로 인사노무컨설팅|서울특별시 강남구 광평로56길 8-13 (수서동)|1010호|024595453
한식|주매니아|서울특별시 강남구 개포로82길 9-15 (개포동)|102호|-
한의원|주명돈한의원|서울특별시 강남구 일원로 95(일원동)|4층|024510346
중식|주몽|서울시 강남구 도산대로53길 20|1층 주몽(신사동)|025449779
일반음식|주문진항|서울특별시 강남구 학동로 401 (청담동)|지하1층|025113450
한식|주문진항|서울특별시 강남구 학동로 401 (청담동)|지하1층 (청담동,금하빌딩)|025113450
양약|주민약국|서울특별시 강남구 일원로 33 (일원동)|주민약국|024452851
한식|주박사 춘천닭갈비|서울특별시 강남구 일원로 33 (일원동)|지하1층|024512292
한식|주박사닭갈비|서울특별시 강남구 개포로 508(개포동)|2층 202호|024516692
일반음식점|주박사쌀국수|서울특별시 강남구 선릉로82길 25 (대치동)|삼정빌딩 1층|025671999
한식|주박사춘천닭갈비|서울시 강남구 개포로 508, 2층 201호, 205호(개포동)|205호|-
중식|주방류|서울특별시 강남구 강남대로124길 27 (논현동)|지상1층|025152777
손톱전문미용|주벨듀 JD|서울특별시 강남구 삼성로 212 (대치동, 은마아파트)|(은마상가) A-104호|025294462
한식|주부맘헬스바이오 더암브로시아내츄럴뷔페|서울특별시 강남구 개포로 623 (개포동)|2층 201호 더암브로시아내츄럴뷔페|0220513500
간이 음식 포장 판매 전문점|주부식당|서울특별시 강남구 봉은사로26길 22 주부식당|주부식당|020000000
한식|주성밥상 포이점|서울특별시 강남구 개포로25길 5 (개포동)|1층|025716002
휴게음식|주시브로스GFC|서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)|B2|0221122840
축산물판매업|주식 회사 1등축산|서울특별시 강남구 선릉로 310 (대치동)|1층 101호|0263688288
침구류,전자상거래업|주식회사  우리홈콜렉션|서울특별시 강남구 남부순환로363길 12-3 (도곡동)|우리홈콜렉션|0220572626
한식|주식회사  한티옥|서울특별시 강남구 도곡로 418 (대치동)|강원빌딩1층|025525289
일식 음식점업|주식회사 40크루(40crew)|서울특별시 강남구 삼성로96길 11, 1층 (삼성동)|주식회사 40크루(40crew)|020000000
식품유통전문판매업|주식회사 56익스프레스|서울특별시 강남구 언주로148길 11(논현동)|401호(논현동, 인화빌딩)|025541008
음료|주식회사 가배도|서울특별시 강남구 강남대로110길 13 (역삼동)|2층 3층|025544542
서적, 신문 및 잡지류 소매업, 레크리에이션 교육기관|주식회사 가온미르|서울특별시 강남구 개포로22길 80 (개포동)|1층|025763362
학원|주식회사 가온미르|서울특별시 강남구 개포로22길 80 (개포동)|동서빌딩 1,3,4층|025763362
학원|주식회사 가온미르|서울특별시 강남구 개포로22길 80 (개포동)|동서빌딩 1층|025763362
화장품/미용기기|주식회사 감성터치|서울특별시 강남구 압구정로10길 13 (신사동)|마사빌딩 5층|07042020700
한식|주식회사 강남어로장|서울특별시 강남구 테헤란로52길 15 (역삼동)|1층  어로장|025687708
전자제품|주식회사 강남전자프라자 논현역점|서울특별시 강남구 학동로 103|1층|-
학원사업|주식회사 강민교육|서울특별시 강남구 선릉로76길 34 (대치동)|3층, 대치스터디앤아트 미술학원|025550513
응용 소프트웨어 개발 및 공급업|주식회사 강변|서울특별시  강남구 언주로157길 26 유일빌딩 4층|주식회사 강변|0200000000
서양식 음식점업|주식회사 건우컴퍼니|서울특별시 강남구 삼성로119길 8(삼성동)|2층 204호|025403705
일식 음식점업|주식회사 고유에프앤비|서울특별시 강남구 헌릉로569길 3 (세곡동)|101호|024451777
피자|주식회사 고피자 대치|서울특별시 강남구 삼성로 301 (대치동)|1층 103호|07042634992
커피 전문점|주식회사 골드레이크-커피인류도곡렉슬점|서울특별시 강남구 선릉로 225(도곡동)|지상1층138호|07040270910
건축설계및감리, 건축관련기술서비스|주식회사 구도건축사사무소|서울특별시 강남구 도산대로28길 38 (논현동)|대경빌딩 401호|025530395
부동산컨설팅|주식회사 국제투자연구소|서울특별시 강남구 논현로 610 (논현동)|4층 석상빌딩|-
커피숍,교육지원 서비스업|주식회사 굿프랜드|서울특별시 강남구 남부순환로 3318|1층 주식회사 굿프랜드|024459948
커피 전문점|주식회사 글로매스|서울특별시 강남구 압구정로46길 5-6 (신사동)|208호|025182224
귀금속|주식회사 금빛제작소|서울특별시 강남구 압구정로30길 72(신사동)|1층 1호|025734567
일반 교과학원|주식회사 김소강학원|서울특별시 강남구 압구정로 224 (신사동)|신사동동 3층 301호(신사동, 우미빌딩)|025448777
학원운영업|주식회사 김효석아카데미|서울특별시 강남구 강남대로154길 39 (신사동)|동림빌딩 2층|025471163
주류 도매업|주식회사 까사데멘도사 청담지점|서울특별시 강남구 학동로101길 26 (청담동)|1층 140호|025114441
