input|id|name|oldaddr|newaddr|tell|cat|xcord|ycord|url
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
