##NAME|SUBNAME|TELNUM|ADDR|FEAT|SOURCE2@@고캠핑
우니메이카||033-436-8910|강원도 홍천군 서석면 검산리 산3-3|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
용인힐링캠핑장|||경기 용인시 처인구 원삼면 보개원삼로 1361 용인힐링캠핑장|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
용인랜드/숲속캠핑장||031-336-3838|경기도 용인시 처인구 양지면 대대리  292|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
용인/자연휴양림/야영장||031-336-0040|경기도 용인시 처인구 모현면 초부로 220  용인자연휴량림|전기;온수;놀이터;산책로;운동장;운동시설|한국관광공사
용인/미르힐||033-333-1222|경기도 용인시 처인구 초부로 215-7  용인 미르힐|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
용수/그린랜드||031-585-9995|경기 가평군 조종면 운악청계로491번길 87|전기;와이파이;장작판매;온수;물놀이장;산책로;운동장;운동시설;마트.편의점|한국관광공사
용문산관광지/야영장|||경기도 양평군 용문산로 684-0  용문산야영장|전기;장작판매;온수;놀이터;운동시설|한국관광공사
용문산/자연휴양림||031-775-4005|경기도 양평군 양평읍 백안3리  산68-1 일원 (일명: 새숙골)|온수|한국관광공사
용머리공원/야영장|||강원도 양구군 양구읍 동수리  7||한국관광공사
용대/자연휴양림/캠핑장||033-462-5031|강원도 인제군 북면 용대리  산262-1|온수|한국관광공사
숲속의하모니|||충북 괴산군 청천면 후평도원로 153-6||한국관광공사
용골송어와/캠핑||033-332-1115|강원도 평창군 용평면 운두령로 767-17  용골송어와 캠핑|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
용가리쌤/캠핑장||033-434-9391|강원도 홍천군 화촌면 설악로 2692|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
욜로캠프||031-833-6900|경기 연천군 전곡읍 양원로 108-37|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
요기는캠핑장|||강원도 영월군 무릉도원면 도원운학로 1524-45|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
왕터주식회사/(이노리조트)||1899-7821-|강원도 춘천시 남면 박암리  9-1|전기;온수;운동장;운동시설;마트.편의점|한국관광공사
왕송호수/캠핑장||031-8086-7371|경기도 의왕시 월암동 571번지 일원||한국관광공사
왕산가족오토캠핑장||1588-3266-3266|인천광역시 중구 을왕동  810-105|전기;와이파이;장작판매;온수;운동장;운동시설|한국관광공사
와이캠핑장||031-584-9878|경기도 가평군 청평면 강변로 115  와이캠핑장|전기;와이파이;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
와이글램핑||031-772-5772|경기도 양평군 용문면 중원리  45-2|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;마트.편의점|한국관광공사
와라캠핑장||033-462-2178|강원도 인제군 상남면 내린천로 2181|전기;와이파이;장작판매;온수;운동시설|한국관광공사
올챙이캠핑장||033-344-4411|강원도 횡성군 둔내면 궁종리  75-1|전기;놀이터|한국관광공사
올리브/그린/펜션/글램핑|||강원도 영월군 수주면 무릉법흥로 852-24  아날로거 글램핑|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
올래캠핑장||031-584-8585|경기 가평군 설악면 어비산길 203 33|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
올덴캠핑장||031-585-5558|경기 가평군 청평면 고재길 262-46 올덴캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
온새미캠핑장||010-3762-6071|경기도 동두천시 천보산로 537  온새미|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
온더락캠핑장|||경기 가평군 상면 수목원로 238-106 온더락캠핑장|전기;와이파이;온수;물놀이장;놀이터;마트.편의점|한국관광공사
옥화/자연휴양림/국민여가캠핑장||043-283-3200|충청북도 청주시 상당구 미원면 운암옥화길 140  옥화 자연휴양림|전기;물놀이장;놀이터|한국관광공사
오투캐빈|||강원도 홍천군 내면 을수길 153-6|전기;와이파이;온수|한국관광공사
오크힐글램핑|||인천광역시 강화군 화도면 흥왕리  914-9|전기;와이파이;온수;트렘폴린;운동시설|한국관광공사
오크캠핑||033-733-2253|강원도 원주시 지정면 월송리  451|온수;물놀이장;산책로|한국관광공사
오커빌리지||031-775-5071|경기도 양평군 용문면 연수리  530|전기;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
오카나간캠핑장|||경기도 가평군 설악면 가일리 258-1||한국관광공사
오산오토캠핑장|||충청북도 제천시 봉양읍 삼거리  1334-2|온수;물놀이장;운동시설|한국관광공사
오미리체험관광협의회||033-481-6403|강원도 양구군 방산면 평화로 4818  오미리체험관광협의회||한국관광공사
오대산/카라반||033-435-8323|강원도 홍천군 내면 명개리  178|전기;장작판매;온수;놀이터;운동장;운동시설;마트.편의점|한국관광공사
오고집/글램핑||033-433-7005|강원도 홍천군 화촌면 노루터길 135|전기;놀이터|한국관광공사
예다움/캠핑장|||강원도 영월군 김삿갓면 내리  1반 551|전기;와이파이;장작판매;온수;운동시설|한국관광공사
영월캠프|||강원도 영월군 수주면 법흥리  143-3|전기;와이파이;장작판매;온수;운동시설|한국관광공사
영월천문대/캠핑장|||강원도 영월군 북면 연덕리  931|운동시설|한국관광공사
영월오아시스/글램핑|||강원도 영월군 영월읍 방절리  596|전기;와이파이;장작판매;온수|한국관광공사
영월약수터/오토캠핑장|||강원도 영월군 중동면 녹전리  781-2|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
영월별마로펜션캠핑|||강원도 영월군 수주면 무릉법흥로 1078-22  영월별마로펜션캠핑|전기;와이파이;온수|한국관광공사
영월/외룡/캠핑장||033-378-5376|강원도 영월군 김삿갓면 영월동로 2696  영월 외룡 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
영월/스타/글램핑|||강원도 영월군 수주면 법흥리 99-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
영월/동강오토캠핑장||070-4213-8188|강원도 영월군 영월읍 둥글바위길 33|전기;와이파이;장작판매;온수|한국관광공사
영오/캠핑장|||경상남도 고성군 영오면 영회로 651 경상남도 고성군 영오면 연당리 705번지||한국관광공사
열린캠핑장|||충청북도 충주시 앙성면 지당리  241||한국관광공사
연천재인폭포오토캠핑장||031-834-7271|경기도 연천군 연천읍 고문리 117-1번지|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
연천/한여울팜파크/글램핑장||031-834-7271|경기도 연천군 연천읍 현문로 537|전기;와이파이|한국관광공사
연천/사미천/캠핑장||031-833-7796|경기도 연천군 장남면 장백로 330번길 236|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
연미향마을/오토캠핑장||031-338-3317|경기 용인시 처인구 원삼면 백원로 128-7 연미향마을 오토캠핑장|전기;장작판매;온수;산책로;운동장;운동시설|한국관광공사
연곡해변/솔향기캠핑장||033-662-2900|강원도 강릉시 연곡면 동덕리  99-13|전기;장작판매;온수;놀이터;운동장;운동시설;마트.편의점|한국관광공사
연개소문관광농원캠핑장|||인천광역시 강화군 하점면 신삼리  179|전기;와이파이;온수;물놀이장|한국관광공사
여차울/캠핑장|||강원도 홍천군 내면 방내리  140-2|전기;와이파이;장작판매;온수;운동시설|한국관광공사
여주산촌관광농원|||경기도 여주시 금사면 상호리  29-2|전기;온수;운동시설|한국관광공사
여주/카라반/체험장||02-2002-9847|경기도 여주시 점동면 흔암리  14-14|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
여울애/꽃물들인|||강원도 철원군 근남면 잠곡리  400-3|전기;온수|한국관광공사
에코유/캠핑장||070-8839-3700|경기도 동두천시 탑동동  495-3|온수;물놀이장;운동시설|한국관광공사
에코야영장|||인천광역시 강화군 길상면 선두리 892-3|전기;와이파이;온수;물놀이장|한국관광공사
에이제이||031-592-7970|경기도 남양주시 수동면 내방리  330-10|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
에이스카라반||031-322-4221|경기 용인시 처인구 이동읍 이원로 547 416-18|전기;와이파이;장작판매;온수;놀이터;산책로;운동장;운동시설|한국관광공사
에스와이스포캐슬|||강원도 철원군 근남면 잠곡리  50||한국관광공사
에브라임캠핑장||031-834-8408|경기도 연천군 신서면 연신로 866  에브라임캠핑장|전기;와이파이;장작판매;온수;트렘폴린;놀이터;운동장;운동시설|한국관광공사
에버힐||010-2968-2725|강원도 평창군 봉평면 흥정리  산 80-3|전기;온수;운동시설|한국관광공사
에뜨유명산캠핑장||031-585-4648|경기 가평군 설악면 유명산길 124-17 235-4|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
얼음골야영장||010-3771-8424|강원도 양양군 서면 얼음골길 45  얼음골야영장|온수;운동시설|한국관광공사
어울림펜션&캠핑장|||강원도 영월군 한반도면 후탄리  329-2|전기;와이파이;장작판매;온수|한국관광공사
어썸타운캠핑장||031-965-5999|경기도 고양시 덕양구 내유동  15-3|운동시설|한국관광공사
어성전야영장|||강원도 양양군 현북면 어성전길 182-20|전기;장작판매;운동시설|한국관광공사
어성골야영장|||강원도 양양군 법수치길 259-0|전기;장작판매;온수;물놀이장;운동시설|한국관광공사
어섬캠핑장||031-356-9887|경기도 화성시 송산면 고포리  826-1|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
어름치마을캠핑장||033-332-1260|강원도 평창군 미탄면 마하길 42-5|전기;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
어라운드폴리캠프||064-783-6226|제주도 서귀포시 성산읍 서성일로 431||한국관광공사
양평베이스캠프||02-2207-0909|경기도 양평군 경강로 2277-21  양평베이스캠프|물놀이장;운동시설|한국관광공사
양평드림캠핑장||031-771-1886|경기도 양평군 용문면 금곡리  231-21|전기;와이파이;장작판매;온수;물놀이장;운동시설;마트.편의점|한국관광공사
양평/휴/캠핑/워크샵||031-773-3556|경기도 양평군 청운면 갈운리  514-5|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
양평/프라자/관광농원|||경기도 양평군 옥천면 신복리  281|전기;온수;물놀이장;운동시설|한국관광공사
양평/스파앤캠핑|||경기도 양평군 단월면 고북길 228  양평 스파앤캠핑|전기;와이파이;온수;물놀이장|한국관광공사
양지파인글램핑||031-932-8188|경기도 용인시 처인구 양지면 남곡리  34-1|전기;와이파이;온수;물놀이장|한국관광공사
양주/감악산/캠핑장|||경기도 양주시 남면 감악산로 632-32  양주 감악산 캠핑장|전기;와이파이;장작판매;온수;산책로|한국관광공사
양양/38야영장||033-673-3808|강원도 양양군 서면 구룡령로 2240-21  양양 38야영장|전기;와이파이;장작판매;온수;운동시설|한국관광공사
양달캠핑장||031-334-4567|경기 용인시 처인구 원삼면 학일로 100-2 양달농원|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
얏호캠핑장|||인천 광역시 강화군 길상면 동검길 159-27|전기;장작판매;온수;놀이터|한국관광공사
약수골/캠프촌/오토캠핑장||033-481-9828|강원도 양구군 동면 후곡리  302-2|전기;와이파이;장작판매;온수;운동시설;마트.편의점|한국관광공사
약수골/캠프촌/숲속캠핑장||033-481-9828|강원도 양구군 동면 후곡리  299|전기;와이파이;장작판매;놀이터|한국관광공사
야인시대캠핑장||1899-5584-|경기도 부천시 원미구 상동 길주로 1  야인시대캠핑장|산책로|한국관광공사
알프스밸리/캠핑장||033-433-2332|강원도 홍천군 화촌면 군업리  185-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동장;운동시설|한국관광공사
알프스농원/캠핑장||031-533-7410|경기도 포천시 창수면 추동리 821-10 외 1필지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
알파고글램핑||031-585-3949|경기 가평군 상면 청군로 1565|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
알멕스랜드캠핑장||031-833-5901|경기도 연천군 왕징면 왕산로 218번길 25-100|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
안성비봉산/캠핑장|||경기도 안성시 삼죽면 내장리 165-1 외 7필지||한국관광공사
안성맞춤/캠핑장||031-678-2672|경기도 안성시 보개면 남사당로 196-31  안성맞춤랜드 캠핑장|전기;온수;산책로;운동시설|한국관광공사
안성맞춤/자동차야영장||031-677-8267|경기도 안성시 보개면 복평리  34-3|전기;온수;산책로;운동시설|한국관광공사
안산화랑오토캠핑장||031-481-9801|경기도 안산시 단원구 초지동 동산로 268  안산화랑오토캠핑장|전기;온수;놀이터;산책로|한국관광공사
안단테/홍천캠핑장||033-433-0211|강원도 홍천군 내촌면 답풍리  258-2|온수;물놀이장;놀이터|한국관광공사
아트인아일랜드||033-336-1771|강원도 평창군 봉평북로 193-28  아트인아일랜드|전기;와이파이;장작판매;온수;물놀이장;놀이터|한국관광공사
아침고요오토캠핑장|||경기 가평군 상면 임초밤안골로 306 623|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동장;운동시설|한국관광공사
아침가리/계곡||033-463-7342|강원도 인제군 기린면 진동리 649-1|놀이터|한국관광공사
아우라지관광지||033-562-9595|강원도 정선군 여량면 여량리  186-1|놀이터;산책로;운동시설|한국관광공사
아우라지/글램핑||033-563-2283|강원도 정선군 여량면 노추산로 520|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
아빠의/캠핑장|||강원도 원주시 신림면 신림황둔로 854  아빠의 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
아빠의/캠프|||경상북도 청도군 매전면 당호리  558-28||한국관광공사
아빠가/만든/캠핑장|||강원도 영월군 북면 덕상리  548 -1|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
아리움캠핑장||031-584-1279|경기 가평군 상면 왕대벌길 147 아리움켐핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;산책로;운동시설|한국관광공사
아리울캠핑장|||강원도 원주시 신림면 황둔리  1038|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
아름다운/캠프||010-2671-7630|강원도 동해시 대진동 대진1길 47-2 일원|전기;장작판매;온수;트렘폴린;운동시설;마트.편의점|한국관광공사
아담펜션&캠핑장|||경기도 가평군 개곡리 382-3 외 1필지|전기;와이파이;장작판매;물놀이장;놀이터;운동장;운동시설|한국관광공사
아늑한쉼터|||강원도 횡성군 갑천면 어답산로 162  아늑한쉼터|전기;와이파이;장작판매;온수;운동시설|한국관광공사
아날로거/무릉도원점||033-373-4752|강원도 영월군 수주면 아래골길 10  아날로거 무릉도원점|전기;장작판매;온수;물놀이장;운동시설|한국관광공사
씨엘관광농원|||경기도 안산시 단원구 대부황금로 974-13  씨엘관광농원||한국관광공사
씨앤씨레져(주)||031-585-9802|경기도 가평군 청평면 고재길 274-25외 10필지|전기;장작판매;물놀이장;놀이터;산책로;운동시설|한국관광공사
씨밀레자연관광농원||010-9227-8645|경기 용인시 처인구 이동읍 이원로601번길 1-5 382|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
써니힐글램핑|||강원도 횡성군 우천면 하궁리  843-1|전기;온수;물놀이장;운동시설|한국관광공사
싸리목캠핑장|||강원도 인제군 인제읍 하추리  216|전기;와이파이;장작판매;온수;트렘폴린;놀이터;운동시설|한국관광공사
싱글벙글/캠핑장|||경기 용인시 처인구 이동읍 상덕로 95-62 855-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
십이선녀탕/통나무집/야영장|||강원도 인제군 십이선녀탕길 81-0  십이선녀탕 통나무집 야영장|전기;운동시설|한국관광공사
심학산야영장|||경기도 파주시 돌곶이길 57(서패동 178-18번지)|전기;와이파이;장작판매;온수;운동시설|한국관광공사
신화가족목공체험/캠핑소||031-775-7647|경기도 양평군 강상면 강상로 326  신화가족목공체험 캠핑소|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
신대리야영장|||강원도 횡성군 청일면 신대리  454||한국관광공사
승봉도/캠핑장||032-8999-313|인천광역시 옹진군 자월면 승봉리  승봉도|전기;온수;산책로;마트.편의점|한국관광공사
스카이글램핑|||경기도 남양주시 수동면 지둔리  246번지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
스마일캠핑장||031-775-1900|경기도 양평군 단월면 석산리  142-1|전기;와이파이;장작판매;온수;운동시설|한국관광공사
숲속의/정원/캠핑장|||경기 가평군 북면 가화로 988-50 792-8|전기;와이파이;장작판매;온수;놀이터;산책로;마트.편의점|한국관광공사
숲속의/정든집/야영장|||강원도 횡성군 둔내면 용현로 422||한국관광공사
숲속의/쉼터||010-9178-6878|경기도 연천군 전곡읍 양원로268번길 85  숲속의 쉼터|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
숲속의/샘물/캠핑장|||강원도 영월군 무릉도원면 도원운학로 1956-8|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
숲속에안뜰/캠핑장||031-339-1599|경기 용인시 처인구 원삼면 원양로 250-23 82-1|전기;와이파이;장작판매;온수;놀이터;산책로|한국관광공사
숲속/동키마을/캠핑장|||강원도 홍천군 홍천읍 며느리고개길 148-18|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
수희재/캠프|||강원도 영월군 무릉도원면 법흥리 97-2|전기|한국관광공사
수하리/캠핑파크||070-8800-4347|강원도 홍천군 서석면 행치령로 702  수하리 캠핑파크|전기;온수;운동시설|한국관광공사
수산아카데미|||경기도 남양주시 수동면 철마산로 316-31  수산아카데미|전기;와이파이;장작판매;온수;물놀이장;산책로;운동시설|한국관광공사
수봉야영장|||강원도 양양군 서면 오색리 3|전기;장작판매;운동시설|한국관광공사
쇠소깍오토파크||064-763-4600|제주특별자치도 서귀포시 하효동  1213-3|전기;온수|한국관광공사
송호리/국민관광지/야영장||043-740-3228|충청북도 영동군 양산면 송호리  299-1|와이파이;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
송천떡마을야영장|||강원도 양양군 서면 송천리 203-2|전기;온수;놀이터|한국관광공사
송지호/오토/캠핑장||033-681-5244|강원도 고성군 죽왕면 동해대로 6090  송지호 오토 캠핑장|전기;와이파이;온수;놀이터|한국관광공사
송원글램핑파크||031-337-1200|경기도 용인시 처인구 남사면 봉무리  678-8|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
송도스포츠캠핑장||032-899-4888|인천광역시 연수구 송도동 인천신항대로892번길 50  송도스포츠캠핑장|전기;온수;물놀이장;산책로;운동시설|한국관광공사
솔잎오토캠핑장||033-336-6206|강원도 평창군 봉평면 흥정계곡2길 75  솔잎오토캠핑장|전기;운동시설|한국관광공사
솔봉계곡쉼터야영장||033-662-7575|강원도 강릉시 연곡면 삼산리  929-1번지|전기;장작판매;온수;운동시설|한국관광공사
솔밭펜션캠핑장||031-584-3944|경기 가평군 조종면 운악청계로371번길 58-34 261-3|전기;운동시설|한국관광공사
솔밭캠핑장||032-883-9215|인천광역시 옹진군 영흥면 영흥로 708-49|전기;장작판매;온수;물놀이장;운동시설|한국관광공사
솔밭체육공원오토캠핑장|||강원도 횡성군 공근면 도곡리  106-6|전기;장작판매;트렘폴린;물놀이장;운동장|한국관광공사
솔밭/캠프장|||강원도 영월군 수주면 무흥법흥로 740  솔밭캠프장|전기;와이파이;장작판매;온수;운동시설|한국관광공사
솔방울캠핑장||033-463-6114|강원도 인제군 북면 만해로 307  솔방울캠핑장|전기;와이파이;장작판매;온수;운동시설|한국관광공사
솔바람캠핑장|||경기 가평군 조종면 명지산로 337-62 481-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동장;운동시설|한국관광공사
솔바람/야영장||033-673-2040|강원도 양양군 서면 얼음골길 76||한국관광공사
솔바다/캠핑장|||인천광역시 옹진군 영흥서로 527-12 솔밭민박  솔바다 캠핑장|전기;와이파이;장작판매;온수;운동시설|한국관광공사
솔뜰/캠핑장|||경기도 양평군 옥천면 사기점길 49-15  솔뜰 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
솔다람숲힐링파크|||경기도 가평군 태봉두밀로406번길 127-74||한국관광공사
솔내음캠핑장||031-997-3775|경기도 김포시 통진읍 절골로127번길 32-90  솔내음캠핑장|전기;온수;운동시설|한국관광공사
소풍캠핑장|||경기 가평군 설악면 어비산길 184-147 108|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
소풍정원/캠핑장||070-8915-2261|경기도 평택시 고덕면 궁리  496|전기;온수;운동시설|한국관광공사
소선암/오토캠핑장||043-423-0599|충청북도 단양군 단성면 선암계곡로 1656  소선암 오토캠핑장|전기;장작판매;온수;운동시설|한국관광공사
소백산오토캠핑장||043-421-8354|충청북도 단양군 가곡면 대대리  432-2|전기;운동시설|한국관광공사
소나무와/계곡/캠핑장||031-768-5645|강원도 영월군 수주면 법흥리  311|전기;와이파이;장작판매;온수;운동시설|한국관광공사
소나무농원/캠핑장||031-533-7410|경기도 포천시 창수면 추동리 825-9 외 3필지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
소금강자동차야영장||033-661-4161|강원도 강릉시 연곡면 소금강길 449  소금강자동차 야영장 오대산국립공원|전기;놀이터|한국관광공사
소금강마을에코센터/오토캠핑장||033-661-0401|강원도 강릉시 연곡면 퇴곡리  328|전기;와이파이;온수;산책로|한국관광공사
세라핌캠프|||경기도 가평군 설악면 설곡리  730-1|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
세계인의/랜드|||경기도 양평군 단월면 향소리 124||한국관광공사
성동힐링센터/휴(休)영월캠프||02-2286-5140|강원도 영월군 동강로 1488-23 봉래초교문산분교  성동힐링센터 휴(休)영월캠프|전기;와이파이;온수;산책로|한국관광공사
섬지골/캠핑장||070-8843-0045|강원도 영월군 상동읍 내덕리  산78-2|전기;와이파이;장작판매;온수;운동시설|한국관광공사
섬뜰아래||010-4491-0345|인천광역시 중구 대무의로 229  섬뜰아래|전기;장작판매;온수;놀이터|한국관광공사
설하관광농원||033-461-1559|강원도 인제군 설악로 3216-0  설하관광농원|전기;와이파이;장작판매;온수;놀이터|한국관광공사
설매재/자연휴양림/야영장||031-774-6959|경기도 양평군 옥천면 용천로 510  설매재자연휴양림|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
설래림야영장||033-563-5308|강원도 정선군 임계면 내도전길 418|전기;장작판매;온수;운동시설|한국관광공사
선재자동차야영장|||인천 옹진군 영흥면 선재로186번길 86-22|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
선두바다캠핑장|||인천시 강화군 길상면 선두리 973-9번지||한국관광공사
석천캠핑장||033-395-31359|강원도 영월군 수주면 백년계곡길 52  석천캠핑장|전기;장작판매;온수;운동시설|한국관광공사
석장리미술관/카라반||031-835-2859|경기도 연천군 백왕로225번길 240-1|전기;와이파이;운동시설|한국관광공사
석모도/부자캠핑||032-933-5098|인천광역시 강화군 삼산면 상리 12-2|전기;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
석교리/야영장|||강원도 양양군 강현면 석교리 34||한국관광공사
서후리캠핑장|||경기도 양평군 서차남1길 4-0  서후리캠핑장|전기;와이파이;장작판매;온수;물놀이장;운동시설;마트.편의점|한국관광공사
서포리/관광지/오토캠핑장||032-899-2254|인천광역시 옹진군 덕적면 서포리  569-20|전기;놀이터;운동시설|한국관광공사
서종힐링캠핑장||031-774-8500|경기도 양평군 화서로 532-6  서종힐링캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
서정오토캠핑장||031-835-0312|경기도 연천군 장남면 원당리  산 35-4|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장|한국관광공사
서울대공원야영장||02-500-7870|경기도 과천시 막계동  산65-75 (국립현대미술관 뒤편)|장작판매;운동시설|한국관광공사
서울/YMCA/다락원/캠프장||031-873-5624|경기도 의정부시 평화로 49번길63  서울 YMCA 다락원 캠프장||한국관광공사
서운산/자연휴양림/자동차야영장||02-866-6480|경기도 안성시 금광면 배티로 185-39, [*미고시]||한국관광공사
서석야영장||033-436-1755|강원도 홍천군 서석면 생곡리  401-1|전기;와이파이;온수;트렘폴린;운동시설|한국관광공사
샬롬빌리지/캠핑장||010-8989-2568|강원도 평창군 용평면 노동리  91|전기;온수;놀이터;산책로;운동장|한국관광공사
샤토안오토캠핑장||031-675-6675|경기도 안성시 서운면 인리  330-7|물놀이장|한국관광공사
생각속의/집|||강원도 원주시 지정면 판대리  52-5|전기;와이파이;장작판매;온수;운동시설|한국관광공사
샘골솔밭야영장||033-435-8181|강원도 홍천군 내면 광원리  668|전기;장작판매;온수;운동시설|한국관광공사
새연카라반리조트||031-585-3330|경기 가평군 조종면 운악청계로333번길 86 새연리조트|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
새만금오토캠핑장||1600-3183-3183|전라북도 군산시 옥도면 야미도리  166|전기;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
새막골/캠프|||강원도 영월군 수주면 두산리  새막골길 72-115|전기;와이파이;장작판매;온수;운동시설|한국관광공사
새들펜션캠핑장||043-834-0405|충청북도 괴산군 칠성면 쌍곡리||한국관광공사
상우농장/야영장||033-374-9142|강원도 영월군 수주면 무릉법흥로 994-23  상우농장|전기;와이파이;장작판매;온수;트렘폴린;운동시설|한국관광공사
상순네/오토캠핑장||033-378-7767|강원도 영월군 중동면 고장골길 76-6|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
삼화리/동광/캠핑장|||경기도 연천군 미산면 어삼로 447-30|전기;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
삼산야영장||033-661-4137|강원도 강릉시 연곡면 삼산리  838-3|전기;장작판매|한국관광공사
삼남매와/뭉치네/캠핑장||010-6258-2159|강원도 평창군 봉평면 원길리  909-1|전기;장작판매;온수;물놀이장;운동시설;마트.편의점|한국관광공사
살둔산장|||강원도 홍천군 살둔길 30-15  살둔산장|전기;와이파이;장작판매;온수;놀이터|한국관광공사
살둔마을/생둔분교/캠핑장||033-434-3798|강원도 홍천군 내면 율전리  221-4|전기;와이파이;장작판매;온수;운동시설;마트.편의점|한국관광공사
살구나무글램핑&펜션||033-345-1330|강원도 횡성군 경강로 615-19|운동시설|한국관광공사
산타파크캠핑장||033-552-9900|강원도 태백시 황지동  299|전기;물놀이장;놀이터|한국관광공사
산정레이크/RV리조트|||경기도 포천시 영북면 산정리  277-1|전기;와이파이;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
산장관광지||031-8078-8057|경기도 가평군 상면 덕현리  산74-1|전기;와이파이;놀이터;산책로;운동시설;마트.편의점|한국관광공사
산음캠핑(글램핑)||031-772-3054|경기도 양평군 단월면 고북길 76-23  산음캠핑|전기;온수;놀이터;운동장;운동시설|한국관광공사
