##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|PARKING|COST|OT|DATE|ID|XCOORD|YCOORD|SOURCE2@@지역축제
남산골한옥마을 정월대보름과 친구들 2019||남산골한옥마을 02-2261-0517|서울특별시 중구 퇴계로34길 28|가볼만한축제;가족여행;관광지;나들이;남산골한옥마을세사맞이정월대보름;도심여행;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||프로그램마다 상이함(무료/유료)|시간내 자유|20190219~20190219|08f40bee-312c-48aa-a209-884ea22643a6|126.9935365470|37.5584387906|한국관광공사
부산 수영 전통달집놀이 2019||수영구청 문화공보과 051-610-4049|부산광역시 수영구 광안해변로 219|가볼만한축제;가족여행;경상권;관광지;나들이;달집놀이;수영전통달집놀이;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190219~20190219|f49892f9-a0ac-4b6b-b6d2-8757ba362cec|129.1173479525|35.1516077265|한국관광공사
국립민속박물관 정월대보름 한마당 2019||02-3704-3114|서울특별시 종로구 삼청로 37|가볼만한축제;가족여행;관광지;국립민속박물관정월대보름한마당;기차여행;나들이;데이트코스;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링|||시간내자유|20190218~20190218|ae599a26-2550-402b-880d-5986e42b96af|126.9788594400|37.5819774581|한국관광공사
유성정월대보름제 2019||유성문화원 042-823-3915~6|대전광역시 유성구 문화원로 46|가볼만한축제;가족여행;관광지;기차여행;나들이;아이와함께;연인과함께;유성정월대보름제;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내자유|20190218~20190219|c73ec60e-fb69-4bb7-8128-8625d4edea26|127.3408856090|36.3598637629|한국관광공사
수원 대보름민속놀이한마당 2019||수원문화원 031-244-2161|경기도 수원시 팔달구 정조로 825|가볼만한축제;가족여행;관광지;기차여행;나들이;서울근교여행;수도권;수원대보름민속놀이한마당;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190217~20190217|a0aab15f-22d4-4233-b2c7-d5be686c6a00|127.0138897205|37.2811796541|한국관광공사
[유망축제] 음성 품바축제 2019||043-873-2241|충청북도 음성군 음성읍 설성공원길 28|2019문화관광축제;가볼만한축제;가족여행;관광지;나들이;아이와함께;연인과함께;음성품바축제;이색체험;전통문화체험;체험학습;충청권;친구와함께;품바축제;힐링||무료|기간 내 자유|20190522~20190526|637535ab-cbe9-4028-9077-a778ff828e6b|127.6910022374|36.9327654263|한국관광공사
지금,만화 2019||02-6951-2847|서울특별시 종로구 인사동9길 26|관광지;만화;웹툰;작가사인회;전시회/박람회||평일 3,900원 / 주말 5,900원 (예매처: <a href="http://www.ticketmonster.co.kr/deal/1804456770">http://www.ticketmonster.co.kr/deal/1804456770</a>)|기간내자유|20190216~20190317|7eb3d872-64cf-4365-b3d2-9c49222aab16|126.9836259146|37.5734202049|한국관광공사
북촌한옥마을 계동마님댁 대보름 달맞이 2019||02-741-1033|서울특별시 종로구 계동길 37|가볼만한축제;가족여행;관광지;나들이;데이트코스;북촌한옥마을정월대보름맞이행사;수도권;아이와함께;연인과함께;이색체험;전통역사문화체험;체험학습;친구와함께;힐링||보름달 비누 만들기(3,000원/1인) 이외 모든 프로그램은 무료북촌주민일 경우 모두 무료체험(주민임을 증명할 수 있는 신분증 지참)|기간내자유|20190216~20190216|8bcf7dca-42ca-44f0-bb3e-5533523bfe94|126.9863810591|37.5790640424|한국관광공사
삼척 정월대보름제 2019||033-570-3225 / 033-573-2882~2883|강원도 삼척시 엑스포로 45|가볼만한축제;가족여행;강원권;관광지;나들이;삼척정월대보름제;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||이용요금 무료 / 8종 유료체험 행사 각5천원 (상품권 환급)할인정보: 숙박객 및 한복 착용자는 무료이용|1~2시간|20190215~20190219|cff4314d-2f7f-42d5-8a1f-34291eb6b83f|129.1597555361|37.4387321558|한국관광공사
진주 논개제 2019||055-749-8589|경상남도 진주시 남강로 626|가볼만한축제;가족여행;경상권;관광지;나들이;논개제;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;진주논개제;체험학습;친구와함께;힐링||관람무료/일부체험 행사 유료|3~4시간|20190524~20190526|e92de77f-6e8d-4687-8cf8-e52209967276|128.0802485914|35.1904345642|한국관광공사
서울 장미축제 2019||02)2094-1823|서울특별시 중랑구 중랑천로 332|가볼만한축제;가족여행;관광지;기차여행;꽃여행;나들이;데이트코스;도심여행;문화행사;상설공연;서울장미축제;수도권;아이와함께;연인과함께;이색체험;인생샷;체험학습;추억여행;친구와함께;힐링||공연관람 무료 (체험비는 유료)|기간내 자유|20190524~20190526|b87f6e36-6ade-4943-96bf-0a89335ca743|127.0735276696|37.6143448429|한국관광공사
서울드럼페스티벌 2019||070-7462-1109|서울특별시 중구 세종대로 110|가볼만한축제;가족여행;경연대회;공연장;관광지;나들이;데이트코스;도시여행;서울드럼페스티벌;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190524~20190525|c622e763-6260-4185-81c4-c1df919f4fb3|126.9783710306|37.5665986816|한국관광공사
수원연극축제 <숲 속의 파티> 2019||문화예술부 031-290-3533|경기도 수원시 권선구 서둔로 166|가볼만한축제;가족여행;공연장;관광지;나들이;데이트코스;서울근교여행;수도권;수원연극축제;아이와함께;연인과함께;예술;이색체험;체험학습;친구와함께;힐링||무료||20190524~20190526|2d934bbc-0538-4e38-9b3a-c318e6442f56|126.9850010786|37.2667641412|한국관광공사
대전 서구힐링 아트페스티벌 2019||대전광역시 서구 문화체육과 042-288-2717|대전광역시 서구 둔산북로 85|가볼만한축제;가족여행;공연장;관광지;기차여행;나들이;대전서구힐링아트페스티벌;데이트코스;아이와함께;연인과함께;예술;음악회;이색체험;체험학습;친구와함께;힐링||입장료 무료, 체험프로그램에 따라 유료||20190524~20190526|2fa8949b-9899-495d-ad89-fa9948479ce3|127.3839235290|36.3560344086|한국관광공사
[우수축제] 춘천마임축제 2019||033-242-0585|강원도 춘천시 춘천로 112|2019문화관광축제;가족여행;강원권;관광지;기차여행;데이트코스;문화행사;서울근교여행;아이와함께;연인과함께;체험학습;춘천마임축제;친구와함께||극장공연, 불의도시 각 20,000원 / 그 외 무료|기간내자유|20190525~20190602|6024da3e-71fa-47e1-9874-2f1fd09b04e3|127.7276939015|37.8729823203|한국관광공사
국회 동심한마당 2019||02-595-3325|서울특별시 영등포구 의사당대로 1|가볼만한축제;가족여행;관광지;국회동심한마당;기차여행;나들이;데이트코스;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190525~20190525|89e22379-0bfd-400f-9b9e-572ccc76d85e|126.9141334174|37.5320321034|한국관광공사
영주 소백산철쭉제 2019||054-639-3794|경상북도 영주시 풍기읍 죽령로1720번길 76|가볼만한축제;가족여행;경상권;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;영주소백산철쭉제;이색체험;체험학습;친구와함께;힐링||무료|기간내 자유|20190525~20190526|f2a4e9ba-c1ab-47fd-9cfd-0d2b071e3914|128.4597534950|36.9075242227|한국관광공사
전주 문화재야행 2019||063-232-9937|전라북도 전주시 완산구 경기전길 75|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;박물관;아이와함께;연인과함께;이색체험;전라권;전주문화재야행;전통&역사문화체험;체험학습;친구와함께;힐링||무료입장 (체험프로그램 일부 유료)|개인별상이|20190525~20190526|250430e0-99d2-4c15-b3a6-449696544dd0|127.1509142570|35.8160835832|한국관광공사
부산 원도심골목길축제 2019||051-501-6050|부산광역시 중구 중구로 120|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;부산원도심골목길축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료 (일부 유료 체험행사 있음)|기간내자유|20190525~20190526|4e53f069-edce-4d33-8d17-b85d2f00c069|129.0323788050|35.1062251276|한국관광공사
부산항축제 2019||051-501-6051|부산광역시 영도구 해양로301번길 17|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;바다풍경;부산항축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료(일부 유료 체험행사 있음)|기간내자유|20190525~20190526|f66c8abd-2418-44e0-bda0-d6476ef1099d|129.0791754311|35.0807732826|한국관광공사
진안군 마을축제 2019||063-433-5445|전라북도 진안군 진안읍 마이산로 160|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;마을축제;아이와함께;연인과함께;이색체험;전라권;진안군마을축제;체험학습;친구와함께;힐링||무료 (체험비는 문의)|기간내 자유|20190211~20191031|8df6afd5-bf52-4222-882c-6d15b5456aaf|127.4162695779|35.7732125289|한국관광공사
대구 꽃박람회 2019||대구꽃박람회 사무국 053-601-5239|대구광역시 북구 엑스코로 10|가볼만한축제;관광지;꽃박람회;대구꽃박람회;박람회;아이와함께;연인과함께;이색체험;전시관;체험학습;친구와함께;힐링||[현장구매]개인성인 8,000원 / 학생 7,000원 / 4인가족 25,000원단체성인 6,000원 / 학생 5,000원[사전등록]개인 5,000원 / 단체 4,000원[할인정보]현역군인, 만65세이상, 만24개월~만4세미만 3,000원, 복지카드소지자, 기초생활수급대상자, 국가유공자, 24개원미만 무료입장[예매처]티켓링크 / 대구꽃박람회 홈페이지|시간내자유|20190530~20190602|d16070ae-f12f-47e7-b85a-a89b31329495|128.6131378604|35.9070383402|한국관광공사
[유망축제] 포항국제불빛축제 2019||054-289-7851,7856|경상북도 포항시 남구 문예로170번길 11|2019문화관광축제;가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;여름여행;연인과함께;이색체험;체험학습;친구와함께;포항국제불빛축제;힐링|||기간내자유|20190531~20190602|58de2a24-22b4-4a8a-a652-104b1a6fc5a5|129.3731123434|36.0175706549|한국관광공사
대전예술의전당 윈터페스티벌 2019||042-270-8333|대전광역시 서구 둔산대로 135|가볼만한축제;가족여행;관광지;나들이;대전문화예술의전당윈터페스티벌;아이와함께;연인과함께;윈터페스티벌;친구와함께;힐링|||기간내자유|20190208~20190210|4c9cdaa8-d31d-4f28-8971-c680eb69699c|127.3838871353|36.3665665368|한국관광공사
휴애리 매화축제 2019||064-732-2114|제주특별자치도 서귀포시 남원읍 신례동로 256|가볼만한축제;가족여행;관광지;꽃여행;나들이;섬여행;아이와함께;연인과함께;이색체험;제주권;체험학습;친구와함께;휴애리매화축제;힐링||- 성인:13,000원 / 단체:9,000원&nbsp;/ 도민,장애우,유공자,경로우대:6,500원 - 청소년:11,000원 / 단체:8,000원 / 도민, 장애우 :5,500원 - 어린이:10,000원 / 단체:7,000원 / 도민, 장애우 :5,000원※&nbsp;할인정보: 단체는 30인 이상[학생단체(수학여행)등 방문 시 별도 문의 요망], 만 24개월까지는 무료입장, 세자녀 50%할인(자녀만 할인혜택, 고등학생까지), 경로(만 65세 이상)/제주특별자치도민/장애인/군경은 반드시 신분증 및 증명서 제시|2시간이상|20190208~20190310|11f2f51c-11d1-4144-bb6a-87bd5021618f|126.6344317363|33.3085171454|한국관광공사
센텀맥주축제(CENTUM BEER FESTIVAL) 2019||051-850-9344|부산광역시 해운대구 센텀서로 30|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;센텀맥주축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||성인 12,000원(맥주 무제한 제공)미성년자 3,000원(기념품 제공 / 단, 보호자 동반시 확인후 입장가능)|기간내자유|20190531~20190616|9165a00f-c421-4f5f-9b48-5cce1012904b|129.1284464252|35.1720806398|한국관광공사
양평 메기수염축제 2019||031-775-5205|경기도 양평군 단월면 곱다니길 55-2|가볼만한축제;가족여행;가족체험여행;관광지;기차여행;나들이;수도권;아이와함께;양평메기수염축제;연인과함께;이색체험;자연좋은곳;체험학습;친구와함께;힐링||프로그램별 상이 (온라인 사전 예약시 할인)|기간내자유|20190601~20190901|91eabe2e-8ddd-41ec-85a2-fc6c5c02d9d1|127.6573663730|37.5144948588|한국관광공사
서울대공원 동물원 설맞이 한마당 2019||02-500-7335 / 7337|경기도 과천시 대공원광장로 102|가볼만한축제;가족여행;관광지;나들이;동물원;서울대공원;서울대공원동물원설맞이한마당;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||동물원 입장요금 (성인 5,000원, 청소넌 3,000원, 어린이 2,000원)할인정보: 한복 착용자 30% 할인 / 만5세 이하, 만 65세 이상, 장애인 등 무료 / 다둥이 행복카드(서울시) 할인 등|기간내자유|20190205~20190206|5b29aab2-a599-4761-86bd-a8991e966423|127.0141159025|37.4362505701|한국관광공사
제주목관아 설맞이 민속놀이마당 2019||064-710-6711~5|제주특별자치도 제주시 관덕로 25|가볼만한축제;가족여행;관광지;나들이;설맞이민속놀이마당;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;제주권;제주목관아;제주목관아설맞이민속놀이마당;체험학습;친구와함께;힐링||2019.02.02(토)~02.06(수) 무료입장 시행|기간내자유|20190205~20190206|0444f168-1eff-479c-9d87-0623e8c3fa57|126.5220646195|33.5137037819|한국관광공사
월미공원 설맞이 민속한마당 2019||032-765-4133|인천광역시 중구 월미로 131-9|가볼만한축제;가족여행;관광지;나들이;설날맞이민속한마당;수도권;아이와함께;역사문화체험;연인과함께;월미공원;월미공원설날맞이민속한마당;이색체험;전통문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190205~20190206|941a0a3e-acde-46a3-bf6b-f9a96efa456a|126.6026468031|37.4731917475|한국관광공사
강릉 단오제 2019||033-641-1593|강원도 강릉시 단오장길 1|가볼만한축제;가족여행;강릉단오제;강원권;관광지;기차여행;나들이;데이트코스;서울근교여행;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내 자유|20190603~20190610|b522c193-66bb-4bea-a814-6abad43e845e|128.8950169869|37.7482134974|한국관광공사
군산근대역사박물관 설날 한마당 큰잔치 2019||063-454-7870|전라북도 군산시 해망로 240|가볼만한축제;가족여행;관광지;군산근대역사박물관;군산근대역사박물관설날한마당큰잔치;나들이;박물관;설날한마당큰잔치;아이와함께;역사문화체험;연인과함께;이색체험;전라권;전통문화체험;체험학습;친구와함께;힐링|||시간내 자유|20190204~20190206|0bd37573-faac-452f-9e39-b992929ec173|126.7120044249|35.9907894448|한국관광공사
광주시립민속박물관 설맞이 민속문화 체험마당 2019||062-613-5365|광주광역시 북구 서하로 48-25|가볼만한축제;가족여행;관광지;광주시립민속박물관;광주시립민속박물관설맞이민속문화체험마당;나들이;설맞이민속문화체험마당;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190204~20190206|529f9754-ca90-4fc2-b568-b043717f1eca|126.8885953789|35.1841507292|한국관광공사
DMZ 피스트레인 뮤직 페스티벌 2019||070-8847-0708|강원도 철원군 동송읍 태봉로 1825|관광지||예약금 : 1일권 1만원, 3일권 2만원예약금은 현장에서 ‘철원사랑상품권’으로 전액 교환예매처 : 네이버예약||20190605~20190609|6ebefca0-f4b5-49e2-85d4-51cd9184053e|127.2868693456|38.1859626462|한국관광공사
화성 뱃놀이축제 2019||031-8015-8278|경기도 화성시 서신면 전곡항로 5|가볼만한축제;가족여행;관광지;교과서속여행;나들이;드라이브여행;서울근교여행;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;화성뱃놀이축제;힐링||유료체험 (요금미정)||20190605~20190609|1cb85c13-045c-413a-83bf-97d615064abe|126.6510336560|37.1855870833|한국관광공사
제주민속촌 설맞이 '멩질날 왕 놀당갑써 (명절연휴에 와서 놀다 가세요)' 2019||064-787-4501~2|제주특별자치도 서귀포시 표선면 민속해안로 631-34|가볼만한축제;가족여행;관광지;나들이;설날맞이민속행사;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;제주권;제주민속촌;제주민속촌설날맞이민속행사;체험학습;친구와함께;힐링||성인 11,000 /&nbsp;청소년 8,000 /&nbsp;어린이 7,000할인정보: 도민 30%할인 및 각종 제휴 할인 (홈페이지참고)|2시간|20190202~20190206|d0f3c5b7-9b25-458a-b11e-d2b1d6ffe274|126.8418190282|33.3218273297|한국관광공사
국립전주박물관 설 대보름 맞이 문화축전 2019||063-220-1000|전라북도 전주시 완산구 쑥고개로 249|가볼만한축제;가족여행;관광지;나들이;설대보름맞이전통문화축전;아이와함께;역사문화체험;연인과함께;이색체험;전라권;전통문화체험;체험학습;친구와함께;힐링||||20190202~20190219|43e1370d-cdf7-41cc-9557-1ecda79698d3|127.0897200882|35.8013230910|한국관광공사
국립부여박물관 설맞이 어울마당 2019||041-830-8413|충청남도 부여군 부여읍 금성로 5|가볼만한축제;가족여행;관광지;국립부여박물관;국립부여박물관설맞이민속놀이한마당;나들이;설맞이민속놀이한마당;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;충청권;친구와함께;힐링||무료|시간내 자유|20190202~20190206|7e55f85c-5b1d-4b66-8124-23002bec1d5e|126.9189645227|36.2763825813|한국관광공사
국립춘천박물관 입춘·설·대보름 맞이 우리문화 한마당 2019||033-260-1500|강원도 춘천시 우석로 70|가볼만한축제;가족여행;강원권;관광지;국립춘천박물관;국립춘천박물관설맞이우리문화한마당;나들이;설맞이우리문화한마당;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께|||기간내자유|20190202~20190219|8275a52d-f3bc-4d2e-9e9c-9001d7cf3d03|127.7537834602|37.8640310702|한국관광공사
국립김해박물관 설맞이 전통문화행사 2019||055-320-6821|경상남도 김해시 가야의길 190|가볼만한축제;가족여행;경상권;관광지;국립김해박물관;국립김해박물관설맞이전통문화행사;나들이;박물관;설맞이전통문화행사;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||참가비 무료|시간내 자유|20190202~20190206|80fc033a-da25-4265-9301-f69a3a6c4c23|128.8734583601|35.2430235419|한국관광공사
국립진주박물관 설맞이 문화행사 2019||055-740-0698<br />055-740-0693|경상남도 진주시 남강로 626-35|가볼만한축제;가족여행;경상권;관광지;국립진주박물관;국립진주박물관설맞이문화행사;나들이;박물관;설맞이문화행사;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링||체험마다 상이(무료/유료)|기간내자유|20190202~20190206|660faa4f-3509-4402-8764-c8352ea45671|128.0768878142|35.1889652253|한국관광공사
국립대구박물관 설맞이 문화행사 2019||053-768-6051~2|대구광역시 수성구 청호로 321|가볼만한축제;가족여행;경상권;관광지;국립대구박물관;국립대구박물관설맞이문화행사;나들이;박물관;설맞이문화행사;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링|||시간내 자유|20190202~20190206|bf986d48-839a-484f-91e0-527c0472c021|128.6378790585|35.8456846315|한국관광공사
전주역사박물관 설날 세시풍속 한마당 2019||063-228-6485|전라북도 전주시 완산구 쑥고개로 259|가볼만한축제;가족여행;관광지;나들이;아이와함께;연인과함께;이색체험;전라권;전주역사박물관설맞이세시풍속한마당;전통역사문화체험;체험학습;친구와함께||무료|기간내 자유|20190202~20190206|b1dd7ab5-2727-4aa1-9fde-cdf3d2704837|127.0930836796|35.8012592666|한국관광공사
울산 고래축제 2019||고래문화재단: 052-226-1991|울산광역시 남구 장생포고래로288번길 20|가볼만한축제;가족여행;공연;관광지;기차여행;나들이;데이트코스;박물관;아이와함께;연인과함께;울산고래축제;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190607~20190609|c3403b93-46cb-450f-9010-b489019da690|129.3866285730|35.5049453522|한국관광공사
평창동계올림픽대회 및 동계패럴림픽대회 1주년문화행사 2019||033-253-7221|강원도 평창군 평창읍 문화예술길 51|강원도;관광지;올림픽;올림픽1주년;평창동계올림픽;평창동계올림픽대회 및 동계패럴림픽대회 1주년문화행사 2019;평창동계패럴림픽;평창문화올림픽||무료 (사전예매를 통한 관람. 예매문의: 033-253-7221)|프로그램별 상이|20190201~20190228|e6843076-9f05-47a9-97a6-5a494822744b|128.3909601881|37.3615651401|한국관광공사
한림공원 매화축제 2019||한림공원 064-796-0001~4|제주특별자치도 제주시 한림읍 한림로 300|가볼만한축제;가족여행;관광지;꽃여행;나들이;데이트코스;섬여행;아이와함께;연인과함께;이색체험;제주권;체험학습;친구와함께;한림공원매화축제;힐링||개인 :&nbsp;일반 12,000원 / 경로 10,000원 / 청소년 8,000원 / 어린이 7,000원단체 :&nbsp;일반 10,000원 / 경로 9,000원 / 청소년 6,000원 / 어린이 5,500원|시간내 자유|20190201~20190310|89bacc67-75e8-4bb7-9248-bee19dfecbf4|126.2397419496|33.3902018773|한국관광공사
[유망축제] 한산모시문화제 2019||041-950-4256|충청남도 서천군 한산면 충절로 1089|2019문화관광축제;가볼만한축제;가족여행;관광지;기차여행;나들이;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;충청권;친구와함께;한산모시문화제;힐링||무료 / 일부 체험 프로그램 유료 운영|기간내자유|20190607~20190610|51138ac6-d793-4552-a301-eeea9166ac66|126.7987054614|36.0799251950|한국관광공사
물맑은양평 딸기송어축제 2019||031-775-5205|경기도 양평군 단월면 곱다니길 55-2|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;물맑은양평딸기도시락축제;서울근교여행;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||프로그램 별 상이 (온라인 사전 예약시 할인)||20190201~20190602|e2154174-89d4-41b6-901f-5df91f038883|127.6573663730|37.5144948588|한국관광공사
홍성 남당항 새조개축제 2019||010-4241-1399|충청남도 홍성군 서부면 남당항로 213|가볼만한축제;가족여행;관광지;나들이;새조개축제;아이와함께;연인과함께;이색체험;체험학습;충청권;친구와함께;홍성남당항새조개축제;힐링|||기간내자유|20190201~20190217|f520cee1-ca75-40ad-951a-16acdeabf19e|126.4703451469|36.5394807577|한국관광공사
빈 소년 합창단 신년음악회 2019||1577-5266|서울특별시 서초구 남부순환로 2406|관광지;나들이;빈소년합창단신년음악회;수도권;아이와함께;연인과함께;음악회;친구와함께;힐링||R석 100000, S석 80000, A석 50000, B석 30000할인정보: 조기예매 10%, 패밀리 15%, 클럽발코니 유료회원/TOPING 회원/보고 또 보고 20%, 마니아 30% 할인예매처: 인터파크티켓, 예술의전당|100분 내외 (인터미션 15 or 20분 포함)|20190127~20190127|2f885519-199f-4b43-ad55-5f58b22c563e|127.0138647044|37.4795594280|한국관광공사
다문화푸드캠페인 2019||070-4064-3589|경상남도 김해시 진영읍 김해대로 257|관광지||무료|기간내자유|20190126~20190127|364ed083-c428-4f29-a890-e7ce7ef3da4c|128.7189006357|35.3081606185|한국관광공사
인제빙어축제 2019||033-460-8900|강원도 인제군 남면 부평리 555-2번지|가볼만한축제;가족여행;강원권;관광지;나들이;빙어·송어축제;빙어축제;아이와함께;연인과함께;이색체험;인제빙어축제;체험학습;친구와함께;특산물;힐링||낚시터 및 행사장 입장 무료, 낚시대·미끼·일부 프로그램등은 유료|기간내 자유|20190126~20190203|0a5c527d-ba27-46c4-9221-0ee8a22a754c|128.0985008723|37.9977331184|한국관광공사
삼척 그림책 축제 2019||033-570-4439|강원도 삼척시 동해대로 4234|가볼만한축제;가족여행;강원권;관광지;그림책축제;나들이;삼척그림책축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|7시간|20190125~20190127|3131fa80-4629-4e44-b9ec-2788c4cfc700|129.1720761096|37.4564747985|한국관광공사
춘천연극제 2019||033)241-4345|강원도 춘천시 서부대성로 71|관광지||각 공연마다 다름 (무료 ~ 40,000원)예매처 033)255-6659|공연별 상이|20190615~20190622|590ae70c-53e5-4452-9a44-13ad9caa29fd|127.7311599712|37.8824785029|한국관광공사
이럴때 이런음악 '해설이 있는 청소년을 위한 음악회' (성남아트센터) 2019||02-332-5545|경기도 성남시 분당구 성남대로 808|2019이럴때이런음악해설이있는청소년을위한음악회;가족여행;공연장;관광지;관광지;나들이;성남아트센터;수도권;아이와함께;연인과함께;음악회;청소년음악회;친구와함께;힐링||R석 30,000원 / S석 20,000원 / A석 10,000원예매처: 인터파크, 옥션, YES24, 예술의전당|100분|20190120~20190120|72eface4-8147-4c13-814c-65655fbb3b1c|127.1299285574|37.4022788119|한국관광공사
서울국제도서전 2019||02-733-8402|서울특별시 강남구 영동대로 513|가볼만한축제;관광지;국제도서전;나들이;도서전;서울국제도서전;수도권;아이와함께;연인과함께;전시회/박람회;체험학습;친구와함께;힐링||-일반(20세 이상) : 5,000원-학생(20세 미만) : 3,000원|기간내자유|20190619~20190623|bcf303a0-7dc8-452b-81f6-ad2a812bfe9b|127.0591874466|37.5117592813|한국관광공사
안동 암산얼음축제 2019||(054)-841-6397|경상북도 안동시 남후면 암산1길 59|가볼만한축제;가족여행;경상권;관광지;나들이;아이와함께;안동암산얼음축제;암산얼음축제;연인과함께;이색체험;체험학습;친구와함께;힐링||얼음썰매: 1인용 5,000원 / 2-3인용 10,000원 (보증금 별도 5,000원)송어낚시: 일반(14세이상) 15,000원 / 초등학생 10,000원 / 미취학아동 무료빙어낚시: 일반(14세이상) 10,000원 / 초등학생 7,000원 / 미취학아동 무료|시간내 자유|20190119~20190127|e9e49fa3-4df9-4d3f-80c7-81249bba7dfa|128.6787928334|36.5064353270|한국관광공사
철원 한탄강 얼음트레킹 2019||철원군 관광축제부서 033-450-5255|강원도 철원군 동송읍|가족여행;강원권;겨울레포츠;겨울축제;관광지;나들이;얼음트레킹;연인과함께;이색체험;철원한탄강얼음트레킹;체험학습;친구와함께;힐링||참가비 및 체험프로그램비 징수 예정 (미정)|기간내자유|20190119~20190127|5104baef-a279-4ac7-8b43-252615244c5b|127.2689231947|38.2053794898|한국관광공사
태백산눈축제 2019||033-550-2085|강원도 태백시 천제단길 162|가볼만한축제;가족여행;강원권;겨울축제;관광지;나들이;눈축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;태백산눈축제;힐링||무료(각종 유료체험은 별도 요금있음)|자유|20190118~20190203|30854129-b91e-44a6-9735-ec8fd739d1ec|128.9513838396|37.1203508223|한국관광공사
겨울왕국제천 페스티벌 2019||043-642-4371|충청북도 제천시 의림대로47길 7|관광지||무료 (일부 유료체험 별도, 2,000~3,000원)|기간내자유|20190118~20190206|68b0ad87-26e6-4979-ad09-a1990397e401|128.2094597504|37.1761053225|한국관광공사
대관령 눈꽃축제 2019||033-335-3995|강원도 평창군 대관령면 대관령로 119|가볼만한축제;가족여행;강원권;겨울축제;관광지;기차여행;나들이;눈꽃&설경여행;대관령눈꽃축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||눈조각 공원 5,000원, 눈썰매장 5,000원대관령면민(50%할인), 경로, 장애인, 국가유공자(50%할인), 단체(20%할인)|2시간 내외|20190118~20190127|4b8b3f33-236e-4869-92f0-acef93f5c560|128.7095999126|37.6722742377|한국관광공사
연천 구석기 겨울여행 2019||031-832-2570 / 031-839-2561~2566|경기도 연천군 전곡읍 양연로 1510|가볼만한축제;가족여행;겨울축제;관광지;구석기겨울여행;나들이;수도권;아이와함께;역사문화체험;연인과함께;연천구석기겨울여행;유적지;이색체험;전통문화체험;체험학습;친구와함께;힐링||- 입장료 5,000원- 대형눈썰매장 7,000원(키120cm 이용가능) / 스노우보트 5,000원(키 110cm 이상 이용가능)- 구석기바비큐 3,000원(1꼬치)- 패키지A(입장료+눈썰매장+스노우보트) 15,000원- 패키지B(입장료+눈썰매장)11,000원|행사기간 내 자유|20190112~20190206|ca6c7be5-09a6-467f-a6d1-9f90e608f09c|127.0611506837|38.0122815870|한국관광공사
