##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반상장기업
KODEX/밸류Plus||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 밸류Plus|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/보험||||일반상장기업|02-3774-7600||서울 영등포구 여의도동 삼성생명 (주)여의도빌 36-1|||||||KODEX 보험|삼성자산운용|||210201
KODEX/삼성그룹||||일반상장기업|02-3774-7746|||||||||KODEX 삼성그룹||||210201
KODEX/삼성그룹밸류||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 삼성그룹밸류|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/선진국MSCI/World||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 선진국MSCI World|삼성자산운용 23층|||210201
KODEX/성장투자||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 성장투자|삼성자산운용 23층|||210201
KODEX/심천ChiNext(합성)||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 심천ChiNext(합성)|삼성자산운용 23층|||210201
KODEX/에너지화학||||일반상장기업|02-3774-7746|||||||||KODEX 에너지화학||||210201
KODEX/운송||||일반상장기업|02-3774-7600||서울 영등포구 여의도동 삼성생명 (주)여의도빌 36-1|||||||KODEX 운송||||210201
KODEX/은선물(H)||||일반상장기업|02-3774-7694||서울 영등포구 여의도동 삼성생명 (주)여의도빌 36-|||||||KODEX 은선물(H)||||210201
KODEX/은행||||일반상장기업||||||||||KODEX 은행||||210201
KODEX/인버스||||일반상장기업|02-3774-7746|||||||||KODEX 인버스||||210201
KODEX/일본TOPIX100||||일반상장기업|02-3774-7746|||||||||KODEX 일본TOPIX100||||210201
KODEX/자동차||||일반상장기업|02-3774-7623|||||||||KODEX 자동차||||210201
KODEX/종합채권(AA/이상)액티브||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX 종합채권(AA 이상)액티브|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/중국본토/A50||||일반상장기업|02-3774-7600||서울 중구 태평로2가 삼성생명빌딩 삼성자산운용 |||||||KODEX 중국본토 A50||||210201
KODEX/중국본토CSI300||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX 중국본토CSI300|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/증권||||일반상장기업|02-3774-7746|||||||||KODEX 증권||||210201
KODEX/철강||||일반상장기업|02-3774-7746|||||||||KODEX 철강||||210201
KODEX/최소변동성||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX 최소변동성|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/코스닥/150||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 코스닥 150|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/코스닥150/레버리지||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 코스닥150 레버리지|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/코스닥150선물인버스||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 코스닥150선물인버스|삼성자산운용 23층|||210201
KODEX/코스피||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 코스피|삼성생명빌딩 23층|||210201
KODEX/코스피100||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 코스피100|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/콩선물(H)||||일반상장기업|02-3774-7600||서울 영등포구 여의도동 삼성생명 (주)여의도빌 36-1|||||||KODEX 콩선물(H)|키움FS빌딩|||210201
KODEX/퀄리티Plus||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 퀄리티Plus|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/턴어라운드투자||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 턴어라운드투자|삼성자산운용 23층|||210201
KODEX/필수소비재||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 필수소비재|삼성자산운용 23층|||210201
KODEX/한국대만IT프리미어||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX 한국대만IT프리미어|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/헬스케어||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX 헬스케어|삼성자산운용 23층|||210201
KODEX/China/H||||일반상장기업||||||||||KODEX China H||||210201
KODEX/China/H/레버리지(H)||||일반상장기업|02-3774-7821|서울특별시 중구 세종대로 55||||||||KODEX China H 레버리지(H)|삼성생명빌딩 삼성자산운용|||210201
KODEX/China/H선물인버스(H)||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX China H선물인버스(H)|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/Fn성장||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX Fn성장|17층 삼성자산운용|||210201
KODEX/FnKorea50||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX FnKorea50|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/IT||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX IT|삼성자산운용 23층|||210201
KODEX/KRX300||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX KRX300|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/KRX300레버리지||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX KRX300레버리지|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/KRX300선물인버스||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX KRX300선물인버스|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/KTOP30||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX KTOP30|삼성생명빌딩 23층 삼성자산운용|||210201
KODEX/MSCI/EM선물(H)||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI EM선물(H)|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/MSCI/Korea||||일반상장기업|02-3774-7940||서울 중구 태평로2가 삼성생명빌딩 삼성자산운용 |||||||KODEX MSCI Korea||||210201
KODEX/MSCI/KOREA/ESG유니버설||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI KOREA ESG유니버설|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/MSCI/Korea/TR||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI Korea TR|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/MSCI모멘텀||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI모멘텀|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/MSCI밸류||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI밸류|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/MSCI퀄리티||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX MSCI퀄리티|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/S&P글로벌인프라(합성)||||일반상장기업|02-3774-7698|서울특별시 서초구 서초대로74길 11||||||||KODEX S&P글로벌인프라(합성)|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/Top5PlusTR||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX Top5PlusTR|삼성전자빌딩 17층 삼성자산운용|||210201
KODEX/TRF3070||||일반상장기업||||||||||KODEX TRF3070||||210201
KODEX/TRF5050||||일반상장기업||||||||||KODEX TRF5050||||210201
KODEX/TRF7030||||일반상장기업||||||||||KODEX TRF7030||||210201
KODEX/WTI원유선물(H)||||일반상장기업|02-3774-7600|서울특별시 중구 세종대로 55||||||||KODEX WTI원유선물(H)|삼성자산운용 23층|||210201
KODEX/WTI원유선물인버스(H)||||일반상장기업|02-3774-7600|서울특별시 서초구 서초대로74길 11||||||||KODEX WTI원유선물인버스(H)|17층 삼성자산운용|||210201
KOSEF/200||||일반상장기업||||||||||KOSEF 200||||210201
KOSEF/200/선물||||일반상장기업|02-789-0300||서울 영등포구 여의도동 동양증권빌딩 23-8|||||||KOSEF 200 선물||||210201
KOSEF/200선물레버리지||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 200선물레버리지|키움파이낸스스퀘어 15층 키움투자자산운용|||210201
KOSEF/200선물인버스||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 200선물인버스|키움파이낸스스퀘어 15층 키움투자자산운용|||210201
KOSEF/200선물인버스2X||||일반상장기업|02-789-0300||서울 영등포구 여의도동 동양증권빌딩 23-8|||||||KOSEF 200선물인버스2X||||210201
KOSEF/200TR||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 200TR|키움파이낸스스퀘어 15층|||210201
KOSEF/고배당||||일반상장기업|02-789-0300|||||||||KOSEF 고배당||||210201
KOSEF/국고채10년||||일반상장기업|02-789-0469||서울 영등포구 여의도동 23|||||||KOSEF 국고채10년||||210201
KOSEF/국고채10년레버리지||||일반상장기업|02-789-0547||서울 영등포구 여의도동 동양증권빌딩 23-8|||||||KOSEF 국고채10년레버리지||||210201
KOSEF/국고채3년||||일반상장기업|02-789-0483||서울 영등포구 여의도동 KT빌딩 17층 우리자산운용 |||||||KOSEF 국고채3년||||210201
KOSEF/단기자금||||일반상장기업|02-789-0469||서울 영등포구 여의도동 23|||||||KOSEF 단기자금||||210201
KOSEF/미국달러선물||||일반상장기업|02-789-0469||서울 영등포구 여의도동 동양증권빌딩 우리자산운용 |||||||KOSEF 미국달러선물||||210201
KOSEF/미국달러선물/레버리지(합성)||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 미국달러선물 레버리지(합성)|15층 (여의도동,키움파이낸스스퀘어)|||210201
KOSEF/미국달러선물/인버스2X(합성)||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 미국달러선물 인버스2X(합성)|키움파이낸스스퀘어 15층 키움투자자산운용|||210201
KOSEF/미국달러선물인버스||||일반상장기업|02-789-0300||서울 영등포구 여의도동 23-8|||||||KOSEF 미국달러선물인버스||||210201
KOSEF/배당바이백Plus||||일반상장기업|02-789-0300||서울 영등포구 여의도동 동양증권빌딩 23-8|||||||KOSEF 배당바이백Plus||||210201
KOSEF/블루칩||||일반상장기업|02-789-0300|||||||||KOSEF 블루칩||||210201
KOSEF/인도Nifty50(합성)||||일반상장기업|02-789-0300|서울특별시 영등포구 국제금융로2길 32||||||||KOSEF 인도Nifty50(합성)|여의도동,여의도파이낸스 타워|||210201
KOSEF/저PBR가중||||일반상장기업|02-789-0300||서울 영등포구 여의도동 동양증권빌딩 23-8|||||||KOSEF 저PBR가중||||210201
KOSEF/코스닥150||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 코스닥150|15F|||210201
KOSEF/코스닥150선물||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 코스닥150선물|키움파이낸스스퀘어 15층|||210201
KOSEF/코스닥150선물레버리지||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 코스닥150선물레버리지|키움파이낸스스퀘어 15층|||210201
KOSEF/코스닥150선물인버스||||일반상장기업|02-789-0300|서울특별시 영등포구 여의나루로4길 18||||||||KOSEF 코스닥150선물인버스|키움파이낸스스퀘어 15층|||210201
KOSEF/코스피100||||일반상장기업|02-6943-3000||서울 영등포구 여의도동 36-1|||||||KOSEF 코스피100|키움파이낸스스퀘어빌딩 16층|||210201
KOSEF/통안채1년||||일반상장기업|02-789-0469|||||||||KOSEF 통안채1년||||210201
KOSEF/KRX100||||일반상장기업|02-789-0483|||||||||KOSEF KRX100||||210201
KPX케미칼||||일반상장기업|02-2014-4000|서울시 마포구 마포대로 137||||||||KPX케미칼|KPX빌딩 15층|||210201
KPX홀딩스||||일반상장기업|02-2014-4150|서울시 마포구 마포대로 137||||||||KPX홀딩스||||210201
KR모터스||||일반상장기업|055-282-7011|경남 창원시 성산구 완암로 28||||||||KR모터스|(성산동)|||210201
KSS해운||||일반상장기업|02-3702-2700|서울시 종로구 인사동길 12||||||||KSS해운|대일빌딩 8층|||210201
KT||||일반상장기업|031-727-0114|경기도 성남시 분당구 불정로 90||||||||KT|(정자동)|||210201
KT&G||||일반상장기업|042-939-5000|대전시 대덕구 벚꽃길 71||||||||KT&G||||210201
KTB투자증권||||일반상장기업|02-2184-2000|서울시 영등포구 여의대로 66||||||||KTB투자증권|KTB빌딩|||210201
KTcs||||일반상장기업|042-604-5138|대전시 서구 갈마로 160||||||||KTcs|(괴정동)|||210201
KTis||||일반상장기업|02-3215-2054|서울특별시 영등포구 여의대로 14||||||||KTis|KT빌딩 10층 (여의도동)|||210201
KTOP/코스피50||||일반상장기업|02-3771-7800||서울 영등포구 여의도동 하나대투증권빌딩 |||||||KTOP 코스피50||||210201
LF||||일반상장기업|02-3441-8114|서울시 강남구 언주로 870||||||||LF|(신사동)|||210201
LG||||일반상장기업|02-3773-1114|서울시 영등포구 여의대로 128||||||||LG|LG트윈타워|||210201
LG디스플레이||||일반상장기업|02-3777-1010|서울시 영등포구 여의대로 128||||||||LG디스플레이|LG트윈타워 동관 12층|||210201
LG상사||||일반상장기업|02-3777-1114|서울특별시 종로구 새문안로 58||||||||LG상사|LG광화문빌딩|||210201
LG생활건강||||일반상장기업|02-3773-1114|서울시 종로구 새문안로 58||||||||LG생활건강||||210201
LG유플러스||||일반상장기업|02-3773-1114|서울특별시 용산구 한강대로 32||||||||LG유플러스|(한강로3가) LG유플러스 용산사옥|||210201
LG이노텍||||일반상장기업|02-3777-1114|서울특별시 중구 후암로 98||||||||LG이노텍|LG서울역빌딩|||210201
LG전자||||일반상장기업|02-3777-1114|서울시 영등포구 여의대로 128||||||||LG전자|LG트윈타워|||210201
LG하우시스||||일반상장기업|02-3777-1114|서울시 영등포구 국제금융로 10||||||||LG하우시스|국제금융센터 (One IFC)|||210201
LG화학||||일반상장기업|02-3777-1114|서울특별시 영등포구 여의대로 128||||||||LG화학|LG트윈타워빌딩 (여의도동)|||210201
LIG넥스원||||일반상장기업|1644-2005|경기도 용인시 기흥구 마북로 207||||||||LIG넥스원|엘아이지넥스원 (주)|||210201
LS||||일반상장기업|02-2189-9754|서울특별시 용산구 한강대로 92||||||||LS|LS용산타워|||210201
LS네트웍스||||일반상장기업|02-799-7114|경상남도 김해시 호계로 428||||||||LS네트웍스|1층 (부원동,세화빌딩)|||210201
LS산전||||일반상장기업|02-2034-4237|경기도 안양시 동안구 엘에스로 127||||||||LS산전|LS타워|||210201
LS전선아시아||||일반상장기업|031-428-0288|경기도 안양시 동안구 엘에스로 127||||||||LS전선아시아|(호계동,LS타워) 3층|||210201
MH에탄올||||일반상장기업|055-231-0701|경남 창원시 마산회원구 내서읍 광려천남로 25||||||||MH에탄올|(중리 1120-1)|||210201
NAVER||||일반상장기업|1588-3830|경기도 성남시 분당구 불정로 6||||||||NAVER|그린팩토리 (정자동)|||210201
NH투자증권||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||NH투자증권|우리투자증권빌딩 (여의도동)|||210201
NHN||||일반상장기업|1544-6859|경기도 성남시 분당구 대왕판교로645번길 16||||||||NHN|플레이뮤지엄|||210201
NI스틸||||일반상장기업|02-758-6789|서울특별시 동작구 동작대로 35||||||||NI스틸||||210201
NICE||||일반상장기업|02-2122-4000|서울특별시 영등포구 은행로 17||||||||NICE|(여의도동) NICE 그룹 1사옥|||210201
NPC||||일반상장기업|031-362-2851|경기도 안산시 단원구 해안로 289||||||||NPC||||210201
OCI||||일반상장기업|02-727-9500|서울특별시 중구 소공로 94||||||||OCI|(서울특별시 중구 소공로 94) (소공동)|||210201
POSCO||||일반상장기업|054-220-0114|경상북도 포항시 남구 동해안로 6261||||||||POSCO|(괴동동)|||210201
QV/건설/TOP5/ETN||||일반상장기업||||||||||QV 건설 TOP5 ETN||||210201
QV/내수소비/TOP5/ETN||||일반상장기업||||||||||QV 내수소비 TOP5 ETN||||210201
QV/농업/테마/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 농업 테마 ETN|우리투자증권빌딩|||210201
QV/대체에너지/테마/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 대체에너지 테마 ETN|우리투자증권빌딩|||210201
QV/레버리지/10년/국채선물/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 레버리지 10년 국채선물 ETN|우리투자증권빌딩|||210201
QV/레버리지/MSCI/선진국/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 레버리지 MSCI 선진국 ETN|우리투자증권빌딩|||210201
QV/레버리지/S&P500/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 레버리지 S&P500 ETN|우리투자증권빌딩|||210201
QV/레버리지/WTI원유/선물/ETN(H)||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 레버리지 WTI원유 선물 ETN(H)|우리투자증권빌딩|||210201
QV/롱숏/K150/매수/로우볼/매도/ETN||||일반상장기업||||||||||QV 롱숏 K150 매수 로우볼 매도 ETN||||210201
QV/미국/IT/TOP5/ETN(H)||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 미국 IT TOP5 ETN(H)|우리투자증권빌딩|||210201
QV/바이오/TOP5/ETN||||일반상장기업||||||||||QV 바이오 TOP5 ETN||||210201
QV/방위산업/테마/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 방위산업 테마 ETN|우리투자증권빌딩|||210201
QV/소프트웨어/TOP5/ETN||||일반상장기업||||||||||QV 소프트웨어 TOP5 ETN||||210201
QV/스마트리밸런싱/250/3/ETN||||일반상장기업||||||||||QV 스마트리밸런싱 250 3 ETN||||210201
QV/스마트리밸런싱/260/4/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 스마트리밸런싱 260 4 ETN|우리투자증권빌딩|||210201
QV/에너지/TOP5/ETN||||일반상장기업||||||||||QV 에너지 TOP5 ETN||||210201
QV/운송/TOP5/ETN||||일반상장기업||||||||||QV 운송 TOP5 ETN||||210201
QV/의료/TOP5/ETN||||일반상장기업||||||||||QV 의료 TOP5 ETN||||210201
QV/인버스/레버리지/10년/국채선물/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 인버스 레버리지 10년 국채선물 ETN|우리투자증권빌딩|||210201
QV/인버스/레버리지/MSCI/선진국/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 인버스 레버리지 MSCI 선진국 ETN|우리투자증권빌딩|||210201
QV/인버스/레버리지/S&P500/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 인버스 레버리지 S&P500 ETN|우리투자증권빌딩|||210201
QV/인버스/레버리지/WTI원유/선물/ETN(H)||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 인버스 레버리지 WTI원유 선물 ETN(H)|우리투자증권빌딩|||210201
QV/인버스/MSCI/선진국/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 인버스 MSCI 선진국 ETN|우리투자증권빌딩|||210201
QV/자동차/TOP5/ETN||||일반상장기업||||||||||QV 자동차 TOP5 ETN||||210201
QV/제약/TOP5/ETN||||일반상장기업||||||||||QV 제약 TOP5 ETN||||210201
QV/조선/TOP5/ETN||||일반상장기업||||||||||QV 조선 TOP5 ETN||||210201
QV/코스피/변동성/매칭형/양매도/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 코스피 변동성 매칭형 양매도 ETN|우리투자증권빌딩|||210201
QV/코스피/양매도/5%/OTM/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 코스피 양매도 5% OTM ETN|우리투자증권빌딩|||210201
QV/하드웨어/TOP5/ETN||||일반상장기업||||||||||QV 하드웨어 TOP5 ETN||||210201
QV/항공우주/테마/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV 항공우주 테마 ETN|우리투자증권빌딩|||210201
QV/화학/TOP5/ETN||||일반상장기업||||||||||QV 화학 TOP5 ETN||||210201
QV/Big/Vol/ETN||||일반상장기업||||||||||QV Big Vol ETN||||210201
QV/CHINEXT/ETN(H)||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV CHINEXT ETN(H)|우리투자증권빌딩|||210201
QV/KTOP30/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV KTOP30 ETN|우리투자증권빌딩|||210201
QV/MSCI/선진국/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV MSCI 선진국 ETN|우리투자증권빌딩|||210201
QV/OLED/테마/ETN||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV OLED 테마 ETN|우리투자증권빌딩|||210201
QV/S&P500/VIX/S/T/선물/ETN/B||||일반상장기업|02-768-7000|서울특별시 영등포구 여의대로 60||||||||QV S&P500 VIX S T 선물 ETN B|우리투자증권빌딩|||210201
QV/WISE/배당/ETN||||일반상장기업||||||||||QV WISE 배당 ETN||||210201
S&T모티브||||일반상장기업|051-509-2114|부산시 기장군 철마면 여락송정로 363||||||||S&T모티브||||210201
S&T중공업||||일반상장기업|055-280-5000|경남 창원시 성산구 남면로 599||||||||S&T중공업|(외동)|||210201
S&T홀딩스||||일반상장기업|02-3279-5010|서울시 금천구 가산디지털1로 134||||||||S&T홀딩스||||210201
S&TC||||일반상장기업|055-212-6500|경남 창원시 성산구 완암로 12||||||||S&TC|(성산동 78)|||210201
SBS||||일반상장기업|02-2061-0006|서울시 양천구 목동서로 161||||||||SBS||||210201
SBS미디어홀딩스||||일반상장기업|02-2113-5599|서울시 양천구 목동서로 161||||||||SBS미디어홀딩스||||210201
SG세계물산||||일반상장기업|02-850-5191|서울특별시 금천구 디지털로10길 35||||||||SG세계물산|(가산동)|||210201
SG신성건설||||일반상장기업|02-3459-2000|서울특별시 구로구 디지털로26길 61||||||||SG신성건설|1001 (구로동,에이스하이엔드타워2차)|||210201
SG충방||||일반상장기업|070-5038-6334|충청남도 예산군 예산읍 창말로 75||||||||SG충방|(주)SG충방|||210201
SH에너지화학||||일반상장기업|063-469-1500|전라북도 군산시 외항7길 20||||||||SH에너지화학|(소룡동)|||210201
SIMPAC||||일반상장기업|032-510-0044|인천시 부평구 부평북로 141||||||||SIMPAC|(청천2동 394)|||210201
SJM||||일반상장기업|031-491-4151|경기도 안산시 단원구 별망로459번길 20||||||||SJM|(목내동)|||210201
SJM홀딩스||||일반상장기업|031-490-3859|경기도 안산시 단원구 별망로459번길 20||||||||SJM홀딩스|(목내동)|||210201
SK||||일반상장기업|02-2121-5114|서울특별시 종로구 종로 26||||||||SK|SK주식회사|||210201
SK가스||||일반상장기업|02-6200-8114|경기도 성남시 분당구 판교로 332||||||||SK가스|ECO Hub|||210201
SK네트웍스||||일반상장기업|02-2221-2114|경기도 수원시 장안구 경수대로 795||||||||SK네트웍스|(영화동)|||210201
SK디스커버리||||일반상장기업|02-2008-2008|경기도 성남시 분당구 판교로 332||||||||SK디스커버리||||210201
SK디앤디||||일반상장기업|02-398-4700|경기도 성남시 분당구 판교로 332||||||||SK디앤디|(삼평동)|||210201
SK이노베이션||||일반상장기업|02-2121-5114|||||||||SK이노베이션||||210201
SK증권||||일반상장기업|02-3773-8245|서울특별시 영등포구 국제금융로8길 31||||||||SK증권|여의도동 SK증권빌딩|||210201
SK케미칼||||일반상장기업|02-2008-2726|경기도 성남시 분당구 판교로 310||||||||SK케미칼||||210201
SK텔레콤||||일반상장기업|02-6100-2114|서울특별시 중구 을지로 65||||||||SK텔레콤|(을지로2가)|||210201
SK하이닉스||||일반상장기업|031-630-4114|경기도 이천시 부발읍 경충대로 2091||||||||SK하이닉스||||210201
SKC||||일반상장기업|031-250-7114|경기도 수원시 장안구 장안로309번길 84||||||||SKC|(정자동)|||210201
SMART/200TR||||일반상장기업|02-767-5777|서울특별시 영등포구 여의대로 70||||||||SMART 200TR|신한금융투자타워 18층|||210201
SMART/선진국MSCI/World(합성/H)||||일반상장기업|02-767-5777|서울특별시 영등포구 여의대로 70||||||||SMART 선진국MSCI World(합성 H)|신한금융투자타워 19F|||210201
SMART/중국본토/중소형/CSI500(합성/H)||||일반상장기업|02-767-5777|서울특별시 영등포구 여의대로 70||||||||SMART 중국본토 중소형 CSI500(합성 H)|신한금융투자타워 18층|||210201
SMART/KRX300||||일반상장기업|02-767-5777|서울특별시 영등포구 여의대로 70||||||||SMART KRX300|신한금융투자 18층|||210201
S/Oil||||일반상장기업|02-3772-5151|서울시 마포구 백범로 192||||||||S Oil|(공덕동 471)|||210201
SPC삼립||||일반상장기업|02-2276-5061|경기도 시흥시 공단1대로 101||||||||SPC삼립|(정왕동)|||210201
STX||||일반상장기업|02-316-9600|경남 창원시 성산구 중앙대로 105||||||||STX||||210201
STX엔진||||일반상장기업|055-280-0114|경상남도 창원시 성산구 공단로474번길 36||||||||STX엔진|(경남 창원시 성산구 공단로 474번길 36) (성산동)|||210201
STX중공업||||일반상장기업|055-280-0700|경상남도 창원시 성산구 남면로 381||||||||STX중공업|(내동)|||210201
TBH글로벌||||일반상장기업|02-2058-3800|서울특별시 강남구 봉은사로 456||||||||TBH글로벌|베이직하우스빌딩 (삼성동)|||210201
TCC스틸||||일반상장기업|054-285-3311|경북 포항시 남구 괴동로 100||||||||TCC스틸||||210201
TIGER/200||||일반상장기업|02-3774-2017|||||||||TIGER 200||||210201
TIGER/200/건설||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 45-1|||||||TIGER 200 건설||||210201
TIGER/200/경기소비재||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 2층 |||||||TIGER 200 경기소비재||||210201
TIGER/200/금융||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 2층 |||||||TIGER 200 금융||||210201
TIGER/200/산업재||||일반상장기업|02-1577-1640|서울특별시 중구 을지로5길 26||||||||TIGER 200 산업재|미래에셋센터원빌딩|||210201
TIGER/200/생활소비재||||일반상장기업|02-1577-1640|서울특별시 중구 을지로5길 26||||||||TIGER 200 생활소비재|미래에셋센터원빌딩|||210201
TIGER/200/에너지화학||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 2층 |||||||TIGER 200 에너지화학||||210201
TIGER/200/중공업||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 2층 |||||||TIGER 200 중공업||||210201
TIGER/200/철강소재||||일반상장기업|02-3774-5966||서울 영등포구 여의도동 미래에셋빌딩 2층 |||||||TIGER 200 철강소재||||210201
TIGER/200/헬스케어||||일반상장기업|02-1577-1640|서울특별시 중구 을지로5길 26||||||||TIGER 200 헬스케어|미래에셋센터원빌딩|||210201
