##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@공공도서관
구로꿈나무도서관||||공공도서관|02-860-2383|서울특별시 구로구 구로동로26길 54||||||||구로꿈나무도서관|2층 (구로동 741-27) 구로시설관리공단 2층 (구로동 741-27)|||200101
구로주민전용도서관||||공공도서관|02-858-9080||서울 구로구 구로동 443|||||||구로주민전용도서관|구로초등학교 내 온누리관 4층|||200101
구립구산동도서관마을||||공공도서관|02-357-0100|서울특별시 은평구 연서로13길 29-23||||||||구립구산동도서관마을|(구산동) 29- 23|||200101
구립은평뉴타운도서관||||공공도서관|02-6341-6400|서울특별시 은평구 진관2로 111-51||||||||구립은평뉴타운도서관|(진관동) 111-51|||200101
구립증산정보도서관||||공공도서관|02-307-6030|서울특별시 은평구 증산로5길 6||||||||구립증산정보도서관|(증산동) 6 (구립증산정보도서관)|||200101
구의제3동도서관||||공공도서관|02-454-6294|서울특별시 광진구 강변역로 17||||||||구의제3동도서관|(구의3동 복합청사) 구의제3동주민센터 內 3층 구의제3동도서관|||200101
궁동어린이도서관||||공공도서관|02-2060-8229|서울특별시 구로구 오리로 1352||||||||궁동어린이도서관|(궁동) 단독건물|||200101
글마루한옥어린이도서관||||공공도서관|02-2615-8200|서울특별시 구로구 고척로27바길 7||||||||글마루한옥어린이도서관|(개봉동) 글마루한옥어린이도서관|||200101
글빛정보도서관||||공공도서관|02-878-7460|서울특별시 관악구 관악로30길 23||||||||글빛정보도서관|(봉천동) 23 (글빛정보도서관)|||200101
금천구립가산도서관||||공공도서관|02-865-6817|서울특별시 금천구 가산로5길 43||||||||금천구립가산도서관|(금천구립가산도서관)|||200101
금천구립금나래도서관||||공공도서관|02-2627-2991|서울특별시 금천구 시흥대로73길 70||||||||금천구립금나래도서관||||200101
금천구립독산도서관||||공공도서관|02-863-9544|서울특별시 금천구 독산로54길 114||||||||금천구립독산도서관|(독산동) 독산4동 375-2|||200101
금천구립시흥도서관||||공공도서관|02-809-8242|서울특별시 금천구 금하로 764||||||||금천구립시흥도서관|금천구립시흥도서관|||200101
꿈마을/도서관||||공공도서관|02-830-5807||서울특별시 구로구 구로3동 777-1|||||||꿈마을 도서관||||200101
남가좌/새롬/어린이도서관||||공공도서관|02-360-8670||서울 서대문구 남가좌2동 342-34|||||||남가좌 새롬 어린이도서관|(증가로 10길 16-15)|||200101
남산타운문화체육센터/어린이도서관||||공공도서관|02-2280-8486|서울특별시 중구 다산로 32||||||||남산타운문화체육센터 어린이도서관|(남산타운) 남산타운문화체육센터 2층|||200101
노원어린이도서관||||공공도서관|02-933-7145|서울특별시 노원구 한글비석로 346||||||||노원어린이도서관|(중계동) 노원어린이도서관|||200101
노원정보도서관||||공공도서관|02-950-0050|서울특별시 노원구 노원로34길 43||||||||노원정보도서관|(노원정보도서관)|||200101
논현도서관||||공공도서관|02-3443-7650|서울특별시 강남구 학동로43길 17||||||||논현도서관|(논현2동주민센터) 6층|||200101
달빛마루도서관||||공공도서관|02-911-0993||서울 성북구 하월곡동 동일하이빌뉴시티 104동 2층 |||||||달빛마루도서관||||200101
대림정보문화도서관||||공공도서관|02-828-3700|서울특별시 영등포구 도신로 27||||||||대림정보문화도서관|(대림정보문화도서관)|||200101
대방어린이도서관||||공공도서관|02-813-6740|서울특별시 동작구 대방동길 55||||||||대방어린이도서관||||200101
대치도서관||||공공도서관|02-565-6666|서울특별시 강남구 삼성로 212||||||||대치도서관|(대치동,은마아파트) 복지상가 215호|||200101
도곡정보문화도서관||||공공도서관|02-2176-0782|서울특별시 강남구 도곡로18길 57||||||||도곡정보문화도서관|(도곡동) 도곡정보문화도서관|||200101
도봉기적의도서관||||공공도서관|02-3493-7171||서울특별시 도봉구 도봉동 652-1|||||||도봉기적의도서관||||200101
도봉문화정보도서관||||공공도서관|02-900-1835|서울특별시 도봉구 덕릉로 315||||||||도봉문화정보도서관|(도봉문화정보도서관)|||200101
도봉아이나라도서관||||공공도서관|02-995-4171|서울특별시 도봉구 노해로69길 151||||||||도봉아이나라도서관|(창동) 서울특별시 도봉구 창동 808-1 도봉아이나라도서관|||200101
돌마리도서관||||공공도서관|02-414-7007|서울특별시 송파구 백제고분로37길 16||||||||돌마리도서관|(석촌동주민센터) 5층|||200101
동대문구/답십리/도서관||||공공도서관|02-982-1959|서울특별시 동대문구 서울시립대로4길 75||||||||동대문구 답십리 도서관|동대문구답십리도서관|||200101
동대문구정보화도서관||||공공도서관|02-960-1959|서울특별시 동대문구 회기로10길 60||||||||동대문구정보화도서관|(청량리동) 60 (동대문구정보화도서관)|||200101
동작상도국주도서관||||공공도서관|02-813-6750|서울 동작구 상도1동 매봉로 37||||||||동작상도국주도서관||||200101
동작어린이도서관||||공공도서관|02-823-6750|서울특별시 동작구 장승배기로16길 98||||||||동작어린이도서관|(동작어린이도서관)|||200101
둘리도서관||||공공도서관|070-4291-1112|서울특별시 도봉구 시루봉로 1길 6||||||||둘리도서관|(쌍문동)|||200101
마포구립서강도서관||||공공도서관|02-3141-7053|서울특별시 마포구 독막로 165||||||||마포구립서강도서관|(서강동주민센터)|||200101
마포구립하늘도서관||||공공도서관|02-3153-6260|서울특별시 마포구 월드컵로 212||||||||마포구립하늘도서관|(마포구청) 12층 마포구립하늘도서관|||200101
마포중앙도서관||||공공도서관|02-3153-5800|서울특별시 마포구 성산로 128||||||||마포중앙도서관|(성산동) 마포중앙도서관|||200101
마포푸르메어린이도서관||||공공도서관|02-6070-9286||서울특별시 마포구 상암동 1738|||||||마포푸르메어린이도서관|푸르메재단넥슨어린이재활병원|||200101
명성교회도서관||||공공도서관|02-440-9140||서울특별시 강동구 명일동 341-2|||||||명성교회도서관||||200101
목마도서관||||공공도서관|02-2652-8910|서울특별시 양천구 목동서로 41||||||||목마도서관|목5동주민센터 3층|||200101
못골한옥어린이도서관||||공공도서관|02-2226-5930|서울특별시 강남구 자곡로7길 3||||||||못골한옥어린이도서관|(자곡동) 못골한옥어린이도서관|||200101
무수골도서관(구/도봉1동/어린이도서관)||||공공도서관|02-3492-0078|서울 도봉구 도봉1동 도봉로175길 10||||||||무수골도서관 (구 도봉1동 어린이도서관)|(도봉1동 577번지) 3층 무수골도서관|||200101
문래정보문화도서관||||공공도서관|02-2629-8600|서울특별시 영등포구 문래로20길 49||||||||문래정보문화도서관|(문래동3가) 문래정보문화도서관|||200101
미아문화정보도서관||||공공도서관|02-944-3182|서울특별시 강북구 솔매로49길 14||||||||미아문화정보도서관|(미아동) 5층 미아문화정보도서관|||200101
방배도서관||||공공도서관|02-3471-3993|서울특별시 서초구 방배로 40||||||||방배도서관|(방배동) 방배3동 주민센터 (신청사) 4층|||200101
사당솔밭도서관||||공공도서관|02-585-8411|서울특별시 동작구 솔밭로 86||||||||사당솔밭도서관|(동작구 사당5동 708-1188)|||200101
삼각산어린이도서관||||공공도서관|02-944-3190|서울특별시 강북구 삼양로19길 34||||||||삼각산어린이도서관|(미아동) 서울 강북구 삼양로 19길 34 삼각산어린이도서관|||200101
상계문화정보도서관||||공공도서관|02-3391-7882|서울시 노원구 동일로243길 57||||||||상계문화정보도서관|(상계동 1118-66)|||200101
상림마을작은도서관||||공공도서관|02-383-7557|서울특별시 은평구 진관4로 48-25||||||||상림마을작은도서관|(진관동) 2층 상림마을작은도서관|||200101
서대문구립이진아기념도서관||||공공도서관|02-360-8629|서울특별시 서대문구 독립문공원길 80||||||||서대문구립이진아기념도서관|(현저동) 80 (이진아기념도서관)|||200101
서울도서관||||공공도서관|02-2133-0202|서울특별시 중구 세종대로 110||||||||서울도서관|(서울특별시청)|||200101
서울특별시교육청강남도서관||||공공도서관|02-3448-4741|서울특별시 강남구 선릉로116길 45||||||||서울특별시교육청강남도서관|(삼성동) 서울특별시교육청강남도서관|||200101
서울특별시교육청강동도서관||||공공도서관|02-2225-9800|서울특별시 강동구 양재대로116길 57||||||||서울특별시교육청강동도서관|(길동) 강동도서관|||200101
서울특별시교육청강서도서관||||공공도서관|02-3219-7000|서울특별시 강서구 등촌로51나길 29||||||||서울특별시교육청강서도서관|(등촌동) 강서도서관|||200101
서울특별시교육청개포도서관||||공공도서관|02-3460-8200|서울특별시 강남구 선릉로4길 30||||||||서울특별시교육청개포도서관|(개포동) 서울특별시교육청 개포도서관|||200101
서울특별시교육청고덕평생학습관||||공공도서관|02-6902-2600|서울특별시 강동구 고덕로 295||||||||서울특별시교육청고덕평생학습관|(고덕평생학습관)|||200101
서울특별시교육청고척도서관||||공공도서관|02-2680-2415|서울특별시 구로구 고척로45길 31||||||||서울특별시교육청고척도서관|(고척동) 고척로45길 31 (고척동)|||200101
서울특별시교육청구로도서관||||공공도서관|02-6958-2800|서울특별시 구로구 공원로 15||||||||서울특별시교육청구로도서관|(구로동) 15 (서울시립구로도서관)|||200101
서울특별시교육청남산도서관||||공공도서관|02-754-7338|서울특별시 용산구 소월로 109||||||||서울특별시교육청남산도서관|(후암동) 109 (남산도서관)|||200101
서울특별시교육청노원평생학습관||||공공도서관|02-979-1741|서울특별시 노원구 동일로204길 13||||||||서울특별시교육청노원평생학습관|(중계동) 노원평생학습관|||200101
서울특별시교육청도봉도서관||||공공도서관|02-6714-7400|서울특별시 도봉구 삼양로 556||||||||서울특별시교육청도봉도서관|(쌍문동) 도봉도서관|||200101
서울특별시교육청동대문도서관||||공공도서관|02-2170-1024|서울특별시 동대문구 천호대로4길 22||||||||서울특별시교육청동대문도서관|(신설동) 22 (동대문도서관)|||200101
서울특별시교육청동작도서관||||공공도서관|02-823-6419|서울특별시 동작구 장승배기로 94||||||||서울특별시교육청동작도서관|(서울특별시립 동작도서관)|||200101
서울특별시교육청마포평생학습관||||공공도서관|02-2137-0000|서울특별시 마포구 홍익로2길 16||||||||서울특별시교육청마포평생학습관|(마포평생학습관)|||200101
서울특별시교육청마포평생학습관/아현분관||||공공도서관|02-362-8785|서울특별시 마포구 마포대로 224||||||||서울특별시교육청마포평생학습관 아현분관|(아현동) 224 (마포평생학습관 아현분관)|||200101
서울특별시교육청서대문도서관||||공공도서관|02-6948-2153|서울특별시 서대문구 모래내로 412||||||||서울특별시교육청서대문도서관||||200101
서울특별시교육청송파도서관||||공공도서관|02-3434-3333|서울특별시 송파구 동남로 263||||||||서울특별시교육청송파도서관|(오금동 51)|||200101
서울특별시교육청양천도서관||||공공도서관|02-2062-3925|서울특별시 양천구 목동서로 113||||||||서울특별시교육청양천도서관|(목동) 양천도서관|||200101
서울특별시교육청어린이도서관||||공공도서관|02-731-2300|서울특별시 종로구 사직로 9길 7||||||||서울특별시교육청어린이도서관||||200101
서울특별시교육청영등포평생학습관||||공공도서관|02-6712-7500|서울특별시 영등포구 버드나루로15길 10||||||||서울특별시교육청영등포평생학습관|(영등포평생학습관)|||200101
서울특별시교육청용산도서관||||공공도서관|02-6902-7723|서울특별시 용산구 두텁바위로 160||||||||서울특별시교육청용산도서관|(후암동) 160 (용산도서관)|||200101
서울특별시교육청정독도서관||||공공도서관|02-2011-5799|서울특별시 종로구 북촌로5길 48||||||||서울특별시교육청정독도서관|(화동) 48 (정독도서관)|||200101
서울특별시교육청종로도서관||||공공도서관|02-721-0703|서울특별시 종로구 사직로9길 15-14||||||||서울특별시교육청종로도서관|(사직동) 종로도서관|||200101
서이도서관||||공공도서관|02-3471-1337|서울특별시 서초구 서초대로70길 51||||||||서이도서관|(서초동) 서울특별시 서초구 서초대로70길 51 (서초동) 3층 서이도서관|||200101
서초구립반포도서관||||공공도서관|02-520-8700|서울특별시 서초구 고무래로 34||||||||서초구립반포도서관|(반포동) 고무래로 34|||200101
석관동미리내도서관||||공공도서관|02-960-5067|서울특별시 성북구 한천로66길 203||||||||석관동미리내도서관|(석관동) 203 석관동미리내도서관 4-5층|||200101
선유정보문화도서관||||공공도서관|02-2163-0800||서울 영등포구 양평동3가 32143|||||||선유정보문화도서관||||200101
성동구립금호도서관||||공공도서관|02-2204-6450||서울특별시 성동구 금호동1가 688|||||||성동구립금호도서관|(난계로 20)|||200101
성동구립도서관||||공공도서관|02-2204-6420|서울특별시 성동구 고산자로10길 9||||||||성동구립도서관|(성동문화정보센터)|||200101
성동구립무지개도서관||||공공도서관|02-2286-6025|서울특별시 성동구 고산자로 270||||||||성동구립무지개도서관|(행당동) 270 (성동구청) 3층|||200101
성동구립성수도서관||||공공도서관|02-2204-7590|서울특별시 성동구 뚝섬로1길 43||||||||성동구립성수도서관|(성수동1가) 성수문화복지회관 7층 성동구립성수도서관|||200101
성동구립용답도서관||||공공도서관|02-2204-6470||서울특별시 성동구 용답동 34700|||||||성동구립용답도서관||||200101
성동구립청계도서관||||공공도서관|02-2204-7580|서울특별시 성동구 마장로 141||||||||성동구립청계도서관|(상왕십리동) 마장로 141 왕십리도선동 공공복합청사內 5~6층|||200101
성북구립/청수도서관||||공공도서관|02-2038-4423|서울특별시 성북구 보국문로16가길 20||||||||성북구립 청수도서관|성북구립 청수도서관|||200101
성북정보도서관||||공공도서관|02-962-1081|서울특별시 성북구 화랑로18자길 13||||||||성북정보도서관|성북정보도서관|||200101
성현동작은도서관||||공공도서관|02-877-7183|서울특별시 관악구 관악로37길 56||||||||성현동작은도서관|(봉천동) 동아APT 상가 B동 5층|||200101
소나무언덕2호작은도서관||||공공도서관|02-424-0083||서울 송파구 잠실동 44-4|||||||소나무언덕2호작은도서관|(잠실3동자치회관2관 2층)|||200101
소나무언덕3호/작은도서관||||공공도서관|02-443-0130||서울 송파구 마천1동 325-5|||||||소나무언덕3호 작은도서관|마천청소년수련관 4층|||200101
소나무언덕잠실본동작은도서관||||공공도서관|02-412-0750|서울특별시 송파구 탄천동로 211||||||||소나무언덕잠실본동작은도서관|(잠실동) 211|||200101
솔샘문화정보도서관||||공공도서관|02-944-3150|서울특별시 강북구 솔샘로 177||||||||솔샘문화정보도서관|(솔샘문화정보도서관)|||200101
송중문화정보도서관||||공공도서관|02-944-3160|서울특별시 강북구 도봉로20나길 6||||||||송중문화정보도서관|(미아동) 송중문화정보도서관|||200101
송파글마루도서관||||공공도서관|02-449-8855|서울특별시 송파구 충민로 120||||||||송파글마루도서관|(장지동) 충민로 120 송파글마루도서관|||200101
송파어린이도서관||||공공도서관|02-418-0303|서울 송파구 잠실동 올림픽로 105||||||||송파어린이도서관||||200101
송파어린이영어작은도서관||||공공도서관|02-415-3567|서울특별시 송파구 오금로 1||||||||송파어린이영어작은도서관|(신천동) 신천빗물펌프장 4~5층|||200101
송파위례도서관||||공공도서관|02-402-3003|서울특별시 송파구 위례광장로 210||||||||송파위례도서관|(장지동) 위례동복합청사 4,5층|||200101
수유문화정보도서관||||공공도서관|02-944-3170||서울 강북구 수유1동 605-412|||||||수유문화정보도서관|수유문화정보도서관|||200101
신월디지털정보도서관||||공공도서관|02-2065-1260|서울특별시 양천구 오목로5길 34||||||||신월디지털정보도서관|(신월4동 주민센터 3~5층)|||200101
아름꿈/도서관||||공공도서관|02-2237-6644|서울특별시 종로구 종로58가길 19||||||||아름꿈 도서관||||200101
아리랑도서관||||공공도서관|02-3291-4990|서울특별시 성북구 아리랑로 82||||||||아리랑도서관|(돈암동) 아리랑정보도서관|||200101
아리랑어린이도서관||||공공도서관|02-3291-4992|서울특별시 성북구 아리랑로 75||||||||아리랑어린이도서관|(돈암동,돈암코오롱하늘채) 상가동 아리랑어린이도서관|||200101
양천구/영어특성화도서관||||공공도서관|02-2654-8493|서울특별시 양천구 목동동로 81||||||||양천구 영어특성화도서관|(해누리타운) 7층|||200101
어울림도서관||||공공도서관|02-2280-8490||서울 중구 신당6동 52-164|||||||어울림도서관||||200101
여의디지털도서관||||공공도서관|02-2629-2222|서울특별시 영등포구 여의대로 24||||||||여의디지털도서관|전국경제인연합회 후생복지동 1,2층|||200101
역삼도서관||||공공도서관|02-508-1139|서울특별시 강남구 역삼로7길 16||||||||역삼도서관|(역삼1문화센터)|||200101
오류도서관||||공공도서관|02-2613-8983||서울특별시 구로구 오류1동 13-15|||||||오류도서관||||200101
용산/꿈나무도서관||||공공도서관|02-707-0138|서울특별시 용산구 백범로 329||||||||용산 꿈나무도서관|(원효로1가) 용산 꿈나무종합타운 3층|||200101
월계문화정보도서관||||공공도서관|02-991-0871|서울특별시 노원구 월계로 319||||||||월계문화정보도서관|(월계동) 월계문화정보도서관|||200101
월곡꿈그림도서관||||공공도서관|02-6949-1553|서울특별시 성북구 화랑로13길 17||||||||월곡꿈그림도서관|(하월곡동) 월곡꿈그림도서관|||200101
은천동작은도서관||||공공도서관|02-877-1162|서울특별시 관악구 봉천로33나길 30||||||||은천동작은도서관|(봉천동) 은천동복합청사 4,5층|||200101
은평구립도서관||||공공도서관|02-385-1671|서울특별시 은평구 통일로 78가길 13-84||||||||은평구립도서관||||200101
응암정보도서관||||공공도서관|02-308-2320|서울특별시 은평구 가좌로7길 15||||||||응암정보도서관|(응암동) 가좌로7길 15 (응암동 730-3)|||200101
자양제4동도서관||||공공도서관|02-465-0737|서울특별시 광진구 뚝섬로26길 58||||||||자양제4동도서관|(자양동) 뚝섬로26길 58 (자양동)|||200101
잠원도서관||||공공도서관|02-3477-8655|서울특별시 서초구 나루터로 38||||||||잠원도서관|(잠원동) 3층 잠원도서관|||200101
정다운도서관||||공공도서관|02-512-9326|서울특별시 강남구 학동로67길 11||||||||정다운도서관|(청담평생학습관) 3층|||200101
정릉도서관||||공공도서관|02-2038-9928|서울특별시 성북구 정릉로 242||||||||정릉도서관|(정릉동) 2층 정릉도서관|||200101
조원도서관||||공공도서관|02-851-5571|서울특별시 관악구 조원로12길 25||||||||조원도서관|(신림동) 25 3,4층 조원도서관 (조원동주민센터)|||200101
종암동새날도서관||||공공도서관|02-6925-6920||서울 성북구 종암동 16-8|||||||종암동새날도서관|종암동복합청사 4~5층 종암동새날도서관|||200101
중곡문화체육센터도서관||||공공도서관|02-3408-4900|서울특별시 광진구 능동로 433||||||||중곡문화체육센터도서관|중곡문화체육센터도서관|||200101
중랑구립면목정보도서관||||공공도서관|02-432-4120|서울특별시 중랑구 면목로 397||||||||중랑구립면목정보도서관||||200101
중랑구립정보도서관||||공공도서관|02-490-9114|서울특별시 중랑구 신내로15길 197||||||||중랑구립정보도서관|(묵동) 중랑구립정보도서관|||200101
중랑숲어린이도서관||||공공도서관|02-6235-1150|서울특별시 중랑구 망우로 73길 46-1||||||||중랑숲어린이도서관||||200101
즐거운도서관||||공공도서관|02-565-7533|서울특별시 강남구 도곡로77길 23||||||||즐거운도서관|(대치동) 대치4문화센터 4층|||200101
지샘터/올림픽공원도서관||||공공도서관|02-2180-3578|서울특별시 송파구 올림픽로 424||||||||지샘터 올림픽공원도서관|(올림픽공원) 벨로드롬 내 스포츠비즈홀1층|||200101
청담도서관||||공공도서관|02-540-7042||서울특별시 강남구 청담동 124-1|||||||청담도서관|청담동주민센터 7층|||200101
청운문학도서관||||공공도서관|070-4680-4032|서울특별시 종로구 자하문로 36길 40||||||||청운문학도서관||||200101
청파도서관||||공공도서관|02-714-3931|서울특별시 용산구 청파로93길 27||||||||청파도서관||||200101
하늘도서관||||공공도서관|02-864-9585|서울특별시 구로구 구로동로13길 68||||||||하늘도서관|(구로동) 하늘도서관|||200101
학마을도서관||||공공도서관|02-955-0655|서울특별시 도봉구 시루봉로 128||||||||학마을도서관|(방학동) 446-5번지|||200101
한국학생도서관||||공공도서관|02-2275-0753|서울특별시 중구 동호로27길 30||||||||한국학생도서관|(한국학생회관)|||200101
해오름도서관||||공공도서관|02-6925-7002|서울 성북구 돈암동 성북로 4길 52||||||||해오름도서관|(돈암동609-1)|||200101
행복한도서관||||공공도서관|02-567-3833|서울특별시 강남구 영동대로65길 24||||||||행복한도서관|(대치동) 3층 행복한도서관|||200101
홍은도담도서관||||공공도서관|02-360-8645|서울특별시 서대문구 홍은중앙로 129||||||||홍은도담도서관|(홍은동) 홍은도담도서관|||200101
화랑도서관||||공공도서관|02-973-1318||서울 노원구 공릉2동 31898|||||||화랑도서관||||200101
휘경어린이도서관||||공공도서관|02-2248-1959|서울특별시 동대문구 망우로18가길 38||||||||휘경어린이도서관|(휘경동 282-4)|||200101
도담동도서관||||공공도서관|044-301-6263|세종특별자치시 보람로 77||||||||도담동도서관|(도담동 주민센터)|||200101
세종특별자치시교육연구원||||공공도서관|044-410-1434|세종특별자치시 문화2길 25||||||||세종특별자치시교육연구원|(침산리 67번지)|||200101
아름동도서관||||공공도서관|044-301-6362|세종특별자치시 보듬3로 114||||||||아름동도서관|아름동 주민센터내 4층 아름동 도서관|||200101
종촌동도서관||||공공도서관|044-301-6461|세종특별자치시 도움3로 125||||||||종촌동도서관|(종촌동) 종촌동복합커뮤니티센터 5층|||200101
한솔동도서관||||공공도서관|044-301-6161|세종특별자치시 노을3로 85||||||||한솔동도서관|한솔동주민자치센터 도서관|||200101
농소1동도서관||||공공도서관|052-241-7430|울산광역시 북구 동대15길 27||||||||농소1동도서관|(호계동) (농소1동도서관)|||200101
매곡도서관||||공공도서관|052-241-7472|울산광역시 북구 매곡로 138-19||||||||매곡도서관|(매곡동) 매곡도서관|||200101
명촌어린이도서관||||공공도서관|052-241-7460|울산광역시 북구 명촌12길 11||||||||명촌어린이도서관|(명촌동) 명촌문화센터 4층|||200101
약숫골도서관||||공공도서관|052-290-4170|울산광역시 중구 평산4길 38||||||||약숫골도서관|(약사동) 약사동주민센터|||200101
염포양정도서관||||공공도서관|052-241-7450|울산광역시 북구 염포로 685-1||||||||염포양정도서관|(염포동)|||200101
옥현어린이도서관||||공공도서관|052-226-2372|울산광역시 남구 옥현로58번길 40||||||||옥현어린이도서관||||200101
울산남구도산도서관||||공공도서관|052-226-5710||울산 남구 야음동 576-10|||||||울산남구도산도서관|(울산남구 번영로 54번길6)|||200101
울산남구신복도서관||||공공도서관|052-226-2365|울산광역시 남구 신복로72번길 18-13||||||||울산남구신복도서관|(무거동) 18-13|||200101
울산남부도서관||||공공도서관|052-259-7570|울산 남구 옥동 울산남부도서관 거마로 13번길 6||||||||울산남부도서관||||200101
울산농소3동도서관||||공공도서관|052-241-7440|울산광역시 북구 아진1로 47||||||||울산농소3동도서관|(천곡동) 47 (농소3동도서관)|||200101
울산동부도서관||||공공도서관|052-241-2300|울산광역시 동구 봉수로 505||||||||울산동부도서관|(서부동) 505 (울산동부도서관)|||200101
울산북구기적의도서관||||공공도서관|052-241-7420|울산광역시 북구 이화5길 29-13||||||||울산북구기적의도서관|(기적의도서관)|||200101
울산북구중앙도서관||||공공도서관|052-241-7407|울산광역시 북구 두부곡1길 9||||||||울산북구중앙도서관|(연암동) 울산북구중앙도서관|||200101
울산중부도서관||||공공도서관|052-210-6530||울산광역시 중구 시계탑거리 38|||||||울산중부도서관|(성남동) 지상 2~3층 임시중부도서관|||200101
울주도서관||||공공도서관|052-255-8170|울산광역시 울주군 언양읍 언양로 109||||||||울주도서관|울주도서관|||200101
울주문화예술회관/도서관||||공공도서관|052-229-9500|울산광역시 울주군 천상중앙길 36||||||||울주문화예술회관 도서관||||200101
울주선바위도서관||||공공도서관|052-211-5773|울산광역시 울주군 범서읍 점촌3길 40||||||||울주선바위도서관|점촌3길 40|||200101
울주옹기종기도서관||||공공도서관|052-239-7413|울산광역시 울주군 온양읍 온양로 13881||||||||울주옹기종기도서관||||200101
갈산도서관||||공공도서관|032-362-0261|인천광역시 부평구 주부토로 254||||||||갈산도서관|(갈산도서관)|||200101
강화군립도서관||||공공도서관|032-932-8264|인천광역시 강화군 강화읍 북문길9번길 18||||||||강화군립도서관||||200101
검단도서관||||공공도서관|032-561-4117|인천광역시 서구 완정로92번길 18||||||||검단도서관|(마전동) 검단도서관|||200101
검암도서관||||공공도서관|032-565-1610|인천광역시 서구 검암로20번길 20||||||||검암도서관|(검암동) 인천광역시 서구 검암로20번길 20 (검암동) 검암도서관|||200101
계양도서관||||공공도서관|032-540-4400|인천광역시 계양구 계양산로134번길 18||||||||계양도서관|(계산동 907-4) 18|||200101
관교어린이도서관||||공공도서관|032-880-4836|인천 남구 인하로 452||||||||관교어린이도서관|(관교동 13-1) 3층 관교어린이도서관|||200101
꿈벗도서관||||공공도서관|032-764-6111|인천광역시 중구 홍예문로 32||||||||꿈벗도서관|(송학동 3가 6-5)|||200101
내가도서관||||공공도서관|032-934-1528|인천광역시 강화군 내가면 강화서로 249||||||||내가도서관||||200101
독정골어린이도서관||||공공도서관|032-872-0043|인천 남구 용현동 인주대로 171번길 1||||||||독정골어린이도서관|(146-442)|||200101
동양도서관||||공공도서관|032-541-1800|인천광역시 계양구 당미길 31||||||||동양도서관|(동양동) 동양도서관|||200101
백령도서관||||공공도서관|032-899-3086|인천광역시 옹진군 백령로 260||||||||백령도서관|(백령도서관)|||200101
부개도서관||||공공도서관|032-505-0062|인천광역시 부평구 부일로83번길 46||||||||부개도서관|(부개동) 부일로 83번길 46 (부개2동 513-3)|||200101
부개어린이도서관||||공공도서관|032-505-1131|인천광역시 부평구 동수로 166||||||||부개어린이도서관|(3,4층)|||200101
부평기적의도서관||||공공도서관|032-505-0612|인천 부평구 부개동 길주남로 166||||||||부평기적의도서관||||200101
삼산도서관||||공공도서관|032-330-7012|인천광역시 부평구 부평북로 445||||||||삼산도서관|(삼산동) 삼산도서관|||200101
서운도서관||||공공도서관|032-556-8597||인천 계양구 서운동 55-155|||||||서운도서관||||200101
서창도서관||||공공도서관|032-453-5950|인천광역시 남동구 독곡로16번길 15||||||||서창도서관|서창도서관|||200101
석남도서관||||공공도서관|032-575-2600|인천광역시 서구 서달로137번길 6-12||||||||석남도서관|(석남동) 6 12 (석남도서관)|||200101
소래도서관||||공공도서관|032-453-5942|인천광역시 남동구 앵고개로 793||||||||소래도서관|소래도서관|||200101
송도국제기구도서관||||공공도서관|032-851-6650|인천광역시 연수구 아트센터대로 175||||||||송도국제기구도서관||||200101
송도국제어린이도서관||||공공도서관|032-749-8220||인천 연수구 송도동 2-1|||||||송도국제어린이도서관|(컨벤시아대로 43)|||200101
송림도서관||||공공도서관|032-770-6776|인천광역시 동구 새천년로 72||||||||송림도서관|(송림동) 동구 새천년로 72 (송림동 45-125)|||200101
숭의어린이도서관||||공공도서관|032-882-0182|인천광역시 남구 참외전로 304||||||||숭의어린이도서관|(숭의동) 숭의어린이도서관|||200101
신석도서관||||공공도서관|032-571-9457|인천광역시 서구 염곡로 299||||||||신석도서관|(석남동) 299 (석남동) 신석도서관|||200101
심곡도서관||||공공도서관|032-568-0133|인천광역시 서구 심곡로 31||||||||심곡도서관|(심곡동) 심곡도서관|||200101
쑥골어린이도서관||||공공도서관|032-880-7992|인천광역시 남구 염전로202번길 49||||||||쑥골어린이도서관|(도화동) (도화3동 805)|||200101
연수어린이도서관||||공공도서관|032-749-8200|인천광역시 연수구 먼우금로 164||||||||연수어린이도서관|(연수어린이도서관)|||200101
연수청학도서관||||공공도서관|032-749-8270|인천광역시 연수구 솔샘로 146||||||||연수청학도서관|(청학동) 솔샘로 146 (청학동 100-15)|||200101
영종하늘도서관||||공공도서관|032-746-9142|인천광역시 중구 하늘중앙로 132||||||||영종하늘도서관|영종하늘도서관|||200101
인천광역시/율목도서관||||공공도서관|032-770-3800|인천 중구 답동로 24번길 17||||||||인천광역시 율목도서관||||200101
인천광역시립수봉도서관||||공공도서관|032-870-9100|인천광역시 남구 경인로 218||||||||인천광역시립수봉도서관|(도화동) 경인로 218 (도화동 597-126번지) 수봉도서관|||200101
인천광역시립영종도서관||||공공도서관|032-745-6000|인천광역시 중구 영종대로 85||||||||인천광역시립영종도서관|(운서동) 인천광역시영종도서관|||200101
