##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
사당풍진/체육관||||태권도장|536-7157||서울 동작구 사당3동 169-8|||||||사당풍진 체육관||||20311
상도/체육관||||태권도장|826-1570||서울 동작구 상도4동 208-8|||||||상도 체육관|4층|||20311
성대/체육관||||태권도장|02-826-7809||서울 동작구 상도3동 299|||||||성대 체육관||||20311
올림픽체육관||||태권도장|542-5960||전남 진도군 진도읍 성내리 31-1|||||||올림픽체육관||||20311
드래곤태권도장||||태권도장|5445258||전남 진도군 진도읍 쌍정리 15-11|||||||드래곤태권도장||||20311
압해/무송체육관||||태권도장|061-271-5335||전라남도 신안군 압해읍 동서리 9-9|||||||압해 무송체육관||||20311
전라남도태권도||||태권도장||||||||||전라남도태권도||||20311
제3공병여단/111대대||||태권도장|0334604511|||||||||제3공병여단 111대대||||20311
제3공병여단/115대대||||태권도장||||||||||제3공병여단 115대대||||20311
제3공병여단/125대대||||태권도장|033-460-4811|||||||||제3공병여단 125대대||||20311
제3공병여단/137대대||||태권도장||||||||||제3공병여단 137대대||||20311
제3포병여단/93대대||||태권도장||||||||||제3포병여단 93대대||||20311
제3포병여단/379대대||||태권도장|033-460-5110|||||||||제3포병여단 379대대||||20311
제3포병여단/759대대||||태권도장|0000000000|||||||||제3포병여단 759대대||||20311
제3포병여단/833대대||||태권도장||||||||||제3포병여단 833대대||||20311
제3포병여단/877대대||||태권도장|033-460-5412|||||||||제3포병여단 877대대||||20311
제3포병여단/922대대||||태권도장||||||||||제3포병여단 922대대||||20311
제3포병여단/333관측대대||||태권도장||||||||||제3포병여단 333관측대대||||20311
삼산현대태권도||||태권도장|0522574200||울산광역시 남구 삼산동 1513-15|||||||삼산현대태권도||||20311
늘푸른경희대태권도장||||태권도장|832-0934||인천 연수구 옥련동 336-11|||||||늘푸른경희대태권도장|새마을금고 3층|||20311
글로벌태권도교육관||||태권도장|063-254-8881||전북 전주시 덕진구 동산동 643-3|||||||글로벌태권도교육관||||20311
부천나래체육관||||태권도장|032-671-0034||경기 부천시 오정구 원종동 377-4|||||||부천나래체육관||||20311
동광태권도체육관||||태권도장|031-671-1102||경기 안성시 중리동 616-1|||||||동광태권도체육관|동광A 상가 3층 303호|||20311
광주협회/체육관/2||||태권도장|0626823720|||||||||광주협회 체육관 2||||20311
동아대동주태권도||||태권도장|341-6778||부산광역시 사상구 주례3동 530-5|||||||동아대동주태권도|현대무지개상가2동 303호|||20311
비룡||||태권도장|2633-2922||서울 영등포구 양평동3가 17-1|||||||비룡|우림보보카운티 209호|||20311
태비태권도장||||태권도장|742-6268|경상남도 진주시 진양호로 325||||||||태비태권도장|(신안동)|||20311
고려태권도체육관||||태권도장|031-753-2123||경기 성남시 수정구 태평3동 3693-25|||||||고려태권도체육관|3층|||20311
한체대태권도아카데미||||태권도장|417-8220||경기 안산시 상록구 사동 1410-3|||||||한체대태권도아카데미|2층|||20311
애향태권도장||||태권도장|284-8677||전남 목포시 옥암동 1150|||||||애향태권도장|옥암주공단지내 상가 2층 201호|||20311
대통령태권도장||||태권도장|283-3113||옥암동 959-5|||||||대통령태권도장|2층|||20311
대현태권아카데미체육관||||태권도장|02-566-0600||서울 강남구 대치동 974|||||||대현태권아카데미체육관|현대상가 202호|||20311
한국체대녹양현대태권도||||태권도장|031-876-3181||경기 의정부시 녹양동 154-42|||||||한국체대녹양현대태권도|3층|||20311
송재호태권스쿨||||태권도장|749-0474||경기 성남시 중원구 은행2동 722-8|||||||송재호태권스쿨||||20311
고려체육관||||태권도장|2697-3756||서울 양천구 신월3동 161-13|||||||고려체육관||||20311
경희대/강남원/태권K/전문교육관||||태권도장|207-4556||인천 남구 문학동 346-17|||||||경희대 강남원 태권K 전문교육관|3층|||20311
현진키즈태권도||||태권도장|054-444-9799|경상북도 구미시 도봉로 76-47||||||||현진키즈태권도|2층|||20311
형제3태권도||||태권도장|628-7070||부산광역시 남구 용호4동 481-8|||||||형제3태권도|동방파크상가 301호|||20311
NEW코리아태권도아카데미||||태권도장|721-5655|경기도 성남시 중원구 제일로 37||||||||NEW코리아태권도아카데미|201호 (성남동)|||20311
용인대석사대하체육관||||태권도장|757-7687||경기 성남시 중원구 하대원동 136|||||||용인대석사대하체육관|2층|||20311
경희대/효/체육관||||태권도장|854-3211||서울 관악구 신림4동 503-9|||||||경희대 효 체육관||||20311
동아대현무태권도||||태권도장|055-314-7758||경남 김해시 장유면 삼문리 41-4|||||||동아대현무태권도||||20311
라이온킹태권도||||태권도장|477-7888||대전 서구 갈마동 265-31|||||||라이온킹태권도|4층|||20311
한양대태비태권도교육관||||태권도장|5885866||대구 달성군 다사읍 서재리 321-1|||||||한양대태비태권도교육관|신성서진흥더블파크 301동 2층 201호|||20311
계명대길태권도예절관||||태권도장|053-956-1020||대구 북구 대현동 316|||||||계명대길태권도예절관|3호 2층|||20311
하나체육관||||태권도장|862-2262||인천 남구 도화1동 538-67|||||||하나체육관||||20311
영광태권도장/1관||||태권도장|748-6369||제주 제주시 노형동 1056-1|||||||영광태권도장 1관||||20311
한양대청강/체육관||||태권도장|042-535-9077||대전 서구 용문동 225-7|||||||한양대청강 체육관||||20311
연세대한양체육관||||태권도장|031-499-3268|경기도 시흥시 평안상가3길 16||||||||연세대한양체육관|3층 (정왕동)|||20311
단국대인성태권도||||태권도장|031-385-4069||경기 안양시 동안구 비산2동 420-17|||||||단국대인성태권도|3층|||20311
미리내경희태권도||||태권도장|032-327-5688||경기 부천시 원미구 중동 1134-2|||||||미리내경희태권도|404호|||20311
대하체육관||||태권도장|042-621-5689||대전 대덕구 대화동 37-7|||||||대하체육관|세원상가 3층|||20311
계명대무림태권도||||태권도장|053-472-0019||대구 남구 이천동 455-41|||||||계명대무림태권도|(수도산5길 106)|||20311
세종태권도||||태권도장|822-3151||대전 유성구 장대동 354-9|||||||세종태권도|3F|||20311
새들뫼||||태권도장|042-285-4258||대전 동구 대동 164-1|||||||새들뫼|대동크리닉 605|||20311
코리아타이거태권도장||||태권도장|532-4239||전남 해남군 해남읍 해리 442-1|||||||코리아타이거태권도장||||20311
경북대석사제일태권도장||||태권도장|054-858-7922||경북 안동시 안막동 64-39|||||||경북대석사제일태권도장||||20311
성도/체육관||||태권도장|813-6784||서을 동작구 흑석2동 6-5|||||||성도 체육관||||20311
영수/체육관||||태권도장|025830858||서울 동작구 사당4동 266-7|||||||영수 체육관||||20311
영아/체육관||||태권도장|5973000||서울 동작구 사당5동 213-9|||||||영아 체육관||||20311
용인대문창/체육관||||태권도장|842-9090||서울 동작구 신대방동 618-14|||||||용인대문창 체육관||||20311
정진/체육관||||태권도장|02-824-6963||서울 동작구 상도3동 354-2|||||||정진 체육관||||20311
용인대/화랑||||태권도장|823-7581||서울 동작구 대방동 501|||||||용인대 화랑|(대림쇼핑 506)|||20311
천마/체육관||||태권도장|825-6783||서울 동작구 노량진2동 292-7|||||||천마 체육관||||20311
한국체대보라매/체육관||||태권도장|825-5614||서울 동작구 신대방2동 344-258|||||||한국체대보라매 체육관||||20311
고려/체육관||||태권도장|02-717-0170||서울 마포구 공덕1동 79-13|||||||고려 체육관|회순빌딩 4층|||20311
동교/체육관||||태권도장|334-5450|서울 마포구 월드컵로25길 68||||||||동교 체육관|2층 (망원동)|||20311
중앙||||태권도장|7176565||서울 마포구 마포동 195-1|||||||중앙||||20311
마포키즈/체육관||||태권도장|712-7333||서울 마포구 도화동 376|||||||마포키즈 체육관|현대2차아파트 상가2층|||20311
무궁화/체육관||||태권도장|336-7740||서울 마포구 연남동 566-64|||||||무궁화 체육관|지층|||20311
비룡총본관/체육관||||태권도장|335-7333|서울특별시 마포구 서강로 302||||||||비룡총본관 체육관||||20311
성산/체육관||||태권도장|02-303-2671||서울 마포구 중동 64-25|||||||성산 체육관||||20311
성서/체육관||||태권도장|3142-1740||서울 마포구 성산동 244-6|||||||성서 체육관||||20311
엘리트화랑/체육관||||태권도장|704-3625||서울 마포구 공덕동 38|||||||엘리트화랑 체육관|삼성레미안상가 401|||20311
연세월드아카데미||||태권도장|326-0115||서울 마포구 망원1동 403-21|||||||연세월드아카데미||||20311
용무/체육관||||태권도장|02-392-9000||서울 마포구 공덕동 182-13|||||||용무 체육관|2층|||20311
용인대영수/체육관||||태권도장|027164585||서울 마포구 용강동 494-32|||||||용인대영수 체육관||||20311
용인대한미/체육관||||태권도장|707-1483||서울 마포구 신공덕동 758|||||||용인대한미 체육관||||20311
한얼/체육관||||태권도장|7120545||서울 마포구 도화동 82|||||||한얼 체육관|우성상가 3층|||20311
경동/체육관||||태권도장|3226067||서울 서대문구 연희2동 78-1|||||||경동 체육관|3층|||20311
극동/체육관||||태권도장|312-9929||서울 서대문구 현저동 200|||||||극동 체육관|극동상가 503|||20311
꿈나무/체육관||||태권도장|739-7727||서울 서대문구 홍제2동 한양아파트상가 304|||||||꿈나무 체육관||||20311
남일/체육관||||태권도장|373-4619||서울 서대문구 남가좌1동 154-2|||||||남일 체육관||||20311
동삼/체육관||||태권도장|309-3725||서울 서대문구 남가좌2동 322-8|||||||동삼 체육관||||20311
문화/체육관||||태권도장|3950456/3943159||서울 서대문구 홍은2동 11-419|||||||문화 체육관|(홍은중앙길 173)|||20311
백련/체육관||||태권도장|3217-8731||서울 서대문구 홍은3동 190-42|||||||백련 체육관||||20311
북아현/체육관||||태권도장|363-6881||서울 서대문구 북아현동 130-36|||||||북아현 체육관||||20311
비룡/체육관||||태권도장|732-7333||서울 서대문구 홍제4동 105-80|||||||비룡 체육관|(통일로 34길 28-6)|||20311
비룡총본관/체육관||||태권도장|313-8333||서울 서대문구 북아현2동 1090|||||||비룡총본관 체육관|두산아파트상가 4층|||20311
삼성/체육관||||태권도장|375-8333||서울 서대문구 남가좌2동 377|||||||삼성 체육관|삼성아파트상가 307|||20311
선/체육관||||태권도장|02-396-4617||서울 서대문구 홍제동 361-35|||||||선 체육관|(지층)|||20311
스타/체육관||||태권도장|3217-6150||서울 서대문구 홍은1동 벽산상가 404|||||||스타 체육관||||20311
신촌/체육관||||태권도장|332-6427||서울 서대문구 창천동 57-3|||||||신촌 체육관||||20311
연세쌍룡/체육관||||태권도장|372-8389|서울 서대문구 증가로 199||||||||연세쌍룡 체육관|2층 (북가좌2동 286-18)|||20311
인왕/체육관||||태권도장|391-1984|서울 서대문구 통일로 410||||||||인왕 체육관|(홍제동) 3층|||20311
향산/체육관||||태권도장|372-7139||서울 서대문구 남가좌2동 346-24|||||||향산 체육관|3층|||20311
금강/체육관||||태권도장|02-537-0656|서울 서초구 동광로18길 13||||||||금강 체육관|(방배동,타래빌딩) 2층|||20311
대우/체육관||||태권도장|593-5426||서울 서초구 반포동 444-1|||||||대우 체육관|삼호가든상가|||20311
삼성레포츠/체육관||||태권도장|02-585-1955||서울 서초구 서초1동 1645|||||||삼성레포츠 체육관||||20311
삼호/체육관||||태권도장|599-5802||서울 서초구 방배본동 769-2|||||||삼호 체육관||||20311
서래/체육관||||태권도장|592-0592||서울 서초구 방배본동 766-34|||||||서래 체육관||||20311
경희대||||태권도장|536-0780||서울 서초구 서초4동 1684-1|||||||경희대|(서초쇼핑512)|||20311
서초월드/체육관||||태권도장|3482-6183||서울 서초구 서초4동 삼호아파트상가 4층 |||||||서초월드 체육관||||20311
설악2/체육관||||태권도장|02-3477-2220||서울 서초구 잠원동 50-2|||||||설악2 체육관||||20311
세심/체육관||||태권도장|582-8573||서울 서초구 방배1동 911-1|||||||세심 체육관||||20311
신반포/체육관||||태권도장|02-535-0010|서울 서초구 신반포로 100||||||||신반포 체육관|(반포동) 3층|||20311
쌍용/체육관||||태권도장|573-9856||서울 서초구 우면동 택지개발지구 4-13|||||||쌍용 체육관|세신상가 7층|||20311
웅비/체육관||||태권도장|599-0841||서울 서초구 잠원동 112|||||||웅비 체육관|(매일상가 303호)|||20311
원도/체육관||||태권도장|02-584-0501||서울 서초구 방배3동 1023-1|||||||원도 체육관||||20311
이수/체육관||||태권도장|582-0694||서울 서초구 방배동 437-15|||||||이수 체육관||||20311
정립/체육관||||태권도장|025855811||서울 서초구 방배3동 537-27|||||||정립 체육관||||20311
