##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
방화주안교회|합동||02-663-4291|서울시 강서구 방화1동 485-3 2/6`|김래수 목사|한국컴퓨터선교회
방화동중앙교회|기장||02-663-6630|서울시 강서구 방화1동 249-2|이승구 목사|한국컴퓨터선교회
배광교회|기감||02-2644-0191|서울시 강서구 화곡4동 809-1|황방남 목사|한국컴퓨터선교회
벧엘교회|대신||02-695-1003|서울시 강서구 화곡8동 407-2|오종근 목사|한국컴퓨터선교회
본향교회|고려||02-2604-9404|서울시 강서구 화곡6동 976-1 삼호빌딩 3층|황인섭 목사|한국컴퓨터선교회
사랑교회|기침||02-694-5641|서울시 강서구 화곡1동 421-1|조영주 목사|한국컴퓨터선교회
사랑교회|기침||02-654-9106|서울시 강서구 화곡4동 838-12|이승현 목사|한국컴퓨터선교회
사랑의교회|통합||02-661-5009|서울시 강서구 방화1동 246-26|이상철 목사|한국컴퓨터선교회
사랑의빛교회|대신||02-2605-6371|서울시 강서구 화곡본동 56-379|강귀명 목사|한국컴퓨터선교회
삼보중앙교회|합동정통||02-654-3424|서울시 강서구 화곡4동 781-1|김종국 목사|한국컴퓨터선교회
새벽별교회|대신||02-2602-0257|서울시 강서구 화곡2동 856-21|주영식 목사|한국컴퓨터선교회
새서울교회|합동||02-3661-9379|서울시 강서구 등촌동 629-2|유재덕 목사|한국컴퓨터선교회
새싹교회|합동개혁A||02-2648-6883|서울시 강서구 등촌2동 565-3|손기환 목사|한국컴퓨터선교회
새힘교회|고려개혁||02-3661-8642|서울시 강서구 등촌1동 154-80|백승훈 목사|한국컴퓨터선교회
샘물교회|합동정통||02-662-9482|서울시 강서구 방화2동 547-4|박삼환 목사|한국컴퓨터선교회
샘터교회|기성||02-3664-7503|서울시 강서구 염창동 251-2|전종호 목사|한국컴퓨터선교회
서울언약교회|개혁합신||02-2601-9333|서울시 강서구 화곡2동 394-29|김병학 목사|한국컴퓨터선교회
서울제일교회|고신||02-697-7960|서울시 강서구 화곡2동 834-8|박성규 목사|한국컴퓨터선교회
서울제자교회|기침||02-2605-7394|서울시 강서구 화곡동 348-12|김태곤 목사|한국컴퓨터선교회
서울중앙교회|하나님교회||02-663-1220|서울시 강서구 방화2동 616-16|한영길 목사|한국컴퓨터선교회
서일교회|합동||02-696-6409|서울시 강서구 화곡3동 1017-24|박헌명 목사|한국컴퓨터선교회
선교교회|기성||02-651-6826|서울시 강서구 등촌2동 514-10|이경선 목사|한국컴퓨터선교회
선교교회|대신||02-2603-9179|서울시 강서구 화곡8동 398-26|한영만 목사|한국컴퓨터선교회
선민교회|기감||02-2608-3001|서울시 강서구 화곡2동 865-8|김문철 목사|한국컴퓨터선교회
성광교회|개혁||02-665-4114|서울시 강서구 개화동 235-7|신성환 목사|한국컴퓨터선교회
성림교회|합동정통||02-693-3492|서울시 강서구 화곡7동 1087-5|정금량 목사|한국컴퓨터선교회
성목교회|통합||02-2602-5056|서울시 강서구 화곡6동 968-1|곽성만 목사|한국컴퓨터선교회
성문교회|합동중앙||02-696-3728|서울시 강서구 화곡7동 366-66|이선예 목사|한국컴퓨터선교회
성산교회|기감||02-695-4374|서울시 강서구 화곡1동 379-8|홍덕표 목사|한국컴퓨터선교회
성산교회|기감||02-665-7551|서울시 강서구 방화1동 330-15|차길윤 목사|한국컴퓨터선교회
성석교회|합동||02-2605-7070|서울시 강서구 화곡2동 836-1|최학곤 목사|한국컴퓨터선교회
성신제일교회|합동개신||02-2605-5816|서울시 강서구 화곡6동 993-22|유진원 목사|한국컴퓨터선교회
성암교회|기침||02-694-6390|서울시 강서구 화곡1동 923-13|위윤재 목사|한국컴퓨터선교회
성원교회|합동||02-662-6738|서울시 강서구 방화1동 195|배준식 목사|한국컴퓨터선교회
성은교회|개혁||02-663-5609|서울시 강서구 방화1동 260-20|홍대선 목사|한국컴퓨터선교회
성전교회|합동||02-668-4688|서울시 강서구 가양2동 도시개발A 5단지A상가301호|국병환 목사|한국컴퓨터선교회
성지교회|기감||02-653-1004|서울시 강서구 등촌2동 511-2|오종복 목사|한국컴퓨터선교회
성지교회|합동||02-659-9388|서울시 강서구 가양2동 1479-3|안정현 목사|한국컴퓨터선교회
성지교회|예장||02-664-4987|서울시 강서구 방화2동 598-88|윤지원 목사|한국컴퓨터선교회
성지교회|합동||02-665-0806|서울시 강서구 방화2동 605-1|윤진현 목사|한국컴퓨터선교회
성천교회|고신개혁||02-658-8643|서울시 강서구 등촌3동 696-1새한프라자|심진석 목사|한국컴퓨터선교회
성현교회|기감||02-659-4471|서울시 강서구 가양2동 1479-6|이영태 목사|한국컴퓨터선교회
성화교회|예성||02-691-0845|서울시 강서구 화곡3동 1032-9|백병도 목사|한국컴퓨터선교회
소망교회|대신||02-2608-6871|서울시 강서구 화곡본동 55-1|오영석 목사|한국컴퓨터선교회
소망교회|합동보수B||02-2602-4577|서울시 강서구 화곡6동 1096-1|최순길 목사|한국컴퓨터선교회
소망교회|개혁||02-664-3572|서울시 강서구 방화3동 324-1|정래홍 목사|한국컴퓨터선교회
소망교회|합동개혁B||02-651-4669|서울시 강서구 등촌2동 507-1|김영규 목사|한국컴퓨터선교회
소망교회|보수합동||02-3664-8338|서울시 강서구 염창동 96-3 동진연립 마동 106호|김덕수 목사|한국컴퓨터선교회
수도교회|합동중앙||02-690-8598|서울시 강서구 화곡5동 1049-44|박혜정 목사|한국컴퓨터선교회
수정교회|대신||02-664-0980|서울시 강서구 등촌동 대림A|이강섭 목사|한국컴퓨터선교회
승리교회|대신||02-668-1161|서울시 강서구 가양동 69-1도시개발A상가|정성진 목사|한국컴퓨터선교회
승문교회|대신||02-2603-0191|서울시 강서구 화곡7동 351-63|김장대 목사|한국컴퓨터선교회
시민교회|합동||02-3663-2739|서울시 강서구 염창동 63|성춘경 목사|한국컴퓨터선교회
시온교회|기성||02-665-1431|서울시 강서구 방화2동 612-144|이병술 목사|한국컴퓨터선교회
시온산교회|개혁||02-2616-1004|서울시 강서구 화곡동 353-24|이종성 목사|한국컴퓨터선교회
신광교회|합동정통||02-665-5251|서울시 강서구 방화1동 287-12|조종화 목사|한국컴퓨터선교회
신광교회|기장||02-3663-0691|서울시 강서구 등촌3동 706-2|유정성 목사|한국컴퓨터선교회
신남교회|기감||02-667-0192|서울시 강서구 방화2동 택지지구 종교부지 854|김기선 목사|한국컴퓨터선교회
신복교회|합동||02-691-0016|서울시 강서구 화곡3동 1045-2 11/4|김인권 목사|한국컴퓨터선교회
신성교회|합동||02-662-0803|서울시 강서구 공항동 2-4|김경완 목사|한국컴퓨터선교회
신애제일교회|기감||02-658-0091|서울시 강서구 등촌3동 698 서로얄프라자|오일환 목사|한국컴퓨터선교회
신일교회|합동보수||02-662-3462|서울시 강서구 방화1동 217-58|박영희 목사|한국컴퓨터선교회
신한교회|합동||02-2645-4229|서울시 강서구 화곡4동 800-10|곽성실 목사|한국컴퓨터선교회
아름다운교회|개혁||02-653-5501|서울시 강서구 화곡4동 788-39|이경준 목사|한국컴퓨터선교회
안디옥교회|예성||02-3664-6924|서울시 강서구 내발산2동 673-1|신화석 목사|한국컴퓨터선교회
양천교회|기장||02-658-1472|서울시 강서구 가양동 247|최희암 목사|한국컴퓨터선교회
에덴교회|합동중앙||02-2604-4724|서울시 강서구 화곡동 1081-36|양희태 목사|한국컴퓨터선교회
에바다교회|합동정통||02-694-3951|서울시 강서구 화곡3동 1047-5|최광성 목사|한국컴퓨터선교회
엘림교회|합동||02-2647-1004|서울시 강서구 염창동 56-2|천석봉 목사|한국컴퓨터선교회
연세교회|통합||02-3662-9474|서울시 강서구 등촌3동 695-2 주공5단지상가|정원섭 목사|한국컴퓨터선교회
열린교회|통합||02-2602-4806|서울시 강서구 화곡6동 976-7|이장선 목사|한국컴퓨터선교회
열린교회|통합||02-666-0691|서울시 강서구 방화3동 방화상업지구 5-1 금강프라자5층 509호|민경선 목사|한국컴퓨터선교회
염창교회|기감||02-3665-4476~80|서울시 강서구 염창동 264-30|장광영 목사|한국컴퓨터선교회
염창제일교회|합동||02-3664-4469|서울시 강서구 염창동 97-24|김천사 목사|한국컴퓨터선교회
영광교회|합동||02-690-3133|서울시 강서구 화곡1동 382-39|김상찬 목사|한국컴퓨터선교회
영광교회|호헌||02-3661-6749|서울시 강서구 등촌동 647-9|이계원 목사|한국컴퓨터선교회
영광교회|기감연합||02-2601-9399|서울시 강서구 화곡동 1059-5|이강섭 목사|한국컴퓨터선교회
영광교회|기성||02-3663-5271|서울시 강서구 등촌3동 680-5|이석종 목사|한국컴퓨터선교회
영림교회|총합||02-3661-7061|서울시 강서구 염창동 20-3 늘푸른아파트상가|곽근열 목사|한국컴퓨터선교회
영보교회|호헌||02-2605-9782|서울시 강서구 화곡7동 370-7|손영일 목사|한국컴퓨터선교회
영생교회|기감||02-3665-5551|서울시 강서구 내발산2동 702-12|김보영 목사|한국컴퓨터선교회
영성교회|합동||02-661-8541|서울시 강서구 방화3동 8단지 개화상가 205호|구영삼 목사|한국컴퓨터선교회
영신교회|통합||02-665-4000|서울시 강서구 방화3동 805|최규철 목사|한국컴퓨터선교회
영화교회|개혁합신||02-659-0710|서울시 강서구 가양동택지개발지구12-1B동신상가|홍남표 목사|한국컴퓨터선교회
예배자교회|기감연합||02-703-7412|서울시 강서구 화곡본동 970-1|강중구 목사|한국컴퓨터선교회
예본교회|통합||02-3664-7068|서울시 강서구 염창동 249-15|조영래 목사|한국컴퓨터선교회
예사랑교회|대신||02-691-3166|서울시 강서구 화곡5동 84-2|한용근 목사|한국컴퓨터선교회
예은교회|기하성||02-693-6490|서울시 강서구 화곡7동 371-42|임명숙 목사|한국컴퓨터선교회
예찬교회|장신||02-693-7795|서울시 강서구 화곡8동 341-1|김흥민 목사|한국컴퓨터선교회
예향교회|통합||02-695-5919|서울시 강서구 화곡6동 1133-8|박재열 목사|한국컴퓨터선교회
오곡교회|기감||02-666-2529|서울시 강서구 방화1동 택지개발지구7BL|송인정 목사|한국컴퓨터선교회
온누리평화교회|합동||02-663-1228|서울시 강서구 방화2동 852 방화12단지 A 1203-1209|조성재 목사|한국컴퓨터선교회
우남교회|기감||02-2605-4793|서울시 강서구 화곡5동 79|오세도 목사|한국컴퓨터선교회
은강교회|기침||02-665-9237|서울시 강서구 외발산동 187|방호선 목사|한국컴퓨터선교회
은광교회|합동중앙||02-692-6987|서울시 강서구 화곡본동 970-18|유선희 목사|한국컴퓨터선교회
은석교회|기하성||02-655-0291|서울시 강서구 염창동 182-14|고충진 목사|한국컴퓨터선교회
은애교회|합동중앙||02-651-6669|서울시 강서구 등촌2동 523-7|김상금 목사|한국컴퓨터선교회
은총교회|대신||02-698-2780|서울시 강서구 화곡2동 867-11|정종진 목사|한국컴퓨터선교회
의신교회|합동||02-692-8563|서울시 강서구 화곡동 884-18|송인철 목사|한국컴퓨터선교회
인광교회|기침||02-3663-5128|서울시 강서구 염창동 283-1|정영길 목사|한국컴퓨터선교회
일신교회|합동보수C||02-3661-3088|서울시 강서구 등촌1동 646-21|림규홍 목사|한국컴퓨터선교회
임마누엘교회|통합||02-658-5138|서울시 강서구 등촌3동 부영A 303|이영석 목사|한국컴퓨터선교회
임마누엘교회|기하성||02-663-4643|서울시 강서구 방화동 186-11|주정옥 목사|한국컴퓨터선교회
임마누엘교회|합동진리||02-2643-8872|서울시 강서구 화곡4동 801-14|정덕화 목사|한국컴퓨터선교회
임마누엘교회|보수개혁||02-694-7486|서울시 강서구 내발산동 660-14|서수원 목사|한국컴퓨터선교회
제일교회|기하성B||02-662-8458|서울시 강서구 공항동 675|구세광 목사|한국컴퓨터선교회
제일교회|예수교회총회||02-2644-2188|서울시 강서구 화곡4동 488-49|이영근 목사|한국컴퓨터선교회
제일영광교회|합동||02-659-4043|서울시 강서구 가양2동 가양A410/1009|정  택 목사|한국컴퓨터선교회
제자교회|합동정통||02-664-3317|서울시 강서구 방화2동 583-51 옥주맨션 13-401|김용권 목사|한국컴퓨터선교회
제자삼는교회|고신||02-663-0294|서울시 강서구 방화1동 262-27|나종열 목사|한국컴퓨터선교회
주님의교회|예성||02-692-4659|서울시 강서구 화곡7동 1083|김현기 목사|한국컴퓨터선교회
주님의교회|합동보수B||02-3661-0072|서울시 강서구 마곡동 423 신안A|신대범 목사|한국컴퓨터선교회
주사랑교회|합동||02-662-9679|서울시 강서구 내발산동 678-20|김경희 목사|한국컴퓨터선교회
주신교회|그리스도||02-2604-0873|서울시 강서구 방화2동 535-14|최태임 목사|한국컴퓨터선교회
주신교회|통합||02-663-1211|서울시 강서구 방화동 579-1|이우철 목사|한국컴퓨터선교회
주심교회|합동보수||02-884-2982|서울시 강서구 화곡4동 820-31|성재환 목사|한국컴퓨터선교회
주찬양교회|대신||02-664-2480|서울시 강서구 방화동 249-5|명노건 목사|한국컴퓨터선교회
주향교회|대신||02-664-0691|서울시 강서구 방화1동 산 89-1|김홍대 목사|한국컴퓨터선교회
중앙교회|합동정통||02-665-2074|서울시 강서구 내발산1동 687-13|오동석 목사|한국컴퓨터선교회
지남교회|합동||02-659-8255|서울시 강서구 가양동 1457|노윤호 목사|한국컴퓨터선교회
진광교회|합동||02-2608-4564|서울시 강서구 화곡본동 98-154|사태원 목사|한국컴퓨터선교회
진성교회|합동||02-662-7871|서울시 강서구 방화1동 580-53|강기옥 목사|한국컴퓨터선교회
진솔교회|합동정통||02-659-3546|서울시 강서구 가양2동 도시개발A 402-1204|김태식 목사|한국컴퓨터선교회
찬양교회|통합||02-2605-7045|서울시 강서구 화곡6동 987-6|오기환 목사|한국컴퓨터선교회
창대교회|합동정통||02-2607-3977|서울시 강서구 등촌2동 533-57|조남중 목사|한국컴퓨터선교회
창대교회|기하성B||02-654-3424|서울시 강서구 화곡4동 781-1|최선옥 목사|한국컴퓨터선교회
창조교회|합동정통||02-665-5561|서울시 강서구 내발산1동 694-16|박춘성 목사|한국컴퓨터선교회
천광교회|대신||02-698-1793|서울시 강서구 화곡3동 1024-9|안연중 목사|한국컴퓨터선교회
천성교회|합동||02-659-2111|서울시 강서구 화곡7동 353-26|김은주 목사|한국컴퓨터선교회
천양교회|통합||02-668-4603|서울시 강서구 화곡5동 1010 천사종합복지원|유동곤 목사|한국컴퓨터선교회
청종교회|합동||02-3662-9191|서울 강서구 가양동 33-6호|심종운 목사|한국컴퓨터선교회
초원교회|합동||02-658-0161|서울시 강서구 등촌3동 687-5|우종호 목사|한국컴퓨터선교회
초원의교회|합동||02-663-2195|서울시 강서구 방화동 608-62|김근호 목사|한국컴퓨터선교회
충성교회|대신||02-663-6926|서울시 강서구 방화2동 588-16|하제윤 목사|한국컴퓨터선교회
충신교회|합동정통||02-696-6455|서울시 강서구 가양동 주공A 102-1302|김명식 목사|한국컴퓨터선교회
충인교회|호헌||02-651-3302|서울시 강서구 등촌2동 523-9|최종철 목사|한국컴퓨터선교회
평강교회|개혁||02-658-8003|서울시 강서구 가양3동 1488-11|박윤길 목사|한국컴퓨터선교회
평안교회|기성||02-695-1400|서울시 강서구 화곡2동 163-36|안상천 목사|한국컴퓨터선교회
평안교회|개혁||02-658-2285|서울시 강서구 등촌동1단지주공A|김홍식 목사|한국컴퓨터선교회
평안교회|고려개혁||02-2608-0853|서울시 강서구 화곡4동 822-15 상은 202호|안병삼 목사|한국컴퓨터선교회
평안교회|하나님교회||02-662-4996|서울시 강서구 마곡동 7-12|김희철 목사|한국컴퓨터선교회
평안교회|합동||02-567-8987|서울시 강서구 화곡7동 351-89 하이츠A2/1202|김일천 목사|한국컴퓨터선교회
평화교회|합동정통||02-666-1229|서울시 강서구 방화1동 485-3|박광수 목사|한국컴퓨터선교회
포도원교회|합동중앙||02-2608-3132|서울시 강서구 화곡5동 1060-39|정영임 목사|한국컴퓨터선교회
하나님의교회|대신||02-2606-1144|서울시 강서구 화곡2동 333-36|윤춘신 목사|한국컴퓨터선교회
하늘빛교회|합동총회||02-658-6550|서울시 강서구 등촌3동 주공A|김정개 목사|한국컴퓨터선교회
한마을교회|기감||02-696-3949|서울시 강서구 내발산동 720-16|박성호 목사|한국컴퓨터선교회
한몸교회|기감||02-694-9853|서울시 강서구 화곡6동 1103-2|김현욱 목사|한국컴퓨터선교회
한밀교회|합동보수B||02-2601-5594|서울시 강서구 화곡7동 327-87 우성A 2-202|김성진 목사|한국컴퓨터선교회
한사랑교회|개혁합신||02-692-5189|서울시 강서구 화곡3동 1020-17|장만식 목사|한국컴퓨터선교회
한산교회|합동||02-2644-7047|서울시 강서구 등촌2동 512-7|김홍섭 목사|한국컴퓨터선교회
한빛교회|기감||02-2667-0579|서울시 강서구 방화1동 246-9|김요중 목사|한국컴퓨터선교회
한빛교회|개혁||02-2602-3004|서울시 강서구 화곡1동 927-5|김영돈 목사|한국컴퓨터선교회
한빛교회|고신||02-693-1554|서울시 강서구 화곡8동 339-2|한성기 목사|한국컴퓨터선교회
한사랑교회|합동||02-2606-6702|서울시 강서구 화곡동 353-1|조호칠 목사|한국컴퓨터선교회
한성교회|기장||02-663-6594|서울시 강서구 방화동 572-10|백형기 목사|한국컴퓨터선교회
한신제일교회|합동개혁A||02-3663-3070|서울시 강서구 등촌동B블럭부영A|윤재언 목사|한국컴퓨터선교회
할렐루야교회|개혁||02-662-7371|서울시 강서구 가양1동 175-20|신모세 목사|한국컴퓨터선교회
혜현교회|통합||02-663-6489|서울시 강서구 방화3동 838|이무길 목사|한국컴퓨터선교회
호민교회|호헌||02-2603-9891|서울시 강서구 화곡6동 954-13|정동진 목사|한국컴퓨터선교회
화곡교회|기성||02-695-6888|서울시 강서구 화곡2동 896-18|김성호 목사|한국컴퓨터선교회
화곡교회|기하성||02-2601-3100|서울시 강서구 화곡7동 372-4|권부현 목사|한국컴퓨터선교회
화곡교회|개혁합신||02-692-0129|서울시 강서구 화곡5동 111-57|한상덕 목사|한국컴퓨터선교회
화곡샘터교회|하나님교회||02-2602-5112|서울시 강서구 화곡본동 56-97|한영훈 목사|한국컴퓨터선교회
화곡소망교회|합동정통||02-699-3678|서울시 강서구 화곡7동 371-60|신대권 목사|한국컴퓨터선교회
화곡소망교회|대신||02-2602-7583|서울시 강서구 화곡5동 84-7|엄형섭 목사|한국컴퓨터선교회
화곡신원교회|통합||02-699-4413|서울시 강서구 화곡6동 996-1|강희영 목사|한국컴퓨터선교회
화곡제일교회|기침||02-2602-3663|서울시 강서구 화곡본동 29-71|이상운 목사|한국컴퓨터선교회
화곡중앙교회|통합||02-2602-6627|서울시 강서구 화곡본동 105-456|심근택 목사|한국컴퓨터선교회
화곡중앙교회|기성||02-696-0938|서울시 강서구 화곡7동 372-72|김동윤 목사|한국컴퓨터선교회
화곡중앙교회|예성||02-654-1876|서울시 강서구 화곡4동 772-73|윤상희 목사|한국컴퓨터선교회
화곡중앙교회|기침||02-691-9092|서울시 강서구 화곡1동 425-10|신순철 목사|한국컴퓨터선교회
화동교회|통합||02-2608-0507|서울시 강서구 화곡2동 849-14|최덕운 목사|한국컴퓨터선교회
화성교회|개혁합신||02-2606-7701|서울시 강서구 화곡동 46-228|김기영 목사|한국컴퓨터선교회
화평교회|예장||02-662-4319|서울시 강서구 방화1동 217-145|정남열 목사|한국컴퓨터선교회
화평제일교회|합동진리||02-652-4115|서울시 강서구 화곡4동 838-1|엄주갑 목사|한국컴퓨터선교회
흰돌교회|합동중앙||02-663-7698|서울시 강서구 공항동 21-8|권성수 목사|한국컴퓨터선교회
강남교회|보수개혁||02-886-2582|서울시 관악구 신림6동 384-23|김엘리야 목사|한국컴퓨터선교회
성신인성교회|보수합동||02-854-0133|서울시 관악구 신림12동 741-2|노상호 목사|한국컴퓨터선교회
강남중앙교회|합동||02-874-7171|서울시 관악구 봉천3동 1002 관악현대A 정문|윤석봉 목사|한국컴퓨터선교회
강남중앙교회|개혁||02-884-0046|서울시 관악구 신림6동 398-2|김순석 목사|한국컴퓨터선교회
강림교회|합동정통||02-875-8849|서울시 관악구 봉천6동 37-83 대도A|강세용 목사|한국컴퓨터선교회
강성교회|기성||02-877-0341|서울시 관악구 신림9동 1525-4|전종구 목사|한국컴퓨터선교회
경천교회|통합||02-877-7065|서울시 관악구 봉천1동 645-85|김순권 목사|한국컴퓨터선교회
고향교회|통합||02-872-0788|서울시 관악구 신림10동 320|김기운 목사|한국컴퓨터선교회
관악교회|기감||02-871-2451|서울시 관악구 봉천4동 897-10|이정석 목사|한국컴퓨터선교회
관악교회|기성||02-877-9676|서울시 관악구 신림2동 408-11|민명구 목사|한국컴퓨터선교회
관악교회|통합||02-851-7761|서울시 관악구 신림1동 1602-1|고환규 목사|한국컴퓨터선교회
관악교회|기장||02-856-4367|서울시 관악구 신림7동 679-1|문성일 목사|한국컴퓨터선교회
관악중앙교회|통합||02-888-3305|서울시 관악구 신림6동 403-11|이재철 목사|한국컴퓨터선교회
관악중앙교회|기감||02-877-0929|서울시 관악구 봉천5동 492-75|강홍식 목사|한국컴퓨터선교회
관악중앙교회|개혁합신||02-885-3196|서울시 관악구 봉천6동 66-193|윤동호 목사|한국컴퓨터선교회
광동교회|통합||02-877-0275|서울시 관악구 봉천6동 1681-24|박평주 목사|한국컴퓨터선교회
광명교회|합동중앙||02-886-1638|서울시 관악구 신림5동 1419-10|황재백 목사|한국컴퓨터선교회
광현교회|개혁||02-884-4510|서울시 관악구 신림5동 1429-2|김원식 목사|한국컴퓨터선교회
낙원제일교회|합동||02-859-8653|서울시 관악구 신림8동 1656|박남선 목사|한국컴퓨터선교회
난곡신일교회|통합||02-855-3644~5|서울 관악구 신림12동 606-4|이은성 목사|한국컴퓨터선교회
난곡제일교회|합동||02-861-1561|서울시 관악구 신림3동 610-272|박보근 목사|한국컴퓨터선교회
난곡중앙교회|합동||02-853-0778|서울시 관악구 신림동 670|김반석 목사|한국컴퓨터선교회
난곡평강교회|합동||02-855-2872|서울시 관악구 신림3동 612-33|최명산 목사|한국컴퓨터선교회
남부교회|합동||02-856-2202|서울시 관악구 신림4동 481-7|윤창규 목사|한국컴퓨터선교회
남부시온교회|대신||02-804-8279|서울시 관악구 신림3동 611-135|윤영덕 목사|한국컴퓨터선교회
남부제일교회|합동정통||02-872-1471|서울시 관악구 봉천4동 1581-1|강기찬 목사|한국컴퓨터선교회
남부중앙교회|합동||02-854-0876|서울시 관악구 신림4동 507-20|박영환 목사|한국컴퓨터선교회
남부중앙교회|기감||02-878-1671|서울시 관악구 신림본동 1640-29|최명묵 목사|한국컴퓨터선교회
남서울교회|대신||02-878-2303|서울시 관악구 봉천본동 958-15|고수영 목사|한국컴퓨터선교회
남현교회|기성||02-588-3582|서울시 관악구 남현동 1066-3|봉영찬 목사|한국컴퓨터선교회
남현중앙교회|합동||02-583-9191|서울시 관악구 남현동 1059-8|윤중식 목사|한국컴퓨터선교회
노아교회|예성||02-851-5710|서울시 관악구 신림4동 526-6|노희수 목사|한국컴퓨터선교회
늘사랑교회|합동||02-889-8663|서울시 관악구 봉천1동 968-34|양태선 목사|한국컴퓨터선교회
늘사랑교회|개혁||02-872-5245|서울시 관악구 신림2동 406-69|신웅선 목사|한국컴퓨터선교회
늘사랑교회|기하성||02-862-1686|서울시 관악구 신림1동 1586-5|김재동 목사|한국컴퓨터선교회
늘푸른복음교회|기하성||02-858-5118|서울시 관악구 신림본동 412-366|정도근 목사|한국컴퓨터선교회
다락방교회|통합||02-877-7756|서울시 관악구 신림2동 103-7|김길동 목사|한국컴퓨터선교회
당곡교회|개혁||02-884-2553|서울시 관악구 봉천1동 963-3|서금석 목사|한국컴퓨터선교회
대서울교회|합동||02-873-2941|서울시 관악구 신림6동 1513-4|손재명 목사|한국컴퓨터선교회
대선교회|합동||02-884-3837|서울시 관악구 봉천7동 1620-9|조준현 목사|한국컴퓨터선교회
대흥교회|기침||02-859-5152|서울시 관악구 신림11동 1568-5|김병옥 목사|한국컴퓨터선교회
덕산교회|합동||02-884-6692|서울시 관악구 봉천3동 1-76|박송걸 목사|한국컴퓨터선교회
독산중앙교회|기성||02-855-9923|서울시 관악구 신림8동 1669-3 은혜빌딩|염완용 목사|한국컴퓨터선교회
동부교회|합동||02-854-2997|서울시 관악구 신림1동1606-10|조만구 목사|한국컴퓨터선교회
동부교회|기감||02-877-0098|서울시 관악구 봉천6동 1688-12|현혜광 목사|한국컴퓨터선교회
동산교회|합동||02-851-9091|서울시 관악구 신림1동 1631-12|유영빈 목사|한국컴퓨터선교회
동산교회|기감||02-871-1004|서울시 관악구 봉천본동 951-7|노일헌 목사|한국컴퓨터선교회
만남의교회|합동정통||02-886-6894|서울시 관악구 봉천5동 101-105|김양수 목사|한국컴퓨터선교회
만남의교회|통합||02-882-9985|서울시 관악구 봉천본동 959-11|백열승 목사|한국컴퓨터선교회
만민선교교회|기감||02-3281-0691|서울시 관악구 신림3동 614-18|김창기 목사|한국컴퓨터선교회
말씀제일교회|대신||02-889-3178|서울시 관악구 봉천본동 956-2|홍성준 목사|한국컴퓨터선교회
명성교회|합동||02-879-2844|서울시 관악구 봉천8동 1533-2|김인환 목사|한국컴퓨터선교회
목림교회|개혁||02-882-7090|서울시 관악구 봉천11동 1630-15|노성수 목사|한국컴퓨터선교회
목양교회|개혁||02-864-1889|서울시 관악구 신림1동 412-342 금호4차 402|김홍식 목사|한국컴퓨터선교회
문성교회|합동||02-864-5879|서울시 관악구 신림1동 1587-29|신영재 목사|한국컴퓨터선교회
미쁜교회|대신||02-878-7781|서울시 관악구 봉천4동 1571-18|이봉현 목사|한국컴퓨터선교회
반석교회|개혁||02-874-4853|서울시 관악구 봉천4동 1577-17|곽정주 목사|한국컴퓨터선교회
반석교회|보수합동||02-877-2261|서울시 관악구 봉천7동 1610-18|김홍관 목사|한국컴퓨터선교회
백향목교회|기침||02-882-4703|서울시 관악구 신림2동 98-241|전찬주 목사|한국컴퓨터선교회
베데스다교회|기하성B||02-816-7167|서울시 관악구 신림6동 362-42|장윤희 목사|한국컴퓨터선교회
벧엘교회|합동||02-877-1220|서울시 관악구 봉천2동 41-23|심상희 목사|한국컴퓨터선교회
벧엘교회|합동||02-876-8521|서울시 관악구 봉천1동 715-9코오롱맨션|이훈창 목사|한국컴퓨터선교회
벧엘중앙교회|합동정통||02-853-3275|서울시 관악구 신림1동 1625-14|고영욱 목사|한국컴퓨터선교회
보라매교회|예성||02-872-2638|서울시 관악구 봉천1동 706-18|백승용 목사|한국컴퓨터선교회
본향교회|기침||02-884-3386|서울시 관악구 신림9동 1514-9|이대훈 목사|한국컴퓨터선교회
봉성교회|합동||02-878-4785|서울시 관악구 봉천2동 7-81|김영길 목사|한국컴퓨터선교회
봉신교회|합동||02-875-0203|서울시 관악구 봉천5동 480-44|이광원 목사|한국컴퓨터선교회
봉신중앙교회|합동||02-872-3462|서울시 관악구 봉천8동 1538-15|이   홍 목사|한국컴퓨터선교회
봉일교회|기성||02-877-0314|서울시 관악구 봉천6동 64-7|김태범 목사|한국컴퓨터선교회
봉일교회|합동||02-884-0725|서울시 관악구 봉천5동 478-26|김광규 목사|한국컴퓨터선교회
봉천교회|통합||02-876-9191|서울시 관악구 봉천4동 862-12|박영선 목사|한국컴퓨터선교회
봉천교회|기감||02-877-6646|서울시 관악구 봉천2동 40-4|박정수 목사|한국컴퓨터선교회
봉천교회|합동||02-874-0675|서울시 관악구 봉천4동 1590-2|전광학 목사|한국컴퓨터선교회
봉천교회|기하성||02-871-0080|서울시 관악구 봉천3동 37-56|정원희 목사|한국컴퓨터선교회
봉천교회|기침||02-871-0576|서울시 관악구 봉천10동 459-87|심의진 목사|한국컴퓨터선교회
봉천동교회|합동||02-887-5472|서울시 관악구 봉천동 661-31|김진달 목사|한국컴퓨터선교회
봉천반석교회|호헌||02-883-3052|서울시 관악구 봉천3동 14|김종환 목사|한국컴퓨터선교회
