##NAME|SUBNAME|TELNUM|NEWADDR|IDX|FATHER|WEBSITE|ORGNAME|SOURCE2@@교회
은현교회||051-582-6533|부산광역시 금정구 금강로 682-3|3251|||은현|대한예수교장로회총회
꿈꾸는교회||063-244-0322|전라북도 전주시 덕진구 인후5길 21-4  (인후동1가)|3249|박현규 담임목사||꿈꾸는|대한예수교장로회총회
세계선교교회||02-2298-1925|서울특별시 성동구 고산자로12길 11-1  (행당동, 대성빌라)|3248|최영혜 담임목사||세계선교|대한예수교장로회총회
한우리선교교회||055-331-8702|경상남도 김해시 상동면 동북로473번길 250-37|3247|김성함 담임목사||한우리선교|대한예수교장로회총회
주하나교회||055-312-8252|경상남도 김해시 월산로 13-11 유성빌딩 501호 (부곡동)|3246|박희진 담임목사||주하나|대한예수교장로회총회
은혜로교회||051-265-0691|부산광역시 사하구 괴정로 179  (괴정동)|3245|장기성 담임목사||은혜로|대한예수교장로회총회
비전교회||051-262-5191|부산광역시 사하구 다대로 527  (다대동)|3243|고재성 담임목사||비전|대한예수교장로회총회
행복한교회||055-313-0191|경상남도 김해시 번화2로 6 아쿠아트윈 A동 501호 (삼문동)|3242|양운경 담임목사|http://www.khappy.com|행복한|대한예수교장로회총회
새샘교회||053-568-5778|대구광역시 서구 와룡로100길 45  (이현동)|3241|김은봉 담임목사||새샘|대한예수교장로회총회
할렐루야교회||053-565-0191|대구광역시 달서구 용산로 254 (2층) (용산동, 용산블루빌타운)|3240|이승진 담임목사|http://www.hchurch.or.kr|할렐루야|대한예수교장로회총회
동문교회||031-866-5144|경기도 양주시 율정로247번길 42-19|3239|민기태 담임목사||동문|대한예수교장로회총회
일산산돌교회||031-977-0953|경기도 고양시 일산동구 문봉길 12 2층 (문봉동)|3238|이정원 담임목사||일산산돌|대한예수교장로회총회
주마음교회||031-975-1604|경기도 고양시 일산동구 고봉로620번길 52-32 2-403호 (성석동, 명진쉐르빌)|3237|임성빈 담임목사||주마음|대한예수교장로회총회
샘솟는교회||051-514-0384|부산광역시 금정구 중앙대로1893번길 13  (구서동)|3236|윤철명 담임목사||샘솟는|대한예수교장로회총회
아름다운교회||031-868-9125|경기도 동두천시 원터강변로 34 유진빌라 2층 (동두천동)|3235|장만근 담임목사||아름다운|대한예수교장로회총회
좋은이웃교회||02-353-9081|경기도 양주시 덕정2길 19-9 (덕정동, 좋은이웃교회 3층) (덕정동)|3234|한성수 담임목사||좋은이웃|대한예수교장로회총회
꿈이있는교회||062-675-1711|광주광역시 남구 회재로 1178 703호 (주월동, 서남하이츠아파트)|3232|신민섭 담임목사||꿈이있는|대한예수교장로회총회
빛들의교회||062-653-9135|광주광역시 동구 천변우로 447 3층 (금동)|3231|김종호 담임목사||빛들의|대한예수교장로회총회
광주살림교회||062-655-0691|광주광역시 남구 화산로17번길 6  (진월동)|3230|김인수 담임목사|http://salrim.or.kr|광주살림|대한예수교장로회총회
은혜교회||062-651-2429|광주광역시 남구 유안초등북길 7-15  (봉선동)|3229|이경록 담임목사||은혜|대한예수교장로회총회
광주충만교회||062-232-6796|광주광역시 동구 학소로42번길 12 상가동 301호 (소태동, 소태동2차진아하이빌)|3227|조오성 담임목사||광주충만|대한예수교장로회총회
나주월산교회||061-333-0206|전라남도 나주시 남평읍 세남로 1587|3226|김재종 담임목사||나주월산|대한예수교장로회총회
열린벧엘교회||062-961-1009|광주광역시 광산구 풍영로229번안길 35  (장덕동)|3225|손희선 담임목사|http://beopen.onmam.com|열린벧엘|대한예수교장로회총회
로뎀교회||062-655-3773|광주광역시 서구 풍암2로 14 로뎀메디칼 4, 5층 (풍암동)|3224|황민효 담임목사||로뎀|대한예수교장로회총회
사랑의교회||054-832-3559|경상북도 의성군 단촌면 고운길 36-15|3223|윤병호 담임목사|http://www.love79.org|사랑의|대한예수교장로회총회
제자도교회||070-4085-7346|경상북도 안동시 경동로 481 상가A동 2층 201호 (평화동)|3222|||제자도|대한예수교장로회총회
큰사랑교회||061-745-5384|전라남도 순천시 이수1길 76  (덕암동)|3221|류계석 담임목사||큰사랑|대한예수교장로회총회
향기로운교회||061-743-7466|전라남도 순천시 상인제길 138-15 상가2층 (인제동, 성진아파트)|3220|최준영 담임목사||향기로운|대한예수교장로회총회
순천열린문교회||061-725-7256|전라남도 순천시 백강로 28-13  (연향동)|3219|김은식 담임목사|http://kos1124.cafe24.com|순천열린문|대한예수교장로회총회
만남의교회||061-722-3510|전라남도 순천시 해룡면 조례못등3길 7-3|3217|정봉래 담임목사||만남의|대한예수교장로회총회
늘사랑하는교회||061-792-0849|전라남도 광양시 시청로 81  (중동)|3214|김형문 담임목사||늘사랑하는|대한예수교장로회총회
보배교회||061-791-0322|전라남도 광양시 성황길 36-5  (성황동)|3213|이찬웅 담임목사||보배|대한예수교장로회총회
하늘샘교회||061-727-0191|전라남도 순천시 조례1길 13  (조례동)|3212|오영재 담임목사    강형선 부목사|http://www.skysam.or.kr|하늘샘|대한예수교장로회총회
순천주성교회||061-723-9129|전라남도 순천시 해룡면 복성길 21|3211|문영찬 담임목사||순천주성|대한예수교장로회총회
순천쉴만한교회||061-745-7766|전라남도 순천시 풍덕새길 39  (풍덕동)|3210|최갑규 담임목사    손춘심 부목사||순천쉴만한|대한예수교장로회총회
섬기는동부교회||061-753-9249|전라남도 순천시 서면 강청안길 130-24|3209|김선동 담임목사||섬기는동부|대한예수교장로회총회
순천다정교회||061-744-7805|전라남도 순천시 장평5길 72  (풍덕동)|3208|김윤길 담임목사||순천다정|대한예수교장로회총회
평강교회||061-745-5765|전라남도 순천시 상인제길 138-15 102동 702호 (인제동, 성진아파트)|3207|이성순 담임전도사||평강|대한예수교장로회총회
방주교회||043-253-3004|충청북도 청주시 상당구 무심동로336번길 5-7  (남주동)|3204|이대신 담임목사||방주|대한예수교장로회총회
새벽별교회||043-234-6882|충청북도 청주시 서원구 성화로69번길 8-12  (죽림동)|3203|김학명 담임목사||새벽별|대한예수교장로회총회
현대인의교회||02-477-7291|서울특별시 강동구 천중로 250 맘모스상가 3층 (길동)|3202|김선임 담임목사||현대인의|대한예수교장로회총회
밀알교회||031-633-1174|경기도 이천시 이섭대천로 1180  (중리동)|3199|||밀알|대한예수교장로회총회
세필교회||070-4121-3940|서울특별시 성북구 아리랑로5길 24 삼경빌딩5층 (동소문동7가)|3197|민경찬 담임목사||세필|대한예수교장로회총회
엘림교회||031-984-1527|경기도 김포시 검단로907번길 110  (감정동)|3195|김상선 담임목사||엘림|대한예수교장로회총회
시편교회||053-981-8291|대구광역시 북구 서변로 79  (서변동)|3194|김순규 담임목사||시편|대한예수교장로회총회
파주상현교회||031-948-6091|경기도 파주시 새꽃로 27 금촌크리닉센타 6층 (금촌동)|3193|김병호 담임목사||파주상현|대한예수교장로회총회
에덴교회||031-852-9022|경기도 의정부시 상금로 33 이롬프라자 6층 (금오동)|3192|홍성일 담임목사||에덴|대한예수교장로회총회
한가족교회||064-748-0191|제주특별자치도 제주시 귀아랑길 26 3층 (연동)|3190|강철수 담임목사||한가족|대한예수교장로회총회
복된교회||063-463-0591|전라북도 군산시 하나운2길 27-3  (나운동)|3187|채수용 담임목사||복된|대한예수교장로회총회
충만한교회||061-273-1454|전라남도 목포시 포미로9번길 6 3층 (용해동)|3186|서영배 담임목사||충만한|대한예수교장로회총회
사랑나눔교회||061-277-7663|전라남도 목포시 자유로 127  (산정동)|3185|문철웅 담임목사||사랑나눔|대한예수교장로회총회
샘터교회||061-285-9618|전라남도 목포시 정의로 34-12  (옥암동)|3183|||샘터|대한예수교장로회총회
신동리교회||041-642-0109|충청남도 홍성군 장곡면 홍남동로357번길 148-64|3182|오필승 담임목사||신동리|대한예수교장로회총회
한마당교회||041-547-3004|충청남도 아산시 둔포면 관대길 59-6|3180|백승돈 담임목사||한마당|대한예수교장로회총회
부여농아인교회||041-834-3941|충청남도 부여군 부여읍 성왕로 239-7|3179|이승원 담임전도사    김승환 담임전도사||부여농아인|대한예수교장로회총회
은혜의동산교회||042-637-0144|대전광역시 대덕구 계족산로5번길 13 2층 (중리동)|3178|어윤자 담임목사||은혜의동산|대한예수교장로회총회
예수사랑교회||042-627-1491|대전광역시 대덕구 우암로 409  (비래동)|3177|김기숙 담임목사||예수사랑|대한예수교장로회총회
소중한교회||054-455-7662|경상북도 구미시 도봉로 76-51 3층 301호|3175|박종옥 담임목사||소중한|대한예수교장로회총회
사마나교회||--|경상북도 구미시 선산읍 선상서로14길 12|3174|박주하 담임목사||사마나|대한예수교장로회총회
주평강교회||054-473-2846|경상북도 구미시 수출대로33길 39  (인의동)|3173|김영식 담임목사||주평강|대한예수교장로회총회
구미광명교회||054-453-0109|경상북도 구미시 고아읍 들성로7길 5-94|3172|이응성 담임목사|http://cafe.daum.net/sunbeam.love|구미광명|대한예수교장로회총회
강릉이레교회||033-641-9182|강원도 강릉시 중기2길 1  (옥천동)|3171|배경환 담임목사||강릉이레|대한예수교장로회총회
강릉성덕교회||033-643-5905|강원도 강릉시 강변로410번길 15  (입암동)|3170|신정임 담임목사||강릉성덕|대한예수교장로회총회
생명시내교회||033-535-5079|강원도 동해시 동굴로 63 생명시내교회 (천곡동)|3169|진중진 담임목사||생명시내|대한예수교장로회총회
속초농아인교회||033-638-0447|강원도 속초시 중앙로 465 영동극동방송 2층 (장사동)|3168|||속초농아인|대한예수교장로회총회
빛과소금교회||033-462-7901|강원도 인제군 인제읍 인제로 297|3167|||빛과소금|대한예수교장로회총회
원주주님의교회||033-763-6270|강원도 원주시 판부면 치악로 689-31|3166|||원주주님의|대한예수교장로회총회
좋은이웃좋은교회||055-281-5949|경상남도 창원시 의창구 창이대로460번길 21-1 원빌딩 5층 (용호동)|3165|정재훈 담임목사||좋은이웃좋은|대한예수교장로회총회
밀양동산교회||055-352-8832|경상남도 밀양시 상남면 인산남길 26|3164|||밀양동산|대한예수교장로회총회
합천소망교회||055-933-4564|경상남도 합천군 합천읍 동서로 124-5|3163|김진호 담임목사||합천소망|대한예수교장로회총회
용계리교회||055-932-5106|경상남도 합천군 합천읍 용계길 23-6|3162|박인옥 담임목사||용계리|대한예수교장로회총회
예목교회||02-2652-6005|서울특별시 강서구 방화대로21길 50  (공항동)|3161|원병섭 담임목사||예목|대한예수교장로회총회
서울중국인교회||02-868-3163|서울특별시 영등포구 대림로 140  (대림동)|3160|최황규 담임목사||서울중국인|대한예수교장로회총회
예빛교회||031-558-0691|경기도 구리시 동구릉로85번길 57  (인창동, 삼성아파트)|3159|홍수철 담임목사|http://www.yevit.co.kr|예빛|대한예수교장로회총회
밝은빛교회||02-948-7889|서울특별시 중랑구 동일로 867 지층 (묵동)|3157|강정선 담임목사||밝은빛|대한예수교장로회총회
시민들샘교회||02-967-8219|서울특별시 중랑구 공릉로2길 8-29|3156|권태완 담임목사||시민들샘|대한예수교장로회총회
신내화평교회||02-433-0327|서울특별시 중랑구 용마산로129길 32  (신내동)|3154|홍기권 담임목사||신내화평|대한예수교장로회총회
월드은평교회||02-338-9182|서울특별시 은평구 연서로19길 8-8  (갈현동)|3153|최순선 담임목사||월드은평|대한예수교장로회총회
청하중앙교회||054-232-3348|경상북도 포항시 북구 청하면 청하로 191 21 청하중앙교회|3150|최환동 담임목사||청하중앙|대한예수교장로회총회
성빈교회||054-231-5455|경상북도 포항시 북구 용흥로 76-1  (용흥동)|3148|서영석 담임목사||성빈|대한예수교장로회총회
포항섬안교회||054-283-2214|경상북도 포항시 남구 상공로 215  (해도동)|3147|황석규 담임목사|http://www.phsuman.org|포항섬안|대한예수교장로회총회
양덕교회||054-231-0691|경상북도 포항시 북구 새천년대로 1128  (장성동)|3146|양재철 담임목사||양덕|대한예수교장로회총회
참좋은교회||010-2217-0080|경기도 군포시 당정역로 8 대우프라자3동 4층 (당정동)|3144|이융희 담임목사||참좋은|대한예수교장로회총회
진리교회||051-466-7291|부산광역시 동구 홍곡남로 13-3  (수정동)|3143|안병경 담임목사|http://www.truth72.com|진리|대한예수교장로회총회
일산아가페교회||031-975-6696|경기도 고양시 일산동구 무궁화로93번길 6-10  (정발산동)|3142|장민호 담임목사||일산아가페|대한예수교장로회총회
수원예수교회||--|경기도 화성시 정남면 괘랑1길28번길 11-5 661-2번지|3141|정회권 담임목사||수원예수|대한예수교장로회총회
산위의마을교회||02-457-1306|서울특별시 광진구 광나루로 494  (구의동)|3140|||산위의마을|대한예수교장로회총회
사랑과나눔의교회||070-8783-9081|대구광역시 수성구 노변공원로1길 5  (시지동)|3139|||사랑과나눔의|대한예수교장로회총회
시흥새희망교회||031-314-5757|경기도 시흥시 은행로 86 경동프라자 503호 (은행동)|3138|서재필 담임목사||시흥새희망|대한예수교장로회총회
서울명광교회||02-2603-9190|서울특별시 양천구 신월로 148 548호 (신월동)|3137|조경훈 담임목사||서울명광|대한예수교장로회총회
회복교회||070-8826-8299|경기도 안산시 단원구 원포공원1로 30 서해프라자 401호 (초지동)|3136|양근직 담임목사||회복|대한예수교장로회총회
양촌교회||031-989-5838|경기도 김포시 양촌읍 구래로27번길 3 경기도김포시양촌읍구래로27번길3|3135|||양촌|대한예수교장로회총회
안산평촌교회||031-410-2739|경기도 안산시 단원구 신촌6길 4  (초지동)|3134|||안산평촌|대한예수교장로회총회
일곱교회||032-933-7785|인천광역시 강화군 내가면 황청포구로333번길 32-26|3133|노호경 담임목사||일곱|대한예수교장로회총회
부영교회||051-731-5482|부산광역시 해운대구 운봉길 5 지하 B 1호 (반송동, 제세스마트빌라)|3132|성태원 담임목사||부영|대한예수교장로회총회
센텀은혜교회||051-783-0091|부산광역시 해운대구 해운대로61번가길 6|3131|오인록 담임목사||센텀은혜|대한예수교장로회총회
사랑의교회||051-325-7091|부산광역시 사상구 사상로 78 감전동 135-10 (감전동)|3130|||사랑의|대한예수교장로회총회
기쁨의교회||051-526-6939|부산광역시 동래구 연안로64번길 4 남일빌딩 3층 (안락동)|3129|강선동 담임목사||기쁨의|대한예수교장로회총회
평여교회||061-686-3927|전라남도 여수시 시청로 82  (선원동)|3128|김덕균 담임목사||평여|대한예수교장로회총회
비젼교회||061-684-0901|전라남도 여수시 웅남1길 10-10  (웅천동)|3126|김상호 담임목사||비젼|대한예수교장로회총회
주신교회||061-644-9040|전라남도 여수시 돌산읍 강남2길 55-15|3125|김상호 담임목사||주신|대한예수교장로회총회
여수길벗교회||061-684-2446|전라남도 여수시 무선로 259  (화장동)|3123|전승옥 담임목사||여수길벗|대한예수교장로회총회
바울교회||061-653-6956|전라남도 여수시 좌수영로 189 바울교회 (광무동)|3122|김준석 담임목사||바울|대한예수교장로회총회
참된교회||061-686-9185|전라남도 여수시 신기남길 10 전라남도 여수시 신기동 121-7번지 (신기동)|3121|최중빈 담임목사||참된|대한예수교장로회총회
양의문교회||02-472-0701|서울특별시 강동구 명일로 180  (둔촌동)|3119|조규희 담임목사||양의문|대한예수교장로회총회
참소망교회||031-795-9004|경기도 하남시 대청로116번길 59 403동 503호 (창우동, 꿈동산신안아파트)|3118|채종대 담임목사||참소망|대한예수교장로회총회
하남초대교회||031-793-2272|경기도 하남시 신장1로9번길 50  (신장동)|3116|박봉화 담임목사||하남초대|대한예수교장로회총회
여주구양교회||031-883-9128|경기도 여주시 능서면 구양2길 102|3114|고광자 담임목사||여주구양|대한예수교장로회총회
예수만나교회||02-454-8513|서울특별시 광진구 광장로5길 25 예수만나바이블센터 (광장동)|3113|||예수만나|대한예수교장로회총회
대구감천교회||053-522-7374|대구광역시 달서구 학산로7길 86-1  (본동)|3108|이재수 담임목사||대구감천|대한예수교장로회총회
상인제일교회||053-644-6691|대구광역시 달서구 상화북로 212  (상인동)|3107|김정환 담임목사||상인제일|대한예수교장로회총회
고봉교회||053-614-0691|대구광역시 달성군 구지면 구지동로 46-6|3106|정종만 담임목사||고봉|대한예수교장로회총회
푸른초장교회||--|경상북도 경산시 진량읍 봉회1길 17-13|3103|김호현 담임목사||푸른초장|대한예수교장로회총회
낮은사람들의교회||053-286-5005|경상북도 경산시 성암로 91|3102|정성일 담임목사||낮은사람들의|대한예수교장로회총회
황제제일교회||053-856-0691|경상북도 경산시 진량읍 황제1길 86-31  (창신황제타운)|3101|이재일 담임목사||황제제일|대한예수교장로회총회
아가페교회||032-553-0456|인천광역시 계양구 새벌로 120 대산상가 201호 (효성동, 대산아파트)|3100|이용재 담임목사|http://www.agape-church.co.kr|아가페|대한예수교장로회총회
나눔의교회||032-507-0690|인천광역시 부평구 경인로 1071  (부개동)|3099|유순명 담임목사||나눔의|대한예수교장로회총회
일산소망교회||031-924-1008|경기도 고양시 일산서구 대화2로 102  (대화동)|3097|최대석 담임목사||일산소망|대한예수교장로회총회
천성중앙교회||02-352-3191|서울특별시 은평구 연서로26길 18 지층 (대조동)|3096|윤정열 담임목사||천성중앙|대한예수교장로회총회
목동교회||031-947-6536|경기도 파주시 순못길 21-8  (다율동)|3095|이원우 담임목사||목동|대한예수교장로회총회
파주명성교회||031-948-9999|경기도 파주시 시청로 238  (금촌동)|3094|김재경 담임목사||파주명성|대한예수교장로회총회
다이룸교회||031-945-2004|경기도 파주시 새꽃로 186 2층 (금촌동)|3091|박성준 담임목사|http://www.nsomang.com|다이룸|대한예수교장로회총회
일심교회||02-357-5454|서울특별시 은평구 역말로9길 24-29  (대조동)|3090|김규원 담임목사||일심|대한예수교장로회총회
한길교회||02-952-2085|서울특별시 노원구 한글비석로49길 63 4층 (상계동)|3089|진광우 담임목사||한길|대한예수교장로회총회
새영광교회||02-932-0591|서울특별시 도봉구 도봉로110라길 9  (창동)|3088|허용한 담임목사||새영광|대한예수교장로회총회
은빛교회||031-214-7502|경기도 수원시 영통구 동수원로537번길 16-17  (원천동)|3078|허성균 담임목사||은빛|대한예수교장로회총회
하늘빛생명교회||031-257-9715|경기도 수원시 장안구 창훈로30번길 4  (연무동)|3077|황희준 담임목사||하늘빛생명|대한예수교장로회총회
상동교회||--|경기도 용인시 처인구 이동읍 적동로35번길 61|3076|||상동|대한예수교장로회총회
우리교회||043-215-0191|충청북도 청주시 청원구 주성로96번길 8 상가2층 (율량동, 한울아파트)|3075|전병규 담임목사||우리|대한예수교장로회총회
새생명전원교회||043-651-0005|충청북도 제천시 송학면 오미로13안길 109-6|3073|손태흥 담임목사||새생명전원|대한예수교장로회총회
주님사랑교회||043-272-8591|충청북도 청주시 서원구 신화로32번길 2 6층 (성화동)|3071|정영민 담임목사||주님사랑|대한예수교장로회총회
온빛교회||062-956-9182|광주광역시 광산구 신창로106번길 15-16  (신창동)|3069|김재운 담임목사||온빛|대한예수교장로회총회
하이기쁨교회||02-598-3316|서울특별시 강남구 봉은사로 333 세홍빌딩 B 1층 (논현동)|3065|조병호 담임목사|http://www.hichurch.net|하이기쁨|대한예수교장로회총회
사랑의빛교회||02-577-1415|서울특별시 강남구 개포로22길 27  (개포동)|3064|신상문 담임목사||사랑의빛|대한예수교장로회총회
새길교회||02-539-2403|서울특별시 중구 소공로3길 1 302호 (회현동2가)|3063|최성림 담임목사||새길|대한예수교장로회총회
산돌교회||02-415-9135|서울특별시 송파구 새말로 152-1  (문정동)|3062|||산돌|대한예수교장로회총회
선사교회||031-723-9411|경기도 성남시 수정구 탄천로319번길 10  (사송동)|3060|박국배 담임목사    서재덕 부목사||선사|대한예수교장로회총회
우리교회||031-753-0191|경기도 성남시 수정구 복정로118번길 10  (복정동)|3058|||우리|대한예수교장로회총회
한빛교회||031-758-4304|경기도 성남시 수정구 남문로86번길 1 3층 (태평동)|3057|김정순 담임전도사||한빛|대한예수교장로회총회
오창대교회||043-217-9505|충청북도 청주시 청원구 오창읍 과학산업5로 56|3056|황신영 부목사    권순현 부목사||오창대|대한예수교장로회총회
예제교회||02-449-2217|서울특별시 송파구 중대로 24 훼밀리상가 305호 (문정동, 올림픽훼밀리타운)|3053|이대환 담임전도사||예제|대한예수교장로회총회
양지태평제일교회||017-206-6149|경기도 용인시 처인구 양지면 양지로179번길 74|3052|전응록 담임목사||양지태평제일|대한예수교장로회총회
대전우리교회||--|대전광역시 서구 대신4길 97  (도마동)|3051|이양재 담임목사||대전우리|대한예수교장로회총회
노래하는교회||041-868-1980|대전광역시 유성구 봉산로22번길 15  (봉산동)|3050|강전국 담임목사||노래하는|대한예수교장로회총회
서대전선창교회||042-541-7777|대전광역시 유성구 대정로42번길 40-14  (대정동)|3049|박우성 담임목사||서대전선창|대한예수교장로회총회
예수소망교회||--|대전광역시 서구 도산로253번길 45 백제빌딩 4층 (내동)|3048|안진섭 담임목사||예수소망|대한예수교장로회총회
대전상당교회||070-7560-8292|대전광역시 중구 문화로 71 2층 (유천동)|3047|신성남 담임목사||대전상당|대한예수교장로회총회
무지개교회||055-363-8255|경상남도 양산시 신명4길 20  (평산동)|3045|윤희우 담임목사||무지개|대한예수교장로회총회
부산두촛대교회||051-507-0691|부산광역시 동래구 중앙대로 1289 4층|3044|홍승환 담임목사||부산두촛대|대한예수교장로회총회
성봉교회||062-955-9125|광주광역시 광산구 신가삼효로 2-9  (신가동)|3041|공성택 담임목사||성봉|대한예수교장로회총회
시와열매교회||062-266-0248|광주광역시 북구 평교로29번길 37-14  (문흥동)|3040|조점화 담임목사||시와열매|대한예수교장로회총회
광주수완교회||062-971-1878|광주광역시 광산구 북문대로 619-26 2층 (수완동)|3038|임승환 담임목사||광주수완|대한예수교장로회총회
예수나무교회||062-971-3230|광주광역시 광산구 첨단봉산안길 110  (산월동)|3036|최준석 담임목사||예수나무|대한예수교장로회총회
광주시민교회||062-514-9088|광주광역시 북구 금재로51번길 16  (북동)|3033|임동호 담임목사||광주시민|대한예수교장로회총회
한우리본향교회||062-381-0691|광주광역시 서구 화정로 96 상가 202호 (쌍촌동, 중흥광명파크맨션아파트)|3031|장건진 담임목사||한우리본향|대한예수교장로회총회
진흥교회||062-972-4569|광주광역시 광산구 첨단중앙로68번길 134 상가2동 203호 (산월동, 첨단3의3차호반리젠시빌아파트)|3030|공만식 담임목사||진흥|대한예수교장로회총회
물댄동산교회||010-3004-6209|광주광역시 북구 우치로 239-12  (오치동)|3028|최연재 담임목사||물댄동산|대한예수교장로회총회
믿음의교회||062-514-2646|광주광역시 북구 금호로108번길 8  (운암동)|3027|김용채 담임목사||믿음의|대한예수교장로회총회
새성교회||062-576-3927|광주광역시 북구 임방울대로 1059-1  (용두동)|3026|이영옥 담임목사||새성|대한예수교장로회총회
새벽이슬교회||063-223-0341|전라북도 전주시 완산구 거마산로 12-6|3024|||새벽이슬|대한예수교장로회총회
풀림교회||063-905-6691|전라북도 전주시 완산구 흑석로 54-6|3022|이병진 담임목사||풀림|대한예수교장로회총회
예수소망교회||063-228-0091|전라북도 전주시 완산구 평화13길 6-4|3021|||예수소망|대한예수교장로회총회
행복샘교회||063-285-7171|전라북도 전주시 완산구 서학로 65-1|3020|문종님 담임목사||행복샘|대한예수교장로회총회
기쁨의교회||032-432-6160|인천광역시 남동구 인주대로 524  (구월동)|3019|이시문 담임목사||기쁨의|대한예수교장로회총회
시흥주왕교회||031-494-1791|경기도 시흥시 군자로492번길 11 태영빌딩 5층 (거모동)|3018|||시흥주왕|대한예수교장로회총회
이레교회||032-679-7548|경기도 부천시 오정구 원종로35번길 77 3층|3017|지덕수 담임목사||이레|대한예수교장로회총회
사귐과섬김의교회||032-342-5178|경기도 부천시 소사구 범안로58번길 51|3016|양희창 담임목사    김숙현 전도목사||사귐과섬김의|대한예수교장로회총회
하늘씨앗교회||032-682-9182|경기도 부천시 오정구 고리울로63번길 21|3015|김성락 담임목사||하늘씨앗|대한예수교장로회총회
참된제자교회||02-2693-0175|서울특별시 양천구 오목로 185-1 4층 (신정동)|3014|김창기 담임목사||참된제자|대한예수교장로회총회
안산주안교회||031-491-1307|경기도 안산시 단원구 도일로 87-4  (신길동)|3012|||안산주안|대한예수교장로회총회
양주시민교회||031-878-8004|경기도 양주시 백석읍 부흥로1090번길 32|3009|||양주시민|대한예수교장로회총회
다움교회||031-824-6558|경기도 의정부시 오목로91번길 54 용현빌딩 3층 (민락동)|3008|배길환 담임목사||다움|대한예수교장로회총회
의정부등대교회||031-875-0760|경기도 의정부시 가능로49번길 16 2층 (가능동)|3007|||의정부등대|대한예수교장로회총회
예임교회||02-6082-3927|서울특별시 강북구 한천로139가길 15 1층 (수유동)|3003|이승엽 담임목사||예임|대한예수교장로회총회
서강교회||063-832-1569|전라북도 익산시 부송로14길 38  (부송동)|3000|김혁중 담임목사||서강|대한예수교장로회총회
물댄동산교회||031-957-0190|경기도 파주시 금빛로 44-1 501호|2998|고현권 담임목사|http://www.waterhill.or.kr|물댄동산|대한예수교장로회총회
다드림교회||02-978-4682|서울특별시 노원구 공릉로 147 3층 (공릉동)|2995|김병년 담임목사|http://www.dadreamchurch.org|다드림|대한예수교장로회총회
옥천방교회||031-775-3980|경기도 양평군 옥천면 옥천문화마을3길 15-22|2994|주종달 담임목사|http://www.cafe.daum.net/ocbangchurch|옥천방|대한예수교장로회총회
죽전영락교회||031-265-8291|경기도 용인시 수지구 현암로 104 삼성프라자 A동 6층 (죽전동)|2991|||죽전영락|대한예수교장로회총회
양지사랑교회||031-528-0717|경기도 남양주시 오남읍 진건오남로808번길 22|2990|박성훈 담임목사||양지사랑|대한예수교장로회총회
좋은소식교회||02-419-2216|서울특별시 송파구 백제고분로46길 32-34  (송파동)|2989|민병은 담임목사||좋은소식|대한예수교장로회총회
나눔의교회||043-744-1709|충청북도 영동군 영동읍 학산영동로 1239-1|2988|||나눔의|대한예수교장로회총회
팔복교회||051-532-0691|부산광역시 동래구 명장로22번길 111 2층 (안락동)|2987|||팔복|대한예수교장로회총회
열매나눔교회||070-4255-9876|전라북도 전주시 덕진구 아중6길 14 청송빌라A 102 (우아동2가, 청송빌라)|2986|이성림 담임목사||열매나눔|대한예수교장로회총회
양평기쁨의교회||031-775-5155|경기도 양평군 양평읍 양평시장길18번길 11-5|2985|문제석 담임목사||양평기쁨의|대한예수교장로회총회
새영진교회||051-404-2091|부산광역시 영도구 웃서발로 22  (동삼동)|2984|김영기 담임목사||새영진|대한예수교장로회총회
김해로교회||055-326-7339|경상남도 김해시 활천로 182  (어방동)|2983|김승규 담임목사||김해로|대한예수교장로회총회
각산사랑의교회||054-977-5166|경상북도 칠곡군 기산면 각산찰전길 52-6|2980|||각산사랑의|대한예수교장로회총회
두류교회||053-653-7238|대구광역시 달서구 야외음악당로39길 54 . 107동 2201호 (두류동, 삼정그린빌)|2979|민병선 담임목사||두류|대한예수교장로회총회
풍성한교회||053-552-7390|대구광역시 서구 통학로18길 27  (평리동)|2978|김진학 담임목사||풍성한|대한예수교장로회총회
괴정동현교회||051-724-3927|부산광역시 사하구 낙동대로171번길 28|2977|||괴정동현|대한예수교장로회총회
호산나교회||031-355-0478|경기도 화성시 병점서로 44 병점프라자 4층 (병점동)|2976|오성규 담임목사||호산나|대한예수교장로회총회
길가에교회||031-552-2273|경기도 남양주시 경춘로 434 동화중고교 내 (도농동)|2975|이인호 담임목사|http://www.gilga-e.org|길가에|대한예수교장로회총회
창원두레교회||055-264-9040|경상남도 창원시 의창구 사림로 53 한우프라자 4층 (사림동)|2974||http://www.cwdoorae.com|창원두레|대한예수교장로회총회
호산나교회||033-241-5004|강원도 춘천시 신북읍 영서로 3258-1 호산나교회|2973|김지한 담임목사|http://cafe.naver.com/ochosanna|호산나|대한예수교장로회총회
여울교회||02-951-6570|서울특별시 종로구 이화장길 20 삼영빌딩 2층 (이화동)|2972|||여울|대한예수교장로회총회
광주큰빛교회||062-451-9107|광주광역시 서구 마재로 67 마재마을송촌파인힐 상가동 201호 (금호동)|2971|김의렬 담임목사||광주큰빛|대한예수교장로회총회
지구촌교회||062-672-6330|광주광역시 남구 백양로 21-1  (백운동)|2970|김광수 담임목사||지구촌|대한예수교장로회총회
