NAME|BRANCH|NEWADDR|OLDADDR|TELL
LGU플러스|양덕동메트로퀘어점 |경남 창원시 마산회원구 율림교로 6 메트로스퀘어6A 1층 115호 (양덕동)|경남 창원시 마산회원구 양덕동 59-3 메트로스퀘어6A 1층 115호|055-299-5019
LGU플러스|양덕동양덕주택단지점 |경북 포항시 북구 양덕동 1587번지|경북 포항시 북구 양덕동 1587|054-244-6622
LGU플러스|양산동택지사거리점 |광주시 북구 양산로 51 1층 102호 엘지유플러스(양산동) (양산동)|광주시 북구 양산동 750 1층 102호 엘지유플러스(양산동)|062-719-4038
LGU플러스|양산동희망병원점 |광주 북구 하서로 427 1층 LG유플러스 (용두동)|광주시 북구 용두동 279-1 1층 LG유플러스|062-719-3771
LGU플러스|양평읍양평시장점 |경기 양평군 양평읍 양평시장길 31 1층|경기도 양평군 양평읍 양근리 421-3 1층|070-8286-3637
LGU플러스|어방동인제로점 |경남 김해시 인제로 184 (어방동)|경남 김해시 어방동 528-2|070-7520-7777
LGU플러스|어은동한빛아파트점 |대전 유성구 어은로 56 1층 (어은동)|대전시 유성구 어은동 110-11 1층|070-7543-4114
LGU플러스|엄궁동엄궁시장점 |부산 사상구 낙동대로776번길 8-8 LG유플러스 엄궁전기 (엄궁동)|부산시 사상구 엄궁동 507-1 LG유플러스 엄궁전기|070-5221-4198
LGU플러스|여주홍문동홍문사거리점 |경기 여주시 여흥로110번길 5-11 (홍문동)|경기도 여주시 홍문동 67-3|031-884-3256
LGU플러스|역곡2동역곡점 |경기도 부천시 원미구 지봉로 100 역곡동 청호빌딩 1층 U+ (역곡동)|경기도 부천시 역곡동 74-136 역곡동 청호빌딩 1층 U|070-4090-6258
LGU플러스|역동CGV점 |경기 광주시 중앙로 97 (역동)|경기도 광주시 역동 20-12|070-8658-5599
LGU플러스|역북동더럭스나인점 |경기 용인시 처인구 명지로 16 역삼동주민센터 (역북동)|경기도 용인시 처인구 역북동 744 역삼동주민센터|070-7543-4811
LGU플러스|역북동명지대점 |경기 용인시 처인구 명지로40번길 9 107호 (역북동, 지석프라자)|경기도 용인시 처인구 역북동 753 107호 지석프라자|070-7543-4667
LGU플러스|연동연동대림점 |제주 제주시 국기로 13 (연동)|제주특별자치도 제주시 연동 1482-1|064-805-7010
LGU플러스|연산4동연산점 |부산 연제구 고분로 30 (연산동)|부산시 연제구 연산동 636-1|051-1811-9455
LGU플러스|연산9동과정로점 |부산 연제구 과정로 230 (연산동)|부산시 연제구 연산동 399-14|070-4623-0550
LGU플러스|연산9동토곡점 |부산시 연제구 과정로 103 부산광역시 연제구 연산동 57-31번지 (연산동)|부산시 연제구 연산동 57-31 부산광역시 연제구 연산동|070-5217-4818
LGU플러스|연산동시청스마트W상가점 |부산 연제구 연수로 103 101동 104호 (연산동, 시청스마트더블유아파트)|부산시 연제구 연산동 822-6 101동 104호 시청스마트더블유아파트|070-4388-6178
LGU플러스|연산동용해지구점 |전남 목포시 용해지구로 79 (연산동)|전남 목포시 연산동 2025-4|010-8243-0048
LGU플러스|연산동중앙대로점 |부산 연제구 중앙대로 1122 (연산동)|부산시 연제구 연산동 675-9|1644-6849
LGU플러스|연수2동힘찬병원점 |인천 연수구 용담로 115 107호 (연수동)|인천시 연수구 연수동 596-7 107호|032-816-3977
LGU플러스|연수동연수초점 |충북 충주시 갱고개로 184 LG유플러스 알파대리점 (연수동)|충북 충주시 연수동 1308-5 LG유플러스 알파대리점|070-8286-4849
LGU플러스|연일읍연일점 |경북 포항시 남구 연일읍 연일로159번길 33 .|경북 포항시 남구 연일읍 생지리 188-2|054-285-2019
LGU플러스|연제동롯데슈퍼점 |광주 북구 양일로 66 107호 (연제동, 연제빌딩)|광주시 북구 연제동 43-2 107호 연제빌딩|070-4038-0019
LGU플러스|연지동새싹로점 |부산 부산진구 새싹로 182 1층 엘지유플러스 (연지동)|부산시 부산진구 연지동 340-12 1층 엘지유플러스|070-4070-4785
LGU플러스|연희동세븐일레븐점 |인천시 서구 청라라임로 51 (연희동 에일린의뜰 1층)LGU+ (연희동)|인천시 서구 청라동 162-22 (연희동 에일린의뜰 1층) LGU+ (연희동)|070-4001-9012
LGU플러스|연희동주민센터점 |인천 서구 간촌로 4 (연희동)|인천시 서구 연희동 711|070-7562-7563
LGU플러스|연희동청라점 |인천시 서구 중봉대로 588 인천시 서구 연희동 799-14 청라센트럴프라자 106호 (연희동)|인천시 서구 청라동 162-14 인천시 서구 연희동 799-14 청라센트럴프라자 106호|032-567-2019
LGU플러스|영도영도소방서점 |부산시 영도구 태종로 112 1층(영선동1가)|부산시 영도구 영선동1가 25 1층|051-711-7135
LGU플러스|영동영동점 |경기 안성시 중앙로 412 (영동)|경기도 안성시 영동 31|031-677-1661
LGU플러스|영동읍계산로점 |충북 영동군 영동읍 계산로 17-1 .|충북 영동군 영동읍 계산리 683-9|043-744-7019
LGU플러스|영주동구성오거리점 |경북 영주시 구성로 338 (영주동)|경북 영주시 영주동 550-12|054-634-5025
LGU플러스|영통동매탄점 |경기도 수원시 영통구 매탄로 151 (매탄동)|경기도 수원시 영통구 매탄동 883|070-8234-0041
LGU플러스|영통동황골마을점 |경기 수원시 영통구 중부대로 604 (영통동)|경기도 수원시 영통구 영통동 945-2|031-8004-0101
LGU플러스|예산읍예산역점 |충남 예산군 예산읍 역전로140번길 2 .|충남 예산군 예산읍 산성리 813|041-333-4010
LGU플러스|오남읍두산아파트점 |경기 남양주시 오남읍 진건오남로 782 .|경기도 남양주시 오남읍 양지리 95-9|070-5217-3850
LGU플러스|오남읍진주아파트점 |경기 남양주시 오남읍 진건오남로 639 .|경기도 남양주시 오남읍 오남리 205-28|070-5217-3851
LGU플러스|오산동운암사거리점 |경기 오산시 운천로 74 102호 (오산동, 화성프라자)|경기도 오산시 오산동 925-3 화성프라자 102호|031-378-0019
LGU플러스|오전동나자로점 |경기도 의왕시 오전로 209 1층 엘지유플러스 (오전동)|경기도 의왕시 오전동 109 1층 엘지유플러스|031-429-2010
LGU플러스|오창읍오창프라자점 |충북 청주시 청원구 오창읍 중심상업로 7 1층 106호 (오창프라자)|충북 청주시 청원구 오창읍 양청리 821-4 1층 106호 (오창프라자)|043-255-1010
LGU플러스|오창읍홈플러스점 |충북 청주시 청원구 오창읍 중심상업로 31-4 .|충북 청주시 청원구 오창읍 양청리 792-5|043-215-5019
LGU플러스|오치동오치사거리점 |광주 북구 우치로 247 엘지유플러스 (오치동)|광주시 북구 오치동 971-6 엘지유플러스|070-8623-3100
LGU플러스|오태동금오대로점 |경북 구미시 금오대로 308 1층(오태동)|경북 구미시 오태동 741-11 1층|070-5217-3624
LGU플러스|옥계동양포입구점 |경북 구미시 흥안로 3 (옥계동)|경북 구미시 옥계동 559-3|070-5217-4009
LGU플러스|옥계동현진에버빌점 |경북 구미시 산호대로31길 18 (옥계동)|경북 구미시 옥계동 731-1|070-5217-3991
LGU플러스|옥곡동옥곡초등학교점 |경북 경산시 경산로16길 2-10 (옥곡동)|경북 경산시 옥곡동 816-6|070-4001-8070
LGU플러스|옥과면전남과학대점 |전남 곡성군 옥과면 대학로 133 .|전남 곡성군 옥과면 옥과리 153-6|070-7543-2675
LGU플러스|옥동문수로점 |울산 남구 문수로 388 (옥동)|울산시 남구 옥동 156-2|052-266-8019
LGU플러스|옥련1동옥련시장점 |인천 연수구 독배로40번길 11 (옥련동, 효명프라자)|인천시 연수구 옥련동 462-9 효명프라자|070-8614-5578
LGU플러스|옥산면엘지화학공장점 |충북 청주시 흥덕구 옥산면 과학산업3로 29 .|충북 청주시 흥덕구 옥산면 남촌리 1114-1|043-237-5019
LGU플러스|옥산면자이아파트 |충북 청주시 흥덕구 옥산면 오송가락로 1061 파워프라자2 102호(가락리)|충북 청주시 흥덕구 옥산면 가락리 976 파워프라자2 102호|043-715-5544
LGU플러스|온의동롯데캐슬점 |강원 춘천시 방송길 70 (온의동)|강원도 춘천시 온의동 590|070-4384-8119
LGU플러스|온의동터미널점 |강원 춘천시 경춘로 2350 1층 (온의동)|강원도 춘천시 온의동 514-6 1층|070-4045-8119
LGU플러스|온천동온양온천역점 |충남 아산시 온천대로 1491-2 1층 (온천동)|충남 아산시 온천동 91-8 1층|041-548-4232
LGU플러스|온천동온천대로점 |충남 아산시 온천대로 1479 (온천동)|충남 아산시 온천동 211-10|041-544-4232
LGU플러스|온천동우체국점 |충남 아산시 온궁로 22-1 (온천동)|충남 아산시 온천동 211-23|041-531-4232
LGU플러스|와동와동점 |경기 안산시 단원구 와동 808-10 101호,102호|경기도 안산시 단원구 와동 808-10 101호 ,102호|031-439-9019
LGU플러스|와동동가람마을점 |경기도 파주시 미래로 610 106호(와동동,운정메디컬프라자)|경기도 파주시 와동동 1303-1 운정메디컬프라자 106호|031-922-0836
LGU플러스|외도일동외도점 |제주 제주시 우정로 55 (외도일동)|제주특별자치도 제주시 외도일동 499-15|064-748-7200
LGU플러스|외도일동우정로점 |제주특별자치도 제주시 우정로15길 9 (외도일동)|제주특별자치도 제주시 외도일동 639-6|070-7543-7768
LGU플러스|외동내외로점 |경남 김해시 내외로 14 (외동)|경남 김해시 외동 1184-1|055-314-5719
LGU플러스|외동함박로점 |경남 김해시 함박로 102 오렌지타운상가 1층 엘지유플러스 (외동, 한국2차아파트)|경남 김해시 외동 1249-4 오렌지타운상가 1층 엘지유플러스 한국2차아파트|070-4655-8647
LGU플러스|요촌동사거리점 |전북 김제시 동서로 177 (요촌동)|전북 김제시 요촌동 212-5|063-722-1809
LGU플러스|용강동스타타워점 |경북 경주시 광중길 24 1층 121호 (용강동, 스타타워)|경북 경주시 용강동 1276 1층 121호 스타타워|054-777-5583
LGU플러스|용담이동용문점 |제주 제주시 용문로 157 (용담이동)|제주특별자치도 제주시 용담이동 641-1|064-805-0713
LGU플러스|용담일동터미널점 |제주 제주시 서광로 167 1층 서쪽 코너 101호 (용담일동, 아리랑빌딩)|제주특별자치도 제주시 용담일동 2829 아리랑빌딩 1층 서쪽 코너 101호|070-7543-8933
LGU플러스|용당동사거리점 |전남 순천시 삼산로 94 (용당동)|전남 순천시 용당동 562-1|070-7543-7363
LGU플러스|용봉동국민은행점 |광주 북구 용봉택지로 39 (용봉동)|광주시 북구 용봉동 741|070-4634-7775
LGU플러스|용봉동북구청점 |광주 북구 우치로 80 1층 LG유플러스 (용봉동)|광주시 북구 용봉동 161-48 1층 LG유플러스|070-4084-0019
LGU플러스|용산1동용산우체국점 |대구시 달서구 용산로 218 용산동 934-2|대구시 달서구 용산동 934-2 용산동 934-2|070-4318-3346
LGU플러스|용산동하나로마트점 |대구 달서구 용산로 141 (용산동, 그랜드엠타워)|대구시 달서구 용산동 230-12 그랜드엠타워|053-563-1019
LGU플러스|용암동망골공원점 |충북 청주시 상당구 중흥로 54 (용암동)|충북 청주시 상당구 용암동 1592|043-223-4010
LGU플러스|용암동우체국점 |충북 청주시 상당구 월평로 228 (용암동)|충북 청주시 상당구 용암동 2014|070-4085-0555
LGU플러스|용전동복합터미널점 |대전 동구 동서대로 1679 1층 (용전동)|대전시 동구 용전동 117-22 1층|042-487-9019
LGU플러스|용종동계산점 |인천 계양구 오조산공원로 22 1층 (용종동, 계양프라자)|인천시 계양구 용종동 209-4 계양프라자 1층|070-4351-2526
LGU플러스|용현3동용현점 |인천 남구 독배로 426 (용현동)|인천시 미추홀구 용현동 459-3|070-4349-0114
LGU플러스|용현5동토지점 |인천 남구 낙섬중로 45-1 (용현동)|인천시 미추홀구 용현동 621-152|070-4829-4829
LGU플러스|용현동인하대역점 |인천 남구 독배로 311 (용현동)|인천시 미추홀구 용현동 665-12|070-7576-1389
LGU플러스|용호1동분포로점 |부산 남구 분포로 111 주상가 106호 (용호동, 엘지메트로시티아파트)|부산시 남구 용호동 176-30 주상가 106호 엘지메트로시티아파트|070-5051-9117
LGU플러스|용호동용호골목시장점 |부산시 남구 용호로178번길 3 1-1호(용호동,도오상가아파트)||070-8286-6265
LGU플러스|우동센텀중앙로점 |부산 해운대구 센텀중앙로 48 에이스하이테크21 1층 103 (우동)|부산시 해운대구 우동 1470 에이스하이테크21 1층 103|051-714-2361
LGU플러스|우동스펀지앞점 |부산 해운대구 중동1로 12 1층 (우동, 해성빌딩)|부산시 해운대구 우동 606-15 1층 해성빌딩|070-4633-5999
LGU플러스|우두동우두사거리점 |강원 춘천시 충열로 10-6 1층 LG 유플러스 (우두동)|강원도 춘천시 우두동 1067-4 1층 LG 유플러스|033-255-3019
LGU플러스|우산동시영아파트점 |광주 광산구 사암로 145 엘지유플러스 (우산동)|광주시 광산구 우산동 1022-4 엘지유플러스|062-943-3600
LGU플러스|우아동중앙여고점 |전북 전주시 덕진구 석소로 22 1층 LG유플러스(우아동2가,우리들빌딩)|전북 전주시 덕진구 우아동2가 904-7 우리들빌딩 1층 LG유플러스|070-7576-3051
LGU플러스|우암동 사거리점 |충북 청주시 청원구 향군로 52 (향군로 52)(우암동)|충북 청주시 청원구 우암동 354-18 (향군로 52)|070-4647-3885
LGU플러스|우정읍조암점 |경기 화성시 우정읍 조암남로 20 .|경기도 화성시 우정읍 조암리 350-26|070-4351-3077
LGU플러스|운교동운교사거리점 |강원 춘천시 금강로 106 (운교동)|강원도 춘천시 운교동 169-11|033-254-3010
LGU플러스|운암동경신여고점 |광주 북구 서암대로 31 (운암동)|광주시 북구 운암동 496-11|070-4085-0992
LGU플러스|운양동운양점 |경기 김포시 김포한강11로 288-5 108호 (운양동, 한강베네치아)|경기도 김포시 운양동 1297-1 한강베네치아 108호|070-8670-1718
LGU플러스|운중동주민센터점 |경기 성남시 분당구 운중로 128 마크시티그린 101호 (운중동)|경기도 성남시 분당구 운중동 944 마크시티그린 101호|031-702-7771
LGU플러스|운천금강볼링장점 |충북 청주시 흥덕구 사운로 233 1층 107호(운천동)|충북 청주시 흥덕구 운천동 785 1층 107호|070-7576-4691
LGU플러스|운천동농협점 |충북 청주시 흥덕구 사운로 257 상가 1층 116호 (운천동, 진양아파트)|충북 청주시 흥덕구 운천동 677-1 진양아파트 상가 1층 116호|070-8621-9019
LGU플러스|울진읍중앙로점 |경북 울진군 울진읍 울진중앙로 113-2 82-27|경북 울진군 울진읍 읍내리 82-27|054-783-2019
LGU플러스|원곡동보성상가점 |경기도 안산시 단원구 라성로 48 경기 안산시 단원구 원곡동 846-9보성상가 1층 엘지유플러스 (원곡동)|경기도 안산시 단원구 원곡동 846-9 경기 안산시 단원구 원곡동 846-9 보성상가 1층 엘지유플러스|070-8621-0999
LGU플러스|원동오산남부행정복지관점 |경기도 오산시 경기대로 155 106호(원동,신한프라자A)|경기도 오산시 원동 360-17 신한프라자A 106호|031-378-5583
LGU플러스|원동오산역점 |경기도 오산시 대원로 6 (원동)|경기도 오산시 원동 762-3|031-373-6119
LGU플러스|원동오산원점 |경기 오산시 원동 763-2번지|경기도 오산시 원동 763-2|070-8654-6119
LGU플러스|원동중앙시장점 |대전 동구 대전천동로 534 (원동)|대전시 동구 원동 63-4|070-4078-4111
LGU플러스|원종1동여월점 |경기 부천시 오정구 소사로 719 1층 103호 (원종동, 관우프라자)|경기도 부천시 원종동 374-3 관우프라자 1층 103호|070-4641-6081
LGU플러스|원종1동원종점 |경기 부천시 오정구 소사로 750 (원종동)|경기도 부천시 원종동 280-9|070-8623-2809
LGU플러스|원평2동구미중앙시장점 |경북 구미시 원평2동 122-7번지|경북 구미시 원평동 122-7|054-442-5055
LGU플러스|원흥동원흥역점 |경기 고양시 덕양구 원흥3로 16 1층 (원흥동)|경기도 고양시 덕양구 원흥동 631 1층|070-5147-5567
LGU플러스|월남동시네마타운점 |경남 창원시 마산합포구 해안대로 7 (월남동5가,경남은행)|경남 창원시 마산합포구 월남동5가 4-1 경남은행|055-287-4447
LGU플러스|월평동선사유적점 |대전 서구 청사서로 26 (월평동)|대전시 서구 월평동 271|070-7543-0625
LGU플러스|월피동월피주공점 |경기 안산시 상록구 충장로 572-1 102호 101 (월피동)|경기도 안산시 상록구 월피동 442-20 102호 101|031-439-6019
LGU플러스|유곡동종가4로점 |울산 중구 종가4길 13 (유곡동)|울산시 중구 유곡동 469-5|052-0900-8020
LGU플러스|유천동유천네거리점 |대전 중구 계백로 1607 (유천동)|대전시 중구 유천동 206-29|042-528-0005
LGU플러스|율량동롯데슈퍼점 |충북 청주시 청원구 율봉로168번길 7-1 102 103호 (율량동, 현대프라자)|충북 청주시 청원구 율량동 910 현대프라자 102 103호|070-5123-1533
LGU플러스|율량동청주여고점 |충북 청주시 청원구 율봉로 185 (율량동)|충북 청주시 청원구 율량동 879|070-4641-1532
LGU플러스|율하동율하1로점 |경남 김해시 율하1로 110 LG유플러스 (율하동)|경남 김해시 율하동 1352-1 LG유플러스|070-5104-0104
LGU플러스|은행동지하B구역3호점 |대전 중구 대종로480번길 15 B구역 다열 4동 5호 (은행동, 지하상가)|대전시 중구 은행동 145-1 B구역 다열 4동 5호 (지하상가)|019114
LGU플러스|음성읍문화사거리점 |충북 음성군 음성읍 수정로 59 .|충북 음성군 음성읍 읍내리 327-7|070-4090-4254
LGU플러스|읍내동가원예식장점 |충남 당진시 당진중앙2로 211-5 (읍내동)|충남 당진시 읍내동 255-6|041-352-0194
LGU플러스|읍내동당진우체국점 |충남 당진시 당진중앙2로 170 .|충남 당진시 읍내동 239-1|041-358-3686
LGU플러스|읍내동읍내점 |대구 북구 구암로 101 엘지유플러스 1층 (읍내동)|대구시 북구 읍내동 1381-16 엘지유플러스 1층|070-4300-6500
LGU플러스|이도1동시민회관점 |제주 제주시 중앙로 125-1 (이도일동)|제주특별자치도 제주시 이도일동 1709-17|064-805-2020
LGU플러스|이도2동구세무서점 |제주 제주시 연삼로 401 (이도이동)|제주특별자치도 제주시 이도이동 1058-22|064-805-0711
LGU플러스|이도2동서광양점 |제주 제주시 서광로 288 메카플러스 (이도이동)|제주특별자치도 제주시 이도이동 1776-3 메카플러스|064-805-5214
LGU플러스|이도이동동광양점 |제주 제주시 동광로8길 3 101호 (이도이동)|제주특별자치도 제주시 이도이동 1169-2 101호|070-4062-9429
LGU플러스|이도이동법원점 |제주 제주시 중앙로 325 (이도이동)|제주특별자치도 제주시 이도이동 1080-6|070-4007-9997
LGU플러스|이도일동보성시장점 |제주 제주시 중앙로 180 1층 1686-13 (이도일동)|제주특별자치도 제주시 이도일동 1686-13 1층 1686-13|070-7576-1615
LGU플러스|이동이동파리바게뜨점 |경기 안산시 상록구 도매시장로 37 (이동)|경기도 안산시 상록구 이동 529-5|031-407-9019
LGU플러스|이동하나로마트점 |경남 창원시 진해구 진해대로776번길 27 온메디컬센터 101호 LG유플러스 (이동)|경남 창원시 진해구 이동 2-2 온메디컬센터 101호 LG유플러스|055-555-5019
LGU플러스|이의동경기대점 |경기 수원시 영통구 대학3로4번길 2 (이의동)|경기도 수원시 영통구 이의동 1257-4|070-8285-8249
LGU플러스|인계동인계점 |경기도 수원시 팔달구 권광로 204 103호(인계동,영조 아름다운나날)|경기도 수원시 팔달구 인계동 1114-9 103호 영조 아름다운나날|070-4064-8992
LGU플러스|인의동인동가산로점 |경북 구미시 인동북길 127 (인의동)|경북 구미시 인의동 702-5|070-5217-3993
LGU플러스|인후동건산로점 |전북 전주시 덕진구 건산로 228 (인후동1가)|전북 전주시 덕진구 인후동1가 835-4|063-246-9019
LGU플러스|인후동아중로점 |전북 전주시 덕진구 아중로 152 (인후동1가)|전북 전주시 덕진구 인후동1가 928-6|070-4352-0639
LGU플러스|일도1동동문로터리점 |제주특별자치도 제주시 동문로 4 (일도일동)|제주특별자치도 제주시 일도일동 1479-1|064-727-2288
LGU플러스|일도1동중앙로점 |제주 제주시 중앙로 64 (일도일동)|제주특별자치도 제주시 일도일동 1450-1|064-727-2288
LGU플러스|일도이동인제점 |제주 제주시 고마로 86 (일도이동)|제주특별자치도 제주시 일도이동 367-17|064-759-5214
LGU플러스|일도이동일도지구점 |제주 제주시 고마로 123 1층 102호 (일도이동)|제주특별자치도 제주시 일도이동 48-5 1층 102호|070-4042-7789
LGU플러스|일동안산대학교점 |경기 안산시 상록구 안산대학로 105 107호 LG유플러스 (일동, 금신빌딩)|경기도 안산시 상록구 일동 632-15 금실빌딩 107호 LG유플러스|031-409-1019
LGU플러스|일동일동GS25점 |경기 안산시 상록구 도매시장로 119 (일동)|경기도 안산시 상록구 일동 538-6|031-401-7019
LGU플러스|임암동효천1지구점 |광주시 남구 효천중앙로 52 1층 (LG유플러스)(임암동)|광주시 남구 임암동 859 1층 (LG유플러스)|070-8286-0034
LGU플러스|임학동임학점 |인천 계양구 장제로 867 (임학동)|인천시 계양구 임학동 67-9|032-577-7019
LGU플러스|자금동금오GS슈퍼앞점 |경기도 의정부시 금오로 83 (금오동)|경기도 의정부시 금오동 131-12|070-8227-2578
LGU플러스|작전2동작전역4번출구점 |인천시 계양구 계양대로 64 인천 계양구 작전동 866-1 (작전동)|인천시 계양구 작전동 866-1 인천 계양구 작전동 866-1|032-543-5435
LGU플러스|장기동장기농협점 |경기 김포시 김포한강4로 131 (장기동)|경기도 김포시 장기동 1602|031-988-7530
LGU플러스|장덕동성덕중4거리점 |광주 광산구 풍영로 257 (장덕동)|광주시 광산구 장덕동 1378|062-956-7019
LGU플러스|장동혁신 대방디엠시티점 |전북 전주시 덕진구 기지로 77 (장동,전북혁신도시더MCITY센텀)|전북 전주시 덕진구 장동 1111 전북혁신도시더MCITY센텀|010-8486-8008
LGU플러스|장림1동장림시장점 |부산시 사하구 장림번영로 25 (장림동)|부산시 사하구 장림동 328-9|051-265-0721
LGU플러스|장림동장림삼거리점 |부산시 사하구 다대로 247 1층(장림동)|부산시 사하구 장림동 산 29-4 1층|051-261-2966
LGU플러스|장성읍장성터미널점 |전남 장성군 장성읍 영천로 126 .|전남 장성군 장성읍 영천리 909-5|062-956-0701
LGU플러스|장전3동부산대역1번출구끝점 |부산 금정구 금정로 60 (장전동)|부산시 금정구 장전동 316-3|070-7528-8012
LGU플러스|장전동맥도날드점 |부산 금정구 금정로60번길 20 (장전동)|부산시 금정구 장전동 302-13|051-582-3010
LGU플러스|장평동홈플러스점 |경남 거제시 장평로 17 (장평동)|경남 거제시 장평동 58-8|055-633-3723
LGU플러스|재송2동동부지법점 |부산시 해운대구 재반로 117 .|부산시 해운대구 재송동 1059-17|070-4655-2019
LGU플러스|전곡국민마트점 |경기도 연천군 전곡읍 전곡로 173 1층 엘지유플러스 (전곡읍)|경기도 연천군 전곡읍 전곡리 480-33 1층 엘지유플러스 (전곡읍)|070-4823-4019
LGU플러스|전하2동울산시장점 |울산 동구 진성14길 96 (전하동)|울산시 동구 전하동 647|070-4009-9098
LGU플러스|정관읍광장프라자점 |부산 기장군 정관읍 정관7로 9-4 1층 (광장프라자)|부산시 기장군 정관읍 매학리 714-8 광장프라자 1층|070-8654-9010
LGU플러스|정관읍헬로시티점 |부산 기장군 정관읍 정관로 566 .|부산시 기장군 정관읍 매학리 718-5|051-516-0910
LGU플러스|정림동정림삼거리점 |대전 서구 정림로 72 (정림동)|대전시 서구 정림동 530-1|070-4300-7737
LGU플러스|정왕3동배곧한라점 |경기 시흥시 배곧1로 27-16 2차 2동 제상가 1층 103B호 (정왕동, 한라비발디캠퍼스)|경기도 시흥시 정왕동 2564 2차 2동 제상가 1층 103B 호 (한라비발디캠퍼스)|070-7543-9070
LGU플러스|정왕동배곧신도시점 |경기 시흥시 배곧3로 96 M플러스 1층 124호 (정왕동)|경기도 시흥시 정왕동 2514 M-플러스 1층 124호|031-319-7147
LGU플러스|정왕동오이도어시장점 |경기 시흥시 오이도어시장로 7 (정왕동, 오이도종합어시장)|경기도 시흥시 정왕동 2004-3 오이도종합어시장|031-499-9809
LGU플러스|정왕본동정왕역점 |경기도 시흥시 마유로418번길 18 정왕프라자1층 117호|경기도 시흥시 정왕동 2326-1 정왕프라자 1층 117호|070-4063-9015
LGU플러스|정평동정평역점 |경북 경산시 대학로 46 (정평동)|경북 경산시 정평동 218|070-4300-0192
LGU플러스|조례동사거리점 |전남 순천시 봉화2길 87 (조례동)|전남 순천시 조례동 951-1|061-722-0102
LGU플러스|조례동홈플러스점 |전남 순천시 신월큰길 1-4 (조례동)|전남 순천시 조례동 1558-55|070-8285-8642
LGU플러스|조리읍봉일천점 |경기 파주시 조리읍 고봉로 1035 .|경기도 파주시 조리읍 봉일천리 166-1|070-4681-2812
LGU플러스|조양동부영점 |강원 속초시 조양상가길 18 부영상가 108호 (조양동)|강원도 속초시 조양동 1499-2 부영상가 108호|033-635-9027
LGU플러스|조천읍함덕점 |제주 제주시 조천읍 신북로 529 1층|제주특별자치도 제주시 조천읍 함덕리 1270-1 1층|070-7543-4874
LGU플러스|조치원읍시장점 |세종 조치원읍 새내로 92 .|세종시   조치원읍 정리 86-1|044-864-4010
LGU플러스|종촌동가재마을점 |세종 달빛로 59 LG유플러스 (종촌동, 호만빌딩)|세종시   종촌동 659 LG유플러스 호만빌딩|070-4642-9995
LGU플러스|주례3동주례점 |부산 사상구 가야대로 282 (주례동)|부산시 사상구 주례동 1163-17|051-325-2019
LGU플러스|주문진읍원마트점 |강원 강릉시 주문진읍 장성로 48 1층|강원도 강릉시 주문진읍 교항리 198-1 1층|019114
LGU플러스|주성동선광로즈웰점 |충북 청주시 청원구 율량로 120 (주성동)|충북 청주시 청원구 주성동 382|043-222-2222
LGU플러스|주성동주성중학교점 |충북 청주시 청원구 주성로 297 (주성동)|충북 청주시 청원구 주성동 374|043-211-8010
LGU플러스|주안4동귀빈예식장점 |인천 남구 미추홀대로 665 (주안동)|인천시 미추홀구 주안동 473-14|070-5017-2361
LGU플러스|주안동국민은행점 |인천 남구 미추홀대로 713 (주안동)|인천시 미추홀구 주안동 210-9|070-5217-3412
LGU플러스|주안동석바위사거리점 |인천 남구 경인로 433 석바위VIP클리닉 (주안동)|인천시 미추홀구 주안동 1007-5 석바위VIP클리닉|070-4643-3422
LGU플러스|주안동주안로점 |인천 남구 주안동 1617-1번지 더월드스테이트중심상가 109호|인천시 미추홀구 주안동 1617-1 더월드스테이트중심상가 109호|032-425-0330
LGU플러스|주안동CGV점 |인천 남구 미추홀대로 740 (주안동)|인천시 미추홀구 주안동 141-7|070-4670-2000
LGU플러스|주월동주월주민센터점 |광주 남구 회재로 1231 (주월동)|광주시 남구 주월동 974-331|062-223-9019
LGU플러스|죽동국민은행점 |대전시 유성구 죽동로 291 101호(죽동)|대전시 유성구 죽동 704-3 101호|042-826-2535
LGU플러스|죽전1동죽전사거리점 |경기도 용인시 수지구 대지로 28 .|경기도 용인시 수지구 죽전동 1084-2|070-8225-4813
LGU플러스|중1동중앙공원점 |경기 부천시 소향로 131 104호 (중동, 일신빌딩)|경기도 부천시 중동 1161-3 일신빌딩 104호|032-719-4074
LGU플러스|중3동중흥마을점 |경기 부천시 원미구 길주로 243 1층 103호 (중동, 제일프라자)|경기도 부천시 중동 1056 제일프라자 1층 103호|070-4300-5100
LGU플러스|중동국민은행점 |전북 완주군 이서면 기지로 47 113호(갈산리)|전북 완주군 이서면 갈산리 662-5 113호|070-4063-3558
LGU플러스|중동다비치안경점 |대전 동구 중앙로 189 (중동)|대전시 동구 중동 26-6|042-254-5029
LGU플러스|중동동백점 |경기 용인시 기흥구 동백중앙로 283 LG유플러스 (중동, 골드프라자)|경기도 용인시 기흥구 중동 829 골드프라자 LG유플러스|070-8248-9848
LGU플러스|중동유니시티점 |경남 창원시 의창구 중동중앙로 47 유니시티어반브릭스 1034호 (중동)|경남 창원시 의창구 중동 784-1 유니시티어반브릭스 1034호|070-8286-3019
LGU플러스|중동중동시장점 |경기도 부천시 원미구 부흥로 197 102,103호 (중동)|경기도 부천시 중동 628-7 102,103호|1644-4975
