##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@보건소
옥천군동이면석탄보건진료소||127.620688049|36.317875946|보건소|043-733-3820|충청북도 옥천군 동이면 안터2길 8||||||||옥천군동이면석탄보건진료소|(수북보건소)|||30301
옥천군동이면우산보건진료소||127.679900709|36.2766046612|보건소|043-732-3761|충청북도 옥천군 동이면 금강로 694||||||||옥천군동이면우산보건진료소|(우산보건진료소)|||30301
옥천군안남면지수보건진료소||127.683017916|36.3333929535|보건소|043-731-8135|충청북도 옥천군 안남면 안남로 796||||||||옥천군안남면지수보건진료소|(안남면)|||30301
옥천군안내면동대보건진료소||127.668890417|36.4067659646|보건소|043-732-6630|충청북도 옥천군 안내면 안내보은로 226||||||||옥천군안내면동대보건진료소|(안내면)|||30301
옥천군이원면개심보건진료소||127.631269693|36.2064962522|보건소|043-732-3923|충청북도 옥천군 이원면 이원로 378||||||||옥천군이원면개심보건진료소|(개심리보건진료소)|||30301
옥천군이원면원동보건진료소||127.6589762|36.2434885|보건소|043-732-3924|충청북도 옥천군 이원면 원동3길 9||||||||옥천군이원면원동보건진료소|18|||30301
옥천군청산면신매보건진료소||127.771176729|36.3195194463|보건소|043-732-9594|충청북도 옥천군 청산면 신매길 18||||||||옥천군청산면신매보건진료소|(청산면)|||30301
옥천군청산면예곡보건진료소||127.830451465|36.3549233909|보건소|043-732-8821|충청북도 옥천군 청산면 예곡2길 7||||||||옥천군청산면예곡보건진료소|(예곡보건진료소)|||30301
옥천군청산면의동보건진료소||127.832916929|36.329508118|보건소|043-732-8937|충청북도 옥천군 청산면 의지길 245||||||||옥천군청산면의동보건진료소|(청산면)|||30301
옥천군청성면도곡보건진료소||127.732825117|36.3737149384|보건소|043-732-9603|충청북도 옥천군 청성면 남부로 3180||||||||옥천군청성면도곡보건진료소|(청성면)|||30301
옥천군청성면묘금보건진료소||127.733506547|36.2757435709|보건소|043-732-9592|충청북도 옥천군 청성면 묘금3길 29||||||||옥천군청성면묘금보건진료소|(청성면)|||30301
옥천군청성면화성보건진료소||127.736538425|36.3477351745|보건소|043-732-9593|충청북도 옥천군 청성면 한두레로 17||||||||옥천군청성면화성보건진료소|(청성면)|||30301
온혜보건진료소||128.8331125|36.7475596|보건소|054-856-1020|경상북도 안동시 도산면 온천로 689||||||||온혜보건진료소|689|||30301
옹진군대청면소청보건진료소||124.75174674|37.7728381153|보건소|032-836-3168|인천광역시 옹진군 대청면 소청동로71번길 3||||||||옹진군대청면소청보건진료소|(소청보건진료소)|||30301
옹진군덕적면백아보건진료소||125.957568846|37.0854596893|보건소|032-834-9836|인천광역시 옹진군 덕적면 백아로 88||||||||옹진군덕적면백아보건진료소|(덕적면)|||30301
옹진군덕적면서포리보건진료소||126.115310716|37.2244943652|보건소|032-831-6665|인천광역시 옹진군 덕적면 덕적남로625번길 9||||||||옹진군덕적면서포리보건진료소|(서포보건진료소)|||30301
옹진군덕적면소야보건진료소||126.1806283|37.2131761|보건소|032-831-7874|인천광역시 옹진군 덕적면 소야로 251||||||||옹진군덕적면소야보건진료소|251|||30301
옹진군백령면가을리보건진료소||124.652876533|37.9521859731|보건소|032-836-0283|인천광역시 옹진군 백령면 백령로938번길 71||||||||옹진군백령면가을리보건진료소|(백령면)|||30301
옹진군영흥면선재리보건진료소||126.536572918|37.235819476|보건소|032-889-4769|인천광역시 옹진군 영흥면 선재로34번길 125-13||||||||옹진군영흥면선재리보건진료소|(영흥면)|||30301
옹진군자월면승봉보건진료소||126.298690383|37.1679479441|보건소|032-832-7601|인천광역시 옹진군 자월면 승봉로 90-2||||||||옹진군자월면승봉보건진료소|(자월면)|||30301
와룡보건진료소||126.648234563|34.4299581639|보건소|061-533-7344|전라남도 해남군 북평면 와룡길 51||||||||와룡보건진료소|(와룡보건진료소)|||30301
와촌보건진료소||127.246302369|36.5567735786|보건소|041-863-4700|세종특별자치시 연서면 용연로 635||||||||와촌보건진료소|(연서면)|||30301
완도군고금면덕동보건진료소||126.8651373|34.3920878|보건소|061-553-0319|전라남도 완도군 고금면 고금동로678번길 32||||||||완도군고금면덕동보건진료소|(고금면)|||30301
완도군군외면고마도보건진료소||126.7151284|34.4140977|보건소|061-552-9673|전라남도 완도군 군외면 고마도길 53||||||||완도군군외면고마도보건진료소|53|||30301
완도군군외면사후보건진료소||126.739995701|34.3975257212|보건소|061-552-9674|전라남도 완도군 군외면 사후도길 46||||||||완도군군외면사후보건진료소|(군외면)|||30301
완도군금당면삼산보건진료소||127.049095|34.4370303|보건소|061-843-9883|전라남도 완도군 금당면 금당로 321-102||||||||완도군금당면삼산보건진료소|(금당면)|||30301
완도군금일읍사동보건진료소||127.0724796|34.3373961|보건소|061-553-2434|전라남도 완도군 금일읍 금일로1001번길 46-10||||||||완도군금일읍사동보건진료소|46|||30301
완도군금일읍소랑보건진료소||127.0720213|34.3360289|보건소|061-553-4148|전라남도 완도군 금일읍 금일로 1207||||||||완도군금일읍소랑보건진료소|1207|||30301
완도군금일읍충도보건진료소||127.075631164|34.3788260219|보건소|061-553-4002|전라남도 완도군 금일읍 금일충도길 24||||||||완도군금일읍충도보건진료소|(금일읍)|||30301
완도군노화읍넙도보건진료소||126.5048271|34.1887067|보건소|061-553-4360|전라남도 완도군 노화읍 넙도길 266||||||||완도군노화읍넙도보건진료소|266|||30301
완도군노화읍동부보건진료소||126.6016766|34.2049086|보건소|061-554-1226|전라남도 완도군 노화읍 노화로304번길 10||||||||완도군노화읍동부보건진료소|(노화읍)|||30301
완도군보길면정자보건진료소||126.527530723|34.1708026113|보건소|061-553-6456|전라남도 완도군 보길면 보길로 527||||||||완도군보길면정자보건진료소|(보길면)|||30301
완도군보길면중리보건진료소||126.5904223|34.164334|보건소|061-553-6897|전라남도 완도군 보길면 보길동로377번길 1-1||||||||완도군보길면중리보건진료소|(보길면)|||30301
완도군생일면덕우보건진료소||127.0150196|34.2499114|보건소|061-553-3959|전라남도 완도군 생일면 덕우도길 1140||||||||완도군생일면덕우보건진료소|1140|||30301
완도군소안면진산보건진료소||126.649106591|34.1347789113|보건소|061-553-8124|전라남도 완도군 소안면 소안로791번길 29-1||||||||완도군소안면진산보건진료소|29|||30301
완도군소안면횡간보건진료소||126.611518807|34.2367006985|보건소|061-552-9672|전라남도 완도군 소안면 횡간도길 22||||||||완도군소안면횡간보건진료소|(소안면)|||30301
완도군신지면동고보건진료소||126.880511013|34.3307422639|보건소|061-552-7538|전라남도 완도군 신지면 신지로 1275||||||||완도군신지면동고보건진료소|(신지면)|||30301
완도군약산면해동보건진료소||126.9467792|34.4103452|보건소|061-553-9234|전라남도 완도군 약산면 약산로688번길 7||||||||완도군약산면해동보건진료소|7|||30301
완도군청산면모도보건진료소||126.769287208|34.1979704903|보건소|061-552-8258|전라남도 완도군 청산면 대모도길 373-13||||||||완도군청산면모도보건진료소|(청산면)|||30301
완도군청산면여서보건진료소||126.921905034|33.9856568734|보건소|061-552-9671|전라남도 완도군 청산면 여서도길 29-4||||||||완도군청산면여서보건진료소|(청산면)|||30301
왕궁상발보건진료소||127.0643201|35.952839|보건소|063-832-4874|전라북도 익산시 왕궁면 발산길 107||||||||왕궁상발보건진료소|107|||30301
왕궁용남보건진료소||127.099270358|35.9909983946|보건소|063-832-4604|전라북도 익산시 왕궁면 호반로 21-6||||||||왕궁용남보건진료소|(왕궁면)|||30301
외광보건진료소||129.242713346|35.4368254618|보건소|052-238-6670|울산광역시 울주군 온양읍 광청로 440||||||||외광보건진료소|(외광보건진료소)|||30301
외산면비암리보건진료소||126.7268854|36.3483099|보건소|041-833-5738|충청남도 부여군 외산면 만수로 902||||||||외산면비암리보건진료소|902|||30301
외산면전장리보건진료소||126.726816866|36.3255303694|보건소|041-836-0811|충청남도 부여군 외산면 조령서로 23||||||||외산면전장리보건진료소|(외산면)|||30301
외연도보건진료소||126.077793759|36.2266757635|보건소|041-936-5118|충청남도 보령시 오천면 외연도2길 14||||||||외연도보건진료소|(오천면)|||30301
외율보건진료소||127.995873435|35.2809178394|보건소|055-749-5747|경상남도 진주시 명석면 외율길 43||||||||외율보건진료소|(외율보건진료소)|||30301
용곡보건진료소||127.6443372|36.6773432|보건소|043-297-0492|충청북도 청주시 상당구 미원면 미원초정로 472||||||||용곡보건진료소|472|||30301
용동양촌보건진료소||126.995918133|36.093772109|보건소|063-862-4061|전라북도 익산시 용동면 화왕로 190||||||||용동양촌보건진료소|(용동면)|||30301
용두보건진료소||126.6251182|35.1400138|보건소|061-322-8839|전라남도 함평군 나산면 회화정길 17||||||||용두보건진료소|17|||30301
용마보건진료소||127.168522088|35.4277136072|보건소|063-650-5278|전라북도 순창군 인계면 대마길 43||||||||용마보건진료소|(인계면)|||30301
용봉보건진료소||126.653142883|36.6343386209|보건소|041-632-8970|충청남도 홍성군 홍북읍 용봉산3길 136||||||||용봉보건진료소|()|||30301
용산보건진료소||127.3576571|35.54811|보건소|063-625-2448|전라북도 남원시 덕과면 덕과로 583||||||||용산보건진료소|583|||30301
용산보건진료소||126.655988446|34.832794287|보건소|061-473-2683|전라남도 영암군 덕진면 용산용동길 91-24||||||||용산보건진료소|(덕진용산보건진료소)|||30301
용산보건진료소||128.664593729|37.6605502834|보건소|033-336-5169|강원도 평창군 대관령면 큰터길 21||||||||용산보건진료소|(용산보건진료소)|||30301
용성보건진료소||128.8065447|35.4454622|보건소|055-352-7898|경상남도 밀양시 삼랑진읍 삼랑진로 1192||||||||용성보건진료소|1192|||30301
용소보건진료소||126.611474172|34.7141717468|보건소|061-472-4276|전라남도 영암군 학산면 천해길 5-1||||||||용소보건진료소|(학산면)|||30301
용수보건진료소||128.612741508|36.0604562109|보건소|054-971-8735|경상북도 칠곡군 가산면 용매로 414-19||||||||용수보건진료소|414|||30301
용수보건진료소||126.168438718|33.3252235049|보건소|064-772-2859|제주특별자치도 제주시 한경면 용수길 73||||||||용수보건진료소|(한경면)|||30301
용안석우보건진료소||126.956780788|36.1380645703|보건소|063-861-4332|전라북도 익산시 용안면 법성1길 22-14||||||||용안석우보건진료소|22|||30301
용암보건진료소||127.23262848|35.7236248864|보건소|063-290-3084|전라북도 완주군 상관면 춘향로 4156-7||||||||용암보건진료소|4156|||30301
용암보건진료소||127.8608577|36.2550834|보건소|043-742-9060|충청북도 영동군 황간면 하용암2길 4||||||||용암보건진료소|4|||30301
용암보건진료소||127.70191747|38.0862914806|보건소|033-441-2919|강원도 화천군 하남면 용화산로 1292||||||||용암보건진료소|(하남면)|||30301
용암보건진료소||128.528470849|38.2581081323|보건소|033-633-0938|강원도 고성군 토성면 장새미길 9||||||||용암보건진료소|(토성면)|||30301
용암보건진료소||128.032693482|35.8075184471|보건소|055-944-5984|경상남도 거창군 가북면 용암로 717||||||||용암보건진료소|(가북면)|||30301
용인시가창보건진료소||127.365501715|37.193852743|보건소|031-332-9116|경기도 용인시 처인구 백암면 가창로24번길 25||||||||용인시가창보건진료소|(백암면)|||30301
용인시고기보건진료소||127.068046438|37.3581592453|보건소|031-262-3988|경기도 용인시 수지구 호수로 11-3||||||||용인시고기보건진료소|(고기동)|||30301
용인시고매보건진료소||127.098229749|37.2229535334|보건소|031-286-1005|경기도 용인시 기흥구 동탄기흥로 713-1||||||||용인시고매보건진료소|(고매동,고매어린이집)|||30301
용인시공세보건진료소||127.109498483|37.2331867562|보건소|031-286-8377|경기도 용인시 기흥구 공세로90번길 64||||||||용인시공세보건진료소|(공세동,공세보건진료소)|||30301
용인시대대보건진료소||127.266661819|37.26311486|보건소|031-332-7900|경기도 용인시 처인구 양지면 한터로571번길 25||||||||용인시대대보건진료소|(대대보건진료소)|||30301
용인시백봉보건진료소||127.3982092|37.1360009|보건소|031-332-9644|경기도 용인시 처인구 백암면 죽양대로 797-48||||||||용인시백봉보건진료소|797|||30301
용인시아곡보건진료소||127.167354315|37.1417235434|보건소|031-332-7998|경기도 용인시 처인구 남사면 남산로6번길 8||||||||용인시아곡보건진료소|(아곡1리노인회관)|||30301
용인시원암보건진료소||127.144768136|37.0950493527|보건소|031-332-6003|경기도 용인시 처인구 남사면 천덕산로421번길 8-1||||||||용인시원암보건진료소|(남사면)|||30301
용인시장평보건진료소||127.373714162|37.1242081672|보건소|031-332-4083|경기도 용인시 처인구 백암면 삼백로 599-3||||||||용인시장평보건진료소|(백암면)|||30301
용인시죽능보건진료소||127.309143662|37.1402707815|보건소|031-332-8439|경기도 용인시 처인구 원삼면 보개원삼로 1634||||||||용인시죽능보건진료소|(원삼면)|||30301
용전보건진료소||127.241749|34.7909353|보건소|061-857-9812|전라남도 보성군 조성면 대전길 28||||||||용전보건진료소|28|||30301
용정보건진료소||127.106284224|34.8071763047|보건소|061-852-0515|전라남도 보성군 미력면 살내1길 26-12||||||||용정보건진료소|(미력면)|||30301
용촌보건진료소||127.530496779|36.9297509775|보건소|043-878-9623|충청북도 음성군 맹동면 용촌길 105||||||||용촌보건진료소|(용촌보건진료소)|||30301
용추보건진료소||127.8004519|35.6525115|보건소|055-964-0265|경상남도 함양군 안의면 신안길 69||||||||용추보건진료소|69|||30301
용호보건진료소||126.5466167|36.5242634|보건소|041-633-2357|충청남도 홍성군 결성면 백야로 250-9||||||||용호보건진료소|(결성면)|||30301
용호보건진료소||128.394119|34.8733881|보건소|055-649-0267|경상남도 통영시 광도면 용호1길 20||||||||용호보건진료소|20|||30301
용화보건진료소||129.150284614|36.7890230764|보건소|054-683-0705|경상북도 영양군 일월면 영양로 3773||||||||용화보건진료소|(일월면)|||30301
용화보건진료소||127.038650371|35.7185620541|보건소|063-548-4243|전라북도 김제시 금산면 모악13길 10||||||||용화보건진료소|(금산면)|||30301
우곡보건진료소||127.505840018|37.3160142611|보건소|031-632-4637|경기도 이천시 백사면 청백리로 454||||||||우곡보건진료소|(백사면)|||30301
우곤보건진료소||127.000057818|36.1976530632|보건소|041-746-8177|충청남도 논산시 성동면 우곤1길 34||||||||우곤보건진료소|(성동면)|||30301
우기보건진료소||127.070463977|36.1504883641|보건소|041-742-2395|충청남도 논산시 채운면 우기길 5-12||||||||우기보건진료소|(채운면)|||30301
우목보건진료소||129.427008682|36.0978381989|보건소|054-252-7046|경상북도 포항시 북구 흥해읍 죽천길185번길 33||||||||우목보건진료소|(흥해읍)|||30301
우산보건진료소||126.538376463|36.8570539013|보건소|041-353-2865|충청남도 당진시 정미면 회천로 489-4||||||||우산보건진료소|(정미면)|||30301
운곡보건진료소||127.688037127|35.635325659|보건소|055-963-2901|경상남도 함양군 서하면 은행길 1||||||||운곡보건진료소|(서하면)|||30301
운곡보건진료소||128.7183308|36.2881299|보건소|054-832-8578|경상북도 의성군 금성면 탑운길 537||||||||운곡보건진료소|537|||30301
운곡보건진료소||127.1759176|35.9133733|보건소|063-290-3083|전라북도 완주군 용진읍 양전지동길 109||||||||운곡보건진료소|109|||30301
운교보건진료소||127.6899976|36.6921306|보건소|043-225-9402|충청북도 청주시 상당구 미원면 쌍이운교로 585||||||||운교보건진료소|585|||30301
운룡보건진료소||127.201391643|35.0923853598|보건소|061-754-2265|전라남도 순천시 주암면 운룡2길 25||||||||운룡보건진료소|(주암면)|||30301
운산보건진료소||127.1531027|36.0680093|보건소|063-263-5614|전라북도 완주군 화산면 화산로 1490||||||||운산보건진료소|1490|||30301
운악리보건진료소||127.348966104|37.8647635385|보건소|031-585-1128|경기도 가평군 조종면 현등사길 7-16||||||||운악리보건진료소|하판보건진료소|||30301
운학보건진료소||128.189821382|37.3269707967|보건소|033-374-6110|강원도 영월군 수주면 덕은골길 6||||||||운학보건진료소|(수주면)|||30301
울도보건진료소||125.9986387|37.0245842|보건소|032-858-9936|인천광역시 옹진군 덕적면 울도로 17||||||||울도보건진료소|17|||30301
울진군근남면진복보건진료소||129.416829077|36.9283501876|보건소|054-782-4212|경상북도 울진군 근남면 매오길 443||||||||울진군근남면진복보건진료소|(진복보건소)|||30301
울진군금강송면광회보건진료소||129.135002761|36.9283042921|보건소|054-782-9395|경상북도 울진군 금강송면 남회룡로 1515-8||||||||울진군금강송면광회보건진료소|(광회보건진료소)|||30301
울진군금강송면왕피보건진료소||129.287246099|36.8930691863|보건소|054-782-9454|경상북도 울진군 금강송면 왕피길 1435||||||||울진군금강송면왕피보건진료소|(왕피보건진료소)|||30301
울진군기성면구산보건진료소||129.467791638|36.7603562016|보건소|054-788-5658|경상북도 울진군 기성면 구산길 177||||||||울진군기성면구산보건진료소|(울진기성구산리해돋이진료소)|||30301
울진군기성면다천보건진료소||129.398533234|36.788919|보건소|054-787-6906|경상북도 울진군 기성면 정다이로 677-0||||||||울진군기성면다천보건진료소|(다천보건진료소)|||30301
울진군기성면사동보건진료소||129.436696523|36.8289203094|보건소|054-788-6684|경상북도 울진군 기성면 사동1길 18||||||||울진군기성면사동보건진료소|(사동 보건진료소)|||30301
울진군매화면갈면보건진료소||129.346063198|36.864466395|보건소|054-782-7648|경상북도 울진군 매화면 갈면대평길 237||||||||울진군매화면갈면보건진료소|(갈면보건진료소)|||30301
울진군매화면오산보건진료소||129.414748648|36.8884370768|보건소|054-782-7659|경상북도 울진군 매화면 망양정로 49-0||||||||울진군매화면오산보건진료소|49|||30301
울진군북면소곡보건진료소||129.3495609|37.0530045|보건소|054-782-0971|경상북도 울진군 북면 박금소야로 456||||||||울진군북면소곡보건진료소|456|||30301
울진군북면하당보건진료소||129.318534083|37.0386791813|보건소|054-782-9793|경상북도 울진군 북면 하당3길 34||||||||울진군북면하당보건진료소|(하당보건진료소)|||30301
울진군온정면덕산보건진료소||129.373400894|36.6945226091|보건소|054-788-5948|경상북도 울진군 온정면 하덕산길 50||||||||울진군온정면덕산보건진료소|(덕산보건진료소)|||30301
울진군온정면선구보건진료소||129.336703295|36.7514079498|보건소|054-788-3637|경상북도 울진군 온정면 백암온천로 845||||||||울진군온정면선구보건진료소|(선구리보건진료소)|||30301
울진군울진읍신림보건진료소||129.344728933|37.0045508913|보건소|054-783-3765|경상북도 울진군 울진읍 대흥신림로 714-35||||||||울진군울진읍신림보건진료소|(신림보건진료소)|||30301
울진군평해읍오곡보건진료소||129.435515668|36.7497785834|보건소|054-787-4494|경상북도 울진군 평해읍 오곡2길 170-0||||||||울진군평해읍오곡보건진료소|(오곡보건진료소)|||30301
울진군평해읍직산보건진료소||129.47069287|36.7201202385|보건소|054-787-5014|경상북도 울진군 평해읍 직고개길 27||||||||울진군평해읍직산보건진료소|(직산보건진료소)|||30301
울진군후포면후포보건진료소||129.464476956|36.6866893173|보건소|054-787-2211|경상북도 울진군 후포면 울진대게로 333||||||||울진군후포면후포보건진료소|(후포면)|||30301
웅포소대마보건진료소||126.885678732|36.0984688727|보건소|063-862-6223|전라북도 익산시 웅포면 대마길 19-5||||||||웅포소대마보건진료소|19|||30301
웅포하제보건진료소||126.890784113|36.1229578873|보건소|063-862-6016|전라북도 익산시 웅포면 제성1길 4||||||||웅포하제보건진료소|(웅포면)|||30301
원두보건진료소||126.572517531|36.1696158368|보건소|041-951-6765|충청남도 서천군 서면 부원길 122||||||||원두보건진료소|(서면)|||30301
원림보건진료소||128.7079631|36.5193573|보건소|054-859-6775|경상북도 안동시 남선면 놉실로 197||||||||원림보건진료소|197|||30301
원산도보건진료소||126.427997508|36.3695755477|보건소|0452-936-6301|충청남도 보령시 오천면 원산도3길 108||||||||원산도보건진료소|(보건소)|||30301
원산보건진료소||127.360193521|35.5883133882|보건소|063-642-4531|전라북도 임실군 지사면 원산3길 18-1||||||||원산보건진료소|18|||30301
원천보건진료소||128.739755|36.7868663|보건소|054-855-2639|경상북도 안동시 녹전면 예봉로 735||||||||원천보건진료소|735|||30301
원평보건진료소||126.628671451|36.7670470533|보건소|041-663-3281|충청남도 서산시 운산면 봉운로 889||||||||원평보건진료소|(운산면)|||30301
월기보건진료소||126.764978558|36.1001242011|보건소|041-951-0783|충청남도 서천군 기산면 화산로 1002-7||||||||월기보건진료소|(월기리보건소)|||30301
월길보건진료소||127.756949888|35.0362172482|보건소|061-797-4095|전라남도 광양시 진월면 섬진강매화로 826||||||||월길보건진료소|(진월면)|||30301
월소보건진료소||128.423566991|36.4926881391|보건소|054-862-1138|경상북도 의성군 안사면 월소3길 65||||||||월소보건진료소|(안사면)|||30301
월악보건진료소||128.137610231|36.8901126713|보건소|043-653-0970|충청북도 제천시 덕산면 월악산로4길 31||||||||월악보건진료소|(덕산면)|||30301
월악보건진료소||126.625184058|34.9055901737|보건소|061-472-7714|전라남도 영암군 시종면 금지로 69||||||||월악보건진료소|(시종면)|||30301
월오보건진료소||127.530361256|36.6115493542|보건소|043-297-0128|충청북도 청주시 상당구 다리실로 75||||||||월오보건진료소|(월오동,월오보건진료소)|||30301
월정보건진료소||127.052290253|35.4500211356|보건소|063-650-5297|전라북도 순창군 구림면 장암길 5-12||||||||월정보건진료소|(구림면)|||30301
월천보건진료소||126.408669941|35.1552615137|보건소|061-324-4740|전라남도 함평군 손불면 손무로 1050||||||||월천보건진료소|(손불면)|||30301
월촌보건진료소||128.299208032|35.2983617977|보건소|055-582-7440|경상남도 함안군 군북면 강둑아랫길 7||||||||월촌보건진료소|(군북면)|||30301
월포보건진료소||129.370787075|36.2066416368|보건소|054-232-3941|경상북도 포항시 북구 청하면 해안로2406번길 15-9||||||||월포보건진료소|(청하면)|||30301
월포보건진료소||127.5832107|37.0886727|보건소|031-6438314|경기도 이천시 율면 임오산로384번길 53||||||||월포보건진료소|53|||30301
월호보건진료소||127.72186|34.5759981|보건소|061-666-7595|전라남도 여수시 화정면 월호골길 13||||||||월호보건진료소|13|||30301
위곡리보건진료소||127.5149257|37.6701031939|보건소|031-584-7205|경기도 가평군 설악면 한서로 227||||||||위곡리보건진료소|(위곡보건진료소)|||30301
위도식도진료소||126.285376378|35.6246368608|보건소|063-583-5679|전라북도 부안군 위도면 뒷장불길 3||||||||위도식도진료소|3|||30301
위리보건진료소||128.947979054|36.6138170414|보건소|054-822-0181|경상북도 안동시 임동면 임예로 724||||||||위리보건진료소|(임동면)|||30301
유곡보건진료소||126.986212213|36.7049328255|보건소|041-543-0285|충청남도 아산시 송악면 도송로689번길 8||||||||유곡보건진료소|(유곡보건진료소)|||30301
유리보건진료소||127.472479907|36.7537448112|보건소|043-217-3172|충청북도 청주시 청원구 오창읍 일신길 9||||||||유리보건진료소|(오창유리보건진료소)|||30301
유산보건진료소||127.4384019|37.2421096|보건소|031-636-8898|경기도 이천시 호법면 이섭대천로793번길 23||||||||유산보건진료소|23|||30301
유성구구룡보건진료소||127.364594034|36.4505599122|보건소|042-935-3054|대전광역시 유성구 구룡달전로 264||||||||유성구구룡보건진료소|(구룡동,보건소)|||30301
유성구대동보건진료소||127.394256798|36.4761774525|보건소|042-935-5053|대전광역시 유성구 대금로 93-17||||||||유성구대동보건진료소|(대동,대동보건진료소)|||30301
유성구세동보건진료소||127.267505185|36.313034796|보건소|042-825-2690|대전광역시 유성구 세동로 506||||||||유성구세동보건진료소|(세동,세동보건진료소)|||30301
유성구외삼보건진료소||127.31145117|36.403161309|보건소|042-823-2694|대전광역시 유성구 외삼로 195||||||||유성구외삼보건진료소|(외삼동,외삼보건진료소)|||30301
유송보건진료소||127.728315792|34.547994867|보건소|061-664-9002|전라남도 여수시 남면 솔고지길 71-11||||||||유송보건진료소|71|||30301
유수암보건진료소||126.402601415|33.4413514613|보건소|064-799-2937|제주특별자치도 제주시 애월읍 유수암평화길 14-2||||||||유수암보건진료소|(애월읍)|||30301
유정리보건진료소||127.320884837|37.2881300504|보건소|031-762-5405|경기도 광주시 도척면 도척로 773-7||||||||유정리보건진료소|(도척면)|||30301
유천보건진료소||128.601868835|37.6709071731|보건소|033-332-5170|강원도 평창군 대관령면 전나무길 8||||||||유천보건진료소|(대관령면)|||30301
유포보건진료소||126.840927476|37.2479869719|보건소|031-356-7179|경기도 화성시 비봉면 남이로 241-5||||||||유포보건진료소|(비봉면)|||30301
유포보건진료소||127.548602168|36.9646522201|보건소|043-881-1723|충청북도 음성군 금왕읍 버들개길 59-4||||||||유포보건진료소|(유포보건진료소)|||30301
유호보건진료소||128.7704553|35.5724731|보건소|054-372-1229|경상북도 청도군 청도읍 유천길 83||||||||유호보건진료소|83|||30301
육동보건진료소||128.913501744|35.7647525881|보건소|053-852-1488|경상북도 경산시 용성면 육동로 643||||||||육동보건진료소|(용성면)|||30301
율곡면와리보건진료소||128.19621981|35.6111021424|보건소|055-930-3824|경상남도 합천군 율곡면 와리길 5-10||||||||율곡면와리보건진료소|(율곡면)|||30301
율길리보건진료소||127.289773986|37.8329944305|보건소|031-584-3494|경기도 가평군 상면 청군로 2043-15||||||||율길리보건진료소|(율길보건진료소)|||30301
율리보건진료소||126.626500817|36.1440183591|보건소|041-952-7165|충청남도 서천군 비인면 성검로374번길 6||||||||율리보건진료소|(율리보건진료소)|||30301
율림보건진료소||127.794967762|34.6015702818|보건소|061-644-6621|전라남도 여수시 돌산읍 향일암로 269-6||||||||율림보건진료소|269|||30301
율북보건진료소||127.129858669|35.4506728561|보건소|063-650-5298|전라북도 순창군 구림면 율북로 93-3||||||||율북보건진료소|(율북보건진료소)|||30301
율사보건진료소||126.6672774|36.7911896|보건소|041-356-3493|충청남도 당진시 면천면 한천로 561||||||||율사보건진료소|561|||30301
은곡보건진료소||126.535521482|34.7619294939|보건소|061-472-5297|전라남도 영암군 학산면 은곡길 48||||||||은곡보건진료소|(학산은곡보건진료소)|||30301
은덕보건진료소||127.13679489|34.850694656|보건소|061-853-6733|전라남도 보성군 겸백면 은덕길 36||||||||은덕보건진료소|(겸백면)|||30301
은사보건진료소||127.913106754|35.1301934291|보건소|055-854-7380|경상남도 사천시 곤명면 은사길 16||||||||은사보건진료소|(은사보건진료소)|||30301
은산리보건진료소||127.1227916|37.0853019|보건소|031-664-7479|경기도 평택시 진위면 은산3길 26||||||||은산리보건진료소|26|||30301
은산면가곡리보건진료소||126.851474677|36.3369285426|보건소|041-832-6003|충청남도 부여군 은산면 매화로 8||||||||은산면가곡리보건진료소|(은산면)|||30301
은산면내지리보건진료소||126.824186232|36.2809891508|보건소|041-836-7557|충청남도 부여군 은산면 내대로 130||||||||은산면내지리보건진료소|(은산면내지리진료소)|||30301
은성보건진료소||127.138183135|36.1770258325|보건소|041-746-8266|충청남도 논산시 은진면 성평1길 56||||||||은성보건진료소|(은진면)|||30301
응봉면/입침보건진료소||126.804720175|36.6603586159|보건소|041-339-8199|충청남도 예산군 응봉면 입침큰말길 30-29||||||||응봉면 입침보건진료소|(응봉면)|||30301
응암보건진료소||127.341325253|36.5573288316|보건소|041-864-9202|세종특별자치시 연동면 송암로 246||||||||응암보건진료소|(응암보건진료소)|||30301
의귀보건진료소||126.7209801|33.300762|보건소|064-764-3433|제주특별자치도 서귀포시 남원읍 한신로 220||||||||의귀보건진료소|220|||30301
의송보건진료소||128.7956559|35.8588783|보건소|053-817-4753|경상북도 경산시 압량면 의송길 92||||||||의송보건진료소|92|||30301
의항리보건진료소||126.164415928|36.8332360504|보건소|041-675-9113|충청남도 태안군 소원면 개목길 25-7||||||||의항리보건진료소|(소원면)|||30301
이개보건진료소||128.6410471|36.6160811|보건소|054-841-5636|경상북도 안동시 서후면 귀여리길 377||||||||이개보건진료소|377|||30301
이곡리보건진료소||127.14974841|37.7775836711|보건소|031-544-8006|경기도 포천시 소흘읍 이곡길 10||||||||이곡리보건진료소|(소흘읍)|||30301
이동보건진료소||127.221388222|34.8849098592|보건소|061-852-7452|전라남도 보성군 율어면 배골길 46-1||||||||이동보건진료소|46|||30301
이령보건진료소||128.536332775|35.365549256|보건소|055-587-4105|경상남도 함안군 칠북면 이령2길 20||||||||이령보건진료소|(칠북면)|||30301
