##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@세무사
청윤세무법인||||세무사|02-2637-8300|서울특별시 영등포구 양산로 107||||||||청윤세무법인|10층 (당산동3가,인곡빌딩)|||91603
청학세무법인||||세무사|031-247-1230|경기도 수원시 팔달구 고화로 5||||||||청학세무법인|(매산로2가)|||91603
케이에스세무법인||||세무사|051-463-9600|부산광역시 동구 중앙대로 192||||||||케이에스세무법인|1007호 (초량동,교원공제회관빌딩)|||91603
탑코리아세무법인||||세무사|02-3473-2468|서울특별시 서초구 서초중앙로2길 38||||||||탑코리아세무법인|5층 (서초동,청산빌딩)|||91603
태원세무법인||||세무사|031-903-9904|경기도 파주시 문산읍 문산로 31||||||||태원세무법인|(문산읍,호프오비타임)|||91603
태평세무법인||||세무사|031-695-6789|경기도 수원시 영통구 신원로 88||||||||태평세무법인|엠파이어 104-306호 (신동,디지털)|||91603
택스원프라임세무법인||||세무사|02-593-7725|서울특별시 서초구 서초대로23길 9||||||||택스원프라임세무법인|2층 (방배동,태희빌딩)|||91603
티에스세무법인||||세무사|031-202-0208|경기도 화성시 향남읍 발안공단로3길 2||||||||티에스세무법인|(향남읍,다인블루)|||91603
퍼스트세무법인||||세무사|02-2203-3555|서울특별시 송파구 백제고분로45길 34||||||||퍼스트세무법인|401호 (송파동,동방빌딩)|||91603
하나로/세무법인||||세무사|032-433-4500|||||||||하나로 세무법인||||91603
하늘세무법인||||세무사|02-387-0277|서울특별시 서대문구 세무서2길 2||||||||하늘세무법인|2호 (홍제동)|||91603
한강세무법인||||세무사|02-877-7766|서울특별시 관악구 봉천로 221||||||||한강세무법인|(봉천동)|||91603
한결세무법인||||세무사|02-475-9200|서울특별시 송파구 위례성대로 18||||||||한결세무법인|(방이동,금복빌딩)|||91603
한국세무법인||||세무사|032-568-0071|인천광역시 서구 연희로14번길 9-12||||||||한국세무법인|103호 (연희동,삼성빌딩)|||91603
한길세무법인||||세무사|062-653-7000|광주광역시 남구 중앙로 87||||||||한길세무법인|1층 (서동,KBCBD)|||91603
한돌세무법인||||세무사|02-567-0919|서울특별시 강남구 테헤란로4길 46||||||||한돌세무법인|104동 906호 (역삼동,쌍용플래티넘밸류)|||91603
한백세무법인||||세무사|031-931-6800|경기도 고양시 일산동구 정발산로 24||||||||한백세무법인|T4-701 (장항동,웨스텀돔타워)|||91603
한빛세무법인||||세무사|031-622-0090|경기도 성남시 분당구 야탑로81번길 10||||||||한빛세무법인|408 (야탑동,아미고타워)|||91603
한성세무법인||||세무사|02-558-6969|서울특별시 강남구 역삼로17길 60||||||||한성세무법인|405호 (역삼동,KS빌딩)|||91603
한양세무법인||||세무사|061-285-9611|전라남도 목포시 원형서로 46||||||||한양세무법인|(상동)|||91603
한우세무법인||||세무사|02-514-2477|서울특별시 서초구 사평대로 349||||||||한우세무법인|301 (반포동,서초BD)|||91603
한일세무법인||||세무사|02-564-6986|서울특별시 강남구 테헤란로78길 12||||||||한일세무법인|13층 (대치동,MSA빌딩)|||91603
해리치세무법인||||세무사|062-371-9900|광주광역시 서구 시청로56번길 8||||||||해리치세무법인|501 (치평동,세븐OT)|||91603
해인세무법인||||세무사|02-782-9697|서울특별시 강남구 강남대로 310||||||||해인세무법인|1508호 (역삼동,유니온센터오피스텔)|||91603
현담세무법인||||세무사|02-565-0690|서울특별시 금천구 디지털로 121||||||||현담세무법인|206호 (가산동,에이스가산타워)|||91603
현대세무법인||||세무사|02-568-8111|서울특별시 서초구 서초대로 396||||||||현대세무법인|7층 (서초동,강남빌딩)|||91603
현빈세무법인||||세무사|02-538-2244|서울특별시 강남구 테헤란로 128||||||||현빈세무법인|7층 (역삼동,성곡BD)|||91603
호남/세무법인||||세무사|062-236-1360|광주광역시 동구 중앙로 171||||||||호남 세무법인|4층 (충장로4가,정의빌딩)|||91603
호서세무법인||||세무사|042-824-9444|대전광역시 유성구 은구비로 18||||||||호서세무법인|313호 (지족동,가나파로스빌)|||91603
화우세무법인||||세무사|02-6261-3100|서울특별시 중구 수표로 67||||||||화우세무법인|604 (수표동,천수BD)|||91603
