##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
법률사무소/트루메이트||||변호사|02-6951-1777|서울 서초구 서초중앙로 164||||||||법률사무소 트루메이트|402호 (서초동,신한국빌딩)|||91604
소통/합동법률사무소||||변호사|033-648-4422|강원 강릉시 교동광장로 90||||||||소통 합동법률사무소|3층 (교동)|||91604
쎈/법률사무소||||변호사|02-785-9005|서울 영등포구 여의대로 8||||||||쎈 법률사무소|2601호 (여의도동,여의도파크센터 B동)|||91604
스타/법률사무소||||변호사|053-218-0626|대구 중구 달구벌대로 2095||||||||스타 법률사무소|11층 (덕산동,삼성생명빌딩)|||91604
상록수/공동법률사무소||||변호사|041-352-2199|충남 당진시 청룡길 159||||||||상록수 공동법률사무소|2층 202,203호 (읍내동)|||91604
공동법률사무소/신록||||변호사|02-403-1253|서울 송파구 법원로 92||||||||공동법률사무소 신록|제2층 208호 (문정동,파트너스1)|||91604
합동법률사무소/도봉||||변호사|955-3135,6|서울 도봉구 도봉로168길 16||||||||합동법률사무소 도봉|104호 (도봉동,경민빌딩)|||91604
법률사무소/온길||||변호사|595-1945|서울 서초구 서초중앙로 149-10||||||||법률사무소 온길|(서초동,현빌딩)|||91604
유니온/공동법률사무소||||변호사|525-0029|서울 서초구 서초중앙로22길 42||||||||유니온 공동법률사무소|6층 (서초동)|||91604
공동법률사무소/봄날||||변호사|062-375-9111|광주 서구 시청로96번길 15||||||||공동법률사무소 봄날|101호,102호 (치평동,로잔티움파크)|||91604
유어사이드/공동법률사무소||||변호사|031-901-1245|경기 고양시 일산동구 장백로 208||||||||유어사이드 공동법률사무소|504호 (장항동,성암빌딩)|||91604
최원영/강명권/공동법률사무소||||변호사|3471-3301|서울 서초구 서초대로42길 51||||||||최원영 강명권 공동법률사무소|4층 (서초동,마노빌딩)|||91604
백준/법률사무소||||변호사|536-4344|서울 서초구 서초중앙로26길 9||||||||백준 법률사무소|6층 (서초동,동우빌딩)|||91604
커넥트/공동법률사무소||||변호사|6203-7701|서울 강남구 테헤란로28길 7||||||||커넥트 공동법률사무소|2층 (역삼동,덕천빌딩)|||91604
공동법률사무소/편한||||변호사|599-5562|서울 서초구 서초중앙로 158||||||||공동법률사무소 편한|604호 (서초동,남계빌딩)|||91604
법률사무소/은인||||변호사|031-546-1544|경기 용인시 수지구 광교중앙로 294||||||||법률사무소 은인|203호 (상현동,1133)|||91604
엘리트/공동법률사무소||||변호사||서울 강남구 테헤란로10길 8||||||||엘리트 공동법률사무소|11층 (역삼동,녹명빌딩)|||91604
선율로/공동법률사무소||||변호사|031-309-5959|경기 수원시 영통구 광교중앙로248번길 95-1||||||||선율로 공동법률사무소|304호 (하동)|||91604
법률사무소/정오||||변호사|051-911-4114|부산 연제구 법원로 20||||||||법률사무소 정오|904~905호 (거제동,로제스티빌딩)|||91604
나무/공동법률사무소||||변호사|055-263-2816|경남 창원시 성산구 창이대로689번길 4-24||||||||나무 공동법률사무소|201호 (사파동,더원2빌딩)|||91604
담윤/공동법률사무소||||변호사|055-264-0390|경남 창원시 성산구 동산로220번길 35||||||||담윤 공동법률사무소|2층,4층 (사파동)|||91604
해환/공동법률사무소||||변호사|545-6217|서울 강남구 영동대로 621||||||||해환 공동법률사무소|6층 (삼성동)|||91604
법률사무소/일과사람||||변호사|586-1941|서울 서초구 서초중앙로 120||||||||법률사무소 일과사람|602호 (서초동,현정빌딩)|||91604
변호사/현창곤/안홍모/공동법률사무소||||변호사|064-702-7600~1|제주 제주시 연삼로 402||||||||변호사 현창곤 안홍모 공동법률사무소|401호 (이도2동,제일빌딩)|||91604
법률사무소/안율||||변호사|02-6953-7700|서울 서초구 서초중앙로 125||||||||법률사무소 안율|903호 (서초동,로이어즈타워)|||91604
담율/공동법률사무소||||변호사|062-385-8502|광주 서구 시청로96번길 15||||||||담율 공동법률사무소|112호,114호 (치평동,로잔티움파크)|||91604
공동법률사무소/더/상승||||변호사|031-902-3110|경기 고양시 일산동구 중앙로 1191||||||||공동법률사무소 더 상승|605호 (장항동,굿모닝 법조타운I)|||91604
제이앤제이/법률사무소||||변호사|064-726-1121~2|제주 제주시 중앙로 319||||||||제이앤제이 법률사무소|3층 (이도2동,효당빌딩)|||91604
종합법률사무소/공정||||변호사|02-598-6000|서울 서초구 서초대로50길 8||||||||종합법률사무소 공정|5층 (서초동,관정빌딩)|||91604
우리들의/공동법률사무소||||변호사|031-8007-3303|경기 수원시 영통구 광교중앙로248번길 95-1||||||||우리들의 공동법률사무소|104호 (하동)|||91604
변호사/권동영/한장헌/공동법률사무소||||변호사|02-569-4749|서울 강남구 선릉로 433||||||||변호사 권동영 한장헌 공동법률사무소|15층 (역삼동,세방빌딩)|||91604
민헌/합동법률사무소||||변호사|522-4531|서울 서초구 서초대로40길 49||||||||민헌 합동법률사무소|5층 (서초동,라이프재단 빌딩)|||91604
월드클래스/법률사무소||||변호사|6959-1443|서울 강남구 테헤란로 623||||||||월드클래스 법률사무소|3층 (삼성동,삼성빌딩)|||91604
공동법률사무소/더도움||||변호사|055-264-3700|경남 창원시 성산구 창이대로689번길 4-5||||||||공동법률사무소 더도움|4층 (사파동,변호사회관)|||91604
법률사무소/문정||||변호사|404-1106|서울 송파구 법원로8길 13||||||||법률사무소 문정|2층 202호 (문정동,문정헤리움써밋타워)|||91604
해누리/공동법률사무소||||변호사|031-548-0037|경기 수원시 영통구 법조로149번길 150||||||||해누리 공동법률사무소|204호 (하동,지연빌딩)|||91604
법률사무소/예주||||변호사|010-6600-9729|부산 연제구 법원로 40||||||||법률사무소 예주|10층 (거제동,서정빌딩)|||91604
새녘/공동법률사무소||||변호사|041-522-2244|충남 천안시 동남구 청당2길 83-15||||||||새녘 공동법률사무소|4층,5층 (청당동,새녘빌딩)|||91604
공동법률사무소/위너||||변호사|061-803-9290|전남 목포시 정의로 30||||||||공동법률사무소 위너|503호 (옥암동)|||91604
법률사무소/기원||||변호사|062-456-0001|광주 동구 준법로 10||||||||법률사무소 기원|3층 (지산동)|||91604
법률사무소/가현||||변호사|062-236-0222|광주 동구 지산로85번길 11-9||||||||법률사무소 가현|(지산동)|||91604
대청/공동법률사무소||||변호사|043-294-8577|충북 청주시 서원구 산남로62번길 35||||||||대청 공동법률사무소|403호 (산남동,미소시티II)|||91604
공동법률사무소/동주||||변호사|031-216-1155|경기 수원시 영통구 광교중앙로248번길 7-2||||||||공동법률사무소 동주|B동 902호,903호 (하동,원희캐슬법조타운)|||91604
공동법률사무소/승률||||변호사|044-862-2752|세종 한누리대로 2150||||||||공동법률사무소 승률|610호 (보람동,스마트허브Ⅰ)|||91604
청윤/공동법률사무소||||변호사|053-744-3377|대구 수성구 동대구로 390||||||||청윤 공동법률사무소|1102호 (범어타워)|||91604
법률사무소/윤오||||변호사|595-3480|서울 서초구 법원로4길 13||||||||법률사무소 윤오|(서초동,춘광빌딩)|||91604
공동법률사무소/명전||||변호사|522-7704|서울 서초구 서초대로 264||||||||공동법률사무소 명전|12층 (서초동,법조타워)|||91604
법률사무소/강원||||변호사|033-241-9900|강원 춘천시 공지로 293||||||||법률사무소 강원|1층 (효자동,화남빌딩)|||91604
부산대동/공동법률사무소||||변호사|051-710-0090|부산 연제구 법원남로15번길 26||||||||부산대동 공동법률사무소|5층,501호 (거제동,위너스빌딩)|||91604
공동법률사무소/산음||||변호사|573-4860|서울 서초구 강남대로 212||||||||공동법률사무소 산음|5층 (양재동,보은빌딩)|||91604
법률사무소/기산||||변호사|031-212-1126|경기 수원시 영통구 중부대로345번길 20||||||||법률사무소 기산|4층 404호 (원천동,대산프라자)|||91604
법률사무소/이스트||||변호사|6952-6325|서울 송파구 법원로 92||||||||법률사무소 이스트|3층 308호 (문정동,파트너스1)|||91604
변호사/박민철/설주완/공동법률사무소||||변호사|061-721-7772|전남 순천시 왕지로 20||||||||변호사 박민철 설주완 공동법률사무소|4층 (왕지동,그린법조타운)|||91604
명재/공동법률사무소||||변호사|6245-2359|서울 서초구 서초대로 240||||||||명재 공동법률사무소|305~306호 (서초동,서초동 동일하이빌)|||91604
공동법률사무소/율장||||변호사|064-758-0201|제주 제주시 오복2길 19||||||||공동법률사무소 율장|3층 (이도2동)|||91604
법률사무소/푸른봄||||변호사|02-2038-2535|서울 서초구 방배로 178||||||||법률사무소 푸른봄|B101 (방배동,유중아트센터)|||91604
법률사무소/대하||||변호사|3478-6333|서울 서초구 서초중앙로28길 10||||||||법률사무소 대하|2층 (서초동,명신빌딩)|||91604
태연/공동법률사무소||||변호사|3474-0301|서울 강남구 테헤란로 147||||||||태연 공동법률사무소|1007호 (역삼동,성지하이츠Ⅱ)|||91604
공동법률사무소/지함||||변호사|031-523-3037|경기 남양주시 가운로1길 1||||||||공동법률사무소 지함|304호 (가운동,드림프라자)|||91604
법률사무소/창림||||변호사|031-216-9830|경기 수원시 영통구 광교중앙로248번길 95-1||||||||법률사무소 창림|504호 (하동)|||91604
법률사무소/단율||||변호사||서울 송파구 법원로8길 13||||||||법률사무소 단율|1312호,1313호 (문정동)|||91604
삼인/공동법률사무소||||변호사|070-5101-1555|서울 서초구 사임당로 21||||||||삼인 공동법률사무소|502호 (서초동,기하빌딩)|||91604
공동법률사무소/화명||||변호사|051-365-4677|부산 북구 금곡대로 175||||||||공동법률사무소 화명|208동 203호 (화명동,화명2차동원로얄듀크비스타)|||91604
온정/공동법률사무소||||변호사|032-710-5355|인천 미추홀구 학익소로 62||||||||온정 공동법률사무소|206호,207호 (학익동,정동빌딩)|||91604
푸른솔/법률사무소||||변호사|031-319-7654|경기 시흥시 마유로 330||||||||푸른솔 법률사무소|201호 (정왕동,대하빌딩)|||91604
로스토리/공동법률사무소||||변호사|6949-5240|서울 서초구 서초대로 332||||||||로스토리 공동법률사무소|11층 (서초동,신승빌딩)|||91604
법률사무소/제주드림||||변호사|064-727-5055|제주 제주시 중앙로 312||||||||법률사무소 제주드림|1층 (이도2동,형제빌딩)|||91604
법률사무소/금산||||변호사|454-2900|서울 송파구 법원로 92||||||||법률사무소 금산|408호 (문정동,파트너스1)|||91604
법률사무소/PNS||||변호사|031-826-1424|경기 의정부시 녹양로18번길 35-18||||||||법률사무소 PNS|1층 (가능동)|||91604
변호사/김정훈/이주현/법률사무소||||변호사|064-753-0045|제주 제주시 중앙로 326||||||||변호사 김정훈 이주현 법률사무소|401호 (이도2동,해피트리)|||91604
법률사무소/영무||||변호사|463-0022|서울 성동구 뚝섬로1길 31||||||||법률사무소 영무|1516호 (성수동1가,서울숲 M타워)|||91604
다솔공동법률사무소||||변호사|6959-7020|서울 서초구 법원로3길 6-9||||||||다솔공동법률사무소|(서초동,법조 빌딩)|||91604
법률사무소/유현||||변호사|02-595-2200|서울 서초구 서초대로 269||||||||법률사무소 유현|402호 (서초동,부림빌딩)|||91604
법률사무소/디딤/홍앤주||||변호사|031-503-9244|경기 안산시 단원구 광덕서로 72||||||||법률사무소 디딤 홍앤주|305호 (고잔동,중앙법조빌딩)|||91604
공동법률사무소/묵호||||변호사|033-533-0901|강원 동해시 천곡로 71||||||||공동법률사무소 묵호|8층 (천곡동,흥국생명빌딩)|||91604
공동법률사무소/지율||||변호사|031-211-2006|경기 수원시 영통구 광교중앙로266번길 30||||||||공동법률사무소 지율|305호 (하동)|||91604
강문/공동법률사무소||||변호사|062-236-2224|광주 동구 지산로 70||||||||강문 공동법률사무소|(지산동,동산빌딩)|||91604
로운/공동법률사무소||||변호사|051-292-9003|부산 사하구 낙동남로 1417||||||||로운 공동법률사무소|9층 (하단동,락희빌딩)|||91604
공동법률사무소/율헌||||변호사|051-710-7745|부산 연제구 법원남로 16||||||||공동법률사무소 율헌|702호 (거제동,협성법조타운빌딩)|||91604
변호사/서재구/김진/법률사무소||||변호사|032-862-1123|인천 남구 소성로 159||||||||변호사 서재구 김진 법률사무소|106~107호 (학익동,현준솔로몬시티)|||91604
법률사무소/한들||||변호사|041-417-3700||충남 천안시 동남구 청당동 485|||||||법률사무소 한들|703호,704호|||91604
공동법률사무소/나루||||변호사|062-223-9900|광주 동구 지산로 85||||||||공동법률사무소 나루|2층 (지산동,서동빌딩)|||91604
케이제이에스좋은합동법률사무소||||변호사|02-3476-7800|서울 서초구 법원로3길 6-9||||||||케이제이에스좋은합동법률사무소|205호 (서초동,법조빌딩)|||91604
부부/합동법률사무소/최신||||변호사|031-873-6602|경기 의정부시 녹양로 18||||||||부부 합동법률사무소 최신|1층 (가능동)|||91604
법률사무소/로빈||||변호사|031-932-0030|경기 고양시 일산동구 장백로 208||||||||법률사무소 로빈|601호,602호,603호 (장항동,성암빌딩)|||91604
법률사무소/화윤||||변호사|02-586-3902|서울 서초구 반포대로30길 18||||||||법률사무소 화윤|302호 (서초동)|||91604
법률사무소/승헌||||변호사|031-876-2005|경기 의정부시 녹양로34번길 30||||||||법률사무소 승헌|403호 (가능동,법전빌딩)|||91604
법률사무소/리엘/파트너스||||변호사|032-873-2502|인천 남구 소성로 171||||||||법률사무소 리엘 파트너스|제로시스동 703,704호 (학익동,대흥평창로시스빌딩)|||91604
서강/공동법률사무소||||변호사|062-228-9600|광주 동구 지산로 63||||||||서강 공동법률사무소|4층 (지산동)|||91604
아이알케이/공동법률사무소||||변호사|042-476-4770|대전 서구 둔산중로78번길 26||||||||아이알케이 공동법률사무소|11층 1102호 (둔산동,민석타워)|||91604
브라이트/법률사무소||||변호사|051-711-6798|부산 해운대구 마린시티2로 2||||||||브라이트 법률사무소|1101호 (우동,마린파크)|||91604
법률사무소/혜율||||변호사|02-3476-3800|서울 서초구 서초중앙로 154||||||||법률사무소 혜율|602호 (서초동,화평빌딩)|||91604
로라클/법률사무소||||변호사|02-2097-8125|서울 강남구 테헤란로 521||||||||로라클 법률사무소|29층 (삼성동,파르나스타워)|||91604
법률사무소/진영||||변호사|2088-1783|서울 강남구 역삼로3길 20||||||||법률사무소 진영|4층 (역삼동,서정빌딩)|||91604
남명현/박재욱/공동법률사무소||||변호사|032-329-7500|경기 부천시 부일로237번길 56||||||||남명현 박재욱 공동법률사무소|207호 (상동,호림빌딩)|||91604
변호사/김태현/차이윤/법률사무소||||변호사|051-724-2511|부산 기장군 기장읍 기장대로 516||||||||변호사 김태현 차이윤 법률사무소|2층 202호 (청강리,자이안트볼링)|||91604
청안/공동법률사무소||||변호사|032-861-0400|인천 남구 소성로 166-1||||||||청안 공동법률사무소|4층 (학익동,학익빌딩)|||91604
공동법률사무소/시대||||변호사|051-507-8980|부산 연제구 법원로32번길 18||||||||공동법률사무소 시대|(거제동,나래타운빌딩) 403호|||91604
법률사무소/더윈||||변호사|051-507-5674~5|부산 연제구 법원남로15번길 26||||||||법률사무소 더윈|9층 (거제동,위너스빌딩)|||91604
미소/공동법률사무소||||변호사|597-4209|서울 서초구 반포대로28길 63||||||||미소 공동법률사무소|2층 (서초동)|||91604
리한/공동법률사무소||||변호사|583-1119|서울 서초구 법원로2길 15||||||||리한 공동법률사무소|501호 (서초동,길도빌딩)|||91604
유지승/법률사무소||||변호사|033-745-5376|강원 원주시 무실새골길 2||||||||유지승 법률사무소|4층 401호|||91604
법률사무소/초록||||변호사|032-715-5688|인천 남구 소성로 153||||||||법률사무소 초록|502호 (학익동,중앙빌딩)|||91604
공동법률사무소/화랑||||변호사|053-741-5300|대구 수성구 동대구로 354||||||||공동법률사무소 화랑|702호 (범어동,브라운스톤 범어)|||91604
법률사무소/종로||||변호사|738-9009|서울 종로구 인사동5길 25||||||||법률사무소 종로|1007호 (인사동,하나로빌딩)|||91604
고려/공동법률사무소||||변호사|593-0117|서울 서초구 반포대로28길 91||||||||고려 공동법률사무소|4층 (서초동,대진빌딩)|||91604
공동법률사무소/오성||||변호사|051-714-3402|부산 연제구 법원남로9번길 10||||||||공동법률사무소 오성|4,5층 (거제동,천우빌딩)|||91604
하율/공동법률사무소||||변호사|031-905-0800|경기 고양시 일산동구 장백로 204||||||||하율 공동법률사무소|701호,702호 (장항동,보림빌딩)|||91604
백산/공동법률사무소||||변호사|598-2200|서울 서초구 서초중앙로 117||||||||백산 공동법률사무소|12층 (서초동,훈민타워)|||91604
인산/공동법률사무소||||변호사|051-503-0900|부산 연제구 법원로 12||||||||인산 공동법률사무소|602호 (거제동,로윈타워빌딩)|||91604
산솔/합동법률사무소||||변호사|031-217-1540|경기 화성시 동탄반석로 196||||||||산솔 합동법률사무소|905호 (반송동,아이프라자)|||91604
법률사무소/바앤로||||변호사|053-719-0315|대구 수성구 동대구로 395||||||||법률사무소 바앤로|(범어동,참저축은행빌딩) 3층|||91604
태온/공동법률사무소||||변호사|031-217-2373|경기 수원시 영통구 광교중앙로248번길 7-3||||||||태온 공동법률사무소|201호 (하동,우연법전프라자)|||91604
으뜸/공동법률사무소||||변호사|6925-6171|서울 서초구 사임당로 87||||||||으뜸 공동법률사무소|3층 (서초동,서원빌딩)|||91604
법률사무소/인현||||변호사|032-874-2587|인천 남구 소성로 166-1||||||||법률사무소 인현|3층 (학익동,학일빌딩)|||91604
온리/법률사무소||||변호사|062-226-0031|광주 남구 중앙로 87||||||||온리 법률사무소|11층 (서동,kbc광주방송)|||91604
플랜에이/법률사무소||||변호사|421-0253|서울 송파구 법원로 96||||||||플랜에이 법률사무소|404호 (문정동,문정법조프라자)|||91604
법률사무소/가치||||변호사|402-2288|서울 송파구 법원로 90||||||||법률사무소 가치|607호 (문정동,파트너스2)|||91604
공동법률사무소/이백||||변호사|599-5991|서울 서초구 법원로2길 17-5||||||||공동법률사무소 이백|3층 (서초동,백영빌딩)|||91604
법률사무소/대건||||변호사|537-9295|서울 서초구 법원로2길 17-5||||||||법률사무소 대건|2층 (서초동,백영빌딩|||91604
동부/법률사무소||||변호사|02-6335-5900|서울 송파구 법원로 90||||||||동부 법률사무소|(문정동,파트너스2) 507호|||91604
여민합동법률사무소||||변호사|044-905-0031|세종 한누리대로 234||||||||여민합동법률사무소|(나성동,르네상스) 505호|||91604
변호사/이주성/김형찬/법률사무소||||변호사|032-864-5557|인천 남구 학익소로 66||||||||변호사 이주성 김형찬 법률사무소|405호 (학익동,선정빌딩)|||91604
공동법률사무소/헤윰||||변호사|525-2237|서울 서초구 서초대로54길 29-13||||||||공동법률사무소 헤윰|2층 (서초동,일암빌딩)|||91604
법률사무소/벧엘||||변호사|535-7323|서울 서초구 서초중앙로24길 27||||||||법률사무소 벧엘|407호 (서초동,지파이브센트럴프라자)|||91604
로펌이든/공동법률사무소||||변호사|2039-9400|서울 서초구 강남대로 196||||||||로펌이든 공동법률사무소|5층 (양재동,구민빌딩)|||91604
더조은/종합법률사무소||||변호사|02-594-1237|서울 서초구 서초중앙로 160||||||||더조은 종합법률사무소|(서초동,법률센터) 502호,503호|||91604
법률사무소/차이||||변호사|3448-4242|서울 강남구 봉은사로 109||||||||법률사무소 차이|6층 (논현동,싼타홍타워)|||91604
화정/공동법률사무소||||변호사|031-967-7655|경기 고양시 덕양구 화정로 53||||||||화정 공동법률사무소|706호 (화정동,새롬프라자)|||91604
법률사무소/메이데이||||변호사|780-0757|서울 영등포구 국회대로70길 15-1||||||||법률사무소 메이데이|807호 (여의도동,극동VIP빌딩)|||91604
법률사무소/인율||||변호사|2603-5997|서울 양천구 신월로 389||||||||법률사무소 인율|808호 (신정동,남부빌딩)|||91604
법률사무소/청송Law||||변호사|051-714-1515|부산 연제구 법원남로15번길 10||||||||법률사무소 청송Law|2층 202호 (거제동,미르코아빌딩)|||91604
히포크라/법률사무소||||변호사|02-3477-6911|서울 서초구 서초중앙로 154||||||||히포크라 법률사무소|404호 (서초동,화평빌딩)|||91604
법률사무소/청은||||변호사|3472-7188|서울 서초구 서초대로46길 9||||||||법률사무소 청은|2층 (서초동,SM빌딩)|||91604
법률사무소/강민||||변호사|031-483-2500|경기 안산시 단원구 광덕서로 68||||||||법률사무소 강민|401호 (고잔동,삼영빌딩)|||91604
IBS공동법률사무소||||변호사|598-8518|서울 서초구 서초대로 272||||||||IBS공동법률사무소|3층 (서초동,한국아이비에스빌딩)|||91604
법률사무소/국토||||변호사|592-9600|서울 서초구 반포대로28길 39||||||||법률사무소 국토|401호 (서초동,선우빌딩)|||91604
태정/합동법률사무소||||변호사|2269-7190|서울 중구 충무로 65||||||||태정 합동법률사무소|3층 (을지로3가,신양빌딩)|||91604
김송/합동법률사무소||||변호사|053-745-9693|대구 수성구 동대구로 358-6||||||||김송 합동법률사무소|5층 502호 (범어동,성광빌딩)|||91604
법률사무소/승리||||변호사|031-903-5300|경기 고양시 일산동구 장백로 206||||||||법률사무소 승리|403호 (장항동,이지로빌딩)|||91604
산성/법률사무소||||변호사|595-5551|서울 서초구 서초대로51길 21||||||||산성 법률사무소|6층 (서초동,하림빌딩 2)|||91604
준명/공동법률사무소||||변호사|525-6906|서울 서초구 반포대로30길 33||||||||준명 공동법률사무소|3층 (서초동,블리스빌딩)|||91604
서진법률사무소||||변호사|042-471-5800|대전 서구 둔산중로78번길 20||||||||서진법률사무소|1002호 (둔산동,명진빌딩)|||91604
법률사무소/율다함||||변호사|6951-0069|서울 강남구 테헤란로10길 6||||||||법률사무소 율다함|11층 (역삼동,녹명빌딩)|||91604
엔씨원/공동법률사무소||||변호사|593-7707|서울 서초구 서초중앙로22길 53||||||||엔씨원 공동법률사무소|202호 (서초동)|||91604
법률사무소/다감||||변호사|02-586-9922|서울 서초구 서초대로56길 22||||||||법률사무소 다감|2층 (서초동,성운빌딩)|||91604
변호사/박재호/법률사무소||||변호사|031-475-1400|경기 안산시 단원구 광덕서로 72||||||||변호사 박재호 법률사무소|501호,502호 (고잔동,중앙법조빌딩)|||91604
우리의/합동법률사무소||||변호사|3273-3331|서울 마포구 마포대로14길 14||||||||우리의 합동법률사무소|6층 (공덕동,태영빌딩)|||91604
청백/공동법률사무소||||변호사|521-3320|서울 서초구 반포대로 104||||||||청백 공동법률사무소|7층 (서초동,서일빌딩)|||91604
티에스법률사무소||||변호사|3477-0681|서울 서초구 서초중앙로 69||||||||티에스법률사무소|9층 1호 (서초동,르네상스빌딩)|||91604
법률사무소/헌율||||변호사|064-762-0331|제주 서귀포시 서문로 2||||||||법률사무소 헌율|6층 (서귀동,해인빌딩)|||91604
법률사무소/지언||||변호사|031-926-4000|경기 고양시 일산동구 중앙로 1191||||||||법률사무소 지언|504호 (장항동,굿모닝법조타운I)|||91604
무진/공동/법률사무소||||변호사|062-222-2100|광주 동구 지산로 74-8||||||||무진 공동 법률사무소|501호 (지산동,심산빌딩)|||91604
공동법률사무소/도윤||||변호사|2054-8585|서울 송파구 송파대로 167||||||||공동법률사무소 도윤|제B동 제3층 제312호 (문정동,문정역테라타워)|||91604
종합법률/보담/공동법률사무소||||변호사|042-472-1668|대전 서구 둔산중로 74||||||||종합법률 보담 공동법률사무소|4층 404호 (둔산동,인곡타워)|||91604
참좋은/공동법률사무소||||변호사|032-861-0861|인천 남구 소성로 171||||||||참좋은 공동법률사무소|4층 402호 (학익동,대흥평창로시스빌딩)|||91604
법률사무소/충주||||변호사|043-843-3060|충북 충주시 계명대로 115||||||||법률사무소 충주|2층 (교현동)|||91604
합동법률사무소/시중||||변호사|536-7708|서울 서초구 법원로3길 15||||||||합동법률사무소 시중|305호 (서초동,영포빌딩)|||91604
공동법률사무소/지현||||변호사|592-5790|서울 서초구 서초중앙로 118||||||||공동법률사무소 지현|10층 (서초동,카이스시스템빌딩)|||91604
담헌/공동법률사무소||||변호사|051-502-2241|부산 연제구 법원로 42||||||||담헌 공동법률사무소|201호 (거제동,대한빌딩)|||91604
로펌/고우/법률사무소||||변호사|452-0037|서울 광진구 아차산로 187||||||||로펌 고우 법률사무소|302호 (화양동,동신빌딩)|||91604
서담/공동법률사무소||||변호사|434-4920|서울 송파구 송파대로 438||||||||서담 공동법률사무소|703호 (송파동)|||91604
재율/공동법률사무소||||변호사|312-1007|서울 마포구 마포대로 201||||||||재율 공동법률사무소|208호 (아현동,마포트라팰리스2차)|||91604
현송/법률사무소||||변호사|529-3011|서울 강남구 논현로30길 47||||||||현송 법률사무소|5층 (도곡동,한방빌딩)|||91604
법률사무소/이도||||변호사|064-757-0401|제주 제주시 연삼로 401||||||||법률사무소 이도|2층 (이도2동)|||91604
합동법률사무소/영우||||변호사|598-5975|서울 구로구 디지털로33길 11||||||||합동법률사무소 영우|1003호 (구로동,에이스테크노타워9차)|||91604
법률사무소/사람인||||변호사|537-0815|서울 서초구 서초대로51길 29||||||||법률사무소 사람인|4층 (서초동,헤라피스빌딩)|||91604
비상/공동법률사무소||||변호사|031-8009-0909|경기 수원시 영통구 봉영로 1617||||||||비상 공동법률사무소|227호 (영통동,훼미리타워)|||91604
법률사무소/소유||||변호사|031-216-1555|경기 수원시 영통구 광교중앙로 244||||||||법률사무소 소유|302호 (하동)|||91604
법률사무소/그날||||변호사|053-523-9797|대구 달서구 장산남로 21||||||||법률사무소 그날|204,205호 (용산동,법조빌딩)|||91604
봄날가정법률사무소||||변호사|031-926-3570|경기 고양시 일산동구 중앙로 1191||||||||봄날가정법률사무소|404호 (장항동,굿모닝 법조타운원)|||91604
세상/공동법률사무소||||변호사|956-3838|서울 도봉구 마들로 760||||||||세상 공동법률사무소|1층 101호 102호,2층 201호 (도봉동,한밭법조타워)|||91604
더앤법률사무소||||변호사|6959-7217|서울 강남구 선릉로 703||||||||더앤법률사무소|5층 (논현동,HS TOWER)|||91604
공동법률사무소/미래||||변호사||광주 동구 동명로 109-2||||||||공동법률사무소 미래|(지산동)|||91604
공동법률사무소/기업분쟁연구소||||변호사|568-2420|서울 강남구 테헤란로 420||||||||공동법률사무소 기업분쟁연구소|4층 (대치동,HLMC빌딩)|||91604
변호사/남호진/남지현/법률사무소||||변호사|053-753-4541,2|대구 수성구 동대구로 358-6||||||||변호사 남호진 남지현 법률사무소|308호 (범어동,성광빌딩)|||91604
법률사무소/강||||변호사|064-727-2013|제주 제주시 중앙로 326||||||||법률사무소 강|402호 (이도이동,해피트리)|||91604
법률사무소/소나무||||변호사|031-364-8311|경기 수원시 영통구 월드컵로97번길 53-4||||||||법률사무소 소나무|(원천동)|||91604
해별/공동법률사무소||||변호사|6415-7574|서울 양천구 신월로 389||||||||해별 공동법률사무소|802~4호 (신정동,남부빌딩)|||91604
법률사무소/양현||||변호사|062-225-2233|광주 동구 지산로 70||||||||법률사무소 양현|(지산동,2층)|||91604
법률사무소/시원||||변호사|062-229-0001|광주 동구 지산로 70||||||||법률사무소 시원|3층 (지산동,동산빌딩)|||91604
공동법률사무소/세웅||||변호사|581-9680,1|서울 서초구 서초중앙로22길 46||||||||공동법률사무소 세웅|3층 (서초동,선인빌딩)|||91604
법률사무소/이해||||변호사|062-229-7500|광주 동구 지산로 74-8||||||||법률사무소 이해|401호 (지산동,심산빌딩)|||91604
변호사/남삼식/법률사무소||||변호사|031-733-5114|경기 성남시 수정구 산성대로 465||||||||변호사 남삼식 법률사무소|2층 (단대동,인화빌딩)|||91604
변호사/이희열/강호석/공동법률사무소||||변호사|063-255-2500|전북 전주시 덕진구 사평로 47||||||||변호사 이희열 강호석 공동법률사무소|4층 (덕진동1가,로펌빌딩)|||91604
소울/공동법률사무소||||변호사|515-0080|서울 강남구 압구정로28길 19||||||||소울 공동법률사무소|5층 (신사동,JJ빌딩)|||91604
법률사무소/서한파트너스||||변호사|031-217-2766|경기 수원시 영통구 광교중앙로 248번길 7-2||||||||법률사무소 서한파트너스|A동 709호 (하동,원희캐슬광교)|||91604
법률사무소/그들로||||변호사|537-2391|서울 서초구 서초대로49길 17||||||||법률사무소 그들로|402호 (서초동,주안빌딩)|||91604
