##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@복지서비스
행복재가노인요양기관||126.93945740389104|37.36962798875605|복지서비스|031-3934796|경기도 군포시 당산로 218||노인장기요양시설||||||행복재가노인요양기관|(산본동,2층)|||200100
미소요양원||126.9339740132|37.3710847166|복지서비스|031-3913377|경기도 군포시 고산로 679||노인장기요양시설||||||미소요양원|9층 (산본동,미성프라자)|||200100
온마음요양원||126.9339740132|37.3710847166|복지서비스|031-3997448|경기도 군포시 고산로 679||노인장기요양시설||||||온마음요양원|7층 701호 (산본동,미성프라자)|||200100
다우리요양원/2||126.9339740131831|37.37108471660729|복지서비스|031-3923368|경기도 군포시 고산로 679||노인장기요양시설||||||다우리요양원 2|8층 (산본동,미성프라자)|||200100
시온재가장기요양센터||126.9343621076|37.3713912813|복지서비스|031-3985550|경기도 군포시 고산로 683||노인장기요양시설||||||시온재가장기요양센터|1002호 (산본동,현대아카데미센터)|||200100
정성요양원||126.9343621076|37.3713912813|복지서비스|031-3929072|경기도 군포시 고산로 683||노인장기요양시설||||||정성요양원|6층 (산본동)|||200100
산본요양원||126.9343621076359|37.37139128134067|복지서비스|031-3938811|경기도 군포시 고산로 683||노인장기요양시설||||||산본요양원|8층 (산본동,현대아카데미센터)|||200100
늘푸른요양원||126.9345380785|37.3715607717|복지서비스|031-3984777|경기도 군포시 고산로 685||노인장기요양시설||||||늘푸른요양원|9층 901호 (산본동)|||200100
늘푸른요양원2||126.9345380785|37.3715607717|복지서비스|031-3984777|경기도 군포시 고산로 685||노인장기요양시설||||||늘푸른요양원2|9층 902호 (산본동)|||200100
늘푸른요양원3||126.9345380785|37.3715607717|복지서비스|031-3984777|경기도 군포시 고산로 685||노인장기요양시설||||||늘푸른요양원3|9층 903호 (산본동,한빛타운)|||200100
우리요양원|매화점|126.9345380785|37.3715607717|복지서비스|031-3991041|경기도 군포시 고산로 685||노인장기요양시설||||||우리요양원 매화점|10층 1001호 (산본동,한빛타운)|||200100
우리요양원|동백점|126.9345380785|37.3715607717|복지서비스|031-3991041|경기도 군포시 고산로 685||노인장기요양시설||||||우리요양원 동백점|10층 1003호 (산본동,한빛타운)|||200100
우리요양원|목련점|126.9345380785|37.3715607717|복지서비스|031-3991041|경기도 군포시 고산로 685||노인장기요양시설||||||우리요양원 목련점|10층 1002호 (산본동,한빛타운)|||200100
효요양원1호점||126.93631260675535|37.371803215384595|복지서비스|031-3981132|경기도 군포시 금산로 112||노인장기요양시설||||||효요양원1호점|3층 (산본동,덕원빌딩)|||200100
효요양원2호점||126.93631260675535|37.371803215384595|복지서비스|031-3981131|경기도 군포시 금산로 112||노인장기요양시설||||||효요양원2호점|4층 (산본동,덕원빌딩)|||200100
효요양원3호점||126.93631260675535|37.371803215384595|복지서비스|031-3981132|경기도 군포시 금산로 112||노인장기요양시설||||||효요양원3호점|5층 (산본동,덕원빌딩)|||200100
사랑샘종합복지센터||126.9363126068|37.3718032154|복지서비스|031-3996265|경기도 군포시 금산로 112||노인장기요양시설||||||사랑샘종합복지센터|6층 (산본동)|||200100
포시즌요양원||126.9352691087|37.3721882878|복지서비스|031-3911188|경기도 군포시 고산로 695||노인장기요양시설||||||포시즌요양원|9층 (산본동,산본타운)|||200100
이레/재가복지센터||126.9352691087|37.3721882878|복지서비스|031-3923633|경기도 군포시 고산로 695||노인장기요양시설||||||이레 재가복지센터|9층 (산본동)|||200100
스마일시니어/진영노인재가복지센터||126.9392247606|37.3725291722|복지서비스|031-3924135|경기도 군포시 고산로724번길 36-1||노인장기요양시설||||||스마일시니어 진영노인재가복지센터|(산본동)|||200100
그린아동발달센터||126.9325840091|37.3600157229|복지서비스|031-3967456|경기도 군포시 산본로323번길 4-17||사회서비스제공기관||||||주)그린아동발달센터|404호 (산본동,군포프라자)|||200100
아이공간|군포산본점|126.9337091066|37.3590828944|복지서비스|031-3965009|경기도 군포시 번영로 515||사회서비스제공기관||||||(주)아이공간 군포산본점|(산본동,유화프라자 4층)|||200100
아이라라아동발달센터||126.9337091066|37.3590828944|복지서비스|031-3945279|경기도 군포시 번영로 515||사회서비스제공기관||||||아이라라아동발달센터|301호 (산본동,유화프라자)|||200100
나눔재가장기요양센터||126.9337091066|37.3590828944|복지서비스|031-3936114|경기도 군포시 번영로 515||사회서비스제공기관||||||나눔재가장기요양센터|(산본동,유화프라자 301호)|||200100
군포시늘푸른노인복지관||126.93310425260907|37.363976933163|복지서비스|031-3925755|경기도 군포시 산본천로 101||사회복지시설||||||군포시늘푸른노인복지관|(산본동)|||200100
대한노인회군포시지회||126.9331042526|37.3639769332|복지서비스|031-3953008|경기도 군포시 산본천로 101-0||사회복지시설||||||대한노인회군포시지회|(산본동) 101 (산본동,군포시늘푸른노인복지관 4층)|||200100
군포/위드맘케어||126.9329459599|37.3591869834|복지서비스|031-9912831|경기도 군포시 산본로323번길 7-1||사회서비스제공기관||||||군포 위드맘케어|5층 504호동 (산본동)|||200100
생명나무||126.93839551472693|37.359424214207905|복지서비스|031-3930193|경기도 군포시 번영로550번길 5||사회복지시설||||||생명나무|133동 103호 (금정동,목화아파트)|||200100
군포시자립생활센터||126.9342653265|37.3580956785|복지서비스|031-3992541|경기도 군포시 번영로 514||사회서비스제공기관||||||군포시자립생활센터|605호 (금정동,현대프라자)|||200100
몸의/학교||126.9315821821|37.3594204696|복지서비스|031-3982012|경기도 군포시 산본로323번길 16-15||사회서비스제공기관||||||몸의 학교|6층 604호 (산본동)|||200100
산본해피실버재가센터||126.9342653265|37.3580956785|복지서비스|031-3903131|경기도 군포시 번영로 514||사회서비스제공기관||||||산본해피실버재가센터|(금정동,현대프라자 7층)|||200100
코리아뮤지큐/오케스트라||126.9342653265|37.3580956785|복지서비스|031-3983690|경기도 군포시 번영로 514||사회서비스제공기관||||||코리아뮤지큐 오케스트라|304호 (금정동,현대프라자)|||200100
중앙언어치료교육원||126.9310126521|37.3601013155|복지서비스|031-3957585|경기도 군포시 산본로323번길 16-31||사회서비스제공기관||||||중앙언어치료교육원|504호 (산본동)|||200100
해피케어||126.9322920451|37.3583216245|복지서비스|031-3933571|경기도 군포시 번영로 497||사회서비스제공기관||||||해피케어|(산본동,금화프라자 402-1)|||200100
참사랑어머니회|안양지점|126.9392764992|37.3643659023|복지서비스|031-4554095|경기도 군포시 금산로 15||사회서비스제공기관||||||참사랑어머니회 안양지점|2 207 (금정동,삼성빌딩)|||200100
친정맘||126.9315514599|37.3584473421|복지서비스|031-4275880|경기도 군포시 산본로323번길 23||사회서비스제공기관||||||친정맘|(산본동,동선빌딩 501-502호)|||200100
봄봄요양원||126.93194006203738|37.3581087799521|복지서비스|031-3936023|경기도 군포시 번영로 495||사회복지시설||||||봄봄요양원|5층 (산본동,신명산빌딩)|||200100
아하클리닉/심리상담센터||126.9302095457|37.3594593129|복지서비스|031-3933935|경기도 군포시 광정로 70||사회서비스제공기관||||||아하클리닉 심리상담센터|3층 303호 (산본동,유공빌딩)|||200100
산본아동발달센터||126.9302095457|37.3594593129|복지서비스|031-3990203|경기도 군포시 광정로 70||사회서비스제공기관||||||산본아동발달센터|(산본동,유공빌딩 406)|||200100
승록안마원||126.9315835234|37.3579427852|복지서비스|031-3988586|경기도 군포시 번영로 489||사회서비스제공기관||||||승록안마원|3층 301호 (산본동,중앙타워)|||200100
원광예술심리연구소/느티나무||126.9315835234|37.3579427852|복지서비스|031-3948472|경기도 군포시 번영로 489||사회서비스제공기관||||||원광예술심리연구소 느티나무|508호 (산본동,중앙타워)|||200100
군포YMCA||126.9405775506|37.3635952842|복지서비스|031-3958614|경기도 군포시 금산로 13||사회서비스제공기관||||||군포YMCA|5층 (금정동)|||200100
탑안마원||126.9315835234|37.3579427852|복지서비스|031-3997575|경기도 군포시 번영로 489||사회서비스제공기관||||||탑안마원|2층 209호 (산본동,중앙타워)|||200100
군포기초푸드뱅크||126.9378240166596|37.357092055648494|복지서비스|031-3972054|경기도 군포시 오금로 102||사회복지시설||||||군포기초푸드뱅크|(금정동)|||200100
그린힐마사지클리닉||126.9373321193|37.3568070713|복지서비스|031-3968770|경기도 군포시 산본로 276||사회서비스제공기관||||||그린힐마사지클리닉|(금정동)|||200100
샤론심리상담센터||126.9415125115|37.3632389435|복지서비스|031-4771077|경기도 군포시 금산로6번길 4||사회서비스제공기관||||||샤론심리상담센터|3층 302호 (금정동)|||200100
갈릴리지역아동센터||126.94087508502594|37.364208131503254|복지서비스|031-4540507|경기도 군포시 금산로 18-1||사회복지시설||||||갈릴리지역아동센터|3층 (금정동)|||200100
늘푸른주간보호센터||126.92972565190684|37.36513189232568|복지서비스|031-3933833|경기도 군포시 산본로 394||사회복지시설||||||늘푸른주간보호센터|(산본동,대림프라자603호)|||200100
영은늘푸른지역아동센터||126.94098803268481|37.35836232346364|복지서비스|031-3959614|경기도 군포시 오금로134번길 6||사회복지시설||||||영은늘푸른지역아동센터|1층 (금정동)|||200100
제일수요양원||126.94231608006505|37.36345558460918|복지서비스|031-3428899|경기도 군포시 번영로 605||사회복지시설||||||제일수요양원|2~8층 (금정동)|||200100
군포시주몽종합사회복지관||126.9273888077|37.3628779141|복지서비스|031-3984781|경기도 군포시 광정로 122||사회서비스제공기관||||||군포시주몽종합사회복지관|(산본동)|||200100
사랑꿈터지역아동센터||126.92738880771593|37.36287791406934|복지서비스|070-86336914|경기도 군포시 광정로 122||사회복지시설||||||사랑꿈터지역아동센터|(산본동)|||200100
새싹들의/집||126.94235547227308|37.36508466016906|복지서비스|031-4574383|경기도 군포시 당산로161번길 10||사회복지시설||||||새싹들의 집|(금정동)|||200100
사랑이있는지역아동센터||126.94346094092057|37.36016198221729|복지서비스|031-4290400|경기도 군포시 금당로 164||사회복지시설||||||사랑이있는지역아동센터|(금정동)|||200100
경기문화원||126.9386323205|37.3680345495|복지서비스|031-3928446|경기도 군포시 금산로 64||사회서비스제공기관||||||경기문화원|202호 (산본동)|||200100
산돌사랑의/집||126.9442855529101|37.362414941514444|복지서비스|031-4291402|경기도 군포시 당산로125번길 14-1||사회복지시설||||||산돌사랑의 집|금정동|||200100
인애방문요양센터||126.9262054647|37.3632087596|복지서비스|031-3997991|경기도 군포시 광정로 119-1||사회서비스제공기관||||||인애방문요양센터|지하1층 (산본동,대림상가)|||200100
군포지역자활센터||126.9421376503|37.3664901552|복지서비스|031-4270555||경기도 군포시 금정동 730|사회서비스제공기관||||||군포지역자활센터|2호 신호빌딩 5층|||200100
코리아인성교육원||126.9406058346|37.3678121025|복지서비스|031-3928446|경기도 군포시 당산로197번길 1||사회서비스제공기관||||||코리아인성교육원|(산본동)|||200100
군포지역자활센터||126.94257102550125|37.36664534292548|복지서비스|031-4270555|경기도 군포시 금정로 25||사회복지시설||||||군포지역자활센터|(금정동)|||200100
서울특별시립/엘림노인전문요양원||126.9257021635|37.3653348675|복지서비스|031-3901000|경기도 군포시 고산로 589||사회복지시설||||||서울특별시립 엘림노인전문요양원|(산본동)|||200100
포도나무실버타운|사랑점|126.9327105401523|37.37000998184931|복지서비스|031-3984777||경기도 군포시 산본2동 685|사회복지시설||||||포도나무실버타운 사랑점|903호 (산본동)|||200100
포도나무실버타운|믿음점|126.9327105401523|37.37000998184931|복지서비스|031-3984777||경기도 군포시 산본2동 685|사회복지시설||||||포도나무실버타운 믿음점|901호 (산본동)|||200100
샤론지역아동센터||126.94599800249088|37.36081551147147|복지서비스|031-4775692|경기도 군포시 당산로 103||사회복지시설||||||샤론지역아동센터|2층 (금정동)|||200100
행복한홈스쿨지역아동센터||126.93458846644073|37.37073906415745|복지서비스|031-3919544|경기도 군포시 고산로 678||사회복지시설||||||행복한홈스쿨지역아동센터|(산본동)|||200100
하음심리상담센터||126.9447960037|37.3559494073|복지서비스|070-88396949|경기도 군포시 당산로47번길 1||사회서비스제공기관||||||하음심리상담센터|1층 (당동)|||200100
다우리요양원/2||126.9339740132|37.3710847166|복지서비스|031-3997448|경기도 군포시 고산로 679||사회복지시설||||||다우리요양원 2|8층층 (산본동,미성프라자)|||200100
아르떼앙상블||126.939442947|37.3707596698|복지서비스|031-3990363|경기도 군포시 산본천로199번길 5||사회서비스제공기관||||||아르떼앙상블|3층 1호 (산본동)|||200100
정다우리||126.9343621076|37.3713912813|복지서비스|031-3923658|경기도 군포시 고산로 683||사회서비스제공기관||||||사단법인 정다우리|1003호 (산본동)|||200100
군포시니어클럽||126.93936292342165|37.35235705035396|복지서비스|031-4542077|경기도 군포시 금당로69번길 29||사회복지시설||||||군포시니어클럽|(당동)|||200100
비전나무|군포점|126.9343621076|37.3713912813|복지서비스|031-3988818|경기도 군포시 고산로 683||사회서비스제공기관||||||비전나무(주) 군포점|504호 (산본동,현대아카데미센타)|||200100
포도나무실버타운|소망점|126.93453807852464|37.37156077168166|복지서비스|031-3984777|경기도 군포시 고산로 685||사회복지시설||||||포도나무실버타운 소망점|902호산본동|||200100
비지팅엔젤스재가센터||126.9444889084|37.3683185633|복지서비스|010-44040303|경기도 군포시 군포로707번길 3||사회서비스제공기관||||||비지팅엔젤스재가센터|(금정동)|||200100
다소미노인방문요양기관||126.9225239793|37.3602438286|복지서비스|031-3931858|경기도 군포시 고산로 529||사회서비스제공기관||||||다소미노인방문요양기관|제AB동 지하층 35호 (산본동,금강2단지주상복합아파트)|||200100
명심효요양원3호점||126.93631260675535|37.371803215384595|복지서비스|031-3981132|경기도 군포시 금산로 112||사회복지시설||||명심孝요양원3호점||명심孝요양원3호점|5층 (산본동,덕원빌딩)|||200100
산모피아과천/안양||126.9389454455|37.3717000848|복지서비스|031-4237572|경기도 군포시 군포로761번길 68||사회서비스제공기관||||||산모피아과천 안양|206호 (산본동)|||200100
슈퍼맘/안양||126.9389454455|37.3717000848|복지서비스|031-3913168|경기도 군포시 군포로761번길 68||사회서비스제공기관||||||슈퍼맘 안양|207호 (산본동)|||200100
산본Arts심리상담센터||126.9352691087|37.3721882878|복지서비스|031-3941223|경기도 군포시 고산로 695||사회서비스제공기관||||||산본Arts심리상담센터|404호 (산본동,산본타운)|||200100
명심효요양원1호점||126.9359146182104|37.37249859210526|복지서비스|031-3981132||경기도 군포시 산본동 112|사회복지시설||||명심孝요양원1호점||명심孝요양원1호점|3층 (산본동,덕원빌딩)|||200100
명심효요양원2호점||126.9359146182104|37.37249859210526|복지서비스|031-3981132||경기도 군포시 산본동 112|사회복지시설||||명심孝요양원2호점||명심孝요양원2호점|4층 (산본동,덕원빌딩)|||200100
하트맘케어||126.9407697992|37.3717730946|복지서비스|031-3938778|경기도 군포시 산본천로211번길 10||사회서비스제공기관||||||하트맘케어|102호동 (산본동)|||200100
스마일시니어진영노인복지센터||126.9392247606|37.3725291722|복지서비스|031-3924135|경기도 군포시 고산로724번길 36-1||사회서비스제공기관||||||스마일시니어진영노인복지센터|(산본동)|||200100
온유/방문노인복지센터||126.9309783143|37.372942723|복지서비스|031-3984210|경기도 군포시 고산로677번길 36||노인장기요양시설||||||온유 방문노인복지센터|제지하층 3호 (산본동)|||200100
희망지역아동센터||126.94216295503382|37.35116909465756|복지서비스|031-4571255|경기도 군포시 당동로 22||사회복지시설||||||희망지역아동센터|(당동,2층)|||200100
구세군엔젤트리지역아동센터||126.9429935393|37.3513136624|복지서비스|031-4593330|경기도 군포시 당동로12번길 5-4||사회복지시설||||||구세군엔젤트리지역아동센터|2층 (당동)|||200100
기쁨지역아동센터||126.94391867443305|37.351807868346036|복지서비스|031-4776396|경기도 군포시 군포로499번길 30||사회복지시설||||||기쁨지역아동센터|2층 (당동)|||200100
매화노인복지센터||126.93518637763104|37.37386775380789|복지서비스|031-3983677|경기도 군포시 곡란로 22||노인장기요양시설||||||매화노인복지센터|2층 (산본동,매화종합사회복지관)|||200100
매화지역아동센터||126.93518637763104|37.37386775380789|복지서비스|070-42443679|경기도 군포시 곡란로 22||사회복지시설||||||매화지역아동센터|(산본동)|||200100
군포시매화종합사회복지관||126.93518637763104|37.37386775380789|복지서비스|031-3933677|경기도 군포시 곡란로 22||사회복지시설||||||군포시매화종합사회복지관|(산본동)|||200100
가나/재가노인복지센터||126.93970265442061|37.37352054471178|복지서비스|031-3944000|경기도 군포시 군포로775번길 41||노인장기요양시설||||||가나 재가노인복지센터|101호 (산본동)|||200100
사임당산후도우미||126.9245409988|37.3524890847|복지서비스|031-4743579|경기도 군포시 번영로 403||사회서비스제공기관||||||사임당산후도우미|516동 1205호 (산본동,가야아파트)|||200100
다정종합복지센터||126.94236760163732|37.37284069813705|복지서비스|031-3888957|경기도 군포시 군포로 759||노인장기요양시설||||||(주)다정종합복지센터|4층 (산본동,선한빌딩)|||200100
정원지역아동센터||126.94387406430457|37.35108702422135|복지서비스|031-3949184|경기도 군포시 군포로499번길 7||사회복지시설||||||정원지역아동센터|(당동)|||200100
다정복지센터||126.9423676016|37.3728406981|복지서비스|031-3888957|경기도 군포시 군포로 759||사회서비스제공기관||||||다정복지센터|4층 (산본동,선한빌딩)|||200100
군포시다문화가족지원센터||126.91941863066937|37.359218186872965|복지서비스|031-3951811|경기도 군포시 수리산로 112||사회복지시설||||||군포시다문화가족지원센터|(산본동,군포책마을 슬기관 1층)|||200100
e행복한요양원1호점||126.94509278673233|37.35140115416845|복지서비스|031-3483434|경기도 군포시 군포로 506||사회복지시설||||||e행복한요양원1호점|3층 (당동)|||200100
e행복한요양원2호점||126.94509278673233|37.35140115416845|복지서비스|031-3483434|경기도 군포시 군포로 506||사회복지시설||||||e행복한요양원2호점|4층 (당동)|||200100
e행복한요양원3호점||126.94509278673233|37.35140115416845|복지서비스|031-3483434|경기도 군포시 군포로 506||사회복지시설||||||e행복한요양원3호점|5층 (당동)|||200100
군포/We/Start/산본마을/운영센터||126.93921435897444|37.37422669856974|복지서비스|031-3983677|경기도 군포시 군포로785번길 42||사회복지시설||||||군포 We Start 산본마을 운영센터|(산본동)|||200100
군포/We/Start/당동마을/운영센터||126.94239414609164|37.349932995895145|복지서비스|031-3951199|경기도 군포시 당동로17번길 23||사회복지시설||||||군포 We Start 당동마을 운영센터|(당동)|||200100
당동큰빛지역아동센터||126.94419976071151|37.3502185865049|복지서비스|031-4510203|경기도 군포시 군포로 489-2||사회복지시설||||||당동큰빛지역아동센터|2층 (당동)|||200100
윙장애인보호작업장||126.94483615043563|37.35044594425166|복지서비스|031-4597942|경기도 군포시 군포로 494||사회복지시설||||||윙장애인보호작업장|405호 (당동,당동빌딩)|||200100
보람재가복지센터||126.92979348190536|37.37471884736587|복지서비스|031-3915488|경기도 군포시 곡란로74번길 1-1||노인장기요양시설||||||보람재가복지센터|101호 (산본동)|||200100
군포시장애인보호작업장||126.95079672363838|37.35536098103768|복지서비스|031-4291043|경기도 군포시 당정로 90-0||사회복지시설||||||군포시장애인보호작업장|나동 304호당정동,신라테크노빌|||200100
성야고보의집||126.94130273852406|37.34849802116444|복지서비스|031-3943569||경기도 군포시 당동 |사회복지시설||||||성야고보의집||||200100
군포/하나로/남자/중장기/청소년/쉼터||126.94100168897496|37.37552147573691|복지서비스|031-3990937|경기도 군포시 군포로 789||사회복지시설||||||군포 하나로 남자 중장기 청소년 쉼터|(산본동)|||200100
꿈의집지역아동센터||126.94100168897496|37.37552147573691|복지서비스|031-3990931|경기도 군포시 군포로 789||사회복지시설||||||꿈의집지역아동센터|2층 (산본동)|||200100
하늘둥지||126.94754482176556|37.350569716256494|복지서비스|031-4277231|경기도 군포시 봉성로 26||사회복지시설||||||하늘둥지|(당동,3층)|||200100
다솜둥지||126.94754482176556|37.350569716256494|복지서비스|031-4276839|경기도 군포시 봉성로 26||사회복지시설||||||다솜둥지|(당동,4층)|||200100
효은요양원||126.94036468505031|37.34728656871327|복지서비스|031-3952226|경기도 군포시 용호1로 56||사회복지시설||||||효은요양원|2층 205호 (당동,대림프라자)|||200100
예침지압안마원||126.9452616475|37.348896372|복지서비스|031-3990027|경기도 군포시 고산로250번길 32||사회서비스제공기관||||||예침지압안마원|4층 401호 (당동,덕산 3동상가)|||200100
행복한마음아동청소년상담발달센터||126.9439080156|37.3479298347|복지서비스|070-86837575|경기도 군포시 고산로264번길 13||사회서비스제공기관||||||행복한마음아동청소년상담발달센터|(당동,그린프라자 304,305호)|||200100
군포사랑의손길/노인복지센터||126.9424286073|37.3461883352|복지서비스|031-3980123|경기도 군포시 군포로 444||사회서비스제공기관||||||군포사랑의손길 노인복지센터|4층 (당동,서일빌딩)|||200100
가온누리주간보호센타||126.9424286073|37.3461883352|복지서비스|031-3980124|경기도 군포시 군포로 444||사회서비스제공기관||||||가온누리주간보호센타|4층 (당동,서일빌딩)|||200100
가온누리주간보호||126.94242860732083|37.346188335229755|복지서비스|031-3980124|경기도 군포시 군포로 444||사회복지시설||||||가온누리주간보호|(당동,서일빌딩 4층)|||200100
가온누리단기보호||126.94242860732083|37.346188335229755|복지서비스|031-3980123|경기도 군포시 군포로 444||사회복지시설||||||가온누리단기보호|4층 (당동,서일빌딩)|||200100
성요한의집||126.94580945630722|37.346734153999755|복지서비스|031-3933569|경기도 군포시 군포로456번길 19-4||사회복지시설||||||성요한의집|(당동,4층)|||200100
누리봄아동청소년발달연구소||126.9383311203|37.3443121286|복지서비스|031-4549999|경기도 군포시 용호1로16번길 1||사회서비스제공기관||||||누리봄아동청소년발달연구소|4층 401호 (당동)|||200100
가야지역아동센터||126.92309880787268|37.34559348221123|복지서비스|031-3954894|경기도 군포시 번영로 331-1||사회복지시설||||||가야지역아동센터|2층 (산본동)|||200100
군포시노인복지관||126.9474896385|37.3455347404|복지서비스|031-3992270|경기도 군포시 고산로 223||사회서비스제공기관||||||군포시노인복지관|(당동)|||200100
군포시가야종합사회복지관||126.9233972350672|37.34511793222558|복지서비스|031-3954894|경기도 군포시 번영로 331||사회복지시설||||||군포시가야종합사회복지관|(산본동)|||200100
희망자리||126.94314879466349|37.34299543406756|복지서비스|031-3918799|경기도 군포시 용호2로 36||사회복지시설|||||1호;1호|희망자리 1호|406동 204호 (당동,406)|||200100
조이아동발달센터||126.9549547675|37.3480895337|복지서비스|031-3440227|경기도 군포시 고산로151번길 6||사회서비스제공기관||||||조이아동발달센터|3층 (당정동)|||200100
군포실버인력뱅크||126.949923854|37.3440184617|복지서비스|031-4542077|경기도 군포시 고산로211번길 22||사회복지시설||||||군포실버인력뱅크|3층 (당정동,선경프라자)|||200100
군포에덴요양원||126.94953132040365|37.343715548833174|복지서비스|031-4773332|경기도 군포시 당정역로4번길 11||사회복지시설||||||군포에덴요양원|2층 (당정동,유영타운)|||200100
양지의집||126.95661208222177|37.34720354032891|복지서비스|031-4518799|경기도 군포시 한세로70번길 14||사회복지시설||||||양지의집|(당정동)|||200100
솔복지센터||126.956165695|37.3462771175|복지서비스|031-4583004|경기도 군포시 고산로151번길 28||사회서비스제공기관||||||솔복지센터|(당정동,404호~405호)|||200100
솔복지재단||126.956165695|37.3462771175|복지서비스|031-4583004|경기도 군포시 고산로151번길 28||사회서비스제공기관||||||사회복지법인솔복지재단|404호 (당정동,엘지프라자)|||200100
한세콘서바토리||126.9538556537|37.3441462048|복지서비스|031-4505080|경기도 군포시 한세로 30||사회서비스제공기관|||||한세대학교|한세콘서바토리(한세대학교)|(당정동)|||200100
솔직업훈련센터||126.95649532122859|37.3461402826563|복지서비스|031-4580700|경기도 군포시 고산로151번길 30||사회복지시설||||||솔직업훈련센터|(당정동)|||200100
고수련요양원|대야미역점|126.91748905432809|37.32769162614549|복지서비스|031-4372581|경기도 군포시 대야1로22번길 3-0||사회복지시설||||||고수련요양원 대야미역점|현대프라자 5층 (대야미동)대야미동|||200100
해맑은지역아동센터||126.94401799852956|37.32139631786832|복지서비스|031-4614200|경기도 군포시 송부로291번안길 4-19||사회복지시설||||||해맑은지역아동센터|(부곡동,1층)|||200100
김포시건강가정지원센터||126.71430926142465|37.61607631947669|복지서비스|031-9965920|경기도 김포시 사우중로3번길 13-17||사회복지시설||||||김포시건강가정지원센터|(사우동)|||200100
김포시다문화가족지원센터||126.71430926142465|37.61607631947669|복지서비스|031-9965923|경기도 김포시 사우중로3번길 13-17||사회복지시설||||||김포시다문화가족지원센터|(사우동)|||200100
김포호산나복지센터||126.71455788864758|37.61740677556623|복지서비스|031-9811045|경기도 김포시 사우중로11번길 39||노인장기요양시설||||||김포호산나복지센터|(사우동)|||200100
무지개아동발달센터||126.7150630227|37.6180098545|복지서비스|031-9816941|경기도 김포시 봉화로21번길 15||사회서비스제공기관||||||무지개아동발달센터|5층 (사우동)|||200100
청행상담심리연구소||126.7153318674|37.6187961624|복지서비스|02-16444967|경기도 김포시 봉화로 24||사회서비스제공기관||||||청행상담심리연구소|(사우동)|||200100
꽃가람지역아동센터||126.71410277376302|37.61912475346524|복지서비스|031-9966628|경기도 김포시 봉화로 35||사회복지시설||||||꽃가람지역아동센터|1층 (사우동)|||200100
경기엔젤스재가복지센터||126.71802530306692|37.61942250698544|복지서비스|031-9840078|경기도 김포시 돌문로 48||노인장기요양시설||||||경기엔젤스재가복지센터|701호 (사우동,한솔프라자)|||200100
산모피아||126.7180505006|37.6199487424|복지서비스|031-9814528|경기도 김포시 돌문로 50-12||사회서비스제공기관||||||산모피아|6 604 (사우동)|||200100
참사랑어머니회|김포점|126.7180505006|37.6199487424|복지서비스|031-9975803|경기도 김포시 돌문로 50-12||사회서비스제공기관||||||참사랑어머니회 김포점|511호 (사우동,프리렌서오피스텔)|||200100
어울림노인복지센터||126.76907958993239|37.59557439269663|복지서비스|031-9901130|경기도 김포시 고촌읍 수기로 67-53||노인장기요양시설||||||어울림노인복지센터|215 801 (수기마을 힐스테이트)|||200100
고촌연세실버홈||126.77264386588628|37.60163595979832|복지서비스|031-9847585|경기도 김포시 고촌읍 은행영사정로 19||노인장기요양시설||||||고촌연세실버홈|3|||200100
에덴동산요양원||126.75147297243464|37.60405117347398|복지서비스|031-9852543|경기도 김포시 고촌읍 태리로47번길 49||노인장기요양시설||||||에덴동산요양원||||200100
그린재가노인요양기관||126.75481845133574|37.60468886263981|복지서비스|031-9893371|경기도 김포시 고촌읍 김포대로 489||노인장기요양시설||||||그린재가노인요양기관|2층|||200100
실로원||126.74786934563589|37.604757112303304|복지서비스|031-9866422|경기도 김포시 고촌읍 태리로 73-6||노인장기요양시설||||||실로원||||200100
실로원장기요양센터||126.74786934563589|37.604757112303304|복지서비스|031-9866426|경기도 김포시 고촌읍 태리로 73-6||노인장기요양시설||||||실로원장기요양센터||||200100
김포행복한재가요양센터||126.72753304194238|37.605180427894005|복지서비스|031-9875259|경기도 김포시 양도로 46||노인장기요양시설||||||김포행복한재가요양센터|210동 104호 (풍무동,양도마을)|||200100
건강하다/전해라||126.72753304194238|37.605180427894005|복지서비스|031-9981775|경기도 김포시 양도로 46||노인장기요양시설||||||건강하다 전해라|206동 104호 (풍무동,서해아파트)|||200100
건강한||126.72753304194238|37.605180427894005|복지서비스|031-9909991|경기도 김포시 양도로 46||노인장기요양시설||||||건강한|208동 1302호 (풍무동,양도마을)|||200100
김포행복한요양원||126.72753304194238|37.605180427894005|복지서비스|031-9875259|경기도 김포시 양도로 46||노인장기요양시설||||||김포행복한요양원|210동 104호 (풍무동,양도마을)|||200100
김포/건강한||126.72753304194238|37.605180427894005|복지서비스|031-9909991|경기도 김포시 양도로 46||노인장기요양시설||||||김포 건강한|210동 103호 (풍무동,풍무동,양도마을)|||200100
고촌효복지센터||126.7743221963753|37.60536206541512|복지서비스|070-77538552|경기도 김포시 고촌읍 신곡로3번길 34-38||노인장기요양시설||||||고촌효복지센터|101호|||200100
