##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@BHC치킨
BHC치킨|전북도청점|||BHC치킨|063-253-9982||전북 전주시 완산구 효자동3가 1541-3|||||||BHC치킨 전북도청점|다올빌딩 1층 103호|||80615
BHC치킨|전북부안점|||BHC치킨|063-584-1292|전북 부안군 부안읍 석정로 168||||||||BHC치킨 전북부안점||||80615
BHC치킨|전북순창점|||BHC치킨|063-652-0202|전북 순창군 순창읍 장류로 363-2||||||||BHC치킨 전북순창점||||80615
BHC치킨앤비어|전북임실점|||BHC치킨|063-642-8288|전북 임실군 임실읍 중동로 4||맥주판매||||||BHC치킨앤비어 전북임실점||||80615
BHC치킨앤비어|전북장수점|||BHC치킨|063-352-9282||전북 장수군 장수읍 장수리 512-23|맥주판매||||||BHC치킨앤비어 전북장수점||||80615
BHC치킨|전북진안점|||BHC치킨|063-433-9282||전북 진안군 진안읍 군상리 405-11|||||||BHC치킨 전북진안점||||80615
BHC치킨|전주동산반월점|||BHC치킨|063-211-5951||전북 전주시 덕진구 반월동 234-6|||||||BHC치킨 전주동산반월점||||80615
BHC치킨|전주서부시장점|||BHC치킨|063-236-7474||전북 전주시 완산구 효자동1가 101-5|||||||BHC치킨 전주서부시장점||||80615
BHC치킨앤비어|전주서신점|||BHC치킨|063-273-4970|전북 전주시 완산구 서신천변로 59||맥주판매||||||BHC치킨앤비어 전주서신점|(서신동)|||80615
BHC치킨앤비어|전주서학점|||BHC치킨|063-231-9982||전북 전주시 완산구 서서학동 977-1|맥주판매||||||BHC치킨앤비어 전주서학점|푸른맨션상가 B동 102호|||80615
BHC치킨앤비어|전주송천2호점|||BHC치킨|063-251-9191|전북 전주시 덕진구 송천동1가 오송1길 37-13||맥주판매||||||BHC치킨앤비어 전주송천2호점||||80615
BHC치킨|전주송천점|||BHC치킨|063-255-7339|전북 전주시 덕진구 송천로 111||||||||BHC치킨 전주송천점|(송천동1가,1층)|||80615
BHC치킨앤비어|전주아중2호점|||BHC치킨|063-241-8255|전북 전주시 덕진구 석소로 9||맥주판매||||||BHC치킨앤비어 전주아중2호점||||80615
BHC치킨|전주아중점|||BHC치킨|063-244-1333|전북 전주시 덕진구 동가재미1길 24-13||||||||BHC치킨 전주아중점|(인후동1가)|||80615
BHC치킨|전주인후점|||BHC치킨|063-247-9288|전북 전주시 덕진구 심방죽로 22||||||||BHC치킨 전주인후점|(인후동1가,인후동선변아파트)|||80615
BHC치킨|전주평화점(2)|||BHC치킨|063-226-8004||전북 전주시 완산구 평화동2가 현대@상가 2층 205호 |||||||BHC치킨 전주평화점(2)||||80615
BHC치킨|전주혁신도시점|||BHC치킨|063-236-9282|전북 전주시 덕진구 오공로 43-5||||||||BHC치킨 전주혁신도시점|(중동) 1층|||80615
BHC치킨|전주효자점|||BHC치킨|063-222-1587||전북 전주시 완산구 효자동1가 445-13|||||||BHC치킨 전주효자점||||80615
BHC치킨|정관모전점(점명변,정관중앙분수점)(비어존)|||BHC치킨|051-727-9074|부산광역시 기장군 정관읍 정관4로 45||||||||BHC치킨 정관모전점(점명변,정관중앙분수점)(비어존)|(제일빌딩)|||80615
BHC치킨|정관점(3)|||BHC치킨|051-728-9299|부산 기장군 정관면 가동길 10||||||||BHC치킨 정관점(3)||||80615
BHC치킨|정릉점|||BHC치킨|02-943-2292||서울 성북구 정릉동 164-1|||||||BHC치킨 정릉점||||80615
BHC치킨|정발산점|||BHC치킨|031-918-9595||경기 고양시 일산동구 정발산동 1158-8|||||||BHC치킨 정발산점|1층 우측|||80615
BHC치킨|정왕4동점|||BHC치킨|031-499-9970|경기도 시흥시 봉화로 18||||||||BHC치킨 정왕4동점|(정왕동,상가동1층 103호)|||80615
BHC치킨|정왕점|||BHC치킨|031-433-0078||경기 시흥시 정왕동 1870-1|||||||BHC치킨 정왕점|신우아파트 상가 105호|||80615
BHC치킨앤비어|정왕중앙2호점|||BHC치킨|031-499-9294|경기도 시흥시 중심상가로 329||맥주판매||||||BHC치킨앤비어 정왕중앙2호점|(정왕동)|||80615
BHC치킨|정읍상동점|||BHC치킨|063-537-8592||전북 정읍시 상동 280-51|||||||BHC치킨 정읍상동점||||80615
BHC치킨|정읍수성점|||BHC치킨|063-537-8595||전북 정읍시 수성동 918-4|||||||BHC치킨 정읍수성점||||80615
BHC치킨|정자스카이뷰점|||BHC치킨|031-269-9285|경기도 수원시 장안구 이목로 24||||||||BHC치킨 정자스카이뷰점|603동 104호 (정자동,에스케이스카이뷰)|||80615
BHC치킨앤비어|정자중앙점|||BHC치킨|031-252-8292|경기도 수원시 장안구 수성로303번길 7||맥주판매||||||BHC치킨앤비어 정자중앙점|(정자동)|||80615
BHC치킨앤비어|제기점|||BHC치킨|02-960-2212|서울 중구 신당동 동대문구 용두동 (왕산로 26길 23) ||맥주판매||||||BHC치킨앤비어 제기점||||80615
BHC치킨|제주/용담점|||BHC치킨|0647499285|제주 제주시 용담동 성화로 26||||||||BHC치킨 제주/용담점||||80615
BHC치킨앤비어|제주남원점|||BHC치킨|064-764-9282|제주 서귀포시 남원읍 남원회관로 55||맥주판매||||||BHC치킨앤비어 제주남원점||||80615
BHC치킨|제주동홍점|||BHC치킨|0647327999|제주 서귀포시 동홍동 동홍동로 27||||||||BHC치킨 제주동홍점||||80615
BHC치킨앤비어|제주무수천점|||BHC치킨|064-747-0280|제주 제주시 노형동 노형로 44||맥주판매||||||BHC치킨앤비어 제주무수천점|(해안동)|||80615
BHC치킨|제주서귀포표선점|||BHC치킨|064-787-4487||제주 서귀포시 표선면 표선리 600-2|||||||BHC치킨 제주서귀포표선점||||80615
BHC치킨앤비어|제주시청점|||BHC치킨|064-758-1666||제주 제주시 이도동 이도2동 1776-31|맥주판매||||||BHC치킨앤비어 제주시청점|2층|||80615
BHC치킨앤비어|제주신화월드점|||BHC치킨|064-794-0990|제주 서귀포시 안덕면 신화역사로 304번길 139||맥주판매||||||BHC치킨앤비어 제주신화월드점||||80615
BHC치킨|제주아라점|||BHC치킨|064-727-7982|제주 제주시 아라동 인다 10길 27||||||||BHC치킨 제주아라점|(아라일동)|||80615
BHC치킨앤비어|제주인제점|||BHC치킨|064-757-9966|제주 제주시 일도동 일도동 고마로 129||맥주판매||||||BHC치킨앤비어 제주인제점||||80615
BHC치킨|제천강저지구점|||BHC치킨|043-645-2356||충북 제천시 영천동 2171|||||||BHC치킨 제천강저지구점||||80615
BHC치킨|제천장락점|||BHC치킨|043-644-9922||충북 제천시 장락동 436-6|||||||BHC치킨 제천장락점||||80615
BHC치킨앤비어|제천청전점|||BHC치킨|043-651-9955||충북 제천시 청전동 2-22|맥주판매||||||BHC치킨앤비어 제천청전점||||80615
BHC치킨|제천하소점|||BHC치킨|043-642-6027|충북 제천시 용두대로7길 25||||||||BHC치킨 제천하소점|상가동 B-103호 (하소동,그린코아루아파트)|||80615
BHC치킨|조원주공한일점|||BHC치킨|031-243-9982|경기 수원시 장안구 조원동 금당로 42||||||||BHC치킨 조원주공한일점|103 (그린프라자)|||80615
BHC치킨앤비어|조이마루점|||BHC치킨|042-861-7477||대전광역시 유성구 도룡동 4-20|맥주판매||||||BHC치킨앤비어 조이마루점|골프존 1층 102호|||80615
BHC치킨앤비어|조치원점|||BHC치킨|044-864-9992||충남 연기군 조치원읍 침산리 258-9|맥주판매||||||BHC치킨앤비어 조치원점||||80615
BHC치킨앤비어|종로5가광장점|||BHC치킨|02-743-9969|서울 종로구 종로 31길 7||맥주판매||||||BHC치킨앤비어 종로5가광장점|(종로구 인의동 46-1)|||80615
BHC치킨|종로성대점|||BHC치킨|02-742-0100||서울 종로구 명륜1가 83-5|||||||BHC치킨 종로성대점||||80615
BHC치킨|종로행복점|||BHC치킨|02-742-3300|서울 종로구 종로 효제동 123||||||||BHC치킨 종로행복점|1층|||80615
BHC치킨|좌동행복점(2)|||BHC치킨|051-703-9980||부산 해운대구 좌동 1451-1|||||||BHC치킨 좌동행복점(2)|락희상가 108호|||80615
BHC치킨앤비어|주례점|||BHC치킨|051-313-0092|부산광역시 사상구 냉정로 1||맥주판매||||||BHC치킨앤비어 주례점|(주례동)|||80615
BHC치킨|주문진점|||BHC치킨|033-662-9292|강원 강릉시 주문진읍 주문로 7||||||||BHC치킨 주문진점||||80615
BHC치킨|주안2호점|||BHC치킨|032-442-9929||인천 남구 주안동 1492-18|||||||BHC치킨 주안2호점||||80615
BHC치킨|주안시민회관점|||BHC치킨|032-876-0400||인천 남구 주안동 204-2|||||||BHC치킨 주안시민회관점|롯데하이텔 111호|||80615
BHC치킨앤비어|주안점|||BHC치킨|032-428-1003|인천광역시 남구 경원대로 897||맥주판매||||||BHC치킨앤비어 주안점|15 (주안동,이루미아101호)|||80615
BHC치킨앤비어|㈜엔에스유통(고속도로휴게소)|||BHC치킨|031-637-7068|경기 이천시 호법면 중부대로 866번길 72||맥주판매||||||BHC치킨앤비어 ㈜엔에스유통(고속도로휴게소)||||80615
BHC치킨|주엽점|||BHC치킨|031-912-9393||경기 고양시 일산서구 주엽동 128|||||||BHC치킨 주엽점|대원상가 114|||80615
BHC치킨|죽곡점|||BHC치킨|053-583-9289||대구 달성군 다사읍 매곡리 1540|||||||BHC치킨 죽곡점|대실역동화아이위시 301-102|||80615
BHC치킨|죽곡한신점|||BHC치킨|053-593-8811||대구 달성군 다사읍 죽곡리 854-3|||||||BHC치킨 죽곡한신점||||80615
BHC치킨앤비어|죽림점|||BHC치킨|055-646-9211||경남 통영시 광도면 죽림리 1580-44|맥주판매||||||BHC치킨앤비어 죽림점|나동 101호|||80615
BHC치킨앤비어|죽변점|||BHC치킨|054-782-1448||경북 울진군 죽변면 죽변리 254-3|맥주판매||||||BHC치킨앤비어 죽변점||||80615
BHC치킨|죽전새터마을점|||BHC치킨|031-8899-8800||경기 용인시 수지구 죽전동 1205-3|||||||BHC치킨 죽전새터마을점||||80615
BHC치킨|죽전점|||BHC치킨|031-266-9288|경기도 용인시 수지구 달맞이로 77||||||||BHC치킨 죽전점|101 (죽전동)|||80615
BHC치킨|중계수암점(3)|||BHC치킨|02-937-2077||서울 노원구 중계동 중계본동 58-16|||||||BHC치킨 중계수암점(3)||||80615
BHC치킨|중계점|||BHC치킨|02-926-9292|서울 노원구 중계본동 동일로 1280||||||||BHC치킨 중계점|상가동 지하층 06호 (중계동,무지개아파트)|||80615
BHC치킨|중곡대박점|||BHC치킨|02-464-9909||서울 광진구 중곡동 167-19|||||||BHC치킨 중곡대박점||||80615
BHC치킨|중곡점|||BHC치킨|02-463-1577|서울특별시 광진구 면목로 63||||||||BHC치킨 중곡점|(중곡동)|||80615
BHC치킨|중동역점|||BHC치킨|032-663-8686|경기 부천시 경인로120번길 26||||||||BHC치킨 중동역점|(송내동) .|||80615
BHC치킨앤비어|중문점|||BHC치킨|064-739-1313|제주 서귀포시 색달동 중문관광로 72번길 29-9||맥주판매||||||BHC치킨앤비어 중문점|신우성타운 1층|||80615
BHC치킨|중산점|||BHC치킨|031-975-8092||경기 고양시 일산동구 중산동 1575-4|||||||BHC치킨 중산점||||80615
BHC치킨앤비어|중앙대점|||BHC치킨|02-6010-6471|서울특별시 동작구 흑석로 79||맥주판매||||||BHC치킨앤비어 중앙대점|(흑석동,2층)|||80615
BHC치킨앤비어|중화산점|||BHC치킨|063-227-9003|전북 전주시 완산구 영경2길 11||맥주판매||||||BHC치킨앤비어 중화산점|(중화산동2가)|||80615
BHC치킨|중화점|||BHC치킨|02-439-9599|서울특별시 중랑구 봉화산로 94||||||||BHC치킨 중화점|(중화동,오선빌딩)|||80615
BHC치킨|지내안동점|||BHC치킨|055-314-7897|경남 김해시 분성로 652||||||||BHC치킨 지내안동점|(안동) 1층 (안동)|||80615
BHC치킨|지사점|||BHC치킨|051-322-3225|부산광역시 강서구 과학산단2로20번길 69||||||||BHC치킨 지사점|상가 B동 11호 (지사동)|||80615
BHC치킨|직산삼은점|||BHC치킨|041-587-1225||충남 천안시 서북구 직산읍 삼은리 74-3|||||||BHC치킨 직산삼은점||||80615
BHC치킨|진건점|||BHC치킨|031-562-9922||경기 남양주시 진건읍 용정리 794-47|||||||BHC치킨 진건점||||80615
BHC치킨|진동본점|||BHC치킨|0552715900|경남 창원시 마산합포구 진동면 신서촌3길 48||||||||BHC치킨 진동본점|(진동리) 102호|||80615
BHC치킨앤비어|진위천점|||BHC치킨|010-5745-0405|경기도 평택시 진위면 진위로 104||맥주판매||||||BHC치킨앤비어 진위천점||||80615
BHC치킨|진접광릉내점|||BHC치킨|031-527-9977|경기도 남양주시 진접읍 광릉내로 72||||||||BHC치킨 진접광릉내점||||80615
BHC치킨앤비어|진접중앙점|||BHC치킨|031-529-8863||경기 남양주시 진접읍 금곡리 1082-2|맥주판매||||||BHC치킨앤비어 진접중앙점|2층|||80615
BHC치킨앤비어|진접택지점|||BHC치킨|031-527-4060|경기도 남양주시 진접읍 해밀예당3로 57||맥주판매||||||BHC치킨앤비어 진접택지점||||80615
BHC치킨|진주/초장점|||BHC치킨|055-763-8292||경남 진주시 초전동 810-5|||||||BHC치킨 진주/초장점||||80615
BHC치킨앤비어|진주경상대점|||BHC치킨|055-763-3999|경남 진주시 진주대로500번길 9-1||맥주판매||||||BHC치킨앤비어 진주경상대점|(가좌동)|||80615
BHC치킨|진주금산점|||BHC치킨|055-763-3343||경남 진주시 금산면 장사리 823-8|||||||BHC치킨 진주금산점|경남빌라상가동 102,103호|||80615
BHC치킨|진주상봉점|||BHC치킨|055-746-8752||경남 진주시 계동 상봉동 1106-15|||||||BHC치킨 진주상봉점||||80615
BHC치킨|진주시청점|||BHC치킨|055-761-8944||경남 진주시 상대동 303-22|||||||BHC치킨 진주시청점||||80615
BHC치킨|진주이현신안점|||BHC치킨|055-746-9392||경남 진주시 신안동 7-14|||||||BHC치킨 진주이현신안점|1층|||80615
BHC치킨|진주칠암점|||BHC치킨|055-759-6262||경남 진주시 주약동 88-1|||||||BHC치킨 진주칠암점||||80615
BHC치킨|진주평거점|||BHC치킨|055-747-6294||경남 진주시 판문동 268-76|||||||BHC치킨 진주평거점||||80615
BHC치킨앤비어|진주하대점|||BHC치킨|055-755-6856|경남 진주시 하대동 도동천로 275||맥주판매||||||BHC치킨앤비어 진주하대점||||80615
BHC치킨앤비어|진주혁신도시점|||BHC치킨|055-754-7292||경남 진주시 충무공동 284-8|맥주판매||||||BHC치킨앤비어 진주혁신도시점||||80615
BHC치킨앤비어|진천이월점|||BHC치킨|043-536-3113||충북 진천군 이월면 송림리 441-39|맥주판매||||||BHC치킨앤비어 진천이월점||||80615
BHC치킨앤비어|진해남문점|||BHC치킨|055-545-6666|경남 창원시 진해구 웅천동로 60||맥주판매||||||BHC치킨앤비어 진해남문점|(남문동,남문시티프라디움2차 상가) 222동 지하1층 102호|||80615
BHC치킨|진해석동점|||BHC치킨|055-544-5579|경남 창원시 진해구 자은로64번길 5||||||||BHC치킨 진해석동점||||80615
BHC치킨|진해용원점|||BHC치킨|055-551-9979||경남 창원시 진해구 해인로즈빌상가 117동 205호 |||||||BHC치킨 진해용원점||||80615
BHC치킨|진해중앙점|||BHC치킨|055-545-5450|경남 창원시 진해구 여좌남로 71||||||||BHC치킨 진해중앙점|(여좌동) 1층 (여좌동)|||80615
BHC치킨앤비어|진해해군점|||BHC치킨|01035572896||경남 창원시 진해구 현동 31|맥주판매||||||BHC치킨앤비어 진해해군점|충무복지관 1층|||80615
BHC치킨|차암점|||BHC치킨|041-622-1147||충남 천안시 서북구 차암동 486|||||||BHC치킨 차암점|1동 101호|||80615
BHC치킨앤비어|창동아이파크점|||BHC치킨|029917771||서울시 도봉구 창동 749-16|맥주판매||||||BHC치킨앤비어 창동아이파크점||||80615
BHC치킨|창동행복점|||BHC치킨|02-991-8878||서울 도봉구 창동 38|||||||BHC치킨 창동행복점|주공아파트 17단지 일반상가 제102호|||80615
BHC치킨|창원내동점|||BHC치킨|055-264-9290||경남 창원시 성산구 내동452-14 월드메르디앙웨스턴에비뉴 116동 106호 |||||||BHC치킨 창원내동점||||80615
BHC치킨|창원대방점|||BHC치킨|055-287-7277||경남 창원시 성산구 대방동 성원3차 A상가 133호 |||||||BHC치킨 창원대방점||||80615
BHC치킨|창원도계점|||BHC치킨|055-273-9233||경남 창원시 의창구 도계동 403-8|||||||BHC치킨 창원도계점|105호|||80615
BHC치킨|창원동읍점|||BHC치킨|055-298-9915|경남 창원시 의창구 동읍 용잠로35번길 2||||||||BHC치킨 창원동읍점|2층|||80615
BHC치킨|창원반송반림점|||BHC치킨|0552679282||경남 창원시 성산구 반림동 15|||||||BHC치킨 창원반송반림점|노블파크상가1층|||80615
BHC치킨앤비어|창원봉림점|||BHC치킨|055-238-9982||경남 창원시 의창구 봉림동 708-5|맥주판매||||||BHC치킨앤비어 창원봉림점||||80615
BHC치킨|창원사파점|||BHC치킨|055-266-9209||경남 창원시 성산구 사파동 12-11|||||||BHC치킨 창원사파점||||80615
BHC치킨앤비어|창원상남점|||BHC치킨|055-277-2200|경남 창원시 성산구 동산로 122||맥주판매||||||BHC치킨앤비어 창원상남점|(상남동,스카이웰빙파크제2층215-3호)|||80615
BHC치킨|창원서상점|||BHC치킨|055-299-9944||경남 창원시 의창구 서상동 518|||||||BHC치킨 창원서상점||||80615
BHC치킨|창원성주점|||BHC치킨|055-267-1655||경남 창원시 성산구 성주동 153|||||||BHC치킨 창원성주점|유니온빌리지 상가 113호|||80615
BHC치킨|창원신촌점|||BHC치킨|055-286-7474||경남 창원시 신촌동 22-3|||||||BHC치킨 창원신촌점|양곡상가아파트 다동 109-11호|||80615
BHC치킨앤비어|창원중앙점|||BHC치킨|055-281-5508|경남 창원시 성산구 용지로 58||맥주판매||||||BHC치킨앤비어 창원중앙점|103호 (중앙동,메가플렉스)|||80615
BHC치킨|창원팔룡점|||BHC치킨|055-299-9285|경남 창원시 의창구 의창대로132번길 25||||||||BHC치킨 창원팔룡점|(찰용동,1층)|||80615
BHC치킨앤비어|창원NC파크점|||BHC치킨|010-6698-3514||경남 창원시 마산회원구 양덕동 461|맥주판매||||||BHC치킨앤비어 창원NC파크점||||80615
BHC치킨|천마산역점(2)|||BHC치킨|031-593-8855||경기 남양주시 화도읍 묵현리 327-9|||||||BHC치킨 천마산역점(2)||||80615
BHC치킨앤비어|천상점|||BHC치킨|052-245-3514||울산 울주군 범서읍 천상리 329-3|맥주판매||||||BHC치킨앤비어 천상점||||80615
BHC치킨앤비어|천안목천부영점|||BHC치킨|041-551-7782|충남 천안시 동남구 목천읍 삼성5길 62||맥주판매||||||BHC치킨앤비어 천안목천부영점|117 (제일아이조움프라자)|||80615
BHC치킨앤비어|천안백석점|||BHC치킨|041-566-9282||충남 천안시 서북구 백석동 266|맥주판매||||||BHC치킨앤비어 천안백석점||||80615
BHC치킨앤비어|천안병천점|||BHC치킨|041-563-6680||충남 천안시 동남구 병천면 병천리 163-12|맥주판매||||||BHC치킨앤비어 천안병천점|1층|||80615
BHC치킨앤비어|천안불당점|||BHC치킨|041-567-9277||충남 천안시 불당동 984|맥주판매||||||BHC치킨앤비어 천안불당점||||80615
BHC치킨앤비어|천안상록리조트점|||BHC치킨|041-575-9982|충남 천안시 동남구 수신로 576||맥주판매||||||BHC치킨앤비어 천안상록리조트점||||80615
BHC치킨앤비어|천안성거점|||BHC치킨|041-555-3310|천안시 서북구 성거읍 성기길 106||맥주판매||||||BHC치킨앤비어 천안성거점|1층|||80615
BHC치킨앤비어|천안성성점|||BHC치킨|041-567-5584||충남 천안시 서북구 성성동 697|맥주판매||||||BHC치킨앤비어 천안성성점||||80615
BHC치킨|천안성정점|||BHC치킨|041-574-7856||충남 천안시 서북구 성정동 697-4|||||||BHC치킨 천안성정점|1층|||80615
BHC치킨앤비어|천안성환점|||BHC치킨|041-581-9805|충남 천안시 서북구 성환읍 성환11길 14-1||맥주판매||||||BHC치킨앤비어 천안성환점||||80615
BHC치킨앤비어|천안수신점|||BHC치킨|0415220088|충남 천안시 동남구 수신면 속창2길 9||맥주판매||||||BHC치킨앤비어 천안수신점||||80615
BHC치킨앤비어|천안신계점|||BHC치킨|041-569-5755||충남 천안시 동남구 목천읍 신계리 145-3|맥주판매||||||BHC치킨앤비어 천안신계점||||80615
BHC치킨|천안신부점|||BHC치킨|041-551-9233|충남 천안시 동남구 터미널5길 29||||||||BHC치킨 천안신부점|1층 (신부동)|||80615
BHC치킨|천안청수점|||BHC치킨|0415648882|충남 천안시 동남구 청수14로 29||||||||BHC치킨 천안청수점|(청당동,청수2단지주공버들마을아파트)|||80615
BHC치킨앤비어|천왕점|||BHC치킨|02-2684-9282||서울 구로구 천왕동 277|맥주판매||||||BHC치킨앤비어 천왕점|천왕이펜하우스 5단지상가|||80615
BHC치킨앤비어|천천베스트점|||BHC치킨|031-271-5040|경기 수원시 장안구 정자로 33-1||맥주판매||||||BHC치킨앤비어 천천베스트점||||80615
BHC치킨앤비어|천호역점|||BHC치킨|02-484-7192||서울 강동구 성내동 38-3|맥주판매||||||BHC치킨앤비어 천호역점||||80615
BHC치킨앤비어|천호점|||BHC치킨|02-477-9995|서울 강동구 천호동 구천면로 42길 4||맥주판매||||||BHC치킨앤비어 천호점||||80615
BHC치킨앤비어|철산행복점|||BHC치킨|02-899-9282|경기도 광명시 광덕산로 33||맥주판매||||||BHC치킨앤비어 철산행복점|(하안동 770번지,효현빌딩) 101 (경홍빌딩)|||80615
BHC치킨앤비어|철원자등리점|||BHC치킨|01087959796|강원 철원군 서면 자등로 611-2||맥주판매||||||BHC치킨앤비어 철원자등리점||||80615
BHC치킨|첨단산월점|||BHC치킨|062-972-8778||광주 광산구 산월동 885-3|||||||BHC치킨 첨단산월점|부영그린타운 110호|||80615
BHC치킨앤비어|청대점|||BHC치킨|0432250140||충북 청주시 상당구 내덕동 280-1|맥주판매||||||BHC치킨앤비어 청대점||||80615
BHC치킨앤비어|청덕점|||BHC치킨|031-287-0371||경기 용인시 기흥구 청덕동 502-6|맥주판매||||||BHC치킨앤비어 청덕점||||80615
BHC치킨앤비어|청라연희점|||BHC치킨|032-561-5800|인천광역시 서구 중봉대로586번길 9-11||맥주판매||||||BHC치킨앤비어 청라연희점|(연희동)|||80615
BHC치킨앤비어|청라점|||BHC치킨|032-567-8678||인천 서구 경서동 959-1|맥주판매||||||BHC치킨앤비어 청라점|청라엘에이치상가동 109|||80615
BHC치킨|청라중앙점|||BHC치킨|032-566-7727|인천 서구 경서동 한울로 17||||||||BHC치킨 청라중앙점|104,한라단지내상가|||80615
BHC치킨|청량리점|||BHC치킨|02-959-0901||서울 동대문구 청량리동 30|||||||BHC치킨 청량리점||||80615
BHC치킨|청룡남산점|||BHC치킨|051-516-8892||부산 금정구 남산동 45-24|||||||BHC치킨 청룡남산점||||80615
BHC치킨|청송/진보점|||BHC치킨|054-873-1599|경북 청송군 진보면 진보로 91||||||||BHC치킨 청송/진보점||||80615
BHC치킨앤비어|청양점|||BHC치킨|041-943-7000||충남 청양군 청양읍 읍내리 376-2|맥주판매||||||BHC치킨앤비어 청양점||||80615
BHC치킨앤비어|청원오송점|||BHC치킨|043-234-9291|충북 청주시 흥덕구 오송읍 연제만수길 43||맥주판매||||||BHC치킨앤비어 청원오송점||||80615
BHC치킨앤비어|청주/현도점|||BHC치킨|043-260-5115|충북 청주시 서원구 현도면 청남로 357||맥주판매||||||BHC치킨앤비어 청주/현도점||||80615
BHC치킨|청주가경점|||BHC치킨|043-235-2288|충북 청주시 서원구 경신로 31-30||||||||BHC치킨 청주가경점|(개신동) 1층 122호|||80615
BHC치킨|청주강서가경점|||BHC치킨|043-238-8878||충북 청주시 흥덕구 가경동 1758|||||||BHC치킨 청주강서가경점||||80615
BHC치킨|청주봉명점|||BHC치킨|043-266-9279||충북 청주시 흥덕구 봉명동 1432|||||||BHC치킨 청주봉명점||||80615
BHC치킨|청주분평점|||BHC치킨|043-288-9982|충북 청주시 서원구 1순환로 1063번길 24||||||||BHC치킨 청주분평점|(분평동)|||80615
BHC치킨|청주사창점|||BHC치킨|043-266-9977||충북 청주시 서원구 사창동 316-32|||||||BHC치킨 청주사창점||||80615
BHC치킨|청주사천점|||BHC치킨|043-901-9977|충북 청주시 청원구 율봉로 31||||||||BHC치킨 청주사천점|(사천동,사천동아아파트) 율봉로 31 상가동 1층 109호|||80615
BHC치킨|청주산남점|||BHC치킨|043-291-0208|충북 청주시 서원구 수곡로 41||||||||BHC치킨 청주산남점|수곡동|||80615
BHC치킨|청주옥산점|||BHC치킨|043-260-0770||충북 청주시 흥덕구 옥산면 오산리 211-17|||||||BHC치킨 청주옥산점||||80615
BHC치킨앤비어|청주율량점|||BHC치킨|043-215-7999|충북 청주시 청원구 율량로 138번길 42-12||맥주판매||||||BHC치킨앤비어 청주율량점|(주성동)|||80615
BHC치킨|청주지웰시티점|||BHC치킨|043-238-4600||충북 청주시 흥덕구 복대동 3254|||||||BHC치킨 청주지웰시티점||||80615
BHC치킨|청천영아점|||BHC치킨|032-502-9982||인천광역시 부평구 산곡동 30-24|||||||BHC치킨 청천영아점||||80615
BHC치킨앤비어|청천점|||BHC치킨|032-508-5632||인천 부평구 청천동 259-18|맥주판매||||||BHC치킨앤비어 청천점|2층|||80615
BHC치킨|청평점|||BHC치킨|031-585-9209||경기 가평군 청평면 청평리 318-1|||||||BHC치킨 청평점||||80615
BHC치킨앤비어|청학점|||BHC치킨|0318489966||경기도 남양주시 별내면 청학리 478-4|맥주판매||||||BHC치킨앤비어 청학점||||80615
BHC치킨|초읍연지점|||BHC치킨|051-807-9202|부산광역시 부산진구 성지로 94||||||||BHC치킨 초읍연지점||||80615
BHC치킨앤비어|춘천강대점|||BHC치킨|033-261-9942||강원도 춘천시 효자동 180-14|맥주판매||||||BHC치킨앤비어 춘천강대점||||80615
BHC치킨앤비어|춘천강북점|||BHC치킨|033-244-9992||강원 춘천시 사농동 811|맥주판매||||||BHC치킨앤비어 춘천강북점|롯데캐슬단지내 상가 103호|||80615
BHC치킨|춘천거두리점|||BHC치킨|033-263-8806|강원 춘천시 동내면 외솔길19번길 53||||||||BHC치킨 춘천거두리점||||80615
BHC치킨앤비어|춘천애막골점|||BHC치킨|033-264-7982|강원도 춘천시 우석로79번길 17||맥주판매||||||BHC치킨앤비어 춘천애막골점|(석사동,1층)|||80615
BHC치킨|춘천온의점|||BHC치킨|033-251-9949||강원 춘천시 온의동 65-44|||||||BHC치킨 춘천온의점||||80615
BHC치킨앤비어|춘천호텔공지천점|||BHC치킨|033-255-0078||강원 춘천시 온의동 삼천동 13-1|맥주판매||||||BHC치킨앤비어 춘천호텔공지천점||||80615
BHC치킨앤비어|충남강경점|||BHC치킨|041-745-7040|충남 논산시 강경읍 계백로 131-1||맥주판매||||||BHC치킨앤비어 충남강경점||||80615
BHC치킨|충남금산점(3)|||BHC치킨|041-753-9233|충남 금산군 금산읍 비단로 377||||||||BHC치킨 충남금산점(3)||||80615
BHC치킨|충남당진점|||BHC치킨|041-356-9903||충남 당진시 읍내동 270-5|||||||BHC치킨 충남당진점||||80615
BHC치킨앤비어|충남서천점(비어존)|||BHC치킨|041-953-9577|충남 서천군 서천읍 사곡로 30||맥주판매||||||BHC치킨앤비어 충남서천점(비어존)||||80615
BHC치킨|충남연산점|||BHC치킨|041-735-0081|충남 논산시 연산면 연산1길 5-1||||||||BHC치킨 충남연산점||||80615
BHC치킨앤비어|충남예산점|||BHC치킨|041-332-9230|충남 예산군 예산읍 역전로 140번길 9||맥주판매||||||BHC치킨앤비어 충남예산점||||80615
