##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@병원장례식장
차병원장례식장||128.3407379|36.1147524|병원장례식장|054-452-1919|경상북도 구미시 신시로10길 12||임대||||||차병원장례식장|(형곡동,차병원)|||91903
참조은요양병원장례식장||128.347|36.1173924|병원장례식장|054-451-4440|경상북도 구미시 송정대로 78||임대||||||참조은요양병원장례식장|(송정동)|||91903
의성제일장례식장||128.689678|36.35263|병원장례식장|054-834-4300|경상북도 의성군 의성읍 홍술로 94||임대||||||의성제일장례식장|(원당리)|||91903
순천향장례식장||128.3826739|36.1030929|병원장례식장|054-464-4444|경상북도 구미시 1공단로 179||임대||||||순천향장례식장|(공단동,구미순천향병원)|||91903
갑을구미병원장례식장||128.4026355|36.1072924|병원장례식장|054-1661-0444|경상북도 구미시 3공단1로 280-3||임대||||||갑을구미병원장례식장|(임수동)|||91903
남구미요양병원장례식장||128.3527|36.0774647|병원장례식장|054-716-0044|경상북도 구미시 금오대로 378||임대||||||남구미요양병원장례식장|(오태동)|||91903
구미푸른요양병원장례식장||128.4800816|36.1365413|병원장례식장|054-474-4443|경상북도 구미시 장천면 산호대로 1391||임대||||||구미푸른요양병원장례식장|(하장리)|||91903
부안효병원장례식장||126.7213133|35.7303519|병원장례식장|063-582-3939|전라북도 부안군 행안면 염소로 25||임대||||||부안효병원장례식장|(역리)|||91903
이래인장례식장||128.4228503|36.0961415|병원장례식장|054-473-9650|경상북도 구미시 인동20길 46||직영||||||이래인장례식장|(진평동,구미강동병원)|||91903
영양병원장례식장||129.1172504|36.6625188|병원장례식장|054-682-0727|경상북도 영양군 영양읍 동서대로 75||직영||||||영양병원장례식장|(서부리,영양병원)|||91903
왜관병원장례식장||128.4015608|35.9961354|병원장례식장|054-976-4446|경상북도 칠곡군 왜관읍 군청2길 10||임대||||||왜관병원장례식장|(왜관리,왜관병원)|||91903
성주효병원장례식장||128.2916483|35.9219719|병원장례식장|054-933-1282|경상북도 성주군 성주읍 성주순환로 239||임대||||||성주효병원장례식장|(예산리)|||91903
거창서경병원장례식장||127.8980884|35.6809306|병원장례식장|055-945-0130|경상남도 거창군 거창읍 강남로 16-28||직영||||||거창서경병원장례식장|(송정리,서경병원)|||91903
강북장례식장||128.550859|35.940047|병원장례식장|053-313-1024|대구광역시 북구 칠곡중앙대로 504-6||임대||||||강북장례식장|(읍내동)|||91903
성서병원장례식장||128.4932367|35.8510616|병원장례식장|053-581-4444|대구광역시 달서구 달구벌대로 1152||임대||||||성서병원장례식장|(신당동)|||91903
고령영생병원장례식장||128.262953|35.7261415|병원장례식장|054-956-4455|경상북도 고령군 대가야읍 중앙로 33||직영||||||고령영생병원장례식장|(헌문리,영생병원)|||91903
구병원장례식장||128.5413994|35.8506505|병원장례식장|053-524-4444|대구광역시 달서구 감삼북길 141||직영||||||구병원장례식장|(감삼동)|||91903
대구파티마병원장례식장||128.6238479|35.8840357|병원장례식장|053-958-9000|대구광역시 동구 아양로 99||직영||||||대구파티마병원장례식장|(신암동,파티마병원)|||91903
허병원장례식장||128.5396077|35.8337506|병원장례식장|053-522-4300|대구광역시 달서구 학산로 121||임대||||||허병원장례식장|(본동)|||91903
굿모닝병원장례식장||128.57416|35.85297|병원장례식장|053-623-5114|대구광역시 남구 성당로 224||임대||||||굿모닝병원장례식장|(대명동,굿모닝병원)|||91903
대구가톨릭사회복지회가톨릭장례식장||128.5670053|35.8438086|병원장례식장|053-650-4444|대구광역시 남구 두류공원로17길 33||임대||||||대구가톨릭사회복지회가톨릭장례식장|대구가톨릭대학교병원 내 장례식장 (대명동)|||91903
함양성심병원장례식장||127.7293436|35.520279|병원장례식장|055-962-9999|경상남도 함양군 함양읍 용평1길 5||임대||||||함양성심병원장례식장|(용평리)|||91903
현대S라이프연세병원장례식장||128.4934252|35.8017437|병원장례식장|053-644-1919|대구광역시 달성군 화원읍 비슬로 2525||임대||||||현대S라이프연세병원장례식장|(성산리)|||91903
성심병원장례식장||128.5590817|35.8375427|병원장례식장|053-651-1024|대구광역시 남구 대명로 14||임대||||||성심병원장례식장|(대명동)|||91903
천마예상조대구요양병원장례식장||128.5811266|35.849186|병원장례식장|053-624-8444|대구광역시 남구 현충로 184||임대||||||천마예상조대구요양병원장례식장|(대명동)|||91903
영남대학교의료원/장례식장||128.58511|35.84737|병원장례식장|053-620-4670|대구광역시 남구 현충로 170||직영||||||영남대학교의료원 장례식장|(대명동)|||91903
효경G병원장례식장||128.6427346|35.8759027|병원장례식장|053-746-9310|대구광역시 동구 화랑로 157||임대||||||효경G병원장례식장|(효목동)|||91903
강남병원장례식장||128.6631756|35.8830688|병원장례식장|053-986-0044|대구광역시 동구 동촌로 207||임대||||||강남병원장례식장|(방촌동)|||91903
안심병원장례식장||128.7089059|35.8704272|병원장례식장|053-962-1024|대구광역시 동구 안심로41길 50||임대||||||안심병원장례식장|(서호동)|||91903
대구가톨릭사회복지회논공/장례식장||128.4537507|35.721012|병원장례식장|053-617-3644|대구광역시 달성군 논공읍 논공로 210성요셉요양병원장례식장 (남리) ||임대||||||대구가톨릭사회복지회논공 장례식장||||91903
영덕효요양병원장례식장||129.3733099|36.401016|병원장례식장|054-732-4444|경상북도 영덕군 영덕읍 영덕로 72-12||임대||||||영덕효요양병원장례식장|(남산리)|||91903
영천참좋은요양병원장례식장||128.9487942|35.976337|병원장례식장|054-338-1024|경상북도 영천시 망정1길 32||임대||||||영천참좋은요양병원장례식장|(망정동)|||91903
서요양병원장례식장||128.7483916|35.8328068|병원장례식장|053-817-4444|경상북도 경산시 계양로 193||직영||||||서요양병원장례식장|(계양동,서병원)|||91903
장성병원장례식장||126.7836589|35.3058474|병원장례식장|061-393-4444|전라남도 장성군 장성읍 역전로 171||직영||||||장성병원장례식장|(영천리)|||91903
영광종합병원장례식장||126.4993242|35.2844781|병원장례식장|061-350-8044|전라남도 영광군 영광읍 와룡로 3||임대||||||영광종합병원장례식장|(단주리)|||91903
창녕요양병원장례식장||128.480661|35.5424|병원장례식장|055-532-5858|경상남도 창녕군 대지면 효정직교길 119||직영||||||창녕요양병원장례식장|창녕요양병원장례식장 (효정리)|||91903
첨단병원장례식장||126.845173|35.2209175|병원장례식장|062-973-4444|광주광역시 광산구 첨단중앙로170번길 59||임대||||||첨단병원장례식장|(쌍암동)|||91903
미루병원장례식장||129.2084746|35.9939328|병원장례식장|054-762-4404|경상북도 경주시 안강읍 화전북4길 8||임대||||||미루병원장례식장|(산대리)|||91903
안강중앙병원장례식장||129.216816|35.9928076|병원장례식장|054-761-3014|경상북도 경주시 안강읍 안강중앙로 150-3||임대||||||안강중앙병원장례식장|(산대리)|||91903
대한민국상이군경회광주보훈병원장례사업소||126.84935|35.20774|병원장례식장|062-973-9164|광주광역시 광산구 첨단월봉로 99||임대||||||대한민국상이군경회광주보훈병원장례사업소|(산월동,광주보훈병원)|||91903
흥해경희요양병원장례식장||129.3413914|36.1078489|병원장례식장|054-262-4411|경상북도 포항시 북구 흥해읍 동해대로 1515||임대||||||흥해경희요양병원장례식장|(옥성리)|||91903
일곡병원장례식장||126.8976362|35.2028356|병원장례식장|062-574-4445|광주광역시 북구 양일로 309||임대||||||일곡병원장례식장|(일곡동)|||91903
구례병원장례식장||127.463487|35.2159901|병원장례식장|061-783-4344|전라남도 구례군 구례읍 동편제길 4||임대||||||구례병원장례식장|(봉북리)|||91903
광주현대병원장례식장||126.8979855|35.1855143|병원장례식장|062-570-0444|광주광역시 북구 설죽로 291||임대||||||광주현대병원장례식장|(용봉동)|||91903
운암한국병원장례식장||126.8699041|35.1852294|병원장례식장|062-515-0044|광주광역시 북구 북문대로 191||임대||||||운암한국병원장례식장|(운암동)|||91903
구례효사랑병원장례식장||127.4711791|35.2098979|병원장례식장|061-782-4444|전라남도 구례군 구례읍 봉동길 31||임대||||||구례효사랑병원장례식장|(봉동리)|||91903
광주열린병원장례식장||126.928268|35.178872|병원장례식장|062-941-4446|광주광역시 광산구 송도로 271||직영||||||광주열린병원장례식장|(송정동)|||91903
신가병원장례식장||126.8296325|35.1774512|병원장례식장|062-962-4444|광주광역시 광산구 목련로 316||임대||||||신가병원장례식장|(신가동)|||91903
하남성심병원장례식장||126.8007894|35.16676|병원장례식장|062-954-4444|광주광역시 광산구 용아로 259||임대||||||하남성심병원장례식장|(산정동,하남성심병원)|||91903
광주기독병원장례식장||126.91194|35.13663|병원장례식장|062-653-4400|광주광역시 남구 양림로 37||임대||||||광주기독병원장례식장|(양림동,광주기독병원)|||91903
송정사랑병원장례식장||126.7973862|35.1341894|병원장례식장|062-949-9444|광주광역시 광산구 송도로 232||직영||||||송정사랑병원장례식장|(송정동)|||91903
동국대학교경주병원장례식장||129.1954409|35.8583073|병원장례식장|054-770-8333|경상북도 경주시 동대로 87||직영||||||동국대학교경주병원장례식장|(석장동)|||91903
영산요양병원장례식장||128.5199018|35.4418869|병원장례식장|055-536-9090|경상남도 창녕군 영산면 영산도천로 430||임대||||||영산요양병원장례식장|(죽사리)|||91903
늘푸른장례식장||129.2266835|35.8783881|병원장례식장|054-745-4444|경상북도 경주시 유림로13번길 155||임대||||||늘푸른장례식장|1층 (용강동,지하)|||91903
위더스요양병원장례식장||129.2320369|35.8777586|병원장례식장|054-744-4044|경상북도 경주시 승삼북길 31||임대||||||위더스요양병원장례식장|위더스요양병원장례식장 (용강동)|||91903
계명대학교경주동산병원장례식장||129.2094023|35.8472568|병원장례식장|054-774-0288|경상북도 경주시 봉황로 65||직영||||||계명대학교경주동산병원장례식장|(서부동,계명대학교경주동산병원)|||91903
부곡온천병원장례식장||128.5798266|35.4421305|병원장례식장|055-521-7744|경상남도 창녕군 부곡면 원앙로 72||임대||||||부곡온천병원장례식장|(거문리,부곡온천병원)|||91903
한솔장례식장||128.7344569|35.5061613|병원장례식장|055-356-7213|경상남도 밀양시 창밀로 3528||직영||||||한솔장례식장|(내이동)|||91903
제이엔에이실업||126.9826452|35.060121|병원장례식장|061-370-4444|전라남도 화순군 화순읍 중앙로 8||직영||||||제이엔에이실업|(교리)|||91903
고려병원장례식장||126.9896121|35.0561932|병원장례식장|061-375-4500|전라남도 화순군 화순읍 충의로 109||직영||||||고려병원장례식장|(광덕리)|||91903
진주중앙병원장례식장||128.0807997|35.1945719|병원장례식장|055-745-8000|경상남도 진주시 촉석로 178||직영||||||진주중앙병원장례식장|(중안동)|||91903
센텀장례식장||128.084612|35.187|병원장례식장|055-795-2800|경상남도 진주시 진주대로941번길 8||직영||||||센텀장례식장|(강남동)|||91903
함평성심병원장례식장||126.520196|35.0621885|병원장례식장|061-324-0001|전라남도 함평군 함평읍 영수길 132||직영||||||함평성심병원장례식장|(내교리)|||91903
빛가람장례식장||126.7997442|35.0356782|병원장례식장|061-330-8044|전라남도 나주시 산포면 매성길 61||직영||||||빛가람장례식장|(매성리)|||91903
엠마우스병원/장례식장||128.0654304|35.1738147|병원장례식장|055-745-4444|경상남도 진주시 남강로 25||임대||||||엠마우스병원 장례식장|(평거동)|||91903
제일병원장례식장||128.0899721|35.1793942|병원장례식장|055-750-7100|경상남도 진주시 진주대로891번길 9-7||임대||||||제일병원장례식장|(강남동)|||91903
나주종합병원장례식장||126.7214532|35.0365136|병원장례식장|061-332-4461|전라남도 나주시 영산로 5419||임대||||||나주종합병원장례식장|(성북동)|||91903
소명요양병원/장례식장||128.5152427|35.3093298|병원장례식장|055-589-5747|경상남도 함안군 칠원읍 용산2길 45-15소명요양병원 (용산리 , 칠원현대병원) ||직영||||||소명요양병원 장례식장||||91903
시영의료재단/영동병원장례식장||128.5156027|35.3089491|병원장례식장|055-587-4447|경상남도 함안군 칠원읍 용산2길 45-13||직영||||||시영의료재단 영동병원장례식장|(용산리,병원)|||91903
영산포제일병원장례식장||126.7118338|34.9924595|병원장례식장|061-334-1444|전라남도 나주시 대기2길 12||임대||||||영산포제일병원장례식장|(이창동)|||91903
문산장례식장||128.1755845|35.1534607|병원장례식장|055-746-1024|경상남도 진주시 문산읍 제곡길98번길 41||임대||||||문산장례식장|(삼곡리)|||91903
무안병원장례식장||126.4891531|34.9914382|병원장례식장|061-453-0068|전라남도 무안군 무안읍 몽탄로 65||임대||||||무안병원장례식장|(성동리)|||91903
청아병원장례식장||128.5096097|35.2479443|병원장례식장|055-232-2155|경상남도 창원시 마산회원구 내서읍 광려천서로 67||임대||||||청아병원장례식장|(중리,청아병원)|||91903
큰사랑요양병원장례식장||128.5469629|35.236391|병원장례식장|055-231-5444|경상남도 창원시 마산회원구 북성로 469||임대||||||큰사랑요양병원장례식장|지하1층 (두척동,큰사랑요양병원)|||91903
동마산병원장례식장||128.5783587|35.2339032|병원장례식장|055-290-5044|경상남도 창원시 마산회원구 3.15대로 681||임대||||||동마산병원장례식장|(석전동)|||91903
중앙병원장례예식장||129.30521|35.53151|병원장례식장|052-260-1006|울산광역시 남구 문수로480번길 10||직영||||||중앙병원장례예식장|(신정동,중앙병원)|||91903
벌교삼성병원장례식장||127.3459825|34.83369|병원장례식장|061-858-4452|전라남도 보성군 벌교읍 남하로 12||직영||||||벌교삼성병원장례식장|(장좌리)|||91903
세민에스장례식장||129.3416875|35.5527776|병원장례식장|052-920-1144|울산광역시 중구 내황4길 11||직영||||||세민에스장례식장|지하1층 (반구동,세민에스요양병원)|||91903
양산농협양산부산대병원장례식장||129.0048926|35.3261303|병원장례식장|055-389-0600|경상남도 양산시 물금읍 금오로 20||임대||||||양산농협양산부산대병원장례식장|(범어리)|||91903
세광병원장례식장||128.6609432|35.149786|병원장례식장|055-545-4447|경상남도 창원시 진해구 중원동로 55-1||임대||||||세광병원장례식장|(중앙동,진해세광병원)|||91903
영암효병원장례식장||126.6974901|34.8218337|병원장례식장|061-471-4441|전라남도 영암군 덕진면 예향로 1764||직영||||||영암효병원장례식장|(덕진리,효병원)|||91903
국민요양병원장례식장||129.3298783|35.5270329|병원장례식장|052-269-0119|울산광역시 남구 번영로 15||임대||||||국민요양병원장례식장|(야음동)|||91903
웅상중앙병원장례식장||129.1645487|35.4063743|병원장례식장|055-912-4440|경상남도 양산시 서창로 59||임대||||||웅상중앙병원장례식장|(명동)|||91903
보람김해장례식장||128.8570884|35.2307317|병원장례식장|055-322-4442|경상남도 김해시 분성로 98||임대||||||보람김해장례식장|(외동)|||91903
연세에스병원장례식장||128.6983452|35.1545448|병원장례식장|055-548-7759|경상남도 창원시 진해구 해원로32번길 13||직영||||||연세에스병원장례식장|(이동)|||91903
성심장례식장||126.4250118|34.8383702|병원장례식장|061-261-4444|전라남도 목포시 산계길 4-9||임대||||||성심장례식장|(대양동)|||91903
삼천포서울병원장례식장||128.0802625|34.9333862|병원장례식장|055-835-9944|경상남도 사천시 남일로 33||임대||||||삼천포서울병원장례식장|(동금동)|||91903
정다운요양병원/장례식장||126.454028|34.82854|병원장례식장|061-271-4444|전라남도 무안군 삼향읍 삼일로 13||임대||||||정다운요양병원 장례식장|(임성리)|||91903
혜인요양병원장례식장||129.1550255|35.3849138|병원장례식장|055-912-4449|경상남도 양산시 웅상대로 955지하1층장례식장 (평산동 , 토해인병원) ||임대||||||혜인요양병원장례식장||||91903
목포/세종병원/장례식장||126.422183|34.8290657|병원장례식장|061-283-4447|전라남도 목포시 영산로 710-11||임대||||||목포 세종병원 장례식장|(석현동)|||91903
고려장례식장||128.9039799|35.2375459|병원장례식장|055-313-1041|경상남도 김해시 인제로 101||임대||||||고려장례식장|(어방동,자성병원)|||91903
복음병원장례식장||128.8935607|35.2304878|병원장례식장|055-330-9999|경상남도 김해시 활천로 33||임대||||||복음병원장례식장|(삼정동)|||91903
성모병원장례예식장||128.8980324|35.2281381|병원장례식장|055-336-4475|경상남도 김해시 김해대로 2479-1||임대||||||성모병원장례예식장|(삼정동)|||91903
신세계병원장례식장||129.1505559|35.3648266|병원장례식장|055-367-4411|경상남도 양산시 월라2길 45||임대||||||신세계병원장례식장|(덕계동)|||91903
보성아산병원장례식장||127.1051557|34.7755385|병원장례식장|061-850-3444|전라남도 보성군 미력면 가평길 36-17||직영||||||보성아산병원장례식장|(초당리)|||91903
효성병원장례식장||126.416337|34.8138792|병원장례식장|061-273-4422|전라남도 목포시 양을로 456||임대||||||효성병원장례식장|(상동)|||91903
세안종합병원장례식장||126.3802509|34.8170249|병원장례식장|061-276-4444|전라남도 목포시 고하대로 795-2||임대||||||세안종합병원장례식장|(연산동)|||91903
한국병원장례식장||126.4163944|34.8091621|병원장례식장|061-270-5440|전라남도 목포시 영산로 483||직영||||||한국병원장례식장|(상동)|||91903
목포기독병원장례식장||126.4209219|34.8046501|병원장례식장|061-283-4444|전라남도 목포시 백년대로 303||임대||||||목포기독병원장례식장|(상동)|||91903
고성제일요양병원장례식장||128.3357309|34.9678482|병원장례식장|055-804-8400|경상남도 고성군 고성읍 남해안대로 2514||임대||||||고성제일요양병원장례식장|(율대리)|||91903
휴요양병원장례식장||128.795816|35.115818|병원장례식장|055-542-4300|경상남도 창원시 진해구 남의로 150||직영||||||휴요양병원장례식장|(두동,용원병원)|||91903
여천전남병원장례식장||127.6542545|34.7690003|병원장례식장|061-691-4444|전라남도 여수시 무선로 95||임대||||||여천전남병원장례식장|(선원동)|||91903
여수제일병원장례식장||127.6642638|34.7657108|병원장례식장|061-692-4444|전라남도 여수시 학동1길 24||임대||||||여수제일병원장례식장|(학동)|||91903
성심병원장례식장||127.6990521|34.7656548|병원장례식장|061-650-8444|전라남도 여수시 둔덕5길 19||임대||||||성심병원장례식장|(둔덕동)|||91903
동래한서병원장례식장||129.0916031|35.238294|병원장례식장|051-582-1041|부산광역시 금정구 중앙대로 1721||임대||||||동래한서병원장례식장|(부곡동)|||91903
갑을장유병원장례식장||129.0955619|35.2303619|병원장례식장|055-314-5533|경상남도 김해시 장유로 167-13||임대||||||갑을장유병원장례식장|(부곡동)|||91903
여수강남요양병원장례식장||127.7300257|34.7430532|병원장례식장|061-641-4444|전라남도 여수시 진남로 15||직영||||||여수강남요양병원장례식장|(충무동)|||91903
장흥병원장례식장||126.9111921|34.6770898|병원장례식장|061-864-4444|전라남도 장흥군 장흥읍 흥성로 74||임대||||||장흥병원장례식장|(건산리)|||91903
부산광역시의료원장례식장||129.0595584|35.1873066|병원장례식장|051-607-2990|부산광역시 연제구 월드컵대로 359||직영||||||부산광역시의료원장례식장|(거제동,부산의료원)|||91903
부산보훈병원장례식장||129.0069771|35.1533627|병원장례식장|051-601-6785|부산광역시 사상구 백양대로 420||임대||||||부산보훈병원장례식장|(주례동,부산보훈병원)|||91903
비이케이더블유/좋은삼선병원지점||129.0083192|35.1503219|병원장례식장|051-310-9292|부산광역시 사상구 가야대로 326||임대||||||비이케이더블유 좋은삼선병원지점|(주례동,좋은삼선병원)|||91903
새통영병원장례식장||128.4207171|34.8653483|병원장례식장|055-645-7300|경상남도 통영시 무전7길 192||임대||||||새통영병원장례식장|(무전동,새통영병원)|||91903
동아대학교병원장례식장||129.0189345|35.1203267|병원장례식장|051-256-7070|부산광역시 서구 대신공원로 26||직영||||||동아대학교병원장례식장|(동대신동3가,동아대학교병원)|||91903
동산병원장례식장||128.9933055|35.1007879|병원장례식장|051-201-0909|부산광역시 사하구 낙동대로216번길 10||임대||||||동산병원장례식장|(괴정동)|||91903
괴정병원장례식장||128.9903704|35.0988856|병원장례식장|051-293-4382|부산광역시 사하구 낙동대로249번길 11||임대||||||괴정병원장례식장|(괴정동)|||91903
강진의료원장례식장||126.757457|34.6372553|병원장례식장|061-430-1004|전라남도 강진군 강진읍 탐진로 5||직영||||||강진의료원장례식장|(서성리,강진의료원)|||91903
BHS한서병원장례식장||129.1131305|35.1608916|병원장례식장|051-751-1860|부산광역시 수영구 수영로 615||임대||||||BHS한서병원장례식장|(광안동)|||91903
부산대학교병원장례식장||129.0104561|35.1028674|병원장례식장|051-240-7161|부산광역시 서구 구덕로 179||임대||||||부산대학교병원장례식장|(아미동1가)|||91903
중앙U병원장례식장||128.9991419|35.0904694|병원장례식장|051-201-0468|부산광역시 사하구 감천로 59||임대||||||중앙U병원장례식장|(감천동)|||91903
좋은강안병원/장례식장||129.1104981|35.1499639|병원장례식장|051-610-9009|부산광역시 수영구 수영로 493||직영||||||좋은강안병원 장례식장|(남천동)|||91903
구평예일요양병원장례식장||128.9934401|35.0871089|병원장례식장|051-262-1024|부산광역시 사하구 사하로 55||임대||||||구평예일요양병원장례식장|(구평동)|||91903
서호병원장례식장||129.1155249|35.1520865|병원장례식장|051-949-1024|부산광역시 수영구 광남로 117||직영||||||서호병원장례식장|(광안동)|||91903
장유누가병원/장례식장||129.0310089|35.1042574|병원장례식장|055-332-4000|경상남도 김해시 대청로104번길 80-1||임대||||||장유누가병원 장례식장|(대청동,누가병원)|||91903
남천장례식장||129.1103403|35.146349|병원장례식장|051-626-4003|부산광역시 수영구 수영로 456||임대||||||남천장례식장|(남천동)|||91903
하나병원장례식장||128.9770403|35.0743629|병원장례식장|051-266-4447|부산광역시 사하구 다대로 311||임대||||||하나병원장례식장|(장림동)|||91903
경희병원장례식장||128.9768486|35.0735424|병원장례식장|051-266-4111|부산광역시 사하구 다대로 321||임대||||||경희병원장례식장|(장림동)|||91903
해동병원장례식장||129.0438842|35.0919367|병원장례식장|051-415-1024|부산광역시 영도구 태종로 133||임대||||||해동병원장례식장|(봉래동3가)|||91903
해남종합병원장례식장||126.6130203|34.5716031|병원장례식장|02-533-4444|전라남도 해남군 해남읍 해남로 45||임대||||||해남종합병원장례식장|(해리,해남종합병원)|||91903
완도대성병원장례식장||126.7356881|34.3170561|병원장례식장|061-554-4456|전라남도 완도군 완도읍 청해진동로 63||직영||||||완도대성병원장례식장|(가용리)|||91903
한마음병원장례식장||126.5462376|33.4963523|병원장례식장|064-702-2580|제주특별자치도 제주시 연신로 52||임대||||||한마음병원장례식장|(이도이동)|||91903
그랜드중앙장례식장||126.4713907|33.4920436|병원장례식장|064-721-1000|제주특별자치도 제주시 월랑로 91||임대||||||그랜드중앙장례식장|(이호이동)|||91903
진도전남병원장례식장||None|None|병원장례식장|061-544-4441|전라남도 진도군 진도읍 남동리 남문길 778-15||직영||||||진도전남병원장례식장||||91903
순창요양병원장례식장||None|None|병원장례식장|063-653-4123|전라북도 순창군 순창읍 순창로 105||임대||||||순창요양병원장례식장|(가남리,효사랑순창병원)|||91903
무안초당병원장례식장||None|None|병원장례식장|061-454-4040|전라남도 무안군 무안읍 성남1길 97-2||임대||||||무안초당병원장례식장|(성남리,동남호텔예식장)|||91903
중앙요양병원/장례식장||None|None|병원장례식장|053-627-4444|대구광역시 달서구 월배로83길 14||임대||||||중앙요양병원 장례식장|(송현동)|||91903
씨티장례식장||None|None|병원장례식장|062-366-4440|광주광역시 남구 입하길 12-1||직영||||||씨티장례식장|(송하동)|||91903
목포현대병원장례식장||None|None|병원장례식장|061-246-0044|전라남도 목포시 용당로 322-1||직영||||||목포현대병원장례식장|(용해동)|||91903
예지/장례식장||None|None|병원장례식장|032-766-6444|인천광역시 중구 개항로 82.2층예지장례식장 (경동 , 예지요양병원) ||임대||||||예지 장례식장||||91903
고신대병원/장례식장||None|None|병원장례식장|051-990-6444|부산광역시 서구 감천로 262||임대||||||고신대병원 장례식장|(암남동,고신대학교복음병원)|||91903
효사랑요양병원장례식장||None|None|병원장례식장|054-337-4044|경상북도 영천시 금호읍 금호로 484||임대||||||효사랑요양병원장례식장|(신월리,효사랑요양병원)|||91903
