##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@SK스피드메이트
SK스피드메이트|신세기점|||SK스피드메이트|051-864-9870|부산 연제구 중앙대로 1179||정비;||||||SK스피드메이트 신세기점||||160501
SK스피드메이트|신한C&S점|||SK스피드메이트|051-416-3130|부산 영도구 산업로 3||정비||||||SK스피드메이트 신한C&S점|(청학동)|||160501
SK스피드메이트|신항만점|||SK스피드메이트|051-271-2555|부산 강서구 르노삼성대로 372||정비||||||SK스피드메이트 신항만점||||160501
SK스피드메이트|안락점|||SK스피드메이트|051-524-8681|부산 동래구 충렬대로 379||정비||||||SK스피드메이트 안락점||||160501
SK스피드메이트|연산공장점|||SK스피드메이트|051-751-9119|부산 연제구 과정로 197||정비||||||SK스피드메이트 연산공장점||||160501
SK스피드메이트|연산토곡점|||SK스피드메이트|051-759-7793|부산 수영구 과정로 85||정비||||||SK스피드메이트 연산토곡점|(망미동)|||160501
SK스피드메이트|연지사랑가득점|||SK스피드메이트|051-816-5354|부산 부산진구 동평로 239||정비||||||SK스피드메이트 연지사랑가득점||||160501
SK스피드메이트|영동점|||SK스피드메이트|051-742-7503|부산 해운대구 해운대로767번길 20||정비||||||SK스피드메이트 영동점|(중동)|||160501
SK스피드메이트|이마트금정점|||SK스피드메이트|051-513-6391|부산 금정구 중앙대로1841번길 24||정비;||||||SK스피드메이트 이마트금정점|3층|||160501
SK스피드메이트|이마트문현점|||SK스피드메이트|051-642-7942|부산 남구 전포대로 91번길 47||정비;||||||SK스피드메이트 이마트문현점|4층|||160501
SK스피드메이트|이마트사상점|||SK스피드메이트|051-314-7878|부산 사상구 광장로 17||정비||||||SK스피드메이트 이마트사상점|지하1층|||160501
SK스피드메이트|이마트서면점|||SK스피드메이트|051-803-8118|부산 부산진구 시민공원로 31||정비||||||SK스피드메이트 이마트서면점|이마트3층|||160501
SK스피드메이트|이마트서부산점|||SK스피드메이트|051-310-1213|부산 사상구 낙동대로 910||정비||||||SK스피드메이트 이마트서부산점|제지하2층 제에스|||160501
SK스피드메이트|이마트연제점|||SK스피드메이트|051-867-6522|부산 연제구 연수로 89||정비;||||||SK스피드메이트 이마트연제점|3층|||160501
SK스피드메이트|이마트해운대점|||SK스피드메이트|051-703-3974|부산 해운대구 좌동순환로 511||정비;||||||SK스피드메이트 이마트해운대점|5층|||160501
SK스피드메이트|장림점|||SK스피드메이트|051-263-7285|부산 사하구 장림로 140||정비||||||SK스피드메이트 장림점|(장림동)|||160501
SK스피드메이트|정관메가박스점|||SK스피드메이트|051-728-6596|부산 기장군 정관면 정관6로 50||정비||||||SK스피드메이트 정관메가박스점||||160501
SK스피드메이트|정관신도시점|||SK스피드메이트|0517288783|부산 기장군 정관면 정관덕산길 50-3||정비||||||SK스피드메이트 정관신도시점||||160501
SK스피드메이트|중앙점|||SK스피드메이트|051-441-1232|부산 중구 충장대로5번길 61||정비||||||SK스피드메이트 중앙점|(중앙동4가)|||160501
SK스피드메이트|화명점|||SK스피드메이트|051-336-6114|부산 북구 용당로 24||정비||||||SK스피드메이트 화명점|(화명동)|||160501
SK스피드메이트|광주SKOK점|||SK스피드메이트|062-513-7887|광주 북구 하남대로 691||정비||||||SK스피드메이트 광주SKOK점|(동림동)|||160501
SK스피드메이트|광주공항점|||SK스피드메이트|062-941-1106|광주 광산구 상무대로 435-2||정비||||||SK스피드메이트 광주공항점|(신촌동)|||160501
SK스피드메이트|광주내방점|||SK스피드메이트|062-385-5845|광주 서구 내방로 288||정비||||||SK스피드메이트 광주내방점|(내방동)|||160501
SK스피드메이트|광주양산점|||SK스피드메이트|062-575-3555|광주 북구 자라봉로 8||정비||||||SK스피드메이트 광주양산점|(양산동)|||160501
SK스피드메이트|광주역점|||SK스피드메이트|062-527-3963|광주 북구 무등로 218||정비||||||SK스피드메이트 광주역점|(신안동)|||160501
SK스피드메이트|광주한일점|||SK스피드메이트|062-263-5052|광주 북구 대천로 153-1||정비||||||SK스피드메이트 광주한일점|(문흥동)|||160501
SK스피드메이트|금남점|||SK스피드메이트|062-681-8850|광주 서구 회재로 807||정비||||||SK스피드메이트 금남점|(매월동)|||160501
SK스피드메이트|금호점|||SK스피드메이트|062-682-9093||광주 서구 매월동 296|정비||||||SK스피드메이트 금호점||||160501
SK스피드메이트|방림점|||SK스피드메이트|062-651-5714|광주 남구 방림로 28||정비||||||SK스피드메이트 방림점|(방림동)|||160501
SK스피드메이트|수완점|||SK스피드메이트|062-955-8572|광주 광산구 수완로74번길 13||정비||||||SK스피드메이트 수완점|(수완동)|||160501
SK스피드메이트|수완장덕점|||SK스피드메이트|062-962-2536|광주 광산구 풍영로 204||정비;||||||SK스피드메이트 수완장덕점|(장덕동)|||160501
SK스피드메이트|신상무점|||SK스피드메이트|062-376-3777|광주 서구 화정로 8||정비||||||SK스피드메이트 신상무점|(쌍촌동)|||160501
SK스피드메이트|신창점|||SK스피드메이트|062-955-2180|광주 광산구 신가삼효로 14-19||정비||||||SK스피드메이트 신창점|(신가동)|||160501
SK스피드메이트|운암점|||SK스피드메이트|062-523-2214|광주 광산구 북문대로 396-7||정비||||||SK스피드메이트 운암점|(신창동)|||160501
SK스피드메이트|월산점|||SK스피드메이트|062-671-8272|광주 남구 대남대로 315||정비||||||SK스피드메이트 월산점||||160501
SK스피드메이트|으뜸_광주점|||SK스피드메이트|062-261-7474|광주 북구 군왕로 177||정비||||||SK스피드메이트 으뜸_광주점|(두암동)|||160501
SK스피드메이트|이마트광산점|||SK스피드메이트|062-941-4200|광주 광산구 사암로 172||정비||||||SK스피드메이트 이마트광산점|(우산동) 3층|||160501
SK스피드메이트|이마트광주점|||SK스피드메이트|062-360-0163|광주 서구 죽봉대로 61||정비||||||SK스피드메이트 이마트광주점|(화정동) 지하2층|||160501
SK스피드메이트|이마트봉선점|||SK스피드메이트|062-653-0949|광주 남구 봉선로 198||정비;||||||SK스피드메이트 이마트봉선점|(봉선동) 3층|||160501
SK스피드메이트|일곡점|||SK스피드메이트|062-464-7667|광주 북구 설죽로471번길 69||정비||||||SK스피드메이트 일곡점|(삼각동)|||160501
SK스피드메이트|첨단점|||SK스피드메이트|062-954-1524|광주 광산구 첨단과기로 33||정비||||||SK스피드메이트 첨단점|(비아동)|||160501
SK스피드메이트|첨단2지구점|||SK스피드메이트|062-573-2180|광주 북구 첨단연신로108번길 93||정비||||||SK스피드메이트 첨단2지구점|(신용동)|||160501
SK스피드메이트|코끼리점|||SK스피드메이트|062-575-8905|광주 북구 서하로 73||정비||||||SK스피드메이트 코끼리점|(매곡동)|||160501
SK스피드메이트|풍암점|||SK스피드메이트|062-655-5112|광주 서구 화개중앙로3번길 1||정비;||||||SK스피드메이트 풍암점|(금호동)|||160501
SK스피드메이트|갑진점|||SK스피드메이트|043-288-9696|충북 청주시 서원구 청남로2005번길 2||정비||||||SK스피드메이트 갑진점||||160501
SK스피드메이트|대소점|||SK스피드메이트|043-881-5182|충북 음성군 대소면 오태로 120||정비||||||SK스피드메이트 대소점||||160501
SK스피드메이트|서원경점|||SK스피드메이트|043-264-5259|충북 청주시 흥덕구 직지대로 579||정비||||||SK스피드메이트 서원경점||||160501
SK스피드메이트|신세계점|||SK스피드메이트|043-285-5259|충북 청주시 서원구 청남로 2125||정비||||||SK스피드메이트 신세계점||||160501
SK스피드메이트|오창IC점|||SK스피드메이트|043-217-9696|충북 청주시 청원군 오창읍 오창대로 410||정비||||||SK스피드메이트 오창IC점||||160501
SK스피드메이트|용암점|||SK스피드메이트|043-223-5259|충북 청주시 상당구 중고개로 295||정비||||||SK스피드메이트 용암점||||160501
SK스피드메이트|우암점|||SK스피드메이트|043-221-5259|충북 청주시 청원구 직지대로 870||정비||||||SK스피드메이트 우암점|(우암동)|||160501
SK스피드메이트|이마트제천점|||SK스피드메이트|043-642-5570|충북 제천시 장평천로 11||정비||||||SK스피드메이트 이마트제천점|3층|||160501
SK스피드메이트|이마트충주점|||SK스피드메이트|043-856-7711|충북 충주시 중원대로 3420||정비||||||SK스피드메이트 이마트충주점|4층|||160501
SK스피드메이트|증평점|||SK스피드메이트|043-836-3387|충북 증평군 증평읍 송산로1길 17-5||정비||||||SK스피드메이트 증평점||||160501
SK스피드메이트|진천점|||SK스피드메이트|043-534-9966|충북 진천군 진천읍 대촌길 33-8||정비||||||SK스피드메이트 진천점||||160501
SK스피드메이트|청주점|||SK스피드메이트|043-216-0763|충북 청주시 청원구 2순환로 160번길 3||정비;||||||SK스피드메이트 청주점|(주성|||160501
SK스피드메이트|청주강서점|||SK스피드메이트|043-233-6882|충북 청주시 흥덕구 가로수로1164번길 26-1||정비||||||SK스피드메이트 청주강서점||||160501
SK스피드메이트|청주내수점|||SK스피드메이트|043-214-7400|충북 청주시 청원구 내수읍 마산길 54||정비||||||SK스피드메이트 청주내수점||||160501
SK스피드메이트|청주미평점|||SK스피드메이트|043-292-7400|충북 청주시 서원구 남이면 청남로 1822||정비||||||SK스피드메이트 청주미평점||||160501
SK스피드메이트|청주복대점|||SK스피드메이트|043-269-0242|충북 청주시 흥덕구 사직대로 37-1||정비||||||SK스피드메이트 청주복대점||||160501
SK스피드메이트|충북점|||SK스피드메이트|043-277-8877|충북 청주시 흥덕구 대신로38번길 1-1||정비||||||SK스피드메이트 충북점||||160501
SK스피드메이트|충주연수점|||SK스피드메이트|043-848-5930|충북 충주시 갱고개로 96||정비||||||SK스피드메이트 충주연수점|(교현동)|||160501
SK스피드메이트|해피스테이션점|||SK스피드메이트|043-296-9697|충북 청주시 서원구 구룡산로 217||정비||||||SK스피드메이트 해피스테이션점|외2필지|||160501
SK스피드메이트|간석점|||SK스피드메이트|032-429-9601|인천 남동구 석정로 581||정비||||||SK스피드메이트 간석점||||160501
SK스피드메이트|강화점|||SK스피드메이트|032-934-7330|인천 강화군 선원면 중앙로 237-1||정비||||||SK스피드메이트 강화점||||160501
SK스피드메이트|공단1점|||SK스피드메이트|032-813-6759|인천 남동구 남동대로 357||정비||||||SK스피드메이트 공단1점||||160501
SK스피드메이트|공단2점|||SK스피드메이트|032-821-1821|인천 남동구 앵고개로 463||정비||||||SK스피드메이트 공단2점||||160501
SK스피드메이트|광신점|||SK스피드메이트|032-549-1293|인천 계양구 장제로 936||정비||||||SK스피드메이트 광신점|(병방동)|||160501
SK스피드메이트|구월점|||SK스피드메이트|032-434-4455|인천 남동구 인주대로 539||정비||||||SK스피드메이트 구월점|(구월동)|||160501
SK스피드메이트|구월롯데점|||SK스피드메이트|032-433-5060|인천 남동구 성말로13번길 36-10||정비||||||SK스피드메이트 구월롯데점|(구월1동)|||160501
SK스피드메이트|남강점|||SK스피드메이트|032-881-9138|인천 미추홀구 인주대로 43||정비||||||SK스피드메이트 남강점||||160501
SK스피드메이트|마전점|||SK스피드메이트|032-562-4972|인천 서구 완정로 34번길 57||정비||||||SK스피드메이트 마전점|동성프라자1층|||160501
SK스피드메이트|만수광해점|||SK스피드메이트|032-464-5844|인천 남동구 인주대로 879||정비||||||SK스피드메이트 만수광해점|(만수동)|||160501
SK스피드메이트|봉수대로점|||SK스피드메이트|032-573-5762|인천 서구 봉수대로 336||정비||||||SK스피드메이트 봉수대로점||||160501
SK스피드메이트|부개점|||SK스피드메이트|032-506-7770|인천 부평구 충선로 105||정비||||||SK스피드메이트 부개점|(부개동)|||160501
SK스피드메이트|부평점|||SK스피드메이트|032-513-0666|인천 부평구 원적로 417||정비||||||SK스피드메이트 부평점||||160501
SK스피드메이트|부평공단점|||SK스피드메이트|032-528-9201|인천 부평구 부평대로 262||정비||||||SK스피드메이트 부평공단점||||160501
SK스피드메이트|부평남부점|||SK스피드메이트|032-516-1955|인천 부평구 경인로 1048||정비||||||SK스피드메이트 부평남부점||||160501
SK스피드메이트|북인천점|||SK스피드메이트|032-544-9194|인천 계양구 경명대로 1082||정비||||||SK스피드메이트 북인천점||||160501
SK스피드메이트|서인천점|||SK스피드메이트|032-566-5150|인천 서구 서곶로 346||정비||||||SK스피드메이트 서인천점|(연희동)|||160501
SK스피드메이트|석암점|||SK스피드메이트|032-428-4972|인천 미추홀구 구월로 35||정비||||||SK스피드메이트 석암점||||160501
SK스피드메이트|선학점|||SK스피드메이트|032-811-9795|인천 연수구 경원대로 536||정비||||||SK스피드메이트 선학점||||160501
SK스피드메이트|송도팰리스점|||SK스피드메이트|032-834-9863|인천 연수구 아트센터대로 198||정비;||||||SK스피드메이트 송도팰리스점||||160501
SK스피드메이트|송도행복점|||SK스피드메이트|032-213-3542|인천 연수구 송도과학로 13||정비;||||||SK스피드메이트 송도행복점|(송도동)|||160501
SK스피드메이트|신공항점|||SK스피드메이트|032-752-1589|인천 중구 신도시남로141번길 6||정비||||||SK스피드메이트 신공항점||||160501
SK스피드메이트|유화점|||SK스피드메이트|032-553-5151|인천 계양구 아나지로 240||정비||||||SK스피드메이트 유화점||||160501
SK스피드메이트|이마트검단점|||SK스피드메이트|032-563-6285|인천 서구 서곶로 754||정비;||||||SK스피드메이트 이마트검단점|1층|||160501
SK스피드메이트|이마트동인천점|||SK스피드메이트|032-777-0840|인천 중구 인중로 134||정비||||||SK스피드메이트 이마트동인천점|3층|||160501
SK스피드메이트|이마트송림점|||SK스피드메이트|032-574-2238|인천 동구 봉수대로 82||정비;||||||SK스피드메이트 이마트송림점|2층|||160501
SK스피드메이트|이마트연수점|||SK스피드메이트|032-819-5782|인천 연수구 경원대로 184||정비;||||||SK스피드메이트 이마트연수점|3층|||160501
SK스피드메이트|인주대로점|||SK스피드메이트|032-463-3904|인천 남동구 인주대로 858||정비||||||SK스피드메이트 인주대로점|(만수동)|||160501
SK스피드메이트|인천논현점|||SK스피드메이트|032-441-1308|인천 남동구 소래역서로 6||정비||||||SK스피드메이트 인천논현점||||160501
SK스피드메이트|인천대교점|||SK스피드메이트|032-851-0858|인천 연수구 아암대로 815||정비||||||SK스피드메이트 인천대교점||||160501
SK스피드메이트|청라가정점|||SK스피드메이트|032-561-9933|인천 서구 청중로478번길 16||정비||||||SK스피드메이트 청라가정점|1층 (가정동)|||160501
SK스피드메이트|청천점|||SK스피드메이트|032-521-1061|인천 부평구 평천로 102||정비||||||SK스피드메이트 청천점|(청천동)|||160501
SK스피드메이트|하나원점|||SK스피드메이트|032-555-5185|인천 계양구 아나지로 426||정비||||||SK스피드메이트 하나원점||||160501
SK스피드메이트|하이웨이점|||SK스피드메이트|032-468-3592|인천 남동구 구월로 371||정비||||||SK스피드메이트 하이웨이점||||160501
SK스피드메이트|광양점|||SK스피드메이트|061-762-0186|전남 광양시 광양읍 매천로 759||정비||||||SK스피드메이트 광양점||||160501
SK스피드메이트|나주점|||SK스피드메이트|061-332-1180|전남 나주시 남고문로 21||정비||||||SK스피드메이트 나주점|(송월동)|||160501
SK스피드메이트|나주빛가람점|||SK스피드메이트|061-331-9271|전남 나주시 우정로 161||정비||||||SK스피드메이트 나주빛가람점|(빛가람동)|||160501
SK스피드메이트|담양점|||SK스피드메이트|061-381-1197|전남 담양군 담양읍 죽향대로 1100||정비||||||SK스피드메이트 담양점||||160501
SK스피드메이트|동광양점|||SK스피드메이트|061-795-7790|전남 광양시 중마로 538||정비||||||SK스피드메이트 동광양점||||160501
SK스피드메이트|목포대성점|||SK스피드메이트|061-245-2735|전남 목포시 고하대로 634||정비||||||SK스피드메이트 목포대성점|(산정동)|||160501
SK스피드메이트|목포터미널점|||SK스피드메이트|061-247-3030|전남 목포시 양을로 528||정비||||||SK스피드메이트 목포터미널점|(상동)|||160501
SK스피드메이트|삼양점|||SK스피드메이트|061-744-2608|전남 순천시 강남로 78||정비||||||SK스피드메이트 삼양점|(장천동)|||160501
SK스피드메이트|성황점|||SK스피드메이트|061-793-0951|전남 광양시 전남 광양시 용장길 6||정비||||||SK스피드메이트 성황점|(성황동)|||160501
SK스피드메이트|순천신대점|||SK스피드메이트|061-727-6663|전남 순천시 해룡면 신대2길 6-77||정비;||||||SK스피드메이트 순천신대점|1층1호|||160501
SK스피드메이트|신도시점|||SK스피드메이트|061-281-6779|전남 목포시 백년대로 281||정비||||||SK스피드메이트 신도시점|(상동)|||160501
SK스피드메이트|여수무선점|||SK스피드메이트|061-685-7977|전남 여수시 성산로 54||정비||||||SK스피드메이트 여수무선점|(화장동)|||160501
SK스피드메이트|여수엔크린점|||SK스피드메이트|061-641-0958|전남 여수시 좌수영로 446||정비||||||SK스피드메이트 여수엔크린점|(둔덕동)|||160501
SK스피드메이트|영광점|||SK스피드메이트|061-351-2746||전남 영광군 영광읍 단주리 626-5|정비||||||SK스피드메이트 영광점||||160501
SK스피드메이트|이마트목포점|||SK스피드메이트|061-285-1180|전남 목포시 옥암로 138||정비;||||||SK스피드메이트 이마트목포점|(옥암동) 1층|||160501
SK스피드메이트|이마트순천점|||SK스피드메이트|061-742-8265|전남 순천시 팔마로 191||정비||||||SK스피드메이트 이마트순천점|(덕암동) 3층|||160501
SK스피드메이트|조례점|||SK스피드메이트|061-725-4547|전남 순천시 남신월길 45-1||정비||||||SK스피드메이트 조례점||||160501
SK스피드메이트|형제점|||SK스피드메이트|061-536-6777|전남 해남군 해남읍 남부순환로 24||정비||||||SK스피드메이트 형제점||||160501
