##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
윤영묵개업[상세]||||변호사|055-267-0111||경남 창원시 성산구 사파동 81|||||||윤영묵개업[상세]|(동양빌딩 502호)|||91604
안정환개업[상세]||||변호사|055-282-0905~6||경남 창원시 성산구 사파동 79|||||||안정환개업[상세]|(하나빌딩4층)|||91604
염영선개업[상세]||||변호사|055-264-6400||경남 창원시 성산구 사파동 80|||||||염영선개업[상세]|(보고빌딩 202호)|||91604
김인호||||변호사||||||||||김인호||||91604
박석곤개업[상세]||||변호사|055-753-8700|경남 진주시 진양호로293번길 16-6||||||||박석곤개업[상세]|301호 (신안동)|||91604
강태현개업[상세]||||변호사||경남 양산시 중앙로 33-2||||||||강태현개업[상세]|(다방동) 양산비즈니스센터 4층 --|||91604
하귀남개업[상세]||||변호사|055-293-9775,6|경남 창원시 마산합포구 완월동7길 37||||||||하귀남개업[상세]|2층 (장군동4가)|||91604
송경준개업[상세]||||변호사|055-283-3456|경남 창원시 성산구 동산로220번길 31||||||||송경준개업[상세]|(사파동,동남빌딩) 3층|||91604
김한주개업[상세]||||변호사|055-632-9090||경남 거제시 신현읍 고현리 967-20|||||||김한주개업[상세]|(상일빌딩3층)|||91604
김성찬||||변호사||||||||||김성찬||||91604
최강섭개업[상세]||||변호사|055-264-8787||경남 창원시 성산구 사파동 124-2|||||||최강섭개업[상세]|(대방빌딩 5층)|||91604
황희석||||변호사||||||||||황희석||||91604
도춘석개업[상세]||||변호사|055-264-3700|경남 창원시 성산구 창이대로689번길 4-5||||||||도춘석개업[상세]|4층 (사파동,변호사회관)|||91604
김영숙개업[상세]||||변호사|055-945-2200|경남 거창군 거창읍 죽전길 45||||||||김영숙개업[상세]|(상림리) 1층|||91604
김효중개업[상세]||||변호사|055-284-1122|경남 창원시 성산구 창이대로689번길 8||||||||김효중개업[상세]|(사파동,동양빌딩) 501호|||91604
유두열||||변호사||||||||||유두열||||91604
구정회개업[상세]||||변호사|055-648-2112||경남 거제시 신현읍 고현리 967-20|||||||구정회개업[상세]|(상일빌딩 3층)|||91604
정효삼||||변호사||||||||||정효삼||||91604
이재철개업[상세]||||변호사|055-287-9889||경남 창원시 성산구 사파동 83|||||||이재철개업[상세]|(변호사회관 2층)|||91604
박훈개업[상세]||||변호사|055-284-1800||경남 창원시 상남동 73-4|||||||박훈개업[상세]|(창원코아 510호)|||91604
남상업개업[상세]||||변호사|055)283-­3100||경남 창원시 성산구 사파동 124-11|||||||남상업개업[상세]|(영창빌딩3층)|||91604
박종호개업[상세]||||변호사|055)282-­7100||경남 창원시 성산구 사파동 124-11|||||||박종호개업[상세]|(영창빌딩3층)|||91604
손명숙개업[상세]||||변호사|055-286-3800|경남 창원시 성산구 창이대로689번길 4-24||||||||손명숙개업[상세]|501호 (사파동,더원2빌딩)|||91604
임기태개업[상세]||||변호사|055-649-9391||경남 통영시 용남면 동달리 992-4|||||||임기태개업[상세]||||91604
진성진개업[상세]||||변호사|055-638-5650|경남 거제시 고현로 121||||||||진성진개업[상세]|(고현동,한양프라자) 5층 506호|||91604
조창래개업[상세]||||변호사|055)282-­9955||경남 창원시 성산구 사파동 124-2|||||||조창래개업[상세]|(대방빌딩3층)|||91604
배종열개업[상세]||||변호사|055-355-7345||경남 밀양시 내이동 1523|||||||배종열개업[상세]|-8|||91604
김윤천개업[상세]||||변호사||경남 통영시 용남면 동달안길 70||||||||김윤천개업[상세]|(화삼리) 1층 변호사 김윤천 법률사무소 --|||91604
정영훈||||변호사||||||||||정영훈||||91604
조현철||||변호사||||||||||조현철||||91604
최성도개업[상세]||||변호사|055-266-5656|경남 창원시 성산구 창이대로689번길 4-3||||||||최성도개업[상세]|(사파동,대성빌딩) 302호|||91604
신대철개업[상세]||||변호사|055-289-7800,267-6100,266-8811||경남 창원시 성산구 사파동 124-6|||||||신대철개업[상세]|(내외법무법인빌딩 2층)|||91604
김명주||||변호사||||||||||김명주||||91604
김원태개업[상세]||||변호사|055)282­-0905∼7||경남 창원시 성산구 사파동 79|||||||김원태개업[상세]|(성은빌딩5층)|||91604
이언상개업[상세]||||변호사|055-761-1600|경남 진주시 진양호로293번길 16-6||||||||이언상개업[상세]|201호 (신안동)|||91604
조원제개업[상세]||||변호사|055)289-­9988||경남 창원시 성산구 사파동 11-3|||||||조원제개업[상세]|(법우빌딩3층)|||91604
김동구개업[상세]||||변호사|0552842112|경남 창원시 성산구 창이대로689번길 10||||||||김동구개업[상세]|202호 (사파동,성은빌딩)|||91604
황정복개업[상세]||||변호사|055)274-­9900||경남 창원시 성산구 사파동 84-1|||||||황정복개업[상세]|(가야빌딩 501호)|||91604
황규훈개업[상세]||||변호사|055-283-6666|경남 창원시 성산구 창이대로 689번길 4-24||||||||황규훈개업[상세]|(사파동,더원2빌딩)|||91604
김종환개업[상세]||||변호사|055-275-2501|경남 창원시 성산구 창이대로695번길 5||||||||김종환개업[상세]|4층 (사파동,보고빌딩) (확장) 창원시 성산구 창이대로 689번길 8,402호 (사파동,동양빌딩)|||91604
권영준개업[상세]||||변호사|055-262-6111||경남 창원시 성산구 사파동 77|||||||권영준개업[상세]|(현승빌딩5층)|||91604
김주열개업[상세]||||변호사|055-267­-0315∼6||경남 창원시 성산구 사파동 78|||||||김주열개업[상세]|(성은빌딩5층)|||91604
서기영개업[상세]||||변호사|055-372-5588||경남 양산시 북부동 414-1|||||||서기영개업[상세]|(2층)|||91604
박종연개업[상세]||||변호사|055-754-3737|경남 진주시 진양호로293번길 16-23||||||||박종연개업[상세]|202호 (신안동,청운빌딩)|||91604
황태진개업[상세]||||변호사|055)282­-1100||경남 창원시 성산구 사파동 124-4|||||||황태진개업[상세]|(법광빌딩2층)|||91604
석창목개업[상세]||||변호사|055)283-­9911∼2||경남 창원시 성산구 사파동 78|||||||석창목개업[상세]|(성은빌딩302호)|||91604
황석보개업[상세]||||변호사|055-275-2501|경남 창원시 성산구 창이대로695번길 5||||||||황석보개업[상세]|4층 (사파동,보고빌딩) (분사무소 확장) 창원시 성산구 창이대로 689번길 8,402호 (사파동,동양빌딩)|||91604
한성호개업[상세]||||변호사|055)283-­2388||경남 창원시 성산구 사파동 97-1|||||||한성호개업[상세]|(남양빌딩4층)|||91604
변재범||||변호사||||||||||변재범||||91604
임영수개업[상세]||||변호사|055-275-0001|경남 창원시 성산구 동산로220번길 35||||||||임영수개업[상세]|4층 (사파동)|||91604
장진호개업[상세]||||변호사|055-758-7200|경남 진주시 진양호로 311||||||||장진호개업[상세]|4층 (신안동)|||91604
장운영개업[상세]||||변호사|055-383-5656||경남 양산시 북부동 392-10|||||||장운영개업[상세]|(2층)|||91604
안병구개업[상세]||||변호사|055-353-6900||경남 밀양시 내이동 1523-7|||||||안병구개업[상세]||||91604
조종만개업[상세]||||변호사|055-286-7181|경남 창원시 성산구 창이대로695번길 5||||||||조종만개업[상세]|4층 (사파동,보고빌딩) (분사무소 확장) 창원시 성산구 창이대로 689번길 8,402호 (사파동,동양빌딩)|||91604
정한중||||변호사||||||||||정한중||||91604
전종호개업[상세]||||변호사|055)287-­6644||경남 창원시 성산구 사파동 124-5|||||||전종호개업[상세]|(삼복빌딩3층)|||91604
정주석개업[상세]||||변호사|055-283-6666|경남 창원시 성산구 창이대로 689번길 4-24||||||||정주석개업[상세]|(사파동,더원2빌딩)|||91604
최성락개업[상세]||||변호사||경남 창원시 마산합포구 완월동7길 15-1||||||||최성락개업[상세]|(장군동4가)|||91604
임무성개업[상세]||||변호사|055-541-1122,1133||경남 창원시 진해구 석동 655-2|||||||임무성개업[상세]|(펠리스타워 503호)|||91604
문충식개업[상세]||||변호사|055-753-2622|경남 진주시 진양호로 302||||||||문충식개업[상세]|5층 (신안동)|||91604
손양곤개업[상세]||||변호사|055-762-8866|경남 진주시 진양호로293번길 16-6||||||||손양곤개업[상세]|501호 (신안동,승소빌딩)|||91604
이재웅개업[상세]||||변호사|055)289­-8940~1||경남 창원시 성산구 사파동 78|||||||이재웅개업[상세]|(성은빌딩4층)|||91604
방용문개업[상세]||||변호사|055-761-1131|경남 진주시 진양호로293번길 16-5||||||||방용문개업[상세]|4층 (신안동,우암빌딩)|||91604
이주영||||변호사||||||||||이주영||||91604
한상열개업[상세]||||변호사|055-647-0135||경남 통영시 용남면 동달리 865|||||||한상열개업[상세]|(경동빌딩 4층)|||91604
김용주개업[상세]||||변호사|055-743-2153,4|경남 진주시 진양호로293번길 16-2||||||||김용주개업[상세]|5층 (신안동,진주법무빌딩)|||91604
백경석개업[상세]||||변호사|055-283-6666|경남 창원시 성산구 창이대로 689번길 4-24||||||||백경석개업[상세]|(사파동,더원2빌딩)|||91604
조진래개업[상세]||||변호사|055-289-7777|경남 창원시 성산구 동산로220번길 23-1||||||||조진래개업[상세]|3층 (사파동,법광빌딩)|||91604
허정용개업[상세]||||변호사|055-323­-8009||경남 김해시 부원동 620-3|||||||허정용개업[상세]||||91604
신종윤개업[상세]||||변호사|055)646-­8895||경남 통영시 용남면 동달리 992|||||||신종윤개업[상세]||||91604
송성욱개업[상세]||||변호사|055-644-9911||경남 통영시 용남면 동달리 865|||||||송성욱개업[상세]|(경동빌딩 3층)|||91604
최원준||||변호사||||||||||최원준||||91604
이태우개업[상세]||||변호사|055)266-­7979||경남 창원시 성산구 사파동 77|||||||이태우개업[상세]|(현승빌딩4층)|||91604
차정인||||변호사||||||||||차정인||||91604
김광주개업[상세]||||변호사|055)648-­8703∼4|경남 통영시 용남면 동달안길 30||||||||김광주개업[상세]||||91604
이희용개업[상세]||||변호사|055)264­-4141∼3||경남 창원시 성산구 사파동 124-10|||||||이희용개업[상세]|(경희빌딩4층)|||91604
정용해개업[상세]||||변호사|055-355-9100||경남 밀양시 내이동 1523-20|||||||정용해개업[상세]|(동화빌딩 3층)|||91604
이근후개업[상세]||||변호사|055)645-­3211||경남 통영시 용남면 동달리 992|||||||이근후개업[상세]|(4층)|||91604
김헌규개업[상세]||||변호사|055-758-2111,2|경남 진주시 진양호로 298||||||||김헌규개업[상세]|3층 (신안동)|||91604
조지현개업[상세]||||변호사|055-758-2242|경남 진주시 진양호로293번길 16-3||||||||조지현개업[상세]|4층 (신안동,성지빌딩)|||91604
민태식개업[상세]||||변호사|055-289­-8898||경남 창원시 성산구 사파동 124-6|||||||민태식개업[상세]||||91604
배종열개업[상세]||||변호사|055-533-5511|경남 창녕군 군청길 3||||||||배종열개업[상세]|(교리)|||91604
양임석개업[상세]||||변호사|055-758-6200~1|경남 진주시 진양호로313번길 5-1||||||||양임석개업[상세]|(신안동)|||91604
백승명개업[상세]||||변호사|055-335-5324|경남 김해시 우암로 175||||||||백승명개업[상세]|2층201-1호 (내동,법조타운)|||91604
최학세개업[상세]||||변호사|055)266­-4664∼7||경남 창원시 성산구 사파동 78|||||||최학세개업[상세]|(성은빌딩2층)|||91604
권영상개업[상세]||||변호사|055-267-1111|경남 창원시 성산구 창이대로689번길 4-3||||||||권영상개업[상세]|301호 (사파동,대성빌딩)|||91604
윤영오||||변호사||||||||||윤영오||||91604
신현동||||변호사||||||||||신현동||||91604
변신규개업[상세]||||변호사|055-323-5670||경남 김해시 부원동 620-3|||||||변신규개업[상세]|(신협빌딩 5층)|||91604
이일구개업[상세]||||변호사|055-755-5575|경남 진주시 진양호로293번길 6-6||||||||이일구개업[상세]|3층 (신안동)|||91604
이기훈개업[상세]||||변호사|055)643-­8801||경남 통영시 북신동 삼성생명빌딩 9층 |||||||이기훈개업[상세]||||91604
이영인개업[상세]||||변호사|055)266-­6565||경남 창원시 성산구 사파동 124-6|||||||이영인개업[상세]|(내외법인5층)|||91604
이원희||||변호사||||||||||이원희||||91604
조현종개업[상세]||||변호사|055)266­-7177∼8||경남 창원시 성산구 사파동 124-1|||||||조현종개업[상세]|(경남법인3층)|||91604
김채영개업[상세]||||변호사|055-759-0770,1|경남 진주시 진양호로293번길 6-6||||||||김채영개업[상세]|2층 (신안동)|||91604
김영덕개업[상세]||||변호사|055-262-9900||경남 창원시 성산구 사파동 124-6|||||||김영덕개업[상세]|(4층)|||91604
김희석개업[상세]||||변호사|055-752-1190|경남 진주시 진양호로 309-5||||||||김희석개업[상세]|2층 (신안동)|||91604
이상천||||변호사||||||||||이상천||||91604
주석환개업[상세]||||변호사|055)648-7801，1821||경남 통영시 용남면 동달리 992|||||||주석환개업[상세]||||91604
박순문개업[상세]||||변호사|055-352-2007||경남 밀양시 내이동 1523-11|||||||박순문개업[상세]||||91604
석진국||||변호사||||||||||석진국||||91604
이상철개업[상세]||||변호사|055)943­-5636|경남 거창군 거창읍 죽전길 24||||||||이상철개업[상세]|(상림리)|||91604
강재현개업[상세]||||변호사|055)267­-5700∼2||경남 창원시 성산구 사파동 56블럭 1롯트 (현승빌딩4층) |||||||강재현개업[상세]||||91604
김용준개업[상세]||||변호사|055-266-0532||경남 창원시 성산구 사파동 124-1|||||||김용준개업[상세]|(경남법무법인건물 4층)|||91604
강대승개업[상세]||||변호사|055-755-0333,0555|경남 진주시 진양호로 302||||||||강대승개업[상세]|4층 (신안동,국민은행)|||91604
문종규개업[상세]||||변호사|055-263-2420|경남 창원시 성산구 동산로220번길 31||||||||문종규개업[상세]|(사파동,동남빌딩) 3층|||91604
이민영개업[상세]||||변호사|055)266­-3747∼9||경남 창원시 성산구 사파동 84-1|||||||이민영개업[상세]|가야빌딩 301호|||91604
이재경개업[상세]||||변호사|055)266­-7447||경남 창원시 성산구 사파동 77|||||||이재경개업[상세]|(현승빌딩2층) 202호|||91604
이병옥개업[상세]||||변호사|055-753-3232|경남 진주시 진양호로293번길 16-3||||||||이병옥개업[상세]|3층 (신안동,성지빌딩)|||91604
김귀건개업[상세]||||변호사|055-645-7768||경남 통영시 용남면 동달리 865|||||||김귀건개업[상세]|(경동빌딩 2층)|||91604
김기한개업[상세]||||변호사|055-753-2622|경남 진주시 진양호로 302||||||||김기한개업[상세]|5층 (신안동)|||91604
김종철개업[상세]||||변호사|055)266­-2300∼2||경남 창원시 성산구 사파동 124-10|||||||김종철개업[상세]|(경희빌딩3층)|||91604
오성률개업[상세]||||변호사|055)266­-8811∼2||경남 창원시 성산구 사파동 124-6|||||||오성률개업[상세]||||91604
정차두||||변호사||||||||||정차두||||91604
강처목||||변호사||||||||||강처목||||91604
안상수개업[상세]||||변호사|055-243-6650|경남 창원시 마산합포구 해안대로 393||||||||안상수개업[상세]|(오동동,삼원빌딩) 406호|||91604
정인석개업[상세]||||변호사|055-753-2622|경남 진주시 진양호로 302||||||||정인석개업[상세]|5층 (신안동)|||91604
김익하개업[상세]||||변호사|055-266­-1212∼3||경남 창원시 성산구 사파동 124-7|||||||김익하개업[상세]|(은하빌딩2층)|||91604
지명철||||변호사||||||||||지명철||||91604
박채규||||변호사||||||||||박채규||||91604
조성래개업[상세]||||변호사||경남 거제시 계룡로 172||||||||조성래개업[상세]|(고현동) 1층 --|||91604
김영구개업[상세]||||변호사|055-274-3211|경남 창원시 성산구 창이대로689번길 8||||||||김영구개업[상세]|601~2호 (사파동,동양빌딩)|||91604
김홍석||||변호사||||||||||김홍석||||91604
윤재창||||변호사||||||||||윤재창||||91604
김두석||||변호사||||||||||김두석||||91604
서보윤개업[상세]||||변호사|054-455-8900|경북 구미시 송정대로 95||||||||서보윤개업[상세]|4층 (송정동,매일신문사)|||91604
유지훈개업[상세]||||변호사|054-443-2001|경북 구미시 봉곡로 94||||||||유지훈개업[상세]|3층 (봉곡동,상원빌딩)|||91604
채지연개업[상세]||||변호사|054-475-0093|경북 구미시 인동가산로 11||||||||채지연개업[상세]|(황상동) 3층 강동종합법률사무소|||91604
박재완개업[상세]||||변호사|054-777-7472|경북 경주시 화랑로 124-1||||||||박재완개업[상세]|(황오동) 3층|||91604
박주호개업[상세]||||변호사|070-7209-6360||경북 김천시 삼락동 1253|||||||박주호개업[상세]|2층|||91604
박시하||||변호사||||||||||박시하||||91604
우성훈개업[상세]||||변호사|054-241-9977|경북 포항시 북구 삼호로 7||||||||우성훈개업[상세]|(덕산동) 2층|||91604
임수희개업[상세]||||변호사|053-810-7529|경북 경산시 원효로 309-6||||||||임수희개업[상세]|(갑제동,경산교육청) 3층,행복학교 거점지원센터|||91604
이슬아개업[상세]||||변호사|054-251-3546|경북 포항시 북구 법원로 177||||||||이슬아개업[상세]|(양덕동) 302호|||91604
김승진개업[상세]||||변호사|054-457-2626||경북 구미시 송정동 58|||||||김승진개업[상세]|(301호)|||91604
지효준개업[상세]||||변호사|054-475-0093|경북 구미시 인동가산로 11||||||||지효준개업[상세]|(황상동) 순현빌딩3층,강동종합법률사무소|||91604
김동창개업[상세]||||변호사|0507-1392-5555|경북 경산시 박물관로1길 6||||||||김동창개업[상세]|(사동) 재경빌딩 203호|||91604
이해용개업[상세]||||변호사|054-741-7501|경북 경주시 화랑로 90||||||||이해용개업[상세]|(동부동) 3층 변호사 이해용 법률사무소|||91604
백승빈개업[상세]||||변호사||경북 울릉군 울릉읍 도동3길 33||||||||백승빈개업[상세]|(도동리) 1층 --|||91604
기윤석개업[상세]||||변호사|070-7209-6360||경북 김천시 삼락동 1253|||||||기윤석개업[상세]|(2층),국선전담변호사 사무실|||91604
백선경개업[상세]||||변호사|054-624-0076|경북 경주시 중앙로 53||||||||백선경개업[상세]|(동부동,세종빌딩) 3층|||91604
이도현||||변호사||||||||||이도현||||91604
오재민개업[상세]||||변호사|054-249-7010|경북 포항시 북구 법원로 177||||||||오재민개업[상세]|(양덕동) 포항법조빌딩 202호|||91604
안성연||||변호사||||||||||안성연||||91604
배아영개업[상세]||||변호사|054-291-6215|경북 포항시 남구 오천읍 정몽주로 584||||||||배아영개업[상세]|(용덕리) 2층|||91604
김승범개업[상세]||||변호사|054-716-2116|경북 구미시 송정대로 31||||||||김승범개업[상세]|(송정동) 3층 변호사 김승범 법률사무소|||91604
김수민개업[상세]||||변호사|053-816-4422,1|경북 경산시 원효로 32||||||||김수민개업[상세]|102호 (중방동)|||91604
이장혁개업[상세]||||변호사|054-255-9559|경북 포항시 북구 법원로 162||||||||이장혁개업[상세]|501호 (양덕동,석계빌딩)|||91604
권오인개업[상세]||||변호사|054-821-0000|경북 안동시 강남3길 39||||||||권오인개업[상세]|(정하동) 110호|||91604
장승호개업[상세]||||변호사||경북 영덕군 영덕읍 군청길 121||||||||장승호개업[상세]|1층 (남석리)|||91604
손명제개업[상세]||||변호사|054-834-2600|경북 의성군 의성읍 군청길 41||||||||손명제개업[상세]|2층|||91604
안상원개업[상세]||||변호사|054-834-0034|경북 의성군 의성읍 군청길 35||||||||안상원개업[상세]|(중리리) 3층|||91604
정휘연개업[상세]||||변호사|054-439-1500|경북 김천시 물망골길 36||||||||정휘연개업[상세]|2층 (삼락동)|||91604
김승한개업[상세]||||변호사|054-555-2050|경북 문경시 당교로 233||||||||김승한개업[상세]|205호 (모전동)|||91604
박은석개업[상세]||||변호사|054-256-6600|경북 포항시 북구 신덕로 274||||||||박은석개업[상세]|(양덕동) 302호|||91604
박기준개업[상세]||||변호사|054-253-3001|경북 포항시 북구 법원로 179||||||||박기준개업[상세]|(양덕동) 대유빌딩1층 (변호사 류홍섭 법률사무소)|||91604
홍경희||||변호사||||||||||홍경희||||91604
서영규개업[상세]||||변호사|054-733-0933|경북 영덕군 영덕읍 강변길 276||||||||서영규개업[상세]|(화개리) 1층|||91604
나상준개업[상세]||||변호사|054-279-7737|경북 포항시 남구 대송로83번길 61||||||||나상준개업[상세]|(장흥동,(주)포스코플랜텍) 1층|||91604
김하나||||변호사||||||||||김하나||||91604
최한나개업[상세]||||변호사|054-274-5250|경북 포항시 남구 희망대로 711||||||||최한나개업[상세]|(상도동) 2층|||91604
장세훈개업[상세]||||변호사|054-255-1117|경북 포항시 북구 법원로 179||||||||장세훈개업[상세]|2층 (양덕동)|||91604
안형진개업[상세]||||변호사|054-852-5555|경북 안동시 강남2길 10||||||||안형진개업[상세]|변호사 안형진 법률사무소|||91604
최병규개업[상세]||||변호사|054-475-0093|경북 구미시 인동가산로 11||||||||최병규개업[상세]|(황상동) 3층 변호사 강주오 법률사무소|||91604
김세라개업[상세]||||변호사|054-251-3546|경북 포항시 북구 법원로 177||||||||김세라개업[상세]|(양덕동) 302호 (양덕동,포항법조빌딩)|||91604
정효민개업[상세]||||변호사|054-244-2011||경북 포항시 장성동 1494-5|||||||정효민개업[상세]||||91604
남광진개업[상세]||||변호사||경북 상주시 북천로 17||||||||남광진개업[상세]|(만산동) 1층 --|||91604
곽은정개업[상세]||||변호사|054-534-7784|경북 상주시 북천로 17-7||||||||곽은정개업[상세]|(만산동) 성덕빌딩 제105호|||91604
최교일||||변호사||||||||||최교일||||91604
송선아개업[상세]||||변호사|054-856-2288|경북 안동시 강남5길 20-26||||||||송선아개업[상세]|4층 (정하동,부성빌딩)|||91604
김광호||||변호사||||||||||김광호||||91604
김대현개업[상세]||||변호사|054-536-6321|경북 상주시 상산로 211-41||||||||김대현개업[상세]|(남성동)|||91604
예현지개업[상세]||||변호사||경북 포항시 북구 법원로 180||||||||예현지개업[상세]|302호 (양덕동)|||91604
김봉석개업[상세]||||변호사|054-734-4730|경북 영덕군 영덕읍 경동로 8347||||||||김봉석개업[상세]|(화개리) 신용길변호사 사무실|||91604
윤정배개업[상세]||||변호사|054-255-5030|경북 포항시 북구 법원로 179||||||||윤정배개업[상세]|1층 (양덕동,대유빌딩)|||91604
육심원개업[상세]||||변호사|054-457-4114||경북 구미시 송정동 33-9|||||||육심원개업[상세]|(3층)|||91604
윤자빈개업[상세]||||변호사|054-534-7911|경북 상주시 북천로 17-7||||||||윤자빈개업[상세]|304호 (만산동,성덕빌딩)|||91604
이동민개업[상세]||||변호사|054-334-2013||경북 영천시 창구동 142-2|||||||이동민개업[상세]||||91604
백지은개업[상세]||||변호사|054-476-6330|경북 구미시 산호대로31길 3||||||||백지은개업[상세]|(옥계동) 401호|||91604
강주오개업[상세]||||변호사||경북 구미시 인동가산로 11||||||||강주오개업[상세]|3층 (황상동,순현빌딩)|||91604
이정협개업[상세]||||변호사|054-231-0036||경북 포항시 북구 양덕동 668-3|||||||이정협개업[상세]|(석계빌딩3층)|||91604
이승현개업[상세]||||변호사|054-290-0114|경북 포항시 남구 신항로 110||||||||이승현개업[상세]|(청림동)|||91604
이헌영개업[상세]||||변호사|053-801-4421~2|경북 경산시 박물관로1길 4-7||||||||이헌영개업[상세]|102호,103호 (사동)|||91604
홍승현개업[상세]||||변호사|054-252-4455~6||경북 포항시 북구 장성동 1494-5|||||||홍승현개업[상세]|(율정빌딩603호)|||91604
윤주민개업[상세]||||변호사|054-455-0990|경북 구미시 송정대로 48||||||||윤주민개업[상세]|3층 (송정동)|||91604
하은수개업[상세]||||변호사|054-254-0077~8|경북 포항시 북구 신덕로 277||||||||하은수개업[상세]|102호 (장성동,율정빌딩)|||91604
손병희개업[상세]||||변호사|054-536-7700||경북 상주시 만산동 695-1|||||||손병희개업[상세]|(성덕빌딩201호)|||91604
김석기개업[상세]||||변호사|054-479-8502|경북 구미시 3공단3로 302||||||||김석기개업[상세]|사무동 2층 (임수동,삼성전자2공장)|||91604
엄종규개업[상세]||||변호사|054-254-7300~1|경북 포항시 북구 신덕로 277||||||||엄종규개업[상세]|301호 (장성동,율정빌딩) 054-232-6101~2,|||91604
정화성개업[상세]||||변호사|054-243-8451||경북 포항시 북구 장성동 1370-5|||||||정화성개업[상세]|(법조빌딩2층)|||91604
류호대개업[상세]||||변호사|054-255-6644||경북 포항시 북구 장성동 1370-4|||||||류호대개업[상세]|(자유빌딩5층)|||91604
이정환개업[상세]||||변호사|054-249-0500||경북 포항시 북구 양덕동 668-3|||||||이정환개업[상세]|(석계빌딩203호)|||91604
이시환개업[상세]||||변호사|054-272-0027||경북 포항시 남구 대잠동 999|||||||이시환개업[상세]|(대이동우체국2층)|||91604
김상태개업[상세]||||변호사|054-254-7300~1|경북 포항시 북구 신덕로 277||||||||김상태개업[상세]|301호 (장성동,율정빌딩) 054-232-6101~2,|||91604
김민정개업[상세]||||변호사|054-604-1366||경북 구미시 봉곡동 362-12|||||||김민정개업[상세]|(3층)|||91604
정우형개업[상세]||||변호사|054-743-4700||경북 경주시 동부동 141|||||||정우형개업[상세]|(3층)|||91604
남태욱개업[상세]||||변호사|054-254-9300||경북 포항시 북구 양덕동 668-3|||||||남태욱개업[상세]|(402호)|||91604
안원식개업[상세]||||변호사|054-841-8600|경북 안동시 강남3길 39||||||||안원식개업[상세]|108호|||91604
김형규개업[상세]||||변호사|054-441-0079||경북 구미시 봉곡동 377-3|||||||김형규개업[상세]|(세림빌딩 3층)|||91604
박라영개업[상세]||||변호사|054-749-2255||경북 경주시 동부동 133-16|||||||박라영개업[상세]||||91604
최구열개업[상세]||||변호사|054-253-7800||경북 포항시 북구 덕산동 128-3|||||||최구열개업[상세]||||91604
원창선개업[상세]||||변호사|054-251-2211|경북 포항시 북구 법원로 179||||||||원창선개업[상세]|4층 (양덕동,대유빌딩)|||91604
유능종개업[상세]||||변호사|054-443-2001,2006||경북 구미시 봉곡동 377-1|||||||유능종개업[상세]|(상원빌딩 3층)|||91604
김상목개업[상세]||||변호사|054-774-4141~3||경북 경주시 동부동 133-31|||||||김상목개업[상세]||||91604
최원호개업[상세]||||변호사|054-773-0013||경북 경주시 동부동 133-34|||||||최원호개업[상세]|(2층)|||91604
이성수개업[상세]||||변호사|054-456-1717||경북 구미시 송정동 35-2|||||||이성수개업[상세]|(3층)|||91604
이상규개업[상세]||||변호사|054-443-1565||경북 구미시 봉곡동 426-1|||||||이상규개업[상세]|(나동3층)|||91604
곽정환개업[상세]||||변호사|054-254-0077~8|경북 포항시 북구 신덕로 277||||||||곽정환개업[상세]|102호 (장성동,율정빌딩)|||91604
김정욱개업[상세]||||변호사|054-251-0101||경북 포항시 북구 신흥동 861-1|||||||김정욱개업[상세]|(2층)|||91604
이재경개업[상세]||||변호사|054-334-8700|경북 영천시 천문로 343||||||||이재경개업[상세]|2층 (창구동)|||91604
금정호개업[상세]||||변호사|054-841-3500||경북 안동시 정하동 242-6|||||||금정호개업[상세]|(104호)|||91604
윤상홍개업[상세]||||변호사|054-254-0077~8|경북 포항시 북구 신덕로 277||||||||윤상홍개업[상세]|102호 (장성동,율정빌딩)|||91604
황재선개업[상세]||||변호사|054-855-9894||경북 안동시 정하동 244-2|||||||황재선개업[상세]|(법조타운빌딩1층)|||91604
김판묵개업[상세]||||변호사|054-457-2626||경북 구미시 송정동 58|||||||김판묵개업[상세]|(용은빌딩3층)|||91604
김제식개업[상세]||||변호사|054-253-4500~1||경북 포항시 북구 장성동 서지구 6블럭5롯트 1494-5|||||||김제식개업[상세]|(율정빌딩4층505호)|||91604
성윤환||||변호사||||||||||성윤환||||91604
권영국개업[상세]||||변호사|054-777-7472|경북 경주시 화랑로 124-1||||||||권영국개업[상세]|(황오동) 3층|||91604
서한규개업[상세]||||변호사|054-455-8900|경북 구미시 송정대로 95||||||||서한규개업[상세]|4층 (송정동,매일신문사)|||91604
박재우개업[상세]||||변호사|054-439-8866|경북 김천시 삼락택지길 57||||||||박재우개업[상세]|(삼락동) 1층|||91604
성기섭개업[상세]||||변호사|054-453-7700||경북 김천시 삼락동 1261|||||||성기섭개업[상세]||||91604
박재범개업[상세]||||변호사|054-748-­8866||경북 경주시 동부동 133-25|||||||박재범개업[상세]||||91604
곽용석개업[상세]||||변호사|054-242-3700|경북 포항시 법원로 179||||||||곽용석개업[상세]|3층 (양덕동,대유빌딩)|||91604
서안교개업[상세]||||변호사|054-437­5700~1||경북 김천시 삼락1동 1241|||||||서안교개업[상세]||||91604
