##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@PACADEMY
#신나는피아노음악학원||||음악/미술학원||울산광역시 남구 옥현로 92-17||1|학교교과교습학원;예능(대);음악;예능(중)|||||#신나는피아노음악학원|2층,201호 (무거동)|||20309
눈높이러닝센터우정학원||||일반학원|052-211-9109|울산광역시 중구 명륜로 75||12|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||눈높이러닝센터우정학원|5층일부 (우정동)|||20315
눈높이러닝센터울산혁신학원||||일반학원|052-246-9709|울산광역시 중구 평동1길 28||10|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||눈높이러닝센터울산혁신학원|2층 (유곡동)|||20315
뉴도레미음악학원||||음악/미술학원|052-293-5650|울산광역시 중구 고복수길 6||2|학교교과교습학원;예능(대);음악;예능(중)|||||뉴도레미음악학원|1층 (서동)|||20309
뉴메가멘토스수학전문학원||||일반학원|052-247-9179|울산광역시 중구 다운로 120||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뉴메가멘토스수학전문학원|3층 (다운동)|||20315
뉴성일영어학원||||일반학원|052-245-0669|울산광역시 중구 태화로 168||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뉴성일영어학원|1,3층 (태화동)|||20315
뉴한샘독서실||||독서실|052-242-2752|울산광역시 중구 명륜로 73||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||뉴한샘독서실|3층 4층 (우정동)|||20317
늘품입시학원||||일반학원|052-243-1309|울산광역시 중구 태화로 168||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||늘품입시학원|2층 (태화동)|||20315
다솜음악학원||||음악/미술학원|052-294-2818|울산광역시 중구 동천2길 3||2|학교교과교습학원;예능(대);음악;예능(중)|||||다솜음악학원|3층 (서동)|||20309
다운A급입시학원||||일반학원|052-900-3165|울산광역시 중구 다운로 123||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||다운A급입시학원|2층 (다운동)|||20315
다운GNB외국어학원||||일반학원|052-222-1163|울산광역시 중구 다운로 98||8|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||다운GNB외국어학원|2,3층 (다운동)|||20315
다운더나은음악학원||||음악/미술학원|052-222-2677|울산광역시 중구 다운로 175||2|학교교과교습학원;예능(대);음악;예능(중)|||||다운더나은음악학원|4층 (다운동,다운동아큰마을아파트)|||20309
다운참입시학원||||일반학원|052-247-2787|울산광역시 중구 다운로 52||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||다운참입시학원|2층 (다운동)|||20315
다운컴퓨터학원||||컴퓨터학원|052-260-3358|울산광역시 중구 다운로 114||3|평생직업교육학원;직업기술;컴퓨터(정보처리,통신기기,인터넷,소프트웨어);컴퓨터|||||다운컴퓨터학원|2층 (다운동)|||20310
다전줄리어드음악학원||||음악/미술학원|052-225-9090|울산광역시 중구 다운5길 56||3|학교교과교습학원;예능(대);음악;예능(중)|||||다전줄리어드음악학원|1층일부 (다운동)|||20309
다짐/독서실||||독서실||울산광역시 중구 다운로 119||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||Dazim 독서실||다짐(Dazim)독서실|4층 (다운동)|||20317
달란트미술전문학원||||음악/미술학원|052-292-9259|울산광역시 중구 동천4길 52||2|학교교과교습학원;예능(대);미술;예능(중)|||||달란트미술전문학원|(2층) (서동)|||20309
달콤씨미술학원||||음악/미술학원|010-6771-0686|울산광역시 중구 평동1길 36||5|학교교과교습학원;예능(대);미술;예능(중)|||||달콤씨미술학원|2층 (유곡동)|||20309
대치동학원||||일반학원||울산광역시 중구 번영로 432||5|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||대치동학원|6,7층 (복산동)|||20315
더/333커피바리스타학원||||전문자격학원|052-266-8273|울산광역시 중구 성안12길 5||2|평생직업교육학원;직업기술;식음료품(바리스타,소믈리에);산업응용기술|||THE 333커피바리스타학원||더(THE)333커피바리스타학원|2층 (성안동)|||20307
더베스트어학원||||외국어학원|052-211-0112|울산광역시 중구 우정5길 20||4|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||더베스트어학원|2층 (우정동)|||20305
더보컬실용음악학원||||음악/미술학원|||울산광역시 중구 젊음의2거리 27|5|평생직업교육학원;기예(대);실용음악(성악);기예(중)|||||더보컬실용음악학원|3층 (성남동)|||20309
더본수학학원||||일반학원|052-221-5569|울산광역시 중구 다운로 113||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더본수학학원|2층 (다운동)|||20315
더블유뷰티스쿨학원||||전문자격학원|052-211-7917|울산광역시 중구 강북로 105||11|평생직업교육학원;직업기술;이·미용;산업응용기술|||||더블유뷰티스쿨학원|롯데캐슬스카이 401,402,403호 (성남동,롯데캐슬스카이)|||20307
더쎈수학전문학원||||일반학원|052-292-4292|울산광역시 중구 남외3길 7||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더쎈수학전문학원|대우프라자 201호 (남외동)|||20315
더조은컴퓨터아트학원||||컴퓨터학원|052-212-3380||울산광역시 중구 젊음의2거리 29|12|평생직업교육학원;직업기술;컴퓨터(정보처리,통신기기,인터넷,소프트웨어);컴퓨터|||||더조은컴퓨터아트학원|6층 (성남동)|||20310
더큰수학학원||||일반학원|052-700-7887|울산광역시 중구 번영로 512-4||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||더큰수학학원|2층 (반구동)|||20315
데일리브레드영어학원||||일반학원|052-244-1333|울산광역시 중구 평동2길 50||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||데일리브레드영어학원|외1필지 비-1동 2층 (유곡동)|||20315
도토리미술학원||||음악/미술학원||울산광역시 중구 우정3길 9||3|학교교과교습학원;예능(대);미술;예능(중)|||||도토리미술학원|선경아파트 상가 303호 (우정동)|||20309
동은학원||||일반학원|052-707-2999|울산광역시 중구 번영로 543||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||동은학원|5층 (약사동)|||20315
두다미술학원||||음악/미술학원|052-292-2520|울산광역시 중구 반구로 39||4|학교교과교습학원;예능(대);미술;예능(중)|||||두다미술학원|3층 (반구동)|||20309
드림/김민수영어전문학원||||일반학원|052-297-1123|울산광역시 중구 화합로 430||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||Dream 김민수영어전문학원||드림(Dream)김민수영어전문학원|2층 (반구동)|||20315
드림가이드학원||||일반학원|052-245-2235|울산광역시 중구 태화로 115||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||드림가이드학원|2층 (태화동)|||20315
드림독서실||||독서실|052-244-2358|울산광역시 중구 유곡로 68||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||드림독서실|2층,3층일부 (유곡동)|||20317
드림입시단과학원||||일반학원|052-281-0036|울산광역시 중구 옥교10길 40||4|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||드림입시단과학원|3층 (학성동)|||20315
등용문보습학원||||일반학원||울산광역시 중구 평산1길 2||1|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||등용문보습학원|2층 (약사동)|||20315
디오미술학원||||음악/미술학원|052-282-7753|울산광역시 중구 반구로 55||3|학교교과교습학원;예능(대);미술;예능(중)|||||디오미술학원|2층201호 (반구동,e편한세상 강변)|||20309
디토/음악학원||||음악/미술학원||울산광역시 중구 평동길 19||2|학교교과교습학원;예능(대);음악;예능(중)|||Ditto 음악학원||디토(Ditto)음악학원|3층 (유곡동)|||20309
디투커피바리스타학원||||전문자격학원|052-211-5658|울산광역시 중구 명륜로 70||4|평생직업교육학원;직업기술;식음료품(바리스타,소믈리에);산업응용기술|||||디투커피바리스타학원|(우정동)|||20307
딩가라운지/취미음악학원||||음악/미술학원||울산광역시 중구 곽남길 37||2|학교교과교습학원;예능(대);음악;예능(중)|||DINGALOUNGE 취미음악학원||딩가라운지(DINGALOUNGE)취미음악학원|2층 (약사동)|||20309
딸기아트센터학원||||음악/미술학원|052-243-5323|울산광역시 중구 종가4길 19||2|학교교과교습학원;예능(대);미술;예능(중)|||||딸기아트센터학원|201호 (유곡동)|||20309
똥깡아지아트센터학원||||음악/미술학원||울산광역시 중구 평동4길 16||3|학교교과교습학원;예능(대);미술;예능(중)|||||똥깡아지아트센터학원|1층 (유곡동)|||20309
라온단과전문학원||||일반학원|052-295-9540|울산광역시 중구 반구정10길 53||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||라온단과전문학원|3층 (반구동)|||20315
라온영어학원||||일반학원||울산광역시 중구 화합로 479||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||라온영어학원|2층 일부 (복산동)|||20315
라이브에듀학원||||일반학원|052-211-0422|울산광역시 중구 함월12길 3||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||라이브에듀학원|2층 (성안동)|||20315
라이크학원||||일반학원||울산광역시 중구 계변로 92-1||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||라이크학원|3층 (복산동)|||20315
라인피부미용학원||||전문자격학원|||울산광역시 중구 시계탑거리 4|2|평생직업교육학원;직업기술;이·미용;산업응용기술|||||라인피부미용학원|2층 (성남동)|||20307
라임음악학원||||음악/미술학원|052-282-7972|울산광역시 중구 반구로 55||3|학교교과교습학원;예능(대);음악;예능(중)|||||라임음악학원|206동 202호 (반구동,e편한세상 강변)|||20309
락웰어학원||||외국어학원|052-293-6124|울산광역시 중구 화합로 422||2|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||락웰어학원|3층 일부 (반구동)|||20305
랭귀지랩어학원||||외국어학원||울산광역시 중구 남외1길 28||8|평생직업교육학원;국제화;어학(성인);국제|||||랭귀지랩어학원|3층 (남외동)|||20305
레벨업영수학원||||일반학원|052-292-0216|울산광역시 중구 화합로 477||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||레벨업영수학원|()|||20315
레지나잉글리쉬리딩학원||||외국어학원|052-243-7900|울산광역시 중구 평동길 11||2|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||레지나잉글리쉬리딩학원|2층 (유곡동)|||20305
로보로보로봇앤코딩남외학원||||일반학원|052-286-5505|울산광역시 중구 남외3길 7||2|학교교과교습학원;기타(대);로봇;기타(중)|||||로보로보로봇앤코딩남외학원|301호 (남외동)|||20315
로얄댄스스포츠학원||||스포츠학원|010-2922-7998|울산광역시 중구 반구정13길 1||1|평생직업교육학원;기예(대);댄스;기예(중)|||||로얄댄스스포츠학원|3층 (반구동)|||20312
로얄음악학원||||음악/미술학원|052-294-5048|울산광역시 중구 번영로 456||2|학교교과교습학원;예능(대);음악;예능(중)|||||로얄음악학원|2층 (복산동)|||20309
류쌤수학전문학원||||일반학원|052-244-4018|울산광역시 중구 학성로 1||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||류쌤수학전문학원|상가 105동 202호 (우정동,마제스타워 울산)|||20315
리딩학원||||일반학원|052-244-9998|울산광역시 중구 우암길 1||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||리딩학원|(2층) (우정동)|||20315
리라학원||||음악/미술학원|052-294-0545|울산광역시 중구 병영성11안길 25||12|학교교과교습학원;예능(대);미술;예능(중)|||||리라학원|1-2층/중구 병영로 81,1층일부 (서동)|||20309
리쌤영어학원||||일반학원||울산광역시 중구 유곡로 48-2||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||리쌤영어학원|3층 (유곡동)|||20315
리앤김영수학원||||일반학원||울산광역시 중구 유곡로 41||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||리앤김영수학원|3층 (태화동)|||20315
리제이영어학원||||외국어학원||울산광역시 중구 화합로 487||2|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||리제이영어학원|3층 (복산동)|||20305
리즈잉글리쉬어학원||||외국어학원||울산광역시 중구 종가25길 2-26||3|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||리즈잉글리쉬어학원|201호 (장현동)|||20305
리즐월드잉글리쉬학원||||외국어학원|052-242-0214|울산광역시 중구 우정3길 3||5|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||리즐월드잉글리쉬학원|3층 (우정동)|||20305
리즐월드주니어어학원||||외국어학원|052-242-0214|울산광역시 중구 명륜로 75||1|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||리즐월드주니어어학원|5층 (우정동)|||20305
리틀다빈치미술학원||||음악/미술학원|052-246-4343|울산광역시 중구 함월6길 76||3|학교교과교습학원;예능(대);미술;예능(중)|||||리틀다빈치미술학원|2층일부 (성안동)|||20309
리틀엔영어학원||||일반학원||울산광역시 중구 우정3길 14||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||리틀엔영어학원|2층 (우정동)|||20315
릴리의잉글리쉬앤수학학원||||일반학원|052-296-7581|울산광역시 중구 학성1길 21||9|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||릴리의잉글리쉬앤수학학원|1층. 학성1길 17.1층 (복산동)|||20315
링즈입시단과학원||||일반학원|052-285-2622|울산광역시 중구 번영로 476||6|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||링즈입시단과학원|5층 (반구동)|||20315
마이스터배관용접학원||||전문자격학원||울산광역시 북구 명촌7길 28||2|평생직업교육학원;직업기술;기계;산업기반기술|||||마이스터배관용접학원|1층 (명촌동)|||20307
말과글스피치학원||||일반학원|052-292-7755|울산광역시 중구 북부순환도로 871||2|학교교과교습학원;기타(대);화술;기타(중)|||||말과글스피치학원|2층 (서동)|||20315
매쓰피아학원||||일반학원|052-297-2927|울산광역시 중구 동천5길 18-8||7|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||매쓰피아학원|2층 (서동)|||20315
맥수학탑영어학원||||일반학원|052-246-4337|울산광역시 중구 성안로 148||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||맥수학탑영어학원|202호,302호 (성안동)|||20315
멋진샘놀이학원||||일반학원||울산광역시 중구 해오름10길 14||3|학교교과교습학원;기타(대);기타(소);기타(중)|||||멋진샘놀이학원|1.2층 (남외동)|||20315
메리트어학원||||일반학원|052-212-0080|울산광역시 중구 번영로 454-1||11|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||메리트어학원|2,3층 (복산동)|||20315
메카수학원||||일반학원|052-243-4321|울산광역시 중구 신기4길 10||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||메카수학원|2층 (태화동)|||20315
명석바둑학원||||일반학원|052-224-3595|울산광역시 중구 명정4길 23||2|학교교과교습학원;기타(대);바둑;기타(중)|||||명석바둑학원|()|||20315
명석아카데미학원||||일반학원|052-296-3438|울산광역시 중구 옥교3길 129||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||명석아카데미학원|1층 (학성동)|||20315
명촌작심독서실||||독서실|052-243-5500|울산광역시 북구 명촌15길 3||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||명촌작심독서실|3층,4층 (명촌동)|||20317
무한대단과학원||||일반학원|052-281-0454|울산광역시 중구 평산로 22||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||무한대단과학원|(3층) (약사동)|||20315
문봉제7학원||||일반학원|052-2962-627|울산광역시 중구 반구로 33||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||문봉제7학원|2층 (반구동)|||20315
뭉크미술학원||||음악/미술학원|052-297-0633|울산광역시 중구 단장3길 29||4|학교교과교습학원;예능(대);미술;예능(중)|||||뭉크미술학원|1층 (복산동)|||20309
뮤엠영어백양초학원||||일반학원|052-242-0525|울산광역시 중구 성안8길 10-14||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뮤엠영어백양초학원|(성안동)|||20315
뮤엠영어울산학원||||외국어학원|052-246-0503|울산광역시 중구 종가3길 24||4|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||뮤엠영어울산학원|201호 (유곡동)|||20305
뮤엠영어장현학원||||일반학원|052-900-9986|울산광역시 중구 종가29길 1||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||뮤엠영어장현학원|태향빌딩 202호 (장현동)|||20315
미누/영어학원||||일반학원||울산광역시 중구 평동2길 50||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||MINU 영어학원||미누(MINU)영어학원|에이-1동 2층 2호 (유곡동,새운아파트)|||20315
미래학원||||일반학원|052-700-4100|울산광역시 중구 화합로 428||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||미래학원|4층 (반구동)|||20315
미소한찬입시단과학원||||일반학원|052-246-5505|울산광역시 중구 함월로 46||3|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||미소한찬입시단과학원|대협팔래스상가 103동101호 (성안동)|||20315
미술나무미술학원||||음악/미술학원||울산광역시 중구 오산6길 18||4|학교교과교습학원;예능(대);미술;예능(중)|||||미술나무미술학원|1층 (태화동)|||20309
바네사벨리댄스학원||||취미학원|052-2761-395|울산광역시 중구 해오름15길 23||2|학교교과교습학원;예능(대);무용;예능(중)|||||바네사벨리댄스학원|3층 (남외동)|||20313
바른손미술학원||||음악/미술학원|052-247-8450|울산광역시 중구 다운5길 35||3|학교교과교습학원;예능(대);미술;예능(중)|||||바른손미술학원|(2층) (다운동)|||20309
바흐음악학원||||음악/미술학원||울산광역시 중구 종가로 731||4|학교교과교습학원;예능(대);음악;예능(중)|||||바흐음악학원|2층일부 (장현동)|||20309
박근영음악학원||||음악/미술학원|052-286-0078|울산광역시 중구 남외3길 15||2|학교교과교습학원;예능(대);음악;예능(중)|||||박근영음악학원|2층 (남외동)|||20309
박미라음악학원||||음악/미술학원|052-245-7431|울산광역시 중구 유곡로 10||3|학교교과교습학원;예능(대);음악;예능(중)|||||박미라음악학원|선경2차 303호 (우정동)|||20309
박성철수학전문학원||||일반학원|052-212-3076|울산광역시 중구 유곡로 24||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||박성철수학전문학원|(3층) (우정동)|||20315
박수현피아노음악학원||||음악/미술학원|052-282-1458|울산광역시 중구 반구로 46||2|학교교과교습학원;예능(대);음악;예능(중)|||||박수현피아노음악학원|2층 일부 (반구동)|||20309
박순규서명희과학학원||||일반학원|052-292-8209|울산광역시 중구 화합로 430||4|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||박순규서명희과학학원|2층 (반구동)|||20315
박시우무용학원||||취미학원|052-248-1477|울산광역시 중구 함월12길 23||3|학교교과교습학원;예능(대);무용;예능(중)|||||박시우무용학원|2층.4층일부 (성안동)|||20313
박영철수학전문학원||||일반학원|052-903-5052|울산광역시 중구 화합로 489||2|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||박영철수학전문학원|2층 (복산동)|||20315
박은애음악학원||||음악/미술학원|052-243-6797|울산광역시 중구 신기7길 19||3|학교교과교습학원;예능(대);음악;예능(중)|||||박은애음악학원|(2층) (태화동)|||20309
박일진수학학원||||일반학원|052-243-1635|울산광역시 중구 종가3길 22||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||박일진수학학원|종가3길 20,5층 (유곡동)|||20315
박창주피아노&성악학원||||음악/미술학원||울산광역시 중구 평동1길 36||4|학교교과교습학원;예능(대);음악;예능(중)|||||박창주피아노&성악학원|3층 (유곡동)|||20309
박하사탕하모니카학원||||음악/미술학원||울산광역시 중구 태화로 90||2|평생직업교육학원;기예(대);실용음악(성악);기예(중)|||||박하사탕하모니카학원|2층 (태화동)|||20309
반구동코아프리미엄독서실||||독서실||울산광역시 중구 염포로 26||2|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||반구동코아프리미엄독서실|2층,201호,202호 (반구동,유로캐슬)|||20317
반석학원||||일반학원|010-4592-8711|울산광역시 중구 내황길 25||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||반석학원|2층일부 (반구동)|||20315
배우를배우다연기뮤지컬학원||||일반학원|||울산광역시 중구 젊음의1거리 15|2|학교교과교습학원;기타(대);연극;기타(중)|||||배우를배우다연기뮤지컬학원|3층 (성남동)|||20315
백년대계O2독서실||||독서실|070-7648-7970|울산광역시 중구 도화골길 43||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||백년대계O2독서실|2층 (복산동)|||20317
백두입시단과학원||||일반학원|052-246-1279|울산광역시 중구 태화로 210-1||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||백두입시단과학원|3층 (태화동)|||20315
백야학원||||일반학원|052-298-0725|울산광역시 중구 옥교3길 151||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||백야학원|2층 (학성동)|||20315
백양음악학원||||음악/미술학원|052-244-4279|울산광역시 중구 성안8길 10-14||2|학교교과교습학원;예능(대);음악;예능(중)|||||백양음악학원|3층 (성안동)|||20309
베네치아음악학원||||음악/미술학원|052-294-3162|울산광역시 중구 화합로 397||2|학교교과교습학원;예능(대);음악;예능(중)|||||베네치아음악학원|6호 (반구동,세한프리빌3차)|||20309
벨라도나무용학원||||취미학원|052-245-8817|울산광역시 중구 학성로 100-1||3|학교교과교습학원;예능(대);무용;예능(중)|||||벨라도나무용학원|3층 (옥교동)|||20313
본국어수학전문학원||||일반학원|052-245-0142|울산광역시 중구 함월22길 25||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||본국어수학전문학원|성안청구타운상가 201호일부 (성안동)|||20315
본스타트레이닝/울산제2캠퍼스학원||||취미학원|052-244-6001|울산광역시 중구 학성로 93-1||3|학교교과교습학원;예능(대);무용;예능(중)|||Bornstartrainingcenter 울산제2캠퍼스학원||본스타트레이닝(Bornstartrainingcenter)울산제2캠퍼스학원|3층 (성남동)|||20313
본스타트레이닝센터/울산캠퍼스학원||||음악/미술학원|052-911-5259||울산광역시 중구 시계탑거리 40|5|학교교과교습학원;예능(대);음악;예능(중)|||Bornstartrainingcenter 울산캠퍼스학원||본스타트레이닝센터(Bornstartrainingcenter)울산캠퍼스학원|2층 (성남동)|||20309
북경중국어학원||||외국어학원|052-221-5550|울산광역시 중구 화합로 427||5|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||북경중국어학원|(2층일부) (반구동)|||20305
북클럽스터디센터유곡학원||||일반학원|052-244-7083|울산광역시 중구 종가4길 5||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||북클럽스터디센터유곡학원|401호,402호 (유곡동)|||20315
붐붐디자인미술학원||||음악/미술학원|052-246-0059|울산광역시 중구 우정9길 29||5|학교교과교습학원;예능(대);미술;예능(중)|||||붐붐디자인미술학원|1층 (우정동)|||20309
브레인알파학원||||음악/미술학원|052-285-1211|울산광역시 중구 염포로 23-1||11|학교교과교습학원;예능(대);음악;예능(중)|||||브레인알파학원|3층,4층 (남외동)|||20309
블럭동화학원||||일반학원||울산광역시 중구 우정3길 9||2|학교교과교습학원;기타(대);기타(소);기타(중)|||||블럭동화학원|206호,207호일부 (상가) (우정동,선경아파트1차)|||20315
블록피아창의로봇학원||||일반학원|052-246-4560|울산광역시 중구 성안로 180||2|학교교과교습학원;기타(대);로봇;기타(중)|||||블록피아창의로봇학원|2층 (성안동)|||20315
블루밍영어학원||||외국어학원|052-246-0579|울산광역시 중구 함월로 113||4|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||블루밍영어학원|4층 (성안동)|||20305
비바체음악학원||||음악/미술학원|052-223-5461|울산광역시 중구 다운6길 16||4|학교교과교습학원;예능(대);음악;예능(중)|||||비바체음악학원|다운사원임대상가 5,6호 (다운동,다운아파트)|||20309
비엔나음악학원||||음악/미술학원|052-244-7975|울산광역시 중구 함월14길 22||2|학교교과교습학원;예능(대);음악;예능(중)|||||비엔나음악학원|2층 (성안동)|||20309
비엠티/수학전문학원||||일반학원|052-212-7070|울산광역시 중구 평동3길 38||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||BMT 수학전문학원||비엠티(BMT)수학전문학원|2층 (유곡동)|||20315
비욘드잉글리쉬성안캠퍼스학원||||일반학원|052-248-4007|울산광역시 중구 함월5길 30||3|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||비욘드잉글리쉬성안캠퍼스학원|3층 (성안동)|||20315
비파이브미용학원||||전문자격학원|052-227-5388||울산광역시 중구 젊음의거리 30-6|2|평생직업교육학원;직업기술;이·미용;산업응용기술|||||비파이브미용학원|3층 (성남동)|||20307
산들음악학원||||음악/미술학원|052-212-3321|울산광역시 중구 우정9길 27||2|학교교과교습학원;예능(대);음악;예능(중)|||||산들음악학원|우정9길 29,2층 (우정동)|||20309
삼성영어학원||||일반학원||울산광역시 중구 종가로 737||2|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||삼성영어학원|302호 (장현동)|||20315
상상플레이로봇학원||||일반학원||울산광역시 중구 우정3길 12||2|학교교과교습학원;기타(대);로봇;기타(중)|||||상상플레이로봇학원|2층 (우정동)|||20315
새숙명음악학원||||음악/미술학원|052-211-2770|울산광역시 중구 우정3길 12||3|학교교과교습학원;예능(대);음악;예능(중)|||||새숙명음악학원|(2층) (우정동)|||20309
샘독서실||||독서실|052-289-8509|울산광역시 중구 화합로 427||1|학교교과교습학원;독서실;독서실(유아/초·중·고);독서실|||||샘독서실|(4층) (반구동)|||20317
생각나무창의력학원||||일반학원|052-295-8178|울산광역시 중구 구교로 197||3|학교교과교습학원;기타(대);기타(소);기타(중)|||||생각나무창의력학원|201호 (반구동)|||20315
서동GNB영어전문학원||||외국어학원||울산광역시 중구 동천6길 8||5|학교교과교습학원;국제화;실용외국어(유아/초·중·고);외국어|||||서동GNB영어전문학원|정준타워 302호 (서동)|||20305
서울실용음악학원||||음악/미술학원|052-911-4614|울산광역시 중구 명륜로 58||2|학교교과교습학원;예능(대);음악;예능(중)|||||서울실용음악학원|(우정동)|||20309
서진음악학원||||음악/미술학원|052-211-9730|울산광역시 중구 종가4길 19||4|학교교과교습학원;예능(대);음악;예능(중)|||||서진음악학원|202호 (유곡동)|||20309
선우수학학원||||일반학원|052-246-5859|울산광역시 중구 우정3길 29||4|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||선우수학학원|3층 (우정동)|||20315
선율음악학원||||음악/미술학원|052-911-0713|울산광역시 중구 평동길 26||3|학교교과교습학원;예능(대);음악;예능(중)|||||선율음악학원|청우하이츠맨션 상가 201호 (우정동)|||20309
선재학원||||일반학원|052-244-6431|울산광역시 중구 종가4길 5||6|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||선재학원|202호 (유곡동)|||20315
성남엘리트컴퓨터학원||||컴퓨터학원|||울산광역시 중구 젊음의2거리 25|11|평생직업교육학원;직업기술;컴퓨터(정보처리,통신기기,인터넷,소프트웨어);컴퓨터|||||성남엘리트컴퓨터학원|3,4,5,6,7층 (성남동)|||20310
성안GNB영어전문학원||||일반학원|052-245-7905|울산광역시 중구 성안로 188||5|학교교과교습학원;입시.검정 및 보습;입시;보통교과|||||성안GNB영어전문학원|(3층) (성안동)|||20315
성안예일음악학원||||음악/미술학원|052-243-0246|울산광역시 중구 함월22길 24||2|학교교과교습학원;예능(대);음악;예능(중)|||||성안예일음악학원|107동 302호 (성안동,벽산e빌리지)|||20309
성안음악학원||||음악/미술학원|052-244-5887|울산광역시 중구 함월6길 77||2|학교교과교습학원;예능(대);음악;예능(중)|||||성안음악학원|2층 (성안동)|||20309
성안퍼펙트학원||||일반학원|052-244-1206|울산광역시 중구 함월22길 15||5|학교교과교습학원;입시.검정 및 보습;보습;보통교과|||||성안퍼펙트학원|2,3층 (성안동)|||20315
