##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@코스닥기업
코렌||||코스닥기업|031-740-6800|경기도 성남시 중원구 사기막골로 90||||||||코렌|(상대원동) 1층 (주)코렌|||210202
코렌텍||||코스닥기업|041-585-7114|충청남도 천안시 서북구 입장면 영산홍1길 12||||||||코렌텍||||210202
코리아나||||코스닥기업|041-560-9900|충청남도 천안시 서북구 성거읍 삼곡2길 6||||||||코리아나||||210202
코리아에스이||||코스닥기업|031-766-4822|경기도 광주시 오포읍 오포안로 46-10||||||||코리아에스이||||210202
코리아에프티||||코스닥기업|070-7093-1330|경기도 안성시 원곡면 섬바위길 23||||||||코리아에프티||||210202
코맥스||||코스닥기업|031-739-3564|경기도 성남시 중원구 둔촌대로 494||||||||코맥스|(상대원동)|||210202
코메론||||코스닥기업|051-290-3100|부산광역시 사하구 장평로 73||||||||코메론|(장림동)|||210202
코미코||||코스닥기업|031-8056-5800|경기도 안성시 모산로 8||||||||코미코||||210202
코미팜||||코스닥기업|031-498-6104|경기도 시흥시 경제로 17||||||||코미팜|(정왕동)|||210202
코세스||||코스닥기업|032-662-2224|경기도 부천시 오정구 산업로 62||||||||코세스|(오정동)|||210202
코센||||코스닥기업|063-584-6464|전북 부안군 행안면 부안농공단지길 29||||||||코센||||210202
코스맥스엔비티||||코스닥기업|02-3474-8527|서울특별시 강남구 테헤란로 145||||||||코스맥스엔비티|우신빌딩 10층|||210202
코스메카코리아||||코스닥기업|043-531-2293|충청북도 음성군 대소면 대금로196번길 17-12||||||||코스메카코리아|21 (대풍리)|||210202
코스온||||코스닥기업|02-3454-0276|서울특별시 강남구 영동대로 333||||||||코스온|8층 (대치동,동원빌딩)|||210202
코아스템||||코스닥기업|02-497-3711|경기도 성남시 분당구 판교로255번길 24||||||||코아스템|(삼평동)|||210202
코아시아||||코스닥기업|032-500-1721|인천광역시 남동구 남동서로 193||||||||코아시아|58블럭 4로트 (고잔동)|||210202
코엔텍||||코스닥기업|052-228-7300|울산시 남구 용잠로 328||||||||코엔텍||||210202
코오롱생명과학||||코스닥기업|02-3677-4150|서울특별시 강서구 마곡동로 110||||||||코오롱생명과학|코오롱 One&Only 타워|||210202
코오롱티슈진||||코스닥기업|+1-301-921-6000|||||||||코오롱티슈진|Medical Center Dr. Suite 200,Rockville,MD 20850,USA|||210202
코웰패션||||코스닥기업|031-217-2500|경기도 수원시 영통구 신원로 270||||||||코웰패션|(원천동)|||210202
코위버||||코스닥기업|02-3140-3300|서울특별시 강서구 마곡중앙8로7길 45||||||||코위버|(마곡동)|||210202
코이즈||||코스닥기업|070-8255-6400|충북 충주시 대소원면 첨단산업로 146||||||||코이즈||||210202
코콤||||코스닥기업|02-6675-2135|경기도 부천시 원미구 원미로177번길 21||||||||코콤|(원미동)|||210202
코텍||||코스닥기업|032-860-3000|인천시 연수구 벤처로 24번길 26||||||||코텍|(송도동)|||210202
코프라||||코스닥기업|031-499-2195|경기도 화성시 장안면 상두원길 142||||||||코프라||||210202
콜마비앤에이치||||코스닥기업|044-860-4208|대전광역시 유성구 테크노3로 22||||||||콜마비앤에이치||||210202
콜마파마||||코스닥기업|02-2176-7705|충청북도 제천시 바이오밸리2로 93||||||||콜마파마|(왕암동)|||210202
쿠첸||||코스닥기업|02-2008-7272|서울특별시 강남구 삼성로 528||||||||쿠첸|부방빌딩|||210202
큐렉소||||코스닥기업|02-3446-0663|서울시 서초구 강남대로 577||||||||큐렉소|(잠원동 4층)|||210202
큐로컴||||코스닥기업|02-2141-3000|서울특별시 강남구 테헤란로77길 7||||||||큐로컴|(테헤란로 77길 7) 동원빌딩 4층 (삼성동)|||210202
큐로홀딩스||||코스닥기업|02-2141-3000|서울특별시 강남구 테헤란로77길 7||||||||큐로홀딩스|동원빌딩 4층 (삼성동)|||210202
큐리언트||||코스닥기업|031-8060-1600|경기도 성남시 분당구 판교로 242||||||||큐리언트|(삼평동)|||210202
큐브엔터||||코스닥기업|02-3445-1045|서울특별시 성동구 아차산로 83||||||||큐브엔터||||210202
큐에스아이||||코스닥기업|041-410-5000|충청남도 천안시 서북구 성거읍 천흥8길 17||||||||큐에스아이||||210202
큐캐피탈||||코스닥기업|02-538-2411|서울특별시 강남구 테헤란로 306||||||||큐캐피탈|11층 (역삼동. 카이트타워)|||210202
크로바하이텍||||코스닥기업|02-453-3232|충청북도 청주시 흥덕구 월명로55번길 57||||||||크로바하이텍|(송정동)|||210202
크루셜텍||||코스닥기업|031-8060-3000|경기도 성남시 분당구 판교로 255||||||||크루셜텍|62 크루셜텍빌딩|||210202
크리스에프앤씨||||코스닥기업|02-3409-3000|서울특별시 강남구 도곡로 176||||||||크리스에프앤씨||||210202
크리스탈||||코스닥기업|031-628-2700|경기도 성남시 분당구 대왕판교로 700||||||||크리스탈|코리아바이오파크 5층 (삼평동)|||210202
크리스탈신소재||||코스닥기업|86-510-68171266|||||||||크리스탈신소재|Fort Street,George Town,P.O. Box 31493,Grand Cayman KY1-1206 Cayman Islands|||210202
크린앤사이언스||||코스닥기업|02-550-0800|서울특별시 강남구 영동대로 511||||||||크린앤사이언스|무역회관 903-1호 (삼성동)|||210202
클래시스||||코스닥기업|1544-3481|서울특별시 강남구 테헤란로 240||||||||클래시스|역삼동,클래시스타워|||210202
클리오||||코스닥기업|02-514-0056|서울특별시 강남구 압구정로30길 62||||||||클리오|클리오 빌딩|||210202
키네마스터||||코스닥기업|02-2194-5300|서울특별시 서초구 바우뫼로37길 56||||||||키네마스터|건영빌딩 3층|||210202
키움제5호스팩||||코스닥기업|02-3787-5197|서울특별시 영등포구 여의나루로4길 18||||||||키움제5호스팩|(여의도동,키움파이낸셜스퀘어)|||210202
키이스트||||코스닥기업|02-3444-2002|서울특별시 강남구 영동대로96길 26||||||||키이스트|5층 (삼성동)|||210202
타이거일렉||||코스닥기업|032-579-4100|인천광역시 남구 염전로187번길 33||||||||타이거일렉|(도화동)|||210202
탑엔지니어링||||코스닥기업|054-482-0342|경상북도 구미시 고아읍 농공단지길 53-17||||||||탑엔지니어링||||210202
태광||||코스닥기업|051-970-6617|부산시 강서구 녹산산업대로 117-12||||||||태광|(송정동)|||210202
태양||||코스닥기업|041-621-9810|충청남도 천안시 서북구 업성1길 27||||||||태양|(업성동)|||210202
태웅||||코스닥기업|051-329-5000|부산광역시 강서구 녹산산단27로 67||||||||태웅|(송정동)|||210202
테고사이언스||||코스닥기업|02-818-2900|서울특별시 강서구 마곡중앙8로 93||||||||테고사이언스|(마곡동,테고사이언스)|||210202
테라셈||||코스닥기업|043-240-8100|충청북도 청원군 오창읍 과학산업5로 9||||||||테라셈||||210202
테라젠이텍스||||코스닥기업|02-3463-7111|경기도 안산시 산단로68번길 58||||||||테라젠이텍스|(초지동)|||210202
테스||||코스닥기업|031-323-2552|경기도 용인시 처인구 양지면 중부대로 2374-36||||||||테스||||210202
테스나||||코스닥기업|031-646-8500|경기도 평택시 산단로 16번길 72||||||||테스나||||210202
테크윙||||코스닥기업|031-378-8000|경기도 화성시 동탄면 동탄산단6길 37||||||||테크윙||||210202
텔라움||||코스닥기업|032-222-2000|경기도 부천시 원미구 부천로 312||||||||텔라움|(도당동)|||210202
텔레칩스||||코스닥기업|02-3443-6792|서울시 송파구 (올림픽로 35다길 42)신천동 7-20||||||||텔레칩스|한국루터회관빌 19~23층|||210202
텔레필드||||코스닥기업|031-730-5900|경기도 성남시 분당구 판교로 255||||||||텔레필드|E동 301호 (삼평동,판교이노밸리)|||210202
텔콘RF제약||||코스닥기업|031-370-0232|경기도 용인시 기흥구 동탄기흥로 684||||||||텔콘RF제약||||210202
토박스코리아||||코스닥기업|070-7799-8485|서울특별시 구로구 디지털로26길 111||||||||토박스코리아|7층 702호|||210202
토비스||||코스닥기업|032-712-5100|인천광역시 연수구 갯벌로 92||||||||토비스|(송도동)|||210202
토탈소프트||||코스닥기업|070-4733-1000|부산광역시 해운대구 반송로513번길 66-39||||||||토탈소프트|(석대동)|||210202
톱텍||||코스닥기업|054-472-1100|경상북도 구미시 산동면 첨단기업4로 49-53||||||||톱텍||||210202
투비소프트||||코스닥기업|02-2140-7700|서울시 강남구 봉은사로 617||||||||투비소프트|3,4,5층 (삼성동,인탑스빌딩)|||210202
트루윈||||코스닥기업|042-612-5000|대전광역시 유성구 엑스포로 385||||||||트루윈|(주)트루윈|||210202
특수건설||||코스닥기업|02-590-6400|서울특별시 서초구 효령로 358||||||||특수건설||||210202
티로보틱스||||코스닥기업|031-716-4507||경기도 오산시 가장동 377-1|||||||티로보틱스||||210202
티비씨||||코스닥기업|053-760-1900|대구시 수성구 동대구로 23||||||||티비씨|(두산동 201-9)|||210202
티씨케이||||코스닥기업|031-677-0277|경기도 안성시 미양면 개정산업단지로 71||||||||티씨케이||||210202
티앤알바이오팹||||코스닥기업|031-431-3344|경기도 시흥시 산기대학로 237||||||||티앤알바이오팹|540호 (정왕동,한국산업기술대학교 스마트허브 산학융합본부)|||210202
티에스이||||코스닥기업|041-581-9955|충청남도 천안시 서북구 직산읍 군수1길 189||||||||티에스이||||210202
티엘아이||||코스닥기업|031-784-6800|경기도 성남시 중원구 양현로 405번길 12||||||||티엘아이|티엘아이빌딩 7~10층|||210202
티케이케미칼||||코스닥기업|02-2001-6000|대구광역시 북구 원대로 128||||||||티케이케미칼|연우빌딩 3층 (침산동)|||210202
티플랙스||||코스닥기업|031-488-8800|경기도 안산시 단원구 엠티브이1로 75||||||||티플랙스|(목내동,(주)티플랙스)|||210202
티피씨글로벌||||코스닥기업|053-854-7500|경북 경산시 진량읍 일연로 574||||||||티피씨글로벌||||210202
팅크웨어||||코스닥기업|02-589-9000|경기도 성남시 분당구 판교역로 240||||||||팅크웨어|삼환하이펙스 A동 9층 (삼평동)|||210202
파나진||||코스닥기업|042-861-9295|대전광역시 유성구 테크노10로 54||||||||파나진|(탑립동)|||210202
파라다이스||||코스닥기업|02-2277-0190|서울시 중구 동호로 268||||||||파라다이스||||210202
파라텍||||코스닥기업|032-675-2287~8|경기도 부천시 원미구 길주로 425번길 30-21||||||||파라텍||||210202
파루||||코스닥기업|061-755-5114|전남 순천시 서면 산단4길 12||||||||파루||||210202
파마리서치프로덕트||||코스닥기업|033-645-7640|강원도 강릉시 과학단지로 77-19||||||||파마리서치프로덕트||||210202
파멥신||||코스닥기업|042-863-2017|대전광역시 유성구 유성대로1689번길 70||||||||파멥신|2동 2층|||210202
파버나인||||코스닥기업|032-814-6900|인천광역시 남동구 호구포로 33||||||||파버나인|(고잔동 728-2) 남동공단 157블럭 4로트|||210202
파세코||||코스닥기업|031-491-4032|경기도 안산시 단원구 원시로 248||||||||파세코|(원시동)|||210202
파수닷컴||||코스닥기업|02-300-9000|서울특별시 마포구 월드컵북로 396||||||||파수닷컴|누리꿈스퀘어비즈니스센타 17층 (상암동)|||210202
파워넷||||코스닥기업|02-3282-0700|서울특별시 금천구 두산로 70||||||||파워넷|현대지식산업센터 B동 17층|||210202
파워로직스||||코스닥기업|043-219-5600|충북 청원군 옥산면 과학산업4로 163||||||||파워로직스||||210202
파이오링크||||코스닥기업|02-2025-6900|서울시 금천구 가산디지털2로 98||||||||파이오링크|IT캐슬 1동 401호|||210202
파인넥스||||코스닥기업|031-297-3551|경기도 화성시 향남읍 발안공단로4길 65||||||||파인넥스||||210202
파인디앤씨||||코스닥기업|041-538-9000|충청남도 아산시 음봉면 연암산로 169||||||||파인디앤씨||||210202
파인디지털||||코스닥기업|031-788-8800|경기도 성남시 분당구 성남대로925번길 41||||||||파인디지털|파인벤처빌딩 7층,8층 (야탑동)|||210202
파인테크닉스||||코스닥기업|031-463-8888|경기도 안양시 만안구 덕천로 38||||||||파인테크닉스|,9,10 (안양동)|||210202
파인텍||||코스닥기업|031-900-9700|경기도 고양시 일산동구 일산로 138||||||||파인텍|(백석동,일산테크노타운) A동 324호|||210202
파커스||||코스닥기업|041-522-5361|충청남도 천안시 서북구 성거읍 천흥8길 49||||||||파커스||||210202
파크시스템스||||코스닥기업|031-546-6900|경기도 수원시 영통구 광교로 109||||||||파크시스템스|4층 (이의동,나노소자특화팹센터)|||210202
파트론||||코스닥기업|031-201-7700|경기도 화성시 삼성1로2길 22||||||||파트론|(석우동)|||210202
파티게임즈||||코스닥기업|02-6005-0985|서울특별시 강남구 삼성로 570||||||||파티게임즈|6,7층 (삼성동,석천빌딩)|||210202
팍스넷||||코스닥기업|02-2638-1801|서울특별시 양천구 목동서로 201||||||||팍스넷|KT정보전산센터 23층|||210202
판타지오||||코스닥기업|02-3452-6100|서울특별시 강남구 역삼로 248||||||||판타지오|판타지오 빌딩|||210202
팜스웰바이오||||코스닥기업|02-569-7610|강원도 원주시 혁신로 19||||||||팜스웰바이오|506호 (반곡동,H타워)|||210202
팜스토리||||코스닥기업|02-501-1648|서울특별시 강남구 강남대로 310||||||||팜스토리|유니온센터 3층 (역삼동)|||210202
패션플랫폼||||코스닥기업|02-573-1250|서울특별시 강남구 논현로28길 9||||||||패션플랫폼|유진빌딩 3층|||210202
팬스타엔터프라이즈||||코스닥기업|1577-3520|부산광역시 중구 해관로 30||||||||팬스타엔터프라이즈|팬스타크루즈프라자|||210202
팬엔터테인먼트||||코스닥기업|02-380-2100|서울시 마포구 월드컵북로58길 10||||||||팬엔터테인먼트|(상암동,더 팬)|||210202
팬젠||||코스닥기업|031-733-9165|경기도 수원시 영통구 신원로 306||||||||팬젠|2동 4층 (원천동 영통이노플렉스)|||210202
퍼시픽바이오||||코스닥기업|02-6917-5300|서울특별시 강남구 테헤란로 439||||||||퍼시픽바이오|연당빌딩 3층|||210202
펄어비스||||코스닥기업|031-476-8583|경기도 안양시 동안구 시민대로327번길 24||||||||펄어비스|(관양동,아리온테크놀로지) 2~5층|||210202
펌텍코리아||||코스닥기업|032-683-4080|인천광역시 부평구 부평대로329번길 46||||||||펌텍코리아|(청천동)|||210202
펩트론||||코스닥기업|042-360-8880|대전광역시 유성구 유성대로1628번길 37-24||||||||펩트론|(전민동)|||210202
평화정공||||코스닥기업|053-350-6311|대구시 달서구 성서4차 첨단로 392||||||||평화정공|(대천동 1032)|||210202
포메탈||||코스닥기업|041-670-6200|충남 서산시 지곡면 무장산업로 229-7||||||||포메탈||||210202
포비스티앤씨||||코스닥기업|02-2046-9375|서울특별시 강남구 언주로 726||||||||포비스티앤씨|두산빌딩 11층|||210202
포스링크||||코스닥기업|031-724-2222|경기도 성남시 분당구 대왕판교로 660||||||||포스링크|유스페이스 1A동 9층,10층|||210202
포스코/ICT||||코스닥기업|054-280-1114|경상북도 포항시 남구 호동로 68||||||||포스코 ICT|(호동)|||210202
포스코엠텍||||코스닥기업|054-280-8114|경북 포항시 남구 형산강북로 131||||||||포스코엠텍|(효자동)|||210202
포시에스||||코스닥기업|02-828-1400|서울특별시 강남구 논현로 646||||||||포시에스||||210202
포티스||||코스닥기업|031-709-1407|경기도 성남시 분당구 성남대로779번길 17||||||||포티스|포티스빌딩 4층 (이매동)|||210202
푸드나무||||코스닥기업|02-3152-8088|서울특별시 마포구 월드컵북로 396||||||||푸드나무|누리꿈스퀘어 15층|||210202
푸드웰||||코스닥기업|053-980-3320|대구광역시 달서구 성서서로 121||||||||푸드웰||||210202
푸른기술||||코스닥기업|02-6959-4700|서울시 서초구 효령로 60길 23-10||||||||푸른기술||||210202
푸른저축은행||||코스닥기업|02-545-9000|서울시 서초구 강남대로 581||||||||푸른저축은행||||210202
풍강||||코스닥기업|031-359-3600|경기도 화성시 우정읍 남양만로 745||||||||풍강||||210202
풍국주정||||코스닥기업|053-583-2071|대구시 달서구 성서로 72||||||||풍국주정||||210202
퓨전데이타||||코스닥기업|02-547-7688|서울특별시 강남구 언주로 709||||||||퓨전데이타|송암빌딩 15층|||210202
퓨쳐스트림네트웍스||||코스닥기업|070-7731-9399|서울특별시 강남구 테헤란로98길 8||||||||퓨쳐스트림네트웍스|10층 (대치동,KT&G 대치타워)|||210202
퓨쳐켐||||코스닥기업|02-497-3114|서울특별시 성동구 연무장3길 21||||||||퓨쳐켐|(성수동2가,2층)|||210202
프럼파스트||||코스닥기업|041-865-9681|대전시 중구 동서대로 1187||||||||프럼파스트||||210202
프로스테믹스||||코스닥기업|02-545-2520|서울특별시 강남구 압구정로14길 22||||||||프로스테믹스||||210202
프로텍||||코스닥기업|032-822-9171|경기도 안양시 동안구 시민대로327번길 11-14||||||||프로텍|(관양동)|||210202
프리엠스||||코스닥기업|032-670-2000|경기도 부천시 오정구 삼작로178번길 14||||||||프리엠스|(내동)|||210202
플랜티넷||||코스닥기업|070-4489-7000|경기도 성남시 분당구 대왕판교로 670||||||||플랜티넷|유스페이스2 A동 6층|||210202
플레이위드||||코스닥기업|031-724-2400|경기도 성남시 분당구 판교로 256번길 19||||||||플레이위드|(삼평동)|||210202
피델릭스||||코스닥기업|031-785-3500|경기도 성남시 분당구 백현로 93||||||||피델릭스|(수내동,후너스빌딩 6층)|||210202
피씨디렉트||||코스닥기업|02-785-3001|서울특별시 용산구 원효로 138||||||||피씨디렉트|8층 (원효로3가,청진빌딩)|||210202
피씨엘||||코스닥기업|070-4673-3433|서울특별시 금천구 디지털로9길 99||||||||피씨엘|(가산동,스타밸리) 701호|||210202
피앤씨테크||||코스닥기업|031-452-5791|경기도 안양시 동안구 전파로104번길 62||||||||피앤씨테크|(호계동)|||210202
피앤이솔루션||||코스닥기업|031-299-0100|경기도 수원시 권선구 산업로 185||||||||피앤이솔루션||||210202
피앤텔||||코스닥기업|054-979-3300|서울시 영등포구 선유로 27길 대륭빌딩 1111호 ||||||||피앤텔||||210202
피에스엠씨||||코스닥기업|031-522-3700|경기도 화성시 향남읍 발안공단로4길 16||||||||피에스엠씨|구문천리 928|||210202
피에스케이||||코스닥기업|031-660-8703|경기도 화성시 삼성1로4길 48||||||||피에스케이||||210202
피에스케이홀딩스||||코스닥기업|031-660-8700|경기도 화성시 삼성1로4길 48||||||||피에스케이홀딩스|(석우동)|||210202
피에스텍||||코스닥기업|02-3408-1790|서울시 성동구 성동구 왕십리로 46||||||||피에스텍|(성수동1가)|||210202
피엔티||||코스닥기업|054-469-6950|경북 구미시 1공단로 86-69||||||||피엔티|(공단동)|||210202
피제이메탈||||코스닥기업|02-555-4451|서울특별시 강남구 테헤란로81길 13||||||||피제이메탈|삼성동 동원빌딩 11층|||210202
피제이전자||||코스닥기업|032-326-7000|경기도 부천시 오정구 삼작로 22||||||||피제이전자|부천테크노파크101동601호|||210202
픽셀플러스||||코스닥기업|031-888-5300|경기도 수원시 영통구 광교로 105||||||||픽셀플러스|(이의동,경기알앤디비센터 6층)|||210202
필로시스헬스케어||||코스닥기업|031-778-0800|경기도 성남시 분당구 정자일로 23||||||||필로시스헬스케어|토필드빌딩 (금곡동)|||210202
필링크||||코스닥기업|02-2102-7300|서울시 영등포구 영등포로 272||||||||필링크|필링크타워10층|||210202
필옵틱스||||코스닥기업|031-292-8321|경기도 수원시 권선구 산업로156번길 17||||||||필옵틱스||||210202
하나금융10호스팩||||코스닥기업|02-3771-3423|서울특별시 영등포구 의사당대로 82||||||||하나금융10호스팩|(여의도동)|||210202
하나금융11호스팩||||코스닥기업|02-3771-3423|서울특별시 영등포구 의사당대로 82||||||||하나금융11호스팩|(여의도동,하나금융투자빌딩)|||210202
하나금융9호스팩||||코스닥기업|02-3771-3339|서울특별시 영등포구 의사당대로 82||||||||하나금융9호스팩||||210202
하나마이크론||||코스닥기업|041-539-1011|충청남도 아산시 음봉면 연암율금로 77||||||||하나마이크론||||210202
하나머스트제6호스팩||||코스닥기업|02-3771-3188|서울특별시 영등포구 의사당대로 82||||||||하나머스트제6호스팩|(여의도동,하나금융투자빌딩)|||210202
하나머티리얼즈||||코스닥기업|041-410-1029|충청남도 천안시 서북구 3공단3로 42||||||||하나머티리얼즈||||210202
하림||||코스닥기업|063-860-2114|전라북도 익산시 망성면 망성로 14||||||||하림||||210202
하림지주||||코스닥기업|02-2085-4634|전라북도 익산시 중앙로 121||||||||하림지주||||210202
하우리||||코스닥기업|02-3676-1100|서울 종로구 율곡로 238||||||||하우리||||210202
하이로닉||||코스닥기업|031-698-4900|경기도 용인시 수지구 신수로 767||||||||하이로닉|19층 (동천동,분당수지UTOWER)|||210202
하이록코리아||||코스닥기업|051-970-0801|부산광역시 강서구 녹산산단27로 97||||||||하이록코리아|(송정동)|||210202
하이비젼시스템||||코스닥기업|031-735-1573|경기도 성남시 중원구 둔촌대로 527||||||||하이비젼시스템||||210202
하이셈||||코스닥기업|031-8046-1700|경기도 안성시 일죽면 서동대로 7280-26||||||||하이셈||||210202
하이제4호스팩||||코스닥기업|02-2122-9226|서울특별시 영등포구 여의나루로 61||||||||하이제4호스팩|하이투자증권빌딩 14층|||210202
하이즈항공||||코스닥기업|055-850-8800|경상남도 사천시 사남면 공단5로 24||||||||하이즈항공||||210202
하이텍팜||||코스닥기업|043-883-0012|충청북도 충주시 대소원면 첨단산업6로 12||||||||하이텍팜|(주)하이텍팜|||210202
하츠||||코스닥기업|031-370-7500|경기도 평택시 진위면 동부대로 202||||||||하츠||||210202
한국가구||||코스닥기업|02-2600-7000|서울시 강남구 학동로 120||||||||한국가구|(논현동,한국가구)|||210202
한국경제TV||||코스닥기업|02-6676-0000|서울특별시 영등포구 버드나루로 84||||||||한국경제TV|제일빌딩 (영등포동7가)|||210202
한국기업평가||||코스닥기업|02-368-5500|서울특별시 영등포구 의사당대로 97||||||||한국기업평가|교보증권빌딩 6~8층 (여의도동)|||210202
한국맥널티||||코스닥기업|031-376-1383|충청남도 천안시 서북구 성환읍 연암율금로 42||||||||한국맥널티||||210202
한국선재||||코스닥기업|051-200-4400|부산시 사하구 하신번영로 27||||||||한국선재|(신평동)|||210202
한국아트라스비엑스||||코스닥기업|042-620-4262|대전시 대덕구 대전로 1331번길 185||||||||한국아트라스비엑스||||210202
한국알콜||||코스닥기업|031-881-8000|경기도 용인시 기흥구 탑실로35번길 14||||||||한국알콜|(공세동)|||210202
한국유니온제약||||코스닥기업|02-489-3611|강원도 원주시 문막읍 문막공단길 246||||||||한국유니온제약||||210202
한국전자금융||||코스닥기업|02-2122-5400|서울특별시 영등포구 국회대로66길 9||||||||한국전자금융|NICE2사옥|||210202
한국전자인증||||코스닥기업|02-3019-5500|서울시 서초구 서초대로 320||||||||한국전자인증|하림빌딩 7층|||210202
한국정밀기계||||코스닥기업|070-7019-6500|경상남도 함안군 법수면 윤외공단길 83-1||||||||한국정밀기계||||210202
한국정보공학||||코스닥기업|031-789-8690|경기도 성남시 분당구 황새울로359번길 7||||||||한국정보공학||||210202
한국정보인증||||코스닥기업|02-360-3010|경기도 성남시 분당구 판교로 242||||||||한국정보인증|판교디지털센터 (PDC) C동 5층|||210202
한국정보통신||||코스닥기업|02-368-0700|서울시 중구 세종대로 39||||||||한국정보통신|대한서울상공회의소 7층|||210202
한국제5호스팩||||코스닥기업|02-3276-5766|서울특별시 영등포구 의사당대로 88||||||||한국제5호스팩|(여의도동,한국투자증권빌딩) 5층|||210202
한국제6호스팩||||코스닥기업|02-3276-5187|서울특별시 영등포구 의사당대로 88||||||||한국제6호스팩||||210202
한국제7호스팩||||코스닥기업|02-3276-6681|서울특별시 영등포구 의사당대로 88||||||||한국제7호스팩||||210202
한국제8호스팩||||코스닥기업|02-3276-5508|서울특별시 영등포구 의사당대로 88||||||||한국제8호스팩||||210202
한국체인공업||||코스닥기업|031-673-5544|경기도 안성시 대덕면 서동대로 4867-11||||||||한국체인공업||||210202
한국캐피탈||||코스닥기업|042-488-8000|대전광역시 서구 둔산서로 81||||||||한국캐피탈|(둔산동)|||210202
한국컴퓨터||||코스닥기업|054-589-3320|경북 구미시 임수로 24||||||||한국컴퓨터||||210202
한국코퍼레이션||||코스닥기업|02-3401-4114|서울특별시 중구 소월로2길 30||||||||한국코퍼레이션|남산트라팰리스|||210202
한국큐빅||||코스닥기업|031-491-5325|경기도 안산시 단원구 살막길 39||||||||한국큐빅|(신길동)|||210202
한국테크놀로지||||코스닥기업|02-2106-7500|서울특별시 중구 소월로2길 30||||||||한국테크놀로지|남산트라팰리스|||210202
한국팩키지||||코스닥기업|02-565-8600|경기도 안산시 단원구 해안로 227||||||||한국팩키지|(원시동)|||210202
한글과컴퓨터||||코스닥기업|031-627-7000|경기도 성남시 분당구 대왕판교로 644번길 49||||||||한글과컴퓨터|한컴타워 10층|||210202
한네트||||코스닥기업|02-2125-6000|서울시 마포구 독막로 281||||||||한네트||||210202
한라IMS||||코스닥기업|051-601-7000|부산시 강서구 화전산단 1로 115||||||||한라IMS||||210202
한류타임즈||||코스닥기업|02-2001-0072|서울시 영등포구 경인로 775||||||||한류타임즈|(문래동3가,에이스하이테크시티1동5층)|||210202
한류AI센터||||코스닥기업|02-3497-8900|서울특별시 성동구 왕십리로 58||||||||한류AI센터|포휴 제10층 (성수동1가 6563)|||210202
한빛소프트||||코스닥기업|070-4050-8000|서울특별시 금천구 가산디지털1로 186||||||||한빛소프트|제이플라츠빌딩3층|||210202
한솔시큐어||||코스닥기업|02-2082-0777|서울특별시 구로구 디지털로 306||||||||한솔시큐어|대륭포스트타워2차 508호 (구로동)|||210202
한솔씨앤피||||코스닥기업|031-364-7400|경기도 안산시 단원구 강촌로 203||||||||한솔씨앤피||||210202
한솔인티큐브||||코스닥기업|02-6005-3000|서울특별시 마포구 월드컵북로 396||||||||한솔인티큐브|누리꿈스퀘어비즈니스타워 14층 (상암동)|||210202
한송네오텍||||코스닥기업|02-369-3474|경상북도 구미시 1공단로7길 36-1||||||||한송네오텍||||210202
한스바이오메드||||코스닥기업|02-466-2266|서울특별시 송파구 정의로8길 7||||||||한스바이오메드|(9F,11F,12F)|||210202
한양디지텍||||코스닥기업|031-695-5000|경기도 화성시 삼성1로 332-7||||||||한양디지텍|(반월동)|||210202
한양이엔지||||코스닥기업|031-695-0000|경기도 화성시 영통로26번길 72||||||||한양이엔지|(반월동)|||210202
한일네트웍스||||코스닥기업|02-3466-9100|서울특별시 강남구 강남대로 330||||||||한일네트웍스|우덕빌딩 13층|||210202
한일단조||||코스닥기업|055-282-3201|경남 창원시 성산구 성주로 97번길 42||||||||한일단조||||210202
한일사료||||코스닥기업|031-280-4025|경기도 용인시 기흥구 하갈로 127||||||||한일사료|(하갈동)|||210202
한일진공||||코스닥기업|032-821-9300|인천시 남동구 남동동로 183번길 30||||||||한일진공||||210202
한일화학||||코스닥기업|031-362-8700|경기도 시흥시 공단1대로 37||||||||한일화학|(정왕동)|||210202
한창산업||||코스닥기업|031-353-2970|경기도 화성시 양감면 암소고개로 227-14||||||||한창산업||||210202
한컴시큐어||||코스닥기업|031-622-6300|경기도 성남시 분당구 대왕판교로 644번길 49||||||||한컴시큐어|한컴타워 9층|||210202
한컴유니맥스||||코스닥기업|070-7844-9315|경기도 안양시 동안구 학의로 268||||||||한컴유니맥스|410호 (관양동)|||210202
한컴지엠디||||코스닥기업|031-622-6111|경기도 성남시 분당구 대왕판교로 644번길 49||||||||한컴지엠디|한컴타워5층|||210202
한컴MDS||||코스닥기업|031-627-3000|경기도 성남시 분당구 대왕판교로 644번 49||||||||한컴MDS|한컴타워 3층|||210202
한탑||||코스닥기업|051-626-2841|부산시 남구 용소로 101||||||||한탑|(대연3동 598-7)|||210202
한프||||코스닥기업|043-536-7561|제주특별자치도 제주시 중앙로 217||||||||한프|제주벤처마루 606호|||210202
한화수성스팩||||코스닥기업|02-3772-7318|서울특별시 영등포구 여의대로 56||||||||한화수성스팩|한화투자증권빌딩 10층|||210202
한화에스비아이스팩||||코스닥기업|02-3772-7326|서울특별시 영등포구 여의대로 56||||||||한화에스비아이스팩||||210202
