##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@산후조리원
친정/산후조리원||126.7844445|37.5019474|산후조리원|032-665-0070|경기 부천시 원미구 부천로 110-1||||||||친정 산후조리원|(원미동,한위빌딩)|||30601
카리스||126.7289159|37.4050226|산후조리원|032-441-5599|인천 남동구 논고개로 77||||||||카리스|(논현동,에코타워)|||30601
퀸스맘||126.7073662|37.4564712|산후조리원|032-461-2555|인천 남동구 구월로 359||||||||퀸스맘|(만수동,신원빌딩)|||30601
퀸스산후조리원||127.1395151|36.827551|산후조리원|041-902-1000|충남 천안시 서북구 성정공원1길 9-13||||||||퀸스산후조리원|(성정동)|||30601
퀸스파크/산후조리원||126.8099589|37.6788932|산후조리원|031-932-3737|경기 고양시 일산동구 위시티로 18||||||||퀸스파크 산후조리원|(식사동,동국타워)|||30601
크래들/산후조리원||127.1222545|37.3171853|산후조리원|031-896-2222|경기 용인시 기흥구 죽현로80번길 54||||||||크래들 산후조리원|(보정동)|||30601
테크노/산후조리원||127.3958129|36.4240196|산후조리원|042-867-7576|대전 유성구 테크노중앙로 40||||||||테크노 산후조리원|(관평동,남일프라자)|||30601
통영자모||128.4237164|34.8601648|산후조리원|055-646-3537|경남 통영시 무전대로 4||||||||통영자모|(무전동,통영자모산부인과)|||30601
파티마/여성병원||128.6965194|35.8412746|산후조리원|053-794-9400|대구 수성구 달구벌대로 3119||||||||파티마 여성병원|(시지동,파티마여성병원)|||30601
파티마/여성병원/부설||128.6524596|35.8522032|산후조리원|053-794-9779|대구 수성구 달구벌대로 3179||||||||파티마 여성병원 부설|(매호동)|||30601
편안한/산후조리원||126.7811931|37.483736|산후조리원|032-661-0050|경기 부천시 소사구 경인로 190||||||||편안한 산후조리원|(심곡본동,부천라비앙로제)|||30601
평택성모산후조리원||127.0795523|36.9994413|산후조리원|070-5012-3585|경기 평택시 평택로 284||||||||평택성모산후조리원|(세교동,평택성모병원)|||30601
포모나/산후조리원||127.076953|37.2756473|산후조리원|031-215-7722|경기 용인시 기흥구 흥덕중앙로 120||||||||포모나 산후조리원|(영덕동,UTOWER)|||30601
포시즌/산후조리원/분당서현||127.1219624|37.3873713|산후조리원|031-703-2015|경기 성남시 분당구 서현로180번길 26||||||||포시즌 산후조리원 분당서현|(서현동,아름빌딩)|||30601
포시즌/산후조리원/용인수지||127.0950637|37.3229477|산후조리원|031-264-7781|경기 용인시 수지구 풍덕천로 149||||||||포시즌 산후조리원 용인수지|(풍덕천동,현대그린프라자)|||30601
푸르밍/산후조리원||127.1114074|37.3202333|산후조리원|031-889-9921|경기 용인시 기흥구 죽전로 20||||||||푸르밍 산후조리원|(보정동,죽전누리에뜰아파트)|||30601
푸른산후조리원||127.1617484|35.8298998|산후조리원|063-247-2114|전북 전주시 덕진구 가재미로 7||||||||푸른산후조리원|(인후동1가,푸른산부인과)|||30601
푸른잎||127.1407314|37.5436525|산후조리원|02-475-3350|서울 강동구 구천면로 328||||||||푸른잎|(천호동,인성빌딩)|||30601
푸른잎||126.8455395|37.5195108|산후조리원|02-2654-0030|서울 양천구 신월로 338||||||||푸른잎|(신정동)|||30601
푸른잎산후조리원||127.1434964|37.4911479|산후조리원|02-448-3980|서울 송파구 양산로 12||||||||푸른잎산후조리원|(거여동,세신거여훼미리타운)|||30601
품안애/산후조리원||126.8465941|37.5213149|산후조리원|02-2601-3588|서울 양천구 신월로 164||||||||품안애 산후조리원|(신월동,승일뷰티타워2)|||30601
프라우메디||129.3351358|35.5434055|산후조리원|052-226-7700|울산 남구 삼산중로 94||||||||프라우메디|(삼산동)|||30601
프라임/산후조리원||126.5167686|33.4812863|산후조리원|064-702-1155|제주특별자치도 제주시 오남로 82||||||||프라임 산후조리원|(오라2동)|||30601
프린세스||126.5109795|33.4996489|산후조리원|064-722-2277|제주특별자치도 제주시 서광로 220||||||||프린세스|(삼도1동,서광빌딩)|||30601
플로라/산후조리원||127.1491495|37.3849124|산후조리원|031-702-3377|경기 성남시 분당구 새마을로165번길 34||||||||플로라 산후조리원|(율동)|||30601
필산부인과/산후조리원||126.9222014|37.3964154|산후조리원|031-441-9111|경기 안양시 만안구 안양로 368||||||||필산부인과 산후조리원|(안양동)|||30601
하나/산후조리원||127.2648138|37.0083034|산후조리원|031-677-8821|경기 안성시 안성맞춤대로 1043||||||||하나 산후조리원|(서인동)|||30601
하나플러스||129.0291212|35.3383546|산후조리원|055-370-0647|경남 양산시 양산역로 101||||||||하나플러스|(중부동)|||30601
하늘고래/산후조리원||127.0721851|37.146247|산후조리원|031-373-3588|경기 오산시 대원로 57||||||||하늘고래 산후조리원|(원동,중앙씨티월3)|||30601
하늘고래/산후조리원/동탄점||127.0562195|37.2202039|산후조리원|031-8003-5445|경기 화성시 동탄지성로 126||||||||하늘고래 산후조리원 동탄점|(반송동,정일프라자)|||30601
하늘꿈/산후조리원||127.0363884|37.2780981|산후조리원|031-307-0029|경기 수원시 팔달구 중부대로 251||||||||하늘꿈 산후조리원|(우만동)|||30601
하안유/산후조리원||127.4890319|36.6424341|산후조리원|043-238-5900|충북 청주시 서원구 신화로 50||||||||하안유 산후조리원|(성화동)|||30601
한나/산후조리원||127.2450517|37.6604995|산후조리원|031-592-6122|경기 남양주시 늘을2로 20||||||||한나 산후조리원|(호평동,CH리베로빌딩)|||30601
한나산후조리원||126.7349144|37.3887741|산후조리원|031-316-8852|경기 시흥시 월곶해안로 171||||||||한나산후조리원|(월곶동)|||30601
한나산후조리원||127.1237239|35.8410805|산후조리원|063-250-3400|전북 전주시 덕진구 기린대로 489||||||||한나산후조리원|(덕진동1가,한나여성병원)|||30601
한나여성아이||129.1080956|35.1397177|산후조리원|051-625-2300|부산 수영구 황령대로481번길 7||||||||한나여성아이|(남천동,남천동 한나산부인과)|||30601
한림/산후조리원||126.7342231|37.5639623|산후조리원|032-552-9696|인천 계양구 장제로 718||||||||한림 산후조리원|(작전동,상록메디컬센터)|||30601
한마음/산후조리원||126.4598373|36.7802639|산후조리원|041-667-8560|충남 서산시 율지4로 5||||||||한마음 산후조리원|(동문동)|||30601
한별산후조리원||127.1580817|35.8368034|산후조리원|063-244-3572|전북 전주시 덕진구 견훤로 215||||||||한별산후조리원|(인후동1가)|||30601
한빛여성병원/산후조리원||126.8331575|37.3096841|산후조리원|031-410-3316|경기 안산시 단원구 광덕동로 53||||||||한빛여성병원 산후조리원|(고잔동,한빛여성병원)|||30601
한사랑산후조리원||126.4030186|34.8010424|산후조리원|061-284-8855|전남 목포시 백년대로 335||||||||한사랑산후조리원|(상동,목포한사랑병원)|||30601
한아름/산후조리원/강남||127.0394905|37.4956175|산후조리원|02-508-0013|서울 강남구 논현로 98||||||||한아름 산후조리원 강남|(개포동,문화빌딩)|||30601
한아름/산후조리원/부천||126.7567178|37.5071689|산후조리원|032-329-9400|경기 부천시 원미구 송내대로265번길 19||||||||한아름 산후조리원 부천|(상동,대신프라자)|||30601
한울산후조리원||126.480563|33.4870338|산후조리원|064-748-1828|제주특별자치도 제주시 도령로 11||||||||한울산후조리원|(노형동)|||30601
해피맘||128.3376019|36.1108738|산후조리원|054-458-0119|경북 구미시 신시로 74||||||||해피맘|(형곡동)|||30601
해피맘/산후조리원||127.1212927|37.4396361|산후조리원|031-752-3360|경기 성남시 수정구 수정로 112||||||||해피맘 산후조리원|(수진동,1)|||30601
해피맘/산후조리원||127.4388125|36.6263518|산후조리원|043-239-0221|충북 청주시 흥덕구 풍산로 36||||||||해피맘 산후조리원|(가경동,해피맘산부인과)|||30601
해피맘산후조리원||128.6350055|34.8691742|산후조리원|055-632-8282|경남 거제시 거제중앙로 1938-3||||||||해피맘산후조리원|(고현동,경상병원)|||30601
해피본/산후조리원||126.9227846|37.1302916|산후조리원|031-8059-8866|경기 화성시 향남읍 행정중앙2로 69-17||||||||해피본 산후조리원|(행정리)|||30601
햇빛||127.0252928|37.6349162|산후조리원|02-996-1511|서울 강북구 덕릉로 113||||||||햇빛|(번동,파스칼진빌딩)|||30601
행복한/산후조리원||127.0462502|37.494213|산후조리원|02-552-0100|서울 강남구 도곡로 235||||||||행복한 산후조리원|(역삼동,정민빌딩)|||30601
행복한/산후조리원||126.8638707|37.538176|산후조리원|02-2643-5111|서울 양천구 등촌로 32||||||||행복한 산후조리원|(목동,목동태영프라자)|||30601
행복한산후조리원||129.2065009|35.836975|산후조리원|054-749-7870|경북 경주시 금성로 405||||||||행복한산후조리원|(성건동,경주농협)|||30601
허스토리/산후조리원||126.7707211|37.6573636|산후조리원|031-902-3588|경기 고양시 일산동구 중앙로1261번길 61||||||||허스토리 산후조리원|(장항동,메트로골드)|||30601
헤라산후조리원||127.1302537|36.804547|산후조리원|041-584-3535|충남 천안시 서북구 미라2길 18-7||||||||헤라산후조리원|(쌍용동)|||30601
헤리티지/산후조리원||127.0590717|37.5027999|산후조리원|02-518-2433|서울 강남구 삼성로 635||||||||헤리티지 산후조리원|(삼성동,한섬빌딩)|||30601
헤스티아||126.6388452|37.3788938|산후조리원|032-851-2551|인천 연수구 하모니로 124||||||||헤스티아|(송도동)|||30601
현대병원아동병원/HWC||127.5229756|34.9538235|산후조리원|061-729-8350|전남 순천시 장선배기1길 8||||||||현대병원아동병원 HWC|(조례동,현대병원)|||30601
현대산후조리원||126.8546997|35.5669492|산후조리원|063-532-5300|전북 정읍시 중앙로 20||||||||현대산후조리원|(연지동,현대산부인과)|||30601
현대휴한방산후조리원||127.4890319|36.6424341|산후조리원|043-268-1000|충북 청주시 서원구 사직대로 140||||||||현대휴한방산후조리원|(사창동,현대코아)|||30601
호산/산후조리원||127.0323|37.5283256|산후조리원|02-1577-7611|서울 강남구 압구정로38길 6||||||||호산 산후조리원|(신사동)|||30601
호산부인과/산후조리원||127.739263|37.8571096|산후조리원|033-261-3317|강원 춘천시 퇴계로 188||||||||호산부인과 산후조리원|(석사동)|||30601
호수산후조리원별관||126.8865769|37.4481963|산후조리원|02-898-7332|경기 광명시 소하로 81||||||||호수산후조리원별관|(소하동)|||30601
호아맘/산후조리원||127.0345559|37.5575496|산후조리원|02-2295-2220||서울 성동구 행당동 320-10|||||||호아맘 산후조리원||||30601
홍성의료원/부설/산후조리원||126.6617768|36.6005358|산후조리원|041-630-6384|충남 홍성군 홍성읍 조양로 224||||||||홍성의료원 부설 산후조리원|(고암리)|||30601
화명일신기독병원/산후조리원||129.008229|35.2256041|산후조리원|070-4498-6070|부산 북구 금곡대로 264-1||||||||화명일신기독병원 산후조리원|(화명동,화명대림타운)|||30601
화인웰/산후조리원||127.0226157|37.5786546|산후조리원|02-929-2100|서울 성북구 보문로 35||||||||화인웰 산후조리원|(보문동7가,서광빌딩)|||30601
후/산후조리원||126.942202|37.5584845|산후조리원|02-362-7500|서울 서대문구 신촌역로 10||||||||후 산후조리원|(대현동,혜우빌딩)|||30601
휴산후조리원||126.9671608|35.9592947|산후조리원|063-840-5060|전북 익산시 무왕로 1018||||||||휴산후조리원|(영등동,병원)|||30601
