##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
양수가든||127.3202961044|37.5442602317|관광공사맛집|031-772-6025|경기도 양평군 양서면 북한강로 4||경기도;돼지갈비;맛집;양평군;음식;한우등심|10:00 ~ 22:00|||||양수가든||||kto
아미랑가든||128.1665049445|36.1130789813|관광공사맛집|054-431-2300|경상북도 김천시 농소면 영남대로 2181-21||경상북도;김천시;돼지갈비;맛집;음식;한우구이|10:00 ~ 22:00|||||아미랑가든||||kto
대봉한정식||126.6611374989|36.5979578725|관광공사맛집|041-632-5868~9|충청남도 홍성군 홍성읍 내포로 66||맛집;음식;충청남도;한정식;홍성군|12:00 ~ 21:00|||||대봉한정식||||kto
길조||127.4734614321|37.4935772381|관광공사맛집|031-774-7020|경기도 양평군 강상면 독배길 32-25||경기도;맛집;생선초밥;양평군;음식;회정식|12:00 ~ 21:30|||||길조||||kto
둔내민속촌||128.2176156638|37.5158384895|관광공사맛집|033-342-7807|강원도 횡성군 둔내면 둔내로47번길 47||강원권;곤드레나물밥;둔내민속촌;맛집;음식;횡성맛집|09:00 ~ 22:00|||||둔내민속촌||||kto
한국식당||127.5854864291|34.9771804170|관광공사맛집||전라남도 광양시 광양읍 매일시장길 48||가족과함께;광양숯불고기;맛집;불고기백반;불고기정식;연중무휴;음식;친구와함께;한국식당;한식당;한식맛집;한식집|10:00 ~ 22:00|||||한국식당||||kto
금강산||127.9883591969|37.4954087691|관광공사맛집|033-343-3377|강원도 횡성군 횡성읍 문화체육로 54||강원도;꽃등심;맛집;음식;한우모듬;횡성군|10:00 ~ 22:00|||||금강산||||kto
삼오식당||127.8832184199|37.6936449467|관광공사맛집|033-434-2435|강원도 홍천군 홍천읍 희망로 3||강원도;맛집;소머리곰탕;음식;홍천군|08:00 ~ 22:00|||||삼오식당||||kto
보광전골||128.0703118758|34.9285304645|관광공사맛집|055-833-3191|경상남도 사천시 수남길 70||경상남도;곱창전골;맛집;사천시;음식|10:00 ~ 21:00|||||보광전골||||kto
고기굽는사람들||126.5262109279|35.0663274174|관광공사맛집|061-323-6292, 7292|전라남도 함평군 함평읍 함영로 1012||갈비살;맛집;샤브샤브;석갈비;음식;전라남도;함평군|11:00 ~ 21:00|||||고기굽는사람들||||kto
플로리안/레스토랑||127.6581717896|34.7564397775|관광공사맛집|061-692-1515|전라남도 여수시 시청서6길 13||맛집;여수시;음식;전라남도;한우안심스테이크;해산물덮밥|11:00 ~ 21:30|||||플로리안 레스토랑||||kto
들꽃피는언덕||128.2253151511|37.5097143427|관광공사맛집|033-344-1808|강원도 횡성군 둔내면 고원로 158-27||강원도;맛집;쌈밥정식;음식;횡성군|11:00 ~ 21:00|||||들꽃피는언덕||||kto
흙토담골||127.3718488793|37.4779605271|관광공사맛집|031-767-2855~6|경기도 광주시 퇴촌면 석둔길 3||경기도;광주시;맛집;음식;한정식|11:00 ~ 21:30|||||흙토담골||||kto
태능갈비||128.2025320473|38.1226400060|관광공사맛집|033-461-3668|강원도 인제군 북면 원통로147번길 23||강원도;돼지갈비;맛집;소갈비;음식;인제군|10:00 ~ 22:00|||||태능갈비||||kto
약사촌/닭갈비||127.7244942235|37.8719768221|관광공사맛집|033-256-9255|강원도 춘천시 공지로 384-9||강원도;닭갈비;맛집;음식;춘천시|11:00 ~ 22:00|||||약사촌 닭갈비||||kto
국빈숯불장어||128.0859546606|34.9397517047|관광공사맛집|055-835-4333, 4334|경상남도 사천시 벌리9길 30||경상남도;맛집;사천시;영양돌솥밥;음식;장어구이|12:00 ~ 22:00|||||국빈숯불장어||||kto
수협횟집||126.4707243203|35.6202998052|관광공사맛집|063-584-0040|전라북도 부안군 변산면 격포항길 64-7||맛집;부안군;음식;전라북도;활어회;횟집|09:00 ~ 21:30|||||수협횟집||||kto
제주회초밥||128.9376408026|35.9716926122|관광공사맛집|054-333-0709|경상북도 영천시 삼산길 10-5||경상북도;맛집;생성회;영천시;음식;일식;초밥|10:00 ~ 23:00|||||제주회초밥||||kto
대도/숯불갈비||127.4231012766|36.6351309033|관광공사맛집|043-233-3700|충청북도 청주시 흥덕구 2순환로1122번길 6||갈비;맛집;음식;청주시;충청북도;한우|11:00 ~ 22:00|||||대도 숯불갈비||||kto
큰집가마솥설렁탕||127.8793744484|37.6894481396|관광공사맛집|033-434-2546|강원도 홍천군 홍천읍 홍천로3길 5-15||강원권;도가니탕;맛집;설렁탕;음식;큰집가마솥설렁탕;한식;홍천맛집|07:00 ~ 20:20|||||큰집가마솥설렁탕||||kto
솥뚜껑닭볶음탕||127.5058332921|37.5966214350|관광공사맛집|031-584-6272|경기도 가평군 설악면 어비산길 130-18||가족여행;가평맛집;단체모임;맛집;솥뚜껑닭볶음탕;올림픽밸리;음식;음식점|09:00 ~ 20:00|||||솥뚜껑닭볶음탕||||kto
중앙산채명가(수덕사/중앙식당)||126.6205062417|36.6576475222|관광공사맛집|041-337-6677, 0077|충청남도 예산군 덕산면 수덕사안길 42-1||더덕구이산채정식;맛집;산나물비빔밥;예산군;음식;충청남도|08:00 ~ 21:00 (예약시 아침일찍 식사 가능)|||||중앙산채명가(수덕사 중앙식당)||||kto
잉스힐||127.3012141033|36.1554447595|관광공사맛집|010-7243-1000|충청남도 논산시 벌곡면 수락계곡2길 63-3||논산시;맛집;사골우거지탕;삼겹살;음식;충청남도|예약제 운영|||||잉스힐||||kto
대밭골가든||129.1150129868|37.5073650422|관광공사맛집|033-531-8194|강원도 동해시 숫골길 96-30||강원도;능이오리백숙;동해시;맛집;유황오리훈제찜;음식|12:00 ~ 21:30|||||대밭골가든||||kto
비원||128.1785083185|37.1300600454|관광공사맛집|043-644-2577|충청북도 제천시 내토로 181||맛집;음식;제천시;충청북도;한정식|12:30 ~ 21:00|||||비원||||kto
산채촌||128.2319733387|38.1380832152|관광공사맛집|033-463-3842|강원도 인제군 북면 어두원길 25||강원도;맛집;산채정식;음식;인제군;한방백숙|09:00 ~ 20:00 (예약시 변동)|||||산채촌||||kto
원조파주골순두부||127.2784525478|38.0280392736|관광공사맛집|031-532-6590, 0959|경기도 포천시 영중면 성장로 179||경기도;맛집;순두부정식;음식;포천시|08:00 ∼ 20:00|||||원조파주골순두부||||kto
두무대식당||128.4164506809|37.9682481749|관광공사맛집|033-463-1020|강원도 인제군 기린면 조침령로 1233||강원도;맛집;송어회;음식;인제군|11:30 ~ 20:00|||||두무대식당||||kto
사랑의유람선||129.3985391917|36.1640962273|관광공사맛집|054-262-7777|경상북도 포항시 북구 흥해읍 해안로 1804||경상북도;맛집;스테이크;양식;음식;포항시|10:30 ~ 01:00(익일)|||||사랑의유람선||||kto
명동부대찌개/명동황기족발||126.9837706082|37.5641518402|관광공사맛집|02-752-6800|서울특별시 중구 명동길 25-7||맛집;부대찌개;서울특별시;음식;족발;중구|10:00 ~ 22:00|||||명동부대찌개 명동황기족발||||kto
고구려가는길(낙지랑/쭈꾸미랑)||129.1914443958|35.8428647259|관광공사맛집|054-777-3389, 777-5589|경상북도 경주시 충효천길 66-6||경상북도;경주시;낚지볶음;맛집;음식;주꾸미볶음|11:00 ~ 21:00|||||고구려가는길 (낙지랑 쭈꾸미랑)||||kto
대복복집||127.1652014155|37.8503273725|관광공사맛집|031-535-0303|경기도 포천시 호국로964번길 12||경기도;맛집;복요리;음식;포천시|10:00 ∼ 22:00|||||대복복집||||kto
동호회관||128.6263825639|38.1181959179|관광공사맛집|033-671-4693|강원도 양양군 강현면 안골로 3||강원도;맛집;약수돌솥밥;양양군;음식|09:00 ~ 20:30|||||동호회관||||kto
정원식당||128.0776481269|37.9675445681|관광공사맛집|033-461-5080|강원도 인제군 남면 삼팔선로 2115||강원도;두부전골;맛집;음식;인제군|08:00 ~ 22:00|||||정원식당||||kto
우리소||127.3014956610|37.2294074751|관광공사맛집|031-336-6292|경기도 용인시 처인구 양지면 남평로 176||맛집;수도권;연중무휴;용인맛집;우리소;음식;한식|10:00 ~ 22:00|||||우리소||||kto
수석정||129.2373075313|35.8257119723|관광공사맛집|054-748-0835, 5069|경상북도 경주시 내리길 41||경상북도;경주맛집;맛집;수석정;음식;한식;한정식|11:30 ~ 21:00|||||수석정||||kto
미담/해장국||127.8933630249|34.8378597414|관광공사맛집|055-864-2277|경상남도 남해군 남해읍 망운로9번길 3||경상남도;남해군;맛집;음식;해장국|08:00 ∼ 21:00|||||미담 해장국||||kto
시골농장가든||127.2799078391|37.2608451167|관광공사맛집|031-339-6600|경기도 용인시 처인구 양지면 한터로 690||경기도;능이오리백숙;맛집;용인시;유황오리백숙;음식|10:00 ~ 21:30|||||시골농장가든||||kto
운정가든||127.2151530134|38.2092697119|관광공사맛집|033-455-8533|강원도 철원군 동송읍 이평로 76||강원도;돼지양념갈비;맛집;음식;철원군;한우생갈비|11:00 ~ 22:30|||||운정가든||||kto
향림||127.0754601117|37.6394141857|관광공사맛집|02-976-8800|서울특별시 노원구 한글비석로 127||노원구;맛집;서울시;음식;중화요리|11:00 ~ 21:00|||||향림||||kto
장군갈비||127.0881502559|37.5547575866|관광공사맛집|02-447-3479, 02-457-3241|서울특별시 광진구 용마산로 11||광진구;맛집;생갈비;서울시;양념갈비;음식|11:00 ∼ 22:00|||||장군갈비||||kto
충남식당||126.9392316290|37.5143540502|관광공사맛집|02-813-9780|서울특별시 동작구 노들로2길 9-1||동작구;맛집;매운탕;서울시;음식|24시간|||||충남식당||||kto
평남면옥||127.4396537318|38.2400008220|관광공사맛집|033-458-2044|강원도 철원군 서면 와수로 190||강원도;맛집;음식;철원군;평양식꿩냉면|07:00 ~ 21:00|||||평남면옥||||kto
고석정회관||127.2875914475|38.1877957790|관광공사맛집|033-455-8787|강원도 철원군 동송읍 창동로 2421||강원도;맛집;매운탕;음식;철원군|08:00 ~ 21:00|||||고석정회관||||kto
개성면옥||126.9171701018|37.4029360362|관광공사맛집|031-469-0041~2|경기도 안양시 만안구 박달로 579||경기도;냉면;맛집;버섯생불고기;안양시;음식|10:30 ~ 21:30|||||개성면옥||||kto
양반네||127.9296910816|37.3464193458|관광공사맛집|033-744-4555|강원도 원주시 장미공원길 47-12||단계동;맛집;원주시;음식;한우|10:00 ~ 22:30|||||양반네||||kto
강림순대||128.1360270228|37.3806942392|관광공사맛집|033-342-7148|강원도 횡성군 강림면 주천강로강림5길 37||강원도;맛집;순대;순대국밥;음식;횡성군|09:00 ~ 20:00|||||강림순대||||kto
용문산/은행나무식당||127.5837054865|37.5454343596|관광공사맛집|031-773-3131, 2160|경기도 양평군 용문면 용문산로 638||경기도;더덕불고기;맛집;산채비빔밥;산채정식;양평군;음식|09:00 ~ 21:00|||||용문산 은행나무식당||||kto
청기와집||127.1399931633|37.4427576323|관광공사맛집|031-757-0808, 031-756-6018|경기도 성남시 수정구 시민로175번길 25||경기도;맛집;성남시;음식;한정식|11:30 ~ 21:00|||||청기와집||||kto
장독대||129.3130243317|35.7833404058|관광공사맛집|054-777-5557|경상북도 경주시 정자3길 6-11||경상북도;경주시;맛집;음식;청국장;한식|09:00 ~ 21:00|||||장독대||||kto
산성별장||127.1842437378|37.4765572876|관광공사맛집|031-743-5399|경기도 광주시 남한산성면 남한산성로 803-6||경기도;광주시;맛집;산채정식;음식|09:00 ~ 21:00|||||산성별장||||kto
두메산골||128.5331329025|38.2007372804|관광공사맛집|033-635-2323|강원도 속초시 관광로 457-11||강원도;맛집;속초시;음식;황태정식;황태해장국|평일: 08:00 ~ 21:00<br />주말: 07:00 ~ 21:00|||||두메산골||||kto
영미오리탕||126.9054972352|35.1612841533|관광공사맛집|062-527-0248|광주광역시 북구 경양로 126||광주광역시;맛집;북구;오리탕;음식|11:00 ~ 22:00|||||영미오리탕||||kto
원조제일숯불갈비||126.9799093652|35.3006307773|관광공사맛집|061-381-1234|전라남도 담양군 담양읍 마두길 4||담양군;돼지갈비;떡갈비;맛집;음식;전라남도|10:00 ~ 21:00|||||원조제일숯불갈비||||kto
보문민속식당||129.2884469315|35.8455051496|관광공사맛집|054-748-3200|경상북도 경주시 천북남로 27||경상북도;경주시;맛집;생상겹살;오겹살;음식|07:00 ~ 24:00|||||보문민속식당||||kto
신식당||126.9820197546|35.3217312044|관광공사맛집|061-382-9901|전라남도 담양군 담양읍 중앙로 95||담양군;떡갈비;맛집;음식;전라남도|점심 11:30 ~ 15:00 <br /> 저녁 17:00 ~ 20:30|||||신식당||||kto
고원갈비||128.2087942841|37.1370403639|관광공사맛집|043-647-4242|충청북도 제천시 의병대로15길 5||고원갈비;돼지갈비;맛집;음식;제천맛집;충청권|10:30 ~ 21:30|||||고원갈비||||kto
25시/삼계탕||127.4883730217|36.6415230064|관광공사맛집|043-256-9991|충청북도 청주시 상당구 중앙로 49||맛집;삼계탕;음식;청주시;충청북도|09:00 ~ 21:30|||||25시 삼계탕||||kto
서종가든||127.3510137898|37.6049065288|관광공사맛집|031-773-6035, 774-6923|경기도 양평군 서종면 무내미길 68||경기도;두부전골;맛집;양평군;음식|10:00 ~ 21:00|||||서종가든||||kto
솔마루||128.1669580861|35.7950539789|관광공사맛집|054-931-0519|경상북도 성주군 수륜면 덕운로 1351||경상북도;맛집;성주군;어탕;어탕국수;음식|11:00 ~ 21:00|||||솔마루||||kto
대자골토속음식||126.8780872601|37.7088636658|관광공사맛집|031-962-8545|경기도 고양시 덕양구 동헌로 199-11||경기도;고양시;맛집;미꾸라지털레기;음식|10:00 ~ 22:00|||||대자골토속음식||||kto
산이좋은사람들||127.3492841456|37.8661844455|관광공사맛집|031-585-8645|경기도 가평군 조종면 와곡길 3-16||가평군;경기도;맛집;음식;치즈돈까스|12:00 ~ 23:00|||||산이좋은사람들||||kto
아름펜션가든||127.3468177479|37.8646817964|관광공사맛집|031-585-9787|경기도 가평군 조종면 현등사길 33||가평군;경기도;두부전골;맛집;음식|예약만 가능|||||아름펜션가든||||kto
산성식당||128.9386520321|35.9643740146|관광공사맛집|054-331-3290|경상북도 영천시 시장4길 52||경상북도;맛집;소머리곰탕;수육;영천시;음식|24시간|||||산성식당||||kto
금성||127.2867747034|37.2318152649|관광공사맛집|031-338-3366|경기도 용인시 처인구 양지면 남평로 16||경기도;맛집;순두부;용인시;음식;청국장|09:00 ~ 21:00|||||금성||||kto
우사골설렁탕||127.7096701296|34.7537659675|관광공사맛집|061-654-3005|전라남도 여수시 여서1로 116||갈비탕;맛집;여수시;음식;전라남도|09:00 ~ 21:00|||||우사골설렁탕||||kto
명성숯불갈비||127.6649850222|34.7587896319|관광공사맛집|061-683-4002|전라남도 여수시 시청동3길 12-11||맛집;소왕갈비;여수시;음식;전라남도|10:00 ~ 22:00|||||명성숯불갈비||||kto
가창옛날찐빵손만두|본점|128.6221844139|35.8026725410|관광공사맛집|053-768-5768|대구광역시 달성군 가창면 가창로 1099||가창옛날찐빵손만두본점;맛집;맛집여행;손만두;연중무휴;음식;찐빵|07:00 ~ 01:00 (익일)|||||가창옛날찐빵손만두 본점||||kto
삼대농원||127.6470412912|34.7925466501|관광공사맛집|061-683-8879|전라남도 여수시 오산길 18||맛집;여수시;옻닭;음식;전라남도|10:00 ~ 22:00|||||삼대농원||||kto
진미횟집||128.6078938931|38.1650012258|관광공사맛집|033-635-8330|강원도 속초시 동해대로 3683||강원도;맛집;모듬회;물회;속초시;음식;횟집|07:00 ~ 22:00|||||진미횟집||||kto
청송회관||126.9088347226|36.2821345243|관광공사맛집|041-832-4600, 833-4600|충청남도 부여군 부여읍 성왕로193번길 5||돌솥비빔밥;맛집;부여군;불고기백반;음식;충청남도;한정식|09:00 ~ 22:00|||||청송회관||||kto
부산식당||129.3268896853|35.7868208318|관광공사맛집|054-746-4640|경상북도 경주시 불국신택지7길 32-7||경상북도;경주시;맛집;음식;차돌된장찌개|07:30 ~ 19:00|||||부산식당||||kto
황금터숯불촌||128.2720615542|35.7352820951|관광공사맛집|054-956-1666|경상북도 고령군 대가야읍 대가야로 1427||경상북도;고령군;맛집;숯불구이;음식|10:00 ~ 22:00|||||황금터숯불촌||||kto
사비성(동학산장호텔/한식당)||127.2381587018|36.3595092090|관광공사맛집|042-825-4301|충청남도 공주시 반포면 동학사1로 266-4||공주시;맛집;음식;충청남도;한식|예약에 따라 다름|||||사비성 (동학산장호텔 한식당)||||kto
대풍정식음소||129.0038948575|36.9671055159|관광공사맛집|054-673-2567|경상북도 봉화군 소천면 청옥로 514||경상북도;맛집;봉화군;산채비빔밥;음식|08:00 ~ 21:00|||||대풍정식음소||||kto
맛좋은교||128.5788872300|35.8385149105|관광공사맛집|053-626-5989, 629-0259|대구광역시 남구 현충로15길 15||남구;대구광역시;맛집;복어요리;음식|12:00 ~ 22:00|||||맛좋은교||||kto
꼭지네면옥||128.9779518857|37.7256149516|관광공사맛집|033-644-6175|강원도 강릉시 강동면 대동안길 15||강릉시;강원도;맛집;메밀막국수;음식;칡냉면|10:00 ~ 20:00|||||꼭지네면옥||||kto
88홍개무한리필||129.3811471810|36.3231445277|관광공사맛집|054-732-8888|경상북도 영덕군 남정면 동해대로 4078||경상북도;맛집;무한리필;물회;영덕군;음식;홍게;횟집|11:00 ~ 22:00|||||88홍개무한리필||||kto
서석대||127.0194137603|37.4950966122|관광공사맛집|02-584-0990|서울특별시 서초구 서초대로 346||꽃등심;맛집;서울시;서초구;음식;한우|11:30 ~ 22:00|||||서석대||||kto
공원숯불갈비||128.5866308420|35.4400878081|관광공사맛집|055-536-6555|경상남도 창녕군 부곡면 온천1길 19||경상남도;맛집;음식;창녕군;한우갈비|11:00 ~ 22:00|||||공원숯불갈비||||kto
오학식당||128.3561190524|36.9777281086|관광공사맛집|043-422-3313|충청북도 단양군 단양읍 상진13길 4-1||단양군;맛집;묵밥;음식;충청북도|09:00 ~ 21:00|||||오학식당||||kto
금강식당||128.4839279324|37.0427369341|관광공사맛집|043-423-2594,7350|충청북도 단양군 영춘면 백자1길 11||단양군;맛집;산채도토리냉면;음식;충청북도|08:00 ~ 19:00|||||금강식당||||kto
백토미가||127.9490636313|38.2087279232|관광공사맛집|033-481-5287|강원도 양구군 방산면 장거리길 17||강원도;맛집;양구군;음식;주물럭|08:00 ~ 22:00|||||백토미가||||kto
시인과촌장||127.0296975292|36.8468745524|관광공사맛집|041-541-8667|충청남도 아산시 음봉면 음봉로 162||맛집;샐러드;스테이크;아산시;음식;충청남도;피자|10:30 ~ 24:30|||||시인과촌장||||kto
춘천닭갈비||127.9895297278|38.1060628832|관광공사맛집|033-482-1003|강원도 양구군 양구읍 중앙길 33-7||강원도;닭갈비;맛집;양구군;음식;춘천|10:00 ~ 24:00|||||춘천닭갈비||||kto
중남식당||128.8173418356|35.9164855020|관광공사맛집|053-853-4090|경상북도 경산시 하양읍 금송로 37||경산시;경상북도;맛집;음식;한식백반|10:00 ~ 20:00|||||중남식당||||kto
김철우멧돼지마을||128.5839738993|38.1631870833|관광공사맛집|033-635-4233,636-8008|강원도 속초시 설악산로 227-13||강원도;맛집;멧돼지구이;속초시;음식|09:30 ~ 21:00|||||김철우멧돼지마을||||kto
동해식당||128.3271993269|34.9750298118|관광공사맛집|055-674-4343, 2190|경상남도 고성군 고성읍 동외로 148-27||경상남도;고성군;맛집;음식;한정식|09:00 ~ 21:00|||||동해식당||||kto
대궁삼계탕||129.0201466324|35.1026669669|관광공사맛집|051-244-6458|부산광역시 서구 구덕로 202||맛집;부산광역시;삼계탕;서구;음식|09:00 ~ 21:30|||||대궁삼계탕||||kto
금오횟집||129.1881304242|35.1611885212|관광공사맛집|051-742-0011|부산광역시 해운대구 청사포로58번길 62||맛집;부산광역시;생선회;음식;해운대구|11:00 ~ 22:00|||||금오횟집||||kto
두꺼비회관||126.8879603484|35.7987171333|관광공사맛집|063-547-9991|전라북도 김제시 동서8길 21||갈비살;김제시;맛집;음식;전라북도;한우등심|12:00 ~ 21:00|||||두꺼비회관||||kto
선심갈비||127.1677429103|35.9373006324|관광공사맛집|063-261-2072|전라북도 완주군 봉동읍 봉동로 137-6||돼지갈비;맛집;삼겹살;완주군;음식;전라북도|10:00 ~ 22:00|||||선심갈비||||kto
마방집||127.2170947242|37.5320847708|관광공사맛집|031-791-0011|경기도 하남시 하남대로 674||마방집;맛집;음식;하남맛집;한정식;한정식|10:00 ~ 21:30|||||마방집||||kto
영등포복집||126.9065900374|37.5186501901|관광공사맛집|02-2678-3467|서울특별시 영등포구 영등포로42길 10-1||맛집;복어요리;서울시;영등포구;음식|11:00 ~ 22:00|||||영등포복집||||kto
동곡할매손칼국수||128.4176670170|35.8778991570|관광공사맛집|053-582-0278|대구광역시 달성군 하빈면 달구벌대로55길 97-5||달성군;대구시;맛집;손국수;음식;칼국수|10:00 ~ 21:00|||||동곡할매손칼국수||||kto
민속막국수족발||126.9173860510|37.6249491364|관광공사맛집|02-385-8860 , 0504-3142-0311|서울특별시 은평구 갈현로 316||맛집;보쌈;서울시;은평구;음식;족발|11:30 ~ 24:00|||||민속막국수족발||||kto
처가집부대고기||127.0527546254|37.9027497735|관광공사맛집|031-862-6640|경기도 동두천시 어수로 91-3||경기도;동두천시;맛집;부대찌개;음식|10:00 ~ 22:00|||||처가집부대고기||||kto
복서울해장국||127.9350792392|36.9702600299|관광공사맛집|043-842-0135|충청북도 충주시 관아1길 16||맛집;음식;충주시;충청북도;해장국|05:00 ~ 17:00|||||복서울해장국||||kto
왕촌멧돼지||127.1408311955|36.4668813031|관광공사맛집|041-854-6262|충청남도 공주시 무령로 449-6||공주시;맛집;멧돼지고기;음식;충청남도|11:30 ~ 21:00|||||왕촌멧돼지||||kto
입주집||127.0175866593|37.2793104923|관광공사맛집|031-255-5384|경기도 수원시 팔달구 팔달문로3번길 37||경기도;맛집;수원시;양곱창구이;음식|12:00 ~ 23:30|||||입주집||||kto
영진횟집||128.8475036713|37.8679737083|관광공사맛집|033-662-7979, 5267|강원도 강릉시 연곡면 해안로 1427||강릉시;강원도;맛집;생선회;음식|09:00 ~ 22:00(토요일은 23:00시까지)|||||영진횟집||||kto
화진가든||126.9110815185|37.4118015654|관광공사맛집|031-472-9292|경기도 안양시 만안구 안양로 468||맛집;안양맛집;연중무휴;왕갈비;음식;화진가든|10:00 ~ 22:00|||||화진가든||||kto
오대산산채정식||127.9407456402|37.3463890001|관광공사맛집|033-732-0725|강원도 원주시 남산로 105||강원도;맛집;산채정식;원주시;음식|11:00 ~ 21:00 (예약시 21:30)|||||오대산산채정식||||kto
일미장||128.1716142911|38.0685596011|관광공사맛집|033-461-2396|강원도 인제군 인제읍 인제로188번길 1||갈비;강원도;맛집;음식;인제군;한우등심|10:00 ~ 22:00|||||일미장||||kto
임진강폭포어장||126.8703036599|37.9377368378|관광공사맛집|031-959-1318|경기도 파주시 파평면 청송로 550||경기도;맛집;송어회;음식;철갑상어회;파주시|11:00 ~ 20:00|||||임진강폭포어장||||kto
북경오리구이||127.0201869449|37.2606543658|관광공사맛집|031-236-5292|경기도 수원시 권선구 권선로 630||경기도;맛집;수원시;오리구이;음식|12:00 ~ 22:30|||||북경오리구이||||kto
원조할머니두부집||126.9575828590|37.6081740305|관광공사맛집|02-379-6276|서울특별시 종로구 진흥로 439||맛집;서울시;순두부백반;음식;종로구|매일 09:00 ~ 22:00 <br /> 공휴일 09:00 ~ 21:00|||||원조할머니두부집||||kto
동원가든||128.1041466744|37.1870826455|관광공사맛집|043-651-8100|충청북도 제천시 봉양읍 제원로10길 55||맛집;음식;제천시;충청북도;토종닭참숯불구이|11:00 ~ 22:00|||||동원가든||||kto
화풍정||127.8100700157|36.5127546786|관광공사맛집|043-543-3936|충청북도 보은군 속리산면 법주사로 21-5||맛집;보은군;산채비빔밥;송이한방백숙;음식;충청북도|07:00 ~ 20:00|||||화풍정||||kto
고향숯불갈비||129.3696008397|36.0417900721|관광공사맛집|054-246-0419|경상북도 포항시 북구 삼호로8번길 21-1||갈비살;경상북도;맛집;안창살;음식;포항시|10:00 ~ 22:00|||||고향숯불갈비||||kto
해운대소문난/암소갈비집||129.1663100420|35.1632545515|관광공사맛집|051-746-0033|부산광역시 해운대구 중동2로10번길 32-10||갈비;맛집;부산광역시;음식;해운대구|11:30 ~ 22:00|||||해운대소문난 암소갈비집||||kto
가화한정식||127.4833508199|36.6570822415|관광공사맛집|043-221-0231|충청북도 청주시 청원구 내덕로 27||맛집;음식;청주시;충청북도;한정식|점심 10:00 ~ 15:00 <br />  저녁 17:00 ~ 22:00|||||가화한정식||||kto
성안골/영양돌솥밥집||127.4883732471|36.6333656089|관광공사맛집|043-223-6118|충청북도 청주시 상당구 상당로59번길 37-6||맛집;영양돌솥밥;음식;청주시;충청북도|11:00 ~ 21:00|||||성안골 영양돌솥밥집||||kto
고우정||126.9811066040|37.4785006302|관광공사맛집|070-4192-6761|서울특별시 동작구 동작대로3길 6||동작구;맛집;서울특별시;음식;한정식|점심 12:00 ~ 14:00<br />저녁 17:00 ~ 22:00|||||고우정||||kto
중원회관||126.6966468454|34.7993381204|관광공사맛집|061-473-6700, 6711|전라남도 영암군 영암읍 군청로 2-13||갈낙탕;맛집;연포탕;영암군;음식;전라남도;전라남도;짱뚱어탕|09:00 ~ 21:30|||||중원회관||||kto
대성불고기센타||126.6235838114|37.4721200189|관광공사맛집|032-765-4001|인천광역시 중구 신포로27번길 29-1||맛집;음식;인천광역시;중구;한우|09:30 ~ 22:30|||||대성불고기센타||||kto
형제갈비||126.9370972651|37.5577573022|관광공사맛집|02-365-0001|서울특별시 서대문구 연세로 24||갈비;맛집;불고기;서대문구;서울특별시;음식|11:00 ~ 22:00|||||형제갈비||||kto
천지갈비||129.3522142585|36.0147455764|관광공사맛집|054-274-3392|경상북도 포항시 남구 중흥로 114||갈비살;경상북도;꽃등심;맛집;음식;포항시|12:00 ~ 22:00|||||천지갈비||||kto
다문||127.1523697516|35.8134727939|관광공사맛집|063-288-8607|전라북도 전주시 완산구 은행로 74-8||다문;맛집;음식;전라권;한정식|11:30 ~ 21:00|||||다문||||kto
참나무숯불구이||129.0856708591|35.2270653546|관광공사맛집|051-582-5392|부산광역시 금정구 금정로 25||맛집;부산맛집;소갈비;음식;음식점;참나무숯불구이;한식|11:00 ~ 22:30|||||참나무숯불구이||||kto
장어촌||126.9312617955|35.1544298073|관광공사맛집|062-232-9953|광주광역시 동구 경양로 386||광주맛집;맛집;음식;음식점;장어구이;장어촌;한식|10:00 ~ 22:30|||||장어촌||||kto
압구정갈비||129.0856806486|35.2750655293|관광공사맛집|051-512-0025, 0027|부산광역시 금정구 청룡로 61||금정구;맛집;부산광역시;음식;한우갈비|11:00 ~ 22:00|||||압구정갈비||||kto
물꽁식당||129.0244017679|35.1045168387|관광공사맛집|051-257-3230|부산광역시 중구 흑교로59번길 3||맛집;부산광역시;아귀찜;음식;중구|09:00 ~ 22:00|||||물꽁식당||||kto
남양회관||126.9139078948|35.1496161685|관광공사맛집|062-223-8011|광주광역시 동구 충장로58번길 4||광주광역시;동구;맛집;삼계탕;음식;전기구이통닭|12:00 ~ 21:00|||||남양회관||||kto
백제향||126.9124456886|36.2753909150|관광공사맛집|041-836-8729|충청남도 부여군 부여읍 사비로30번길 17||맛집;부여군;연꽃빵;음식;충청남도|10:00 ~ 22:00|||||백제향||||kto
영안반점||126.9135856725|35.1507577010|관광공사맛집|062-223-6098, 062-225-9555|광주광역시 동구 충장로 45-13||광주광역시;동구;맛집;음식;중화요리|11:00 ~ 21:00|||||영안반점||||kto
거목한정식||126.9116415279|35.1456471337|관광공사맛집|062-672-0333, 0444|광주광역시 남구 천변좌로364번길 3-6||광주광역시;남구;맛집;음식;한정식|11:00 ~ 22:00|||||거목한정식||||kto
